"MMSI","IMO","IR","Ship Name","Call Sign",
"636016212","9678800","N/A","MATHILDE OLDENDORFF","D5FA5",
"Timestamp","Lat","Lon","Heading","Speed","Source",
"2018-08-13 13:35:14Z","-15.88464","117.47074","351","12.5","Sat-AIS",
"2018-08-13 13:34:14Z","-15.88816","117.47137","350.5","12.5","Sat-AIS",
"2018-08-13 13:34:14Z","-15.88816","117.47137","350.5","12.5","Sat-AIS",
"2018-08-13 13:14:09Z","-15.95667","117.48","354","6","Sat-AIS",
"2018-08-13 13:10:22Z","-15.97148","117.48294","353.4","12.6","Sat-AIS",
"2018-08-13 13:08:41Z","-15.97734","117.48357","354","12.6","Sat-AIS",
"2018-08-13 13:08:22Z","-15.97851","117.4837","354.2","12.6","Sat-AIS",
"2018-08-13 13:08:11Z","-15.97909","117.48377","353.4","12.6","Sat-AIS",
"2018-08-13 12:59:36Z","-16.00944","117.48718","353.5","12.5","Sat-AIS",
"2018-08-13 12:59:22Z","-16.01002","117.48724","353.2","12.6","Sat-AIS",
"2018-08-13 12:53:25Z","-16.0312","117.48943","353.5","12.6","Sat-AIS",
"2018-08-13 12:53:14Z","-16.03179","117.48951","353.7","12.6","Sat-AIS",
"2018-08-13 12:53:11Z","-16.03167","117.48834","352","6","Sat-AIS",
"2018-08-13 12:52:45Z","-16.03351","117.48971","353.2","12.6","Sat-AIS",
"2018-08-13 12:50:45Z","-16.04057","117.49065","352.5","12.6","Sat-AIS",
"2018-08-13 12:50:15Z","-16.04239","117.49093","351.8","12.7","Sat-AIS",
"2018-08-13 12:50:15Z","-16.04239","117.49093","351.8","12.7","Sat-AIS",
"2018-08-13 12:50:15Z","-16.04239","117.49093","351.8","12.7","Sat-AIS",
"2018-08-13 12:50:12Z","-16.04167","117.49","351","6","Sat-AIS",
"2018-08-13 12:49:35Z","-16.04473","117.49129","351.1","12.7","Sat-AIS",
"2018-08-13 12:49:35Z","-16.04473","117.49129","351.1","12.7","Sat-AIS",
"2018-08-13 12:48:15Z","-16.04941","117.49223","348.3","12.7","Sat-AIS",
"2018-08-13 12:25:05Z","-16.13021","117.51183","346.4","12.8","Sat-AIS",
"2018-08-13 11:23:32Z","-16.34535","117.56538","346.3","12.7","Sat-AIS",
"2018-08-13 11:23:22Z","-16.34593","117.56551","347.1","12.7","Sat-AIS",
"2018-08-13 11:23:22Z","-16.34593","117.56551","347.1","12.7","Sat-AIS",
"2018-08-13 11:23:22Z","-16.34593","117.56551","347.1","12.7","Sat-AIS",
"2018-08-13 11:23:13Z","-16.34645","117.56564","347.1","12.7","Sat-AIS",
"2018-08-13 11:23:12Z","-16.34645","117.56564","347.1","12.7","Sat-AIS",
"2018-08-13 11:23:12Z","-16.34645","117.56564","347.1","12.7","Sat-AIS",
"2018-08-13 11:22:52Z","-16.34767","117.56593","347.6","12.7","Sat-AIS",
"2018-08-13 11:22:51Z","-16.34767","117.56593","347.6","12.7","Sat-AIS",
"2018-08-13 11:22:51Z","-16.34767","117.56593","347.6","12.7","Sat-AIS",
"2018-08-13 11:22:23Z","-16.34936","117.56632","346.8","12.7","Sat-AIS",
"2018-08-13 11:22:23Z","-16.34936","117.56632","346.8","12.7","Sat-AIS",
"2018-08-13 11:21:52Z","-16.35115","117.56675","346.5","12.7","Sat-AIS",
"2018-08-13 11:21:51Z","-16.35115","117.56675","346.5","12.7","Sat-AIS",
"2018-08-13 11:20:23Z","-16.35632","117.568","347.3","12.7","Sat-AIS",
"2018-08-13 11:20:14Z","-16.35684","117.56812","346.7","12.7","Sat-AIS",
"2018-08-13 11:20:13Z","-16.35684","117.56812","346.7","12.7","Sat-AIS",
"2018-08-13 11:20:13Z","-16.35684","117.56812","346.7","12.7","Sat-AIS",
"2018-08-13 11:20:08Z","-16.35667","117.56667","346","6","Sat-AIS",
"2018-08-13 11:20:02Z","-16.35753","117.5683","346.4","12.7","Sat-AIS",
"2018-08-13 11:18:32Z","-16.36267","117.5696","346.6","12.7","Sat-AIS",
"2018-08-13 11:18:23Z","-16.36324","117.56974","346.8","12.7","Sat-AIS",
"2018-08-13 11:17:09Z","-16.36667","117.57","345","6","Sat-AIS",
"2018-08-13 11:16:26Z","-16.37024","117.57152","346.2","12.7","Sat-AIS",
"2018-08-13 11:16:21Z","-16.37024","117.57152","346.2","12.7","Sat-AIS",
"2018-08-13 11:14:08Z","-16.37667","117.57333","346","6","Sat-AIS",
"2018-08-13 10:03:26Z","-16.61968","117.63405","345.4","12.5","Sat-AIS",
"2018-08-13 09:36:04Z","-16.71318","117.66099","343.6","12.7","Sat-AIS",
"2018-08-13 09:32:04Z","-16.72698","117.66493","344.7","12.7","Sat-AIS",
"2018-08-13 09:29:15Z","-16.73674","117.66774","343.8","12.9","Sat-AIS",
"2018-08-13 08:57:04Z","-16.84803","117.69768","347.2","13","Sat-AIS",
"2018-08-13 08:54:45Z","-16.85629","117.69972","345.9","13.1","Sat-AIS",
"2018-08-13 08:51:45Z","-16.86699","117.7026","346","13.1","Sat-AIS",
"2018-08-13 08:30:05Z","-16.94465","117.72405","344.7","13.2","Sat-AIS",
"2018-08-13 08:21:55Z","-16.97347","117.7325","344","13.1","Sat-AIS",
"2018-08-13 08:20:34Z","-16.97819","117.73393","344","13.1","Sat-AIS",
"MMSI","IMO","IR","Ship Name","Call Sign",
"563820000","9600437","N/A","EVER SHINE","AVFF",
"Timestamp","Lat","Lon","Heading","Speed","Source",
"2018-08-13 09:28:07Z","36.02833","120.23333","344","N/A","Sat-AIS",
"2018-08-13 09:25:07Z","36.02833","120.23333","344","N/A","Sat-AIS",
"2018-08-13 09:22:07Z","36.02833","120.23333","344","N/A","Sat-AIS",
"MMSI","IMO","IR","Ship Name","Call Sign",
"235112623","9750921","N/A","BERGE GROSSGLOCKNER","9V7896",
"Timestamp","Lat","Lon","Heading","Speed","Source",
"2018-08-13 13:34:04Z","-6.60899","75.89917","58.5","8.6","Sat-AIS",
"2018-08-13 13:34:04Z","-6.60899","75.89917","58.5","8.6","Sat-AIS",
"2018-08-13 13:26:14Z","-6.61897","75.88326","56.4","8.6","Sat-AIS",
"2018-08-13 13:26:14Z","-6.61897","75.88326","56.4","8.6","Sat-AIS",
"2018-08-13 13:26:14Z","-6.61897","75.88326","56.4","8.6","Sat-AIS",
"2018-08-13 13:12:32Z","-6.63656","75.85526","57.5","8.8","Sat-AIS",
"2018-08-13 12:51:14Z","-6.66386","75.81139","58.2","8.7","Sat-AIS",
"2018-08-13 12:17:24Z","-6.70861","75.74329","54.8","8.5","Sat-AIS",
"2018-08-13 11:44:04Z","-6.75362","75.67739","55.8","8.6","Sat-AIS",
"2018-08-13 11:13:15Z","-6.79534","75.61631","57.5","8.7","Sat-AIS",
"2018-08-13 11:13:15Z","-6.79534","75.61631","57.5","8.7","Sat-AIS",
"2018-08-13 11:13:15Z","-6.79534","75.61631","57.5","8.7","Sat-AIS",
"2018-08-13 10:41:53Z","-6.83738","75.55464","55.6","8.5","Sat-AIS",
"2018-08-13 10:12:08Z","-6.87675","75.49614","54.5","8.6","Sat-AIS",
"2018-08-13 10:11:28Z","-6.87767","75.4948","55.5","8.5","Sat-AIS",
"2018-08-13 09:55:14Z","-6.89902","75.46251","53.9","8.6","Sat-AIS",
"2018-08-13 09:49:33Z","-6.9066","75.45131","54.5","8.5","Sat-AIS",
"2018-08-13 09:21:14Z","-6.94528","75.39662","54","8.4","Sat-AIS",
"2018-08-13 09:11:11Z","-6.95954","75.37746","53.1","8.5","Sat-AIS",
"2018-08-13 09:10:51Z","-6.96004","75.37679","53.3","8.5","Sat-AIS",
"2018-08-13 09:10:42Z","-6.96025","75.3765","52.3","8.6","Sat-AIS",
"2018-08-13 09:09:33Z","-6.96194","75.37429","53.7","8.5","Sat-AIS",
"2018-08-13 09:02:11Z","-6.97228","75.36024","54.3","8.5","Sat-AIS",
"2018-08-13 08:40:47Z","-7.00312","75.31875","55.2","8.8","Sat-AIS",
"2018-08-13 08:40:37Z","-7.00336","75.31841","54.6","8.8","Sat-AIS",
"2018-08-13 08:39:58Z","-7.0043","75.31712","53.5","8.8","Sat-AIS",
"2018-08-13 08:39:34Z","-7.00501","75.31612","54.5","8.8","Sat-AIS",
"2018-08-13 08:39:34Z","-7.00501","75.31612","54.5","8.8","Sat-AIS",
"2018-08-13 08:38:58Z","-7.00573","75.31513","54.3","8.7","Sat-AIS",
"2018-08-13 08:38:47Z","-7.00599","75.31476","53.2","8.8","Sat-AIS",
"2018-08-13 08:38:47Z","-7.00599","75.31476","53.2","8.8","Sat-AIS",
"2018-08-13 08:38:37Z","-7.00623","75.31443","53.8","8.7","Sat-AIS",
"2018-08-13 08:38:27Z","-7.00645","75.31414","55","8.7","Sat-AIS",
"2018-08-13 08:37:18Z","-7.00811","75.31184","54.6","8.8","Sat-AIS",
"2018-08-13 08:36:58Z","-7.0086","75.31118","54.6","8.8","Sat-AIS",
"2018-08-13 08:36:27Z","-7.00931","75.31019","52.4","8.8","Sat-AIS",
"2018-08-13 08:36:18Z","-7.00954","75.3099","53.4","8.8","Sat-AIS",
"2018-08-13 08:34:59Z","-7.01152","75.30731","52.2","8.8","Sat-AIS",
"2018-08-13 08:33:27Z","-7.0138","75.30434","52.8","8.8","Sat-AIS",
"2018-08-13 08:32:27Z","-7.01525","75.30241","52.6","8.8","Sat-AIS",
"2018-08-13 08:07:34Z","-7.05228","75.2527","52.7","8.9","Sat-AIS",
"MMSI","IMO","IR","Ship Name","Call Sign",
"373657000","9603374","N/A","CAPE COSMOS","SVAT7",
"Timestamp","Lat","Lon","Heading","Speed","Source",
"2018-08-13 13:22:08Z","-14.14898","68.67777","57.7","9.7","Sat-AIS",
"2018-08-13 12:48:38Z","-14.20218","68.60185","58.3","9.8","Sat-AIS",
"2018-08-13 12:48:38Z","-14.20218","68.60185","58.3","9.8","Sat-AIS",
"2018-08-13 12:24:18Z","-14.24012","68.54546","59.2","9.9","Sat-AIS",
"2018-08-13 12:13:48Z","-14.25688","68.52113","53.9","9.9","Sat-AIS",
"2018-08-13 12:10:07Z","-14.26292","68.51271","52.4","9.9","Sat-AIS",
"2018-08-13 11:39:48Z","-14.31271","68.44351","56","9.8","Sat-AIS",
"2018-08-13 11:37:17Z","-14.31663","68.43778","59.3","9.7","Sat-AIS",
"2018-08-13 11:37:17Z","-14.31663","68.43778","59.3","9.7","Sat-AIS",
"2018-08-13 11:37:17Z","-14.31663","68.43778","59.3","9.7","Sat-AIS",
"2018-08-13 11:06:47Z","-14.36636","68.36877","57.9","9.8","Sat-AIS",
"2018-08-13 10:58:58Z","-14.37886","68.35085","56.6","9.9","Sat-AIS",
"2018-08-13 10:48:45Z","-14.39502","68.32717","53.8","9.9","Sat-AIS",
"2018-08-13 10:45:55Z","-14.39919","68.32052","53.2","9.8","Sat-AIS",
"2018-08-13 10:22:08Z","-14.4379","68.26604","52.7","9.9","Sat-AIS",
"2018-08-13 10:17:40Z","-14.44519","68.25617","57","9.9","Sat-AIS",
"2018-08-13 09:52:27Z","-14.48687","68.19709","54.2","10","Sat-AIS",
"2018-08-13 09:18:18Z","-14.54234","68.11441","48.4","10.6","Sat-AIS",
"2018-08-13 09:13:55Z","-14.54958","68.10362","58.9","10.5","Sat-AIS",
"2018-08-13 09:13:45Z","-14.54982","68.10319","56.9","10.5","Sat-AIS",
"2018-08-13 09:13:35Z","-14.55009","68.10276","57.6","10.4","Sat-AIS",
"2018-08-13 09:12:55Z","-14.55111","68.10106","58.1","10.4","Sat-AIS",
"2018-08-13 09:12:45Z","-14.55136","68.10064","56.6","10.4","Sat-AIS",
"2018-08-13 09:12:35Z","-14.55161","68.10021","54.2","10.4","Sat-AIS",
"2018-08-13 09:12:25Z","-14.5519","68.09981","58.7","10.4","Sat-AIS",
"2018-08-13 09:11:55Z","-14.55267","68.09853","53.9","10.5","Sat-AIS",
"2018-08-13 09:11:35Z","-14.55319","68.0977","54.3","10.4","Sat-AIS",
"2018-08-13 09:11:25Z","-14.55345","68.09728","52.5","10.4","Sat-AIS",
"2018-08-13 09:11:15Z","-14.55375","68.09689","57.9","10.4","Sat-AIS",
"2018-08-13 09:11:05Z","-14.55403","68.09647","55.8","10.3","Sat-AIS",
"2018-08-13 09:10:35Z","-14.55488","68.09526","52.8","10.4","Sat-AIS",
"2018-08-13 09:10:25Z","-14.55517","68.09486","53.7","10.4","Sat-AIS",
"2018-08-13 09:10:05Z","-14.55577","68.09406","55","10.3","Sat-AIS",
"2018-08-13 09:09:46Z","-14.55632","68.0933","54.4","10.3","Sat-AIS",
"2018-08-13 09:09:25Z","-14.55691","68.09245","53.5","10.5","Sat-AIS",
"2018-08-13 09:09:25Z","-14.55691","68.09245","53.5","10.5","Sat-AIS",
"2018-08-13 09:09:25Z","-14.55691","68.09245","53.5","10.5","Sat-AIS",
"2018-08-13 09:09:25Z","-14.55691","68.09245","53.5","10.5","Sat-AIS",
"2018-08-13 09:09:25Z","-14.55691","68.09245","53.5","10.5","Sat-AIS",
"2018-08-13 09:09:25Z","-14.55691","68.09245","53.5","10.5","Sat-AIS",
"2018-08-13 08:43:29Z","-14.59881","68.02782","53.5","10.2","Sat-AIS",
"2018-08-13 08:42:22Z","-14.60045","68.02541","56.8","10","Sat-AIS",
"2018-08-13 08:42:11Z","-14.60073","68.02503","59.7","10.1","Sat-AIS",
"2018-08-13 08:42:01Z","-14.60101","68.02458","56.4","10","Sat-AIS",
"2018-08-13 08:41:51Z","-14.60127","68.02418","56.2","10.1","Sat-AIS",
"2018-08-13 08:41:11Z","-14.60225","68.02259","58.7","10.1","Sat-AIS",
"2018-08-13 08:41:01Z","-14.60251","68.02213","57.3","10.2","Sat-AIS",
"2018-08-13 08:41:01Z","-14.60251","68.02213","57.3","10.2","Sat-AIS",
"2018-08-13 08:41:01Z","-14.60251","68.02213","57.3","10.2","Sat-AIS",
"2018-08-13 08:39:51Z","-14.60419","68.01924","56.6","10","Sat-AIS",
"2018-08-13 08:39:31Z","-14.60467","68.01847","56","10.2","Sat-AIS",
"2018-08-13 08:38:38Z","-14.60626","68.01608","52.2","10.2","Sat-AIS",
"2018-08-13 08:38:01Z","-14.60711","68.0149","52.7","10.1","Sat-AIS",
"2018-08-13 08:37:31Z","-14.60794","68.01375","51.9","10.2","Sat-AIS",
"2018-08-13 08:37:22Z","-14.60822","68.01336","51.7","10.2","Sat-AIS",
"2018-08-13 08:37:01Z","-14.60881","68.0126","52.8","10","Sat-AIS",
"2018-08-13 08:36:01Z","-14.61042","68.01029","54.7","10","Sat-AIS",
"2018-08-13 08:36:01Z","-14.61042","68.01029","54.7","10","Sat-AIS",
"2018-08-13 08:36:01Z","-14.61042","68.01029","54.7","10","Sat-AIS",
"2018-08-13 08:35:01Z","-14.61203","68.00784","59.5","10.1","Sat-AIS",
"2018-08-13 08:35:01Z","-14.61203","68.00784","59.5","10.1","Sat-AIS",
"MMSI","IMO","IR","Ship Name","Call Sign",
"565199000","9683104","N/A","PACIFIC ASSURANCE","9V2620",
"Timestamp","Lat","Lon","Heading","Speed","Source",
"2018-08-13 13:37:19Z","-13.83417","116.95712","345.3","11","Sat-AIS",
"2018-08-13 13:36:00Z","-13.83667","116.95667","344","5.5","Sat-AIS",
"2018-08-13 13:35:50Z","-13.83864","116.95829","344.3","11.1","Sat-AIS",
"2018-08-13 13:10:47Z","-13.91339","116.97614","348.8","11","Sat-AIS",
"2018-08-13 13:10:38Z","-13.91385","116.97623","349.1","11","Sat-AIS",
"2018-08-13 13:10:38Z","-13.91385","116.97623","349.1","11","Sat-AIS",
"2018-08-13 13:10:27Z","-13.9144","116.97635","348.5","11","Sat-AIS",
"2018-08-13 13:10:08Z","-13.91533","116.97656","349.5","11","Sat-AIS",
"2018-08-13 13:10:08Z","-13.91533","116.97656","349.5","11","Sat-AIS",
"2018-08-13 13:09:47Z","-13.91631","116.97678","350.1","11","Sat-AIS",
"2018-08-13 13:09:38Z","-13.91696","116.97688","349.8","11","Sat-AIS",
"2018-08-13 13:09:27Z","-13.91749","116.97695","350.1","11.1","Sat-AIS",
"2018-08-13 13:09:27Z","-13.91749","116.97695","350.1","11.1","Sat-AIS",
"2018-08-13 13:09:18Z","-13.91789","116.97703","349","11","Sat-AIS",
"2018-08-13 13:09:08Z","-13.9184","116.97713","348","11","Sat-AIS",
"2018-08-13 13:09:08Z","-13.9184","116.97713","348","11","Sat-AIS",
"2018-08-13 13:08:47Z","-13.91945","116.97735","348.5","11","Sat-AIS",
"2018-08-13 13:08:47Z","-13.91945","116.97735","348.5","11","Sat-AIS",
"2018-08-13 13:03:00Z","-13.93667","116.98","350","5.5","Sat-AIS",
"2018-08-13 13:01:39Z","-13.94117","116.98131","350.1","11.1","Sat-AIS",
"2018-08-13 12:59:37Z","-13.94728","116.9825","349.1","11.1","Sat-AIS",
"2018-08-13 12:59:37Z","-13.94728","116.9825","349.1","11.1","Sat-AIS",
"2018-08-13 12:58:17Z","-13.9513","116.98332","347.5","11.2","Sat-AIS",
"2018-08-13 12:58:16Z","-13.9513","116.98332","347.5","11.2","Sat-AIS",
"2018-08-13 12:56:17Z","-13.9574","116.98453","349.9","11.1","Sat-AIS",
"2018-08-13 12:28:29Z","-14.04416","116.99835","353","11.4","Sat-AIS",
"2018-08-13 11:53:41Z","-14.15322","117.01815","353.1","11.2","Sat-AIS",
"2018-08-13 11:23:47Z","-14.24487","117.03851","348.4","11.3","Sat-AIS",
"2018-08-13 11:23:46Z","-14.24487","117.03851","348.4","11.3","Sat-AIS",
"2018-08-13 11:23:17Z","-14.2464","117.03885","346.6","11.3","Sat-AIS",
"2018-08-13 11:23:16Z","-14.2464","117.03885","346.6","11.3","Sat-AIS",
"2018-08-13 11:23:16Z","-14.2464","117.03885","346.6","11.3","Sat-AIS",
"2018-08-13 11:23:08Z","-14.24685","117.03897","346.4","11.3","Sat-AIS",
"2018-08-13 11:22:57Z","-14.24736","117.03909","345.9","11.3","Sat-AIS",
"2018-08-13 11:22:37Z","-14.24838","117.03936","344.3","11.3","Sat-AIS",
"2018-08-13 11:22:36Z","-14.24838","117.03936","344.3","11.3","Sat-AIS",
"2018-08-13 11:22:36Z","-14.24838","117.03936","344.3","11.3","Sat-AIS",
"2018-08-13 11:22:28Z","-14.24884","117.03949","344.2","11.3","Sat-AIS",
"2018-08-13 11:22:28Z","-14.24884","117.03949","344.2","11.3","Sat-AIS",
"2018-08-13 11:22:16Z","-14.24945","117.03966","344.1","11.3","Sat-AIS",
"2018-08-13 11:22:16Z","-14.24945","117.03966","344.1","11.3","Sat-AIS",
"2018-08-13 11:22:08Z","-14.24991","117.03979","343.2","11.4","Sat-AIS",
"2018-08-13 11:22:07Z","-14.24991","117.03979","343.2","11.4","Sat-AIS",
"2018-08-13 11:21:46Z","-14.25097","117.04012","342.1","11.4","Sat-AIS",
"2018-08-13 11:21:37Z","-14.25147","117.04028","339.5","11.4","Sat-AIS",
"2018-08-13 11:21:36Z","-14.25147","117.04028","339.5","11.4","Sat-AIS",
"2018-08-13 11:21:36Z","-14.25147","117.04028","339.5","11.4","Sat-AIS",
"2018-08-13 11:21:08Z","-14.25288","117.0408","338.7","11.5","Sat-AIS",
"2018-08-13 11:21:07Z","-14.25288","117.0408","338.7","11.5","Sat-AIS",
"2018-08-13 11:20:57Z","-14.25342","117.04102","339.2","11.4","Sat-AIS",
"2018-08-13 11:20:57Z","-14.25342","117.04102","339.2","11.4","Sat-AIS",
"2018-08-13 11:20:17Z","-14.25548","117.04179","339.4","11.5","Sat-AIS",
"2018-08-13 11:20:17Z","-14.25548","117.04179","339.4","11.5","Sat-AIS",
"2018-08-13 11:20:16Z","-14.25548","117.04179","339.4","11.5","Sat-AIS",
"2018-08-13 11:20:16Z","-14.25548","117.04179","339.4","11.5","Sat-AIS",
"2018-08-13 11:20:08Z","-14.25593","117.04197","340.5","11.4","Sat-AIS",
"2018-08-13 11:20:07Z","-14.25593","117.04197","340.5","11.4","Sat-AIS",
"2018-08-13 11:19:58Z","-14.25643","117.04215","338.6","11.5","Sat-AIS",
"2018-08-13 11:19:57Z","-14.25643","117.04215","338.6","11.5","Sat-AIS",
"2018-08-13 11:19:57Z","-14.25643","117.04215","338.6","11.5","Sat-AIS",
"2018-08-13 11:19:47Z","-14.25694","117.04234","339.2","11.5","Sat-AIS",
"2018-08-13 11:18:28Z","-14.26094","117.04388","338.8","11.5","Sat-AIS",
"2018-08-13 11:17:36Z","-14.26344","117.04488","337.9","11.5","Sat-AIS",
"2018-08-13 11:13:39Z","-14.27548","117.04952","342.5","11.5","Sat-AIS",
"2018-08-13 10:38:20Z","-14.38138","117.08863","343.8","11.5","Sat-AIS",
"2018-08-13 10:03:39Z","-14.48581","117.12309","343.3","11.5","Sat-AIS",
"2018-08-13 10:03:39Z","-14.48581","117.12309","343.3","11.5","Sat-AIS",
"2018-08-13 09:36:10Z","-14.56918","117.14953","342.8","11.2","Sat-AIS",
"2018-08-13 09:29:49Z","-14.58848","117.15515","343.9","11.3","Sat-AIS",
"2018-08-13 09:00:40Z","-14.67712","117.18071","344.7","11.3","Sat-AIS",
"2018-08-13 09:00:00Z","-14.67833","117.18","343","5.5","Sat-AIS",
"2018-08-13 08:55:10Z","-14.69383","117.18544","348.1","11.3","Sat-AIS",
"2018-08-13 08:52:51Z","-14.70094","117.18731","344.6","11.3","Sat-AIS",
"2018-08-13 08:27:30Z","-14.77751","117.20854","344.1","11.1","Sat-AIS",
"2018-08-13 08:24:00Z","-14.78667","117.21","347","5.5","Sat-AIS",
"2018-08-13 08:21:30Z","-14.79556","117.21331","343.5","11.1","Sat-AIS",
"2018-08-13 08:20:29Z","-14.7986","117.21423","343","11.1","Sat-AIS",
"MMSI","IMO","IR","Ship Name","Call Sign",
"373509000","9603386","N/A","CAPE UNIVERSE","WDE8306",
"Timestamp","Lat","Lon","Heading","Speed","Source",
"2018-08-13 13:29:07Z","-20.36258","-40.17581","248.1","0.3","Sat-AIS",
"2018-08-13 11:53:06Z","-20.36167","-40.175","65","N/A","Sat-AIS",
"2018-08-13 11:17:03Z","-20.3626","-40.17523","219.5","0.3","Sat-AIS",
"2018-08-13 10:35:05Z","-20.36266","-40.17533","188.3","0.2","Sat-AIS",
"2018-08-13 10:23:09Z","-20.36167","-40.175","222","N/A","Sat-AIS",
"2018-08-13 10:20:09Z","-20.36167","-40.175","203","N/A","Sat-AIS",
"2018-08-13 10:20:07Z","-20.36167","-40.175","203","N/A","Sat-AIS",
"2018-08-13 10:17:09Z","-20.36167","-40.175","168","N/A","Sat-AIS",
"2018-08-13 10:17:07Z","-20.36167","-40.175","168","N/A","Sat-AIS",
"2018-08-13 10:14:07Z","-20.36167","-40.175","175","N/A","Sat-AIS",
"2018-08-13 09:44:01Z","-20.36267","-40.17499","306.1","0.4","Sat-AIS",
"2018-08-13 08:41:09Z","-20.36167","-40.17333","78","N/A","Sat-AIS",
"MMSI","IMO","IR","Ship Name","Call Sign",
"563911000","9336995","N/A","SG CAPITAL","9VIJ5",
"Timestamp","Lat","Lon","Heading","Speed","Source",
"2018-08-13 13:33:52Z","-8.88645","115.76543","160","11.7","Sat-AIS",
"2018-08-13 13:12:41Z","-8.81077","115.74764","171","14.1","Sat-AIS",
"2018-08-13 13:10:53Z","-8.80372","115.74638","171","14.3","Sat-AIS",
"2018-08-13 13:10:30Z","-8.80213","115.74615","171","14.4","Sat-AIS",
"2018-08-13 13:10:12Z","-8.80108","115.74599","170","14.4","Sat-AIS",
"2018-08-13 12:59:12Z","-8.75717","115.73843","170","14.9","Sat-AIS",
"2018-08-13 12:59:11Z","-8.75717","115.73843","170","14.9","Sat-AIS",
"2018-08-13 12:59:11Z","-8.75717","115.73843","170","14.9","Sat-AIS",
"2018-08-13 12:59:05Z","-8.75662","115.73835","170","14.9","Sat-AIS",
"2018-08-13 12:58:42Z","-8.75523","115.73811","170","14.9","Sat-AIS",
"2018-08-13 12:58:41Z","-8.75523","115.73811","170","14.9","Sat-AIS",
"2018-08-13 12:58:41Z","-8.75523","115.73811","170","14.9","Sat-AIS",
"2018-08-13 12:58:12Z","-8.75307","115.73773","170","14.9","Sat-AIS",
"2018-08-13 12:58:12Z","-8.75307","115.73773","170","14.9","Sat-AIS",
"2018-08-13 12:58:12Z","-8.75307","115.73773","170","14.9","Sat-AIS",
"2018-08-13 12:57:53Z","-8.7517","115.73752","170","14.8","Sat-AIS",
"2018-08-13 12:57:42Z","-8.75095","115.73738","169","14.7","Sat-AIS",
"2018-08-13 12:57:41Z","-8.75095","115.73738","169","14.7","Sat-AIS",
"2018-08-13 12:57:41Z","-8.75095","115.73738","169","14.7","Sat-AIS",
"2018-08-13 12:57:41Z","-8.75095","115.73738","169","14.7","Sat-AIS",
"2018-08-13 12:57:17Z","-8.74932","115.73708","169","14.6","Sat-AIS",
"2018-08-13 12:57:17Z","-8.74932","115.73708","169","14.6","Sat-AIS",
"2018-08-13 12:57:17Z","-8.74932","115.73708","169","14.6","Sat-AIS",
"2018-08-13 12:57:17Z","-8.74932","115.73708","169","14.6","Sat-AIS",
"2018-08-13 12:57:17Z","-8.74932","115.73708","169","14.6","Sat-AIS",
"2018-08-13 12:57:17Z","-8.74932","115.73708","169","14.6","Sat-AIS",
"2018-08-13 12:57:12Z","-8.74905","115.73705","169","14.6","Sat-AIS",
"2018-08-13 12:56:18Z","-8.74545","115.73644","169","14.5","Sat-AIS",
"2018-08-13 12:56:17Z","-8.74545","115.73644","169","14.5","Sat-AIS",
"2018-08-13 12:56:17Z","-8.74545","115.73644","169","14.5","Sat-AIS",
"2018-08-13 12:55:48Z","-8.74338","115.73605","170","14.5","Sat-AIS",
"2018-08-13 12:55:47Z","-8.74338","115.73605","170","14.5","Sat-AIS",
"2018-08-13 12:55:18Z","-8.74123","115.73572","170","14.4","Sat-AIS",
"2018-08-13 12:55:06Z","-8.74045","115.73558","169","14.4","Sat-AIS",
"2018-08-13 12:55:06Z","-8.74045","115.73558","169","14.4","Sat-AIS",
"2018-08-13 12:55:06Z","-8.74045","115.73558","169","14.4","Sat-AIS",
"2018-08-13 12:55:06Z","-8.74045","115.73558","169","14.4","Sat-AIS",
"2018-08-13 12:49:08Z","-8.71628","115.73212","175","14.7","Sat-AIS",
"2018-08-13 12:48:56Z","-8.71545","115.73206","175","14.8","Sat-AIS",
"2018-08-13 12:47:03Z","-8.70767","115.732","187","15.7","Sat-AIS",
"2018-08-13 11:51:26Z","-8.47788","115.81599","198","15.8","Sat-AIS",
"2018-08-13 11:20:47Z","-8.35485","115.86087","201","15.2","Sat-AIS",
"2018-08-13 11:20:47Z","-8.35485","115.86087","201","15.2","Sat-AIS",
"2018-08-13 11:20:47Z","-8.35485","115.86087","201","15.2","Sat-AIS",
"2018-08-13 11:20:42Z","-8.35432","115.86108","201","15.2","Sat-AIS",
"2018-08-13 11:20:42Z","-8.35432","115.86108","201","15.2","Sat-AIS",
"2018-08-13 11:20:42Z","-8.35432","115.86108","201","15.2","Sat-AIS",
"2018-08-13 11:20:35Z","-8.35405","115.86118","201","15.2","Sat-AIS",
"2018-08-13 11:20:35Z","-8.35405","115.86118","201","15.2","Sat-AIS",
"2018-08-13 11:19:36Z","-8.35018","115.8627","201","15.2","Sat-AIS",
"2018-08-13 11:19:35Z","-8.35018","115.8627","201","15.2","Sat-AIS",
"2018-08-13 11:18:59Z","-8.34757","115.86377","202","15.2","Sat-AIS",
"2018-08-13 11:18:59Z","-8.34757","115.86377","202","15.2","Sat-AIS",
"2018-08-13 11:18:12Z","-8.3446","115.86497","202","15.2","Sat-AIS",
"2018-08-13 11:18:12Z","-8.3446","115.86497","202","15.2","Sat-AIS",
"2018-08-13 11:17:47Z","-8.34303","115.86562","202","15.2","Sat-AIS",
"2018-08-13 11:17:47Z","-8.34303","115.86562","202","15.2","Sat-AIS",
