"MMSI","IMO","IR","Ship Name","Call Sign",
"636016212","9678800","N/A","MATHILDE OLDENDORFF","D5FA5",
"Timestamp","Lat","Lon","Heading","Speed","Source",
"2018-08-11 16:37:25+00:00","20°19'41"S","118°34'17"E","111.9","N/A","Sat-AIS",
"2018-08-11 16:37:24+00:00","20°19'41"S","118°34'17"E","111.9","N/A","Sat-AIS",
"2018-08-11 16:37:24+00:00","20°19'41"S","118°34'17"E","111.9","N/A","Sat-AIS",
"2018-08-11 16:16:24+00:00","20°19'40"S","118°34'17"E","111.9","N/A","Sat-AIS",
"2018-08-11 16:16:24+00:00","20°19'40"S","118°34'17"E","111.9","N/A","Sat-AIS",
"2018-08-11 16:16:24+00:00","20°19'40"S","118°34'17"E","111.9","N/A","Sat-AIS",
"2018-08-11 16:16:24+00:00","20°19'40"S","118°34'17"E","111.9","N/A","Sat-AIS",
"2018-08-11 16:04:28+00:00","20°19'40"S","118°34'17"E","111.9","N/A","Sat-AIS",
"2018-08-11 15:34:27+00:00","20°19'41"S","118°34'17"E","111.9","N/A","Sat-AIS",
"2018-08-11 15:28:29+00:00","20°19'41"S","118°34'17"E","111.9","N/A","Sat-AIS",
"2018-08-11 14:55:22+00:00","20°19'41"S","118°34'17"E","111.9","N/A","Sat-AIS",
"2018-08-11 14:55:21+00:00","20°19'41"S","118°34'17"E","111.9","N/A","Sat-AIS",
"2018-08-11 14:55:21+00:00","20°19'41"S","118°34'17"E","111.9","N/A","Sat-AIS",
"2018-08-11 14:44:05+00:00","20°19'36"S","118°34'12"E","111","N/A","Sat-AIS",
"2018-08-11 14:43:23+00:00","20°19'41"S","118°34'17"E","111.9","N/A","Sat-AIS",
"2018-08-11 14:40:27+00:00","20°19'41"S","118°34'17"E","111.9","N/A","Sat-AIS",
"2018-08-11 14:38:07+00:00","20°19'36"S","118°34'12"E","111","N/A","Sat-AIS",
"2018-08-11 14:38:07+00:00","20°19'36"S","118°34'12"E","111","N/A","Sat-AIS",
"2018-08-11 14:35:08+00:00","20°19'36"S","118°34'12"E","111","N/A","Sat-AIS",
"2018-08-11 14:35:05+00:00","20°19'36"S","118°34'12"E","111","N/A","Sat-AIS",
"2018-08-11 14:34:27+00:00","20°19'41"S","118°34'17"E","111.9","N/A","Sat-AIS",
"2018-08-11 14:34:25+00:00","20°19'41"S","118°34'17"E","111.9","N/A","Sat-AIS",
"2018-08-11 14:34:25+00:00","20°19'41"S","118°34'17"E","111.9","N/A","Sat-AIS",
"2018-08-11 13:46:23+00:00","20°19'41"S","118°34'17"E","111.9","N/A","Sat-AIS",
"2018-08-11 13:13:23+00:00","20°19'40"S","118°34'17"E","111.9","N/A","Sat-AIS",
"2018-08-11 13:10:26+00:00","20°19'40"S","118°34'17"E","111.9","N/A","Sat-AIS",
"2018-08-11 12:29:05+00:00","20°19'36"S","118°34'12"E","111","N/A","Sat-AIS",
"2018-08-11 12:28:22+00:00","20°19'41"S","118°34'17"E","111.9","N/A","Sat-AIS",
"2018-08-11 12:28:22+00:00","20°19'41"S","118°34'17"E","111.9","N/A","Sat-AIS",
"2018-08-11 11:50:04+00:00","20°19'36"S","118°34'12"E","111","N/A","Sat-AIS",
"2018-08-11 11:25:20+00:00","20°19'41"S","118°34'17"E","111.9","N/A","Sat-AIS",
"2018-08-11 10:16:25+00:00","20°19'41"S","118°34'17"E","111.9","N/A","Sat-AIS",
"2018-08-11 10:14:05+00:00","20°19'36"S","118°34'12"E","111","N/A","Sat-AIS",
"2018-08-11 09:46:26+00:00","20°19'41"S","118°34'17"E","111.9","N/A","Sat-AIS",
"2018-08-11 09:40:25+00:00","20°19'41"S","118°34'17"E","111.9","N/A","Sat-AIS",
"2018-08-11 09:40:25+00:00","20°19'41"S","118°34'17"E","111.9","N/A","Sat-AIS",
"2018-08-11 09:37:28+00:00","20°19'41"S","118°34'17"E","111.9","N/A","Sat-AIS",
"2018-08-11 08:31:23+00:00","20°19'41"S","118°34'17"E","111.9","N/A","Sat-AIS",
"2018-08-11 06:49:24+00:00","20°19'40"S","118°34'17"E","111.9","N/A","Sat-AIS",
"2018-08-11 06:49:24+00:00","20°19'40"S","118°34'17"E","111.9","N/A","Sat-AIS",
"2018-08-11 06:49:24+00:00","20°19'40"S","118°34'17"E","111.9","N/A","Sat-AIS",
"MMSI","IMO","IR","Ship Name","Call Sign",
"235112623","9750921","N/A","BERGE GROSSGLOCKNER","9V7896",
"Timestamp","Lat","Lon","Heading","Speed","Source",
"2018-08-11 16:54:55+00:00","10°21'37"S","070°19'11"E","54.4","10.4","Sat-AIS",
"2018-08-11 16:44:12+00:00","10°22'41"S","070°17'39"E","54.9","10.4","Sat-AIS",
"2018-08-11 16:43:33+00:00","10°22'45"S","070°17'34"E","54.8","10.5","Sat-AIS",
"2018-08-11 16:43:33+00:00","10°22'45"S","070°17'34"E","54.8","10.5","Sat-AIS",
"2018-08-11 16:43:12+00:00","10°22'47"S","070°17'31"E","55","10.5","Sat-AIS",
"2018-08-11 16:43:12+00:00","10°22'47"S","070°17'31"E","55","10.5","Sat-AIS",
"2018-08-11 16:42:12+00:00","10°22'53"S","070°17'22"E","54.7","10.5","Sat-AIS",
"2018-08-11 16:42:12+00:00","10°22'53"S","070°17'22"E","54.7","10.5","Sat-AIS",
"2018-08-11 16:41:52+00:00","10°22'55"S","070°17'19"E","54.7","10.4","Sat-AIS",
"2018-08-11 16:40:12+00:00","10°23'06"S","070°17'05"E","54.4","10.4","Sat-AIS",
"2018-08-11 16:39:13+00:00","10°23'12"S","070°16'56"E","54.4","10.4","Sat-AIS",
"2018-08-11 16:28:15+00:00","10°24'18"S","070°15'22"E","53.9","10.4","Sat-AIS",
"2018-08-11 16:21:13+00:00","10°25'01"S","070°14'23"E","54.6","10.3","Sat-AIS",
"2018-08-11 15:51:22+00:00","10°27'55"S","070°10'10"E","54.4","10.2","Sat-AIS",
"2018-08-11 15:51:22+00:00","10°27'55"S","070°10'10"E","54.4","10.2","Sat-AIS",
"2018-08-11 15:50:53+00:00","10°27'58"S","070°10'05"E","53.8","10.2","Sat-AIS",
"2018-08-11 15:50:53+00:00","10°27'58"S","070°10'05"E","53.8","10.2","Sat-AIS",
"2018-08-11 15:49:53+00:00","10°28'04"S","070°09'57"E","54.2","10.1","Sat-AIS",
"2018-08-11 15:47:03+00:00","10°28'21"S","070°09'33"E","54.5","10.1","Sat-AIS",
"2018-08-11 15:47:02+00:00","10°28'21"S","070°09'33"E","54.5","10.1","Sat-AIS",
"2018-08-11 15:46:43+00:00","10°28'22"S","070°09'30"E","54.6","10.1","Sat-AIS",
"2018-08-11 15:46:22+00:00","10°28'24"S","070°09'28"E","55.2","10.1","Sat-AIS",
"2018-08-11 15:45:22+00:00","10°28'30"S","070°09'19"E","56","10.1","Sat-AIS",
"2018-08-11 15:45:13+00:00","10°28'31"S","070°09'18"E","56.5","10.1","Sat-AIS",
"2018-08-11 15:44:22+00:00","10°28'36"S","070°09'11"E","55.7","10.2","Sat-AIS",
"2018-08-11 15:44:02+00:00","10°28'38"S","070°09'08"E","56.1","10.1","Sat-AIS",
"2018-08-11 15:20:05+00:00","10°30'56"S","070°05'46"E","55.8","10.1","Sat-AIS",
"2018-08-11 15:19:24+00:00","10°31'00"S","070°05'40"E","56.5","10","Sat-AIS",
"2018-08-11 15:10:32+00:00","10°31'51"S","070°04'27"E","54.9","9.9","Sat-AIS",
"2018-08-11 15:09:53+00:00","10°31'55"S","070°04'21"E","55","10","Sat-AIS",
"2018-08-11 15:08:53+00:00","10°32'01"S","070°04'13"E","56","10","Sat-AIS",
"2018-08-11 15:08:32+00:00","10°32'03"S","070°04'10"E","55.2","10","Sat-AIS",
"2018-08-11 15:08:32+00:00","10°32'03"S","070°04'10"E","55.2","10","Sat-AIS",
"2018-08-11 15:08:22+00:00","10°32'03"S","070°04'09"E","54.9","10","Sat-AIS",
"2018-08-11 15:07:53+00:00","10°32'06"S","070°04'05"E","54.7","10","Sat-AIS",
"2018-08-11 15:07:44+00:00","10°32'07"S","070°04'03"E","54.5","10","Sat-AIS",
"2018-08-11 15:07:43+00:00","10°32'07"S","070°04'03"E","54.5","10","Sat-AIS",
"2018-08-11 15:06:54+00:00","10°32'12"S","070°03'56"E","55.3","9.9","Sat-AIS",
"2018-08-11 15:06:53+00:00","10°32'12"S","070°03'56"E","55.3","9.9","Sat-AIS",
"2018-08-11 15:06:43+00:00","10°32'13"S","070°03'55"E","55.4","9.9","Sat-AIS",
"2018-08-11 15:06:32+00:00","10°32'14"S","070°03'53"E","55.1","10","Sat-AIS",
"2018-08-11 15:06:22+00:00","10°32'15"S","070°03'52"E","55.1","10","Sat-AIS",
"2018-08-11 15:05:44+00:00","10°32'19"S","070°03'47"E","55.7","9.9","Sat-AIS",
"2018-08-11 15:05:43+00:00","10°32'19"S","070°03'47"E","55.7","9.9","Sat-AIS",
"2018-08-11 15:05:23+00:00","10°32'21"S","070°03'44"E","54.8","9.9","Sat-AIS",
"2018-08-11 15:05:02+00:00","10°32'23"S","070°03'41"E","54.6","9.9","Sat-AIS",
"2018-08-11 15:04:44+00:00","10°32'24"S","070°03'39"E","55.2","9.9","Sat-AIS",
"2018-08-11 15:04:44+00:00","10°32'24"S","070°03'39"E","55.2","9.9","Sat-AIS",
"2018-08-11 15:04:43+00:00","10°32'24"S","070°03'39"E","55.2","9.9","Sat-AIS",
"2018-08-11 15:04:22+00:00","10°32'26"S","070°03'36"E","55.2","9.8","Sat-AIS",
"2018-08-11 15:04:12+00:00","10°32'27"S","070°03'34"E","54.9","9.9","Sat-AIS",
"2018-08-11 15:04:02+00:00","10°32'28"S","070°03'33"E","55.2","9.9","Sat-AIS",
"2018-08-11 15:03:44+00:00","10°32'30"S","070°03'30"E","55.1","9.9","Sat-AIS",
"2018-08-11 15:02:53+00:00","10°32'35"S","070°03'23"E","56.2","9.9","Sat-AIS",
"2018-08-11 15:02:52+00:00","10°32'35"S","070°03'23"E","56.2","9.9","Sat-AIS",
"2018-08-11 15:01:53+00:00","10°32'41"S","070°03'15"E","56","9.9","Sat-AIS",
"2018-08-11 15:01:22+00:00","10°32'43"S","070°03'11"E","56.5","9.9","Sat-AIS",
"2018-08-11 14:42:25+00:00","10°34'31"S","070°00'34"E","53.9","10","Sat-AIS",
"2018-08-11 14:37:45+00:00","10°34'58"S","069°59'55"E","55.5","10.1","Sat-AIS",
"2018-08-11 14:14:02+00:00","10°37'14"S","069°56'36"E","55.8","10","Sat-AIS",
"2018-08-11 14:14:02+00:00","10°37'14"S","069°56'36"E","55.8","10","Sat-AIS",
"2018-08-11 14:13:31+00:00","10°37'17"S","069°56'31"E","55.3","10","Sat-AIS",
"2018-08-11 14:13:31+00:00","10°37'17"S","069°56'31"E","55.3","10","Sat-AIS",
"2018-08-11 14:13:31+00:00","10°37'17"S","069°56'31"E","55.3","10","Sat-AIS",
"2018-08-11 14:12:31+00:00","10°37'23"S","069°56'23"E","55.6","10","Sat-AIS",
"2018-08-11 14:12:31+00:00","10°37'23"S","069°56'23"E","55.6","10","Sat-AIS",
"2018-08-11 14:12:22+00:00","10°37'23"S","069°56'22"E","55.6","10","Sat-AIS",
"2018-08-11 14:12:12+00:00","10°37'24"S","069°56'20"E","55.6","10","Sat-AIS",
"2018-08-11 14:12:02+00:00","10°37'25"S","069°56'19"E","55.3","10","Sat-AIS",
"2018-08-11 14:12:02+00:00","10°37'25"S","069°56'19"E","55.3","10","Sat-AIS",
"2018-08-11 14:11:52+00:00","10°37'26"S","069°56'17"E","55.4","10","Sat-AIS",
"2018-08-11 14:11:22+00:00","10°37'29"S","069°56'13"E","53.8","10","Sat-AIS",
"2018-08-11 14:11:02+00:00","10°37'31"S","069°56'10"E","54.5","10","Sat-AIS",
"2018-08-11 14:10:52+00:00","10°37'32"S","069°56'09"E","54.3","10","Sat-AIS",
"2018-08-11 14:10:52+00:00","10°37'32"S","069°56'09"E","54.3","10","Sat-AIS",
"2018-08-11 14:10:42+00:00","10°37'33"S","069°56'08"E","54.3","10","Sat-AIS",
"2018-08-11 14:10:22+00:00","10°37'35"S","069°56'05"E","54.3","10","Sat-AIS",
"2018-08-11 14:10:12+00:00","10°37'36"S","069°56'04"E","54.5","10","Sat-AIS",
"2018-08-11 14:10:12+00:00","10°37'36"S","069°56'04"E","54.5","10","Sat-AIS",
"2018-08-11 14:10:02+00:00","10°37'37"S","069°56'02"E","54.5","10","Sat-AIS",
"2018-08-11 14:09:52+00:00","10°37'38"S","069°56'01"E","54.7","10","Sat-AIS",
"2018-08-11 14:09:42+00:00","10°37'39"S","069°55'59"E","54.6","10","Sat-AIS",
"2018-08-11 14:09:34+00:00","10°37'40"S","069°55'58"E","54.3","10","Sat-AIS",
"2018-08-11 14:09:31+00:00","10°37'40"S","069°55'58"E","54.3","10","Sat-AIS",
"2018-08-11 14:09:31+00:00","10°37'40"S","069°55'58"E","54.3","10","Sat-AIS",
"2018-08-11 14:09:12+00:00","10°37'42"S","069°55'55"E","54.1","10","Sat-AIS",
"2018-08-11 14:09:02+00:00","10°37'43"S","069°55'54"E","54.6","10","Sat-AIS",
"2018-08-11 14:08:52+00:00","10°37'44"S","069°55'52"E","54.8","10","Sat-AIS",
"2018-08-11 14:08:52+00:00","10°37'44"S","069°55'52"E","54.8","10","Sat-AIS",
"2018-08-11 14:08:42+00:00","10°37'45"S","069°55'51"E","54.9","10","Sat-AIS",
"2018-08-11 14:08:32+00:00","10°37'46"S","069°55'50"E","55.6","10","Sat-AIS",
"2018-08-11 14:08:32+00:00","10°37'46"S","069°55'50"E","55.6","10","Sat-AIS",
"2018-08-11 14:08:32+00:00","10°37'46"S","069°55'50"E","55.6","10","Sat-AIS",
"2018-08-11 14:08:13+00:00","10°37'47"S","069°55'47"E","55.7","10","Sat-AIS",
"2018-08-11 14:08:13+00:00","10°37'47"S","069°55'47"E","55.7","10","Sat-AIS",
"2018-08-11 14:07:32+00:00","10°37'51"S","069°55'41"E","55.5","10","Sat-AIS",
"2018-08-11 14:07:32+00:00","10°37'51"S","069°55'41"E","55.5","10","Sat-AIS",
"2018-08-11 13:34:53+00:00","10°40'54"S","069°51'08"E","56.7","9.9","Sat-AIS",
"2018-08-11 13:34:53+00:00","10°40'54"S","069°51'08"E","56.7","9.9","Sat-AIS",
"2018-08-11 13:34:53+00:00","10°40'54"S","069°51'08"E","56.7","9.9","Sat-AIS",
"2018-08-11 13:00:14+00:00","10°44'05"S","069°46'15"E","56.1","9.9","Sat-AIS",
"2018-08-11 12:26:24+00:00","10°47'11"S","069°41'36"E","55.8","9.8","Sat-AIS",
"2018-08-11 12:23:33+00:00","10°47'27"S","069°41'13"E","54.6","9.8","Sat-AIS",
"2018-08-11 11:54:34+00:00","10°50'08"S","069°37'13"E","56.3","9.9","Sat-AIS",
"2018-08-11 11:40:44+00:00","10°51'25"S","069°35'17"E","55.9","10","Sat-AIS",
"2018-08-11 11:06:12+00:00","10°54'36"S","069°30'29"E","57.2","9.9","Sat-AIS",
"2018-08-11 10:32:33+00:00","10°57'34"S","069°25'47"E","57.4","9.7","Sat-AIS",
"2018-08-11 10:32:33+00:00","10°57'34"S","069°25'47"E","57.4","9.7","Sat-AIS",
"2018-08-11 10:13:52+00:00","10°59'12"S","069°23'12"E","57.5","9.7","Sat-AIS",
"2018-08-11 10:13:22+00:00","10°59'14"S","069°23'07"E","57.9","9.7","Sat-AIS",
"2018-08-11 10:13:11+00:00","10°59'15"S","069°23'06"E","57.7","9.7","Sat-AIS",
"2018-08-11 10:12:22+00:00","10°59'19"S","069°22'59"E","57.6","9.7","Sat-AIS",
"2018-08-11 10:12:11+00:00","10°59'20"S","069°22'58"E","56.9","9.7","Sat-AIS",
"2018-08-11 10:12:02+00:00","10°59'21"S","069°22'56"E","57.1","9.7","Sat-AIS",
"2018-08-11 10:10:42+00:00","10°59'28"S","069°22'45"E","56.6","9.7","Sat-AIS",
"2018-08-11 10:10:42+00:00","10°59'28"S","069°22'45"E","56.6","9.7","Sat-AIS",
"2018-08-11 10:10:11+00:00","10°59'31"S","069°22'41"E","56.4","9.6","Sat-AIS",
"2018-08-11 10:08:02+00:00","10°59'42"S","069°22'23"E","56.9","9.7","Sat-AIS",
"2018-08-11 10:02:44+00:00","11°00'10"S","069°21'39"E","58.9","9.6","Sat-AIS",
"2018-08-11 09:56:45+00:00","11°00'40"S","069°20'49"E","57.3","9.7","Sat-AIS",
"2018-08-11 09:48:58+00:00","11°01'20"S","069°19'44"E","57.2","9.7","Sat-AIS",
"2018-08-11 09:44:48+00:00","11°01'42"S","069°19'09"E","58.5","9.8","Sat-AIS",
"2018-08-11 09:43:58+00:00","11°01'46"S","069°19'02"E","59.1","9.8","Sat-AIS",
"2018-08-11 09:28:13+00:00","11°03'11"S","069°16'49"E","56.6","9.8","Sat-AIS",
"2018-08-11 09:23:24+00:00","11°03'37"S","069°16'09"E","57.2","9.8","Sat-AIS",
"2018-08-11 09:23:24+00:00","11°03'37"S","069°16'09"E","57.2","9.8","Sat-AIS",
"2018-08-11 08:50:35+00:00","11°06'31"S","069°11'34"E","56.9","9.8","Sat-AIS",
"2018-08-11 08:35:12+00:00","11°07'53"S","069°09'27"E","53.9","9.7","Sat-AIS",
"2018-08-11 08:35:03+00:00","11°07'54"S","069°09'25"E","52.5","9.8","Sat-AIS",
"2018-08-11 08:34:53+00:00","11°07'55"S","069°09'24"E","52.2","9.8","Sat-AIS",
"2018-08-11 08:34:43+00:00","11°07'56"S","069°09'23"E","52.6","9.8","Sat-AIS",
"2018-08-11 08:34:33+00:00","11°07'57"S","069°09'22"E","53.9","9.7","Sat-AIS",
"2018-08-11 08:33:52+00:00","11°08'01"S","069°09'16"E","54.3","9.8","Sat-AIS",
"2018-08-11 08:33:41+00:00","11°08'02"S","069°09'15"E","52.9","9.8","Sat-AIS",
"2018-08-11 08:32:52+00:00","11°08'07"S","069°09'08"E","52.3","9.8","Sat-AIS",
"2018-08-11 08:31:41+00:00","11°08'14"S","069°08'59"E","53","9.8","Sat-AIS",
"2018-08-11 08:23:45+00:00","11°09'03"S","069°07'56"E","51","9.9","Sat-AIS",
"2018-08-11 08:13:55+00:00","11°10'03"S","069°06'39"E","51.7","9.9","Sat-AIS",
"2018-08-11 08:12:48+00:00","11°10'10"S","069°06'31"E","51","9.9","Sat-AIS",
"2018-08-11 08:12:37+00:00","11°10'11"S","069°06'29"E","50.5","9.9","Sat-AIS",
"2018-08-11 08:12:07+00:00","11°10'14"S","069°06'26"E","51.9","9.9","Sat-AIS",
"2018-08-11 08:10:49+00:00","11°10'22"S","069°06'15"E","50.9","9.9","Sat-AIS",
"2018-08-11 08:10:18+00:00","11°10'25"S","069°06'11"E","51.9","10","Sat-AIS",
"2018-08-11 08:10:18+00:00","11°10'25"S","069°06'11"E","51.9","10","Sat-AIS",
"2018-08-11 08:10:18+00:00","11°10'25"S","069°06'11"E","51.9","10","Sat-AIS",
"2018-08-11 08:10:18+00:00","11°10'25"S","069°06'11"E","51.9","10","Sat-AIS",
"2018-08-11 08:10:18+00:00","11°10'25"S","069°06'11"E","51.9","10","Sat-AIS",
"2018-08-11 08:09:49+00:00","11°10'28"S","069°06'07"E","51.2","10","Sat-AIS",
"2018-08-11 08:09:37+00:00","11°10'29"S","069°06'06"E","51.4","10","Sat-AIS",
"2018-08-11 08:09:18+00:00","11°10'31"S","069°06'03"E","51.5","10","Sat-AIS",
"2018-08-11 08:08:18+00:00","11°10'38"S","069°05'55"E","51","10","Sat-AIS",
"2018-08-11 08:07:57+00:00","11°10'40"S","069°05'52"E","51.3","10","Sat-AIS",
"2018-08-11 08:07:27+00:00","11°10'43"S","069°05'48"E","52.1","10","Sat-AIS",
"2018-08-11 08:07:18+00:00","11°10'44"S","069°05'47"E","52.5","10","Sat-AIS",
"2018-08-11 08:06:57+00:00","11°10'46"S","069°05'44"E","52.2","10","Sat-AIS",
"2018-08-11 07:39:34+00:00","11°13'27"S","069°02'03"E","57.2","9.3","Sat-AIS",
"2018-08-11 07:10:52+00:00","11°15'16"S","068°58'11"E","64.5","7.5","Sat-AIS",
"2018-08-11 07:10:03+00:00","11°15'19"S","068°58'05"E","62.9","7.3","Sat-AIS",
"2018-08-11 07:09:24+00:00","11°15'21"S","068°58'01"E","59.1","7.3","Sat-AIS",
"2018-08-11 07:09:12+00:00","11°15'22"S","068°58'00"E","58.3","7.2","Sat-AIS",
"2018-08-11 07:08:52+00:00","11°15'23"S","068°57'58"E","55.6","7.2","Sat-AIS",
"2018-08-11 07:08:44+00:00","11°15'24"S","068°57'57"E","54.5","7.2","Sat-AIS",
"2018-08-11 07:08:24+00:00","11°15'25"S","068°57'55"E","51.5","7.2","Sat-AIS",
"2018-08-11 07:08:23+00:00","11°15'25"S","068°57'55"E","51.5","7.2","Sat-AIS",
"2018-08-11 07:07:52+00:00","11°15'27"S","068°57'52"E","45.8","7.3","Sat-AIS",
"2018-08-11 07:07:44+00:00","11°15'28"S","068°57'51"E","44","7.3","Sat-AIS",
"2018-08-11 07:06:57+00:00","11°15'32"S","068°57'47"E","28.6","7.9","Sat-AIS",
"2018-08-11 07:06:50+00:00","11°15'33"S","068°57'47"E","26.8","7.9","Sat-AIS",
"2018-08-11 07:06:44+00:00","11°15'34"S","068°57'47"E","23.4","8.1","Sat-AIS",
"2018-08-11 07:06:37+00:00","11°15'35"S","068°57'46"E","20","8.2","Sat-AIS",
"2018-08-11 07:06:27+00:00","11°15'36"S","068°57'45"E","16.3","8.4","Sat-AIS",
"2018-08-11 07:06:24+00:00","11°15'36"S","068°57'45"E","15.3","8.4","Sat-AIS",
"2018-08-11 07:03:45+00:00","11°16'00"S","068°57'46"E","358.6","8.6","Sat-AIS",
"2018-08-11 06:30:35+00:00","11°19'06"S","068°53'27"E","55.5","9.7","Sat-AIS",
"2018-08-11 06:29:35+00:00","11°19'12"S","068°53'19"E","57.1","9.7","Sat-AIS",
"MMSI","IMO","IR","Ship Name","Call Sign",
"373657000","9603374","N/A","CAPE COSMOS","SVAT7",
"Timestamp","Lat","Lon","Heading","Speed","Source",
"2018-08-11 16:56:27+00:00","18°33'46"S","062°13'34"E","56.6","10.8","Sat-AIS",
"2018-08-11 16:45:05+00:00","18°34'59"S","062°11'48"E","54","11","Sat-AIS",
"2018-08-11 16:43:27+00:00","18°35'10"S","062°11'33"E","53","11","Sat-AIS",
"2018-08-11 16:42:37+00:00","18°35'16"S","062°11'25"E","56.5","11.1","Sat-AIS",
"2018-08-11 16:34:48+00:00","18°36'08"S","062°10'10"E","54.8","11.2","Sat-AIS",
"2018-08-11 16:17:18+00:00","18°38'03"S","062°07'24"E","55.8","11.1","Sat-AIS",
"2018-08-11 15:51:27+00:00","18°40'53"S","062°03'18"E","52.8","11.1","Sat-AIS",
"2018-08-11 15:49:46+00:00","18°41'04"S","062°03'02"E","56.2","11.2","Sat-AIS",
"2018-08-11 15:46:56+00:00","18°41'22"S","062°02'35"E","52.5","11.2","Sat-AIS",
"2018-08-11 15:45:26+00:00","18°41'32"S","062°02'21"E","50.5","11.2","Sat-AIS",
"2018-08-11 15:45:26+00:00","18°41'32"S","062°02'21"E","50.5","11.2","Sat-AIS",
"2018-08-11 15:45:16+00:00","18°41'34"S","062°02'19"E","51.5","11.2","Sat-AIS",
"2018-08-11 15:44:55+00:00","18°41'36"S","062°02'16"E","53.1","11.2","Sat-AIS",
"2018-08-11 15:44:26+00:00","18°41'39"S","062°02'12"E","53.4","11.2","Sat-AIS",
"2018-08-11 15:42:55+00:00","18°41'49"S","062°01'57"E","57.3","11.1","Sat-AIS",
"2018-08-11 15:42:46+00:00","18°41'50"S","062°01'55"E","57.2","11.2","Sat-AIS",
"2018-08-11 15:42:46+00:00","18°41'50"S","062°01'55"E","57.2","11.2","Sat-AIS",
"2018-08-11 15:42:26+00:00","18°41'52"S","062°01'52"E","57.3","11.2","Sat-AIS",
"2018-08-11 15:42:26+00:00","18°41'52"S","062°01'52"E","57.3","11.2","Sat-AIS",
"2018-08-11 15:42:16+00:00","18°41'53"S","062°01'51"E","58.5","11.2","Sat-AIS",
"2018-08-11 15:42:06+00:00","18°41'54"S","062°01'49"E","57.7","11.1","Sat-AIS",
"2018-08-11 15:41:26+00:00","18°41'58"S","062°01'42"E","56.8","11.1","Sat-AIS",
"2018-08-11 15:17:58+00:00","18°44'33"S","061°57'55"E","53.2","11.2","Sat-AIS",
"2018-08-11 15:12:46+00:00","18°45'07"S","061°57'07"E","49.9","11","Sat-AIS",
"2018-08-11 15:11:47+00:00","18°45'13"S","061°56'57"E","53","10.9","Sat-AIS",
"2018-08-11 15:11:46+00:00","18°45'13"S","061°56'57"E","53","10.9","Sat-AIS",
"2018-08-11 15:11:36+00:00","18°45'14"S","061°56'56"E","54.7","11","Sat-AIS",
"2018-08-11 15:11:36+00:00","18°45'14"S","061°56'56"E","54.7","11","Sat-AIS",
"2018-08-11 15:11:16+00:00","18°45'17"S","061°56'52"E","54.9","11","Sat-AIS",
"2018-08-11 15:11:15+00:00","18°45'17"S","061°56'52"E","54.9","11","Sat-AIS",
"2018-08-11 15:10:36+00:00","18°45'21"S","061°56'46"E","54.9","11","Sat-AIS",
"2018-08-11 15:10:36+00:00","18°45'21"S","061°56'46"E","54.9","11","Sat-AIS",
"2018-08-11 15:10:16+00:00","18°45'23"S","061°56'43"E","54.7","11","Sat-AIS",
"2018-08-11 15:10:15+00:00","18°45'23"S","061°56'43"E","54.7","11","Sat-AIS",
"2018-08-11 15:09:47+00:00","18°45'26"S","061°56'38"E","54.5","11","Sat-AIS",
"2018-08-11 15:09:26+00:00","18°45'28"S","061°56'35"E","56.6","11","Sat-AIS",
"2018-08-11 15:09:15+00:00","18°45'29"S","061°56'33"E","55.9","11","Sat-AIS",
"2018-08-11 15:09:06+00:00","18°45'30"S","061°56'32"E","57.1","10.9","Sat-AIS",
"2018-08-11 15:09:05+00:00","18°45'30"S","061°56'32"E","57.1","10.9","Sat-AIS",
"2018-08-11 15:08:56+00:00","18°45'31"S","061°56'30"E","57.7","11","Sat-AIS",
"2018-08-11 15:08:55+00:00","18°45'31"S","061°56'30"E","57.7","11","Sat-AIS",
"2018-08-11 15:08:46+00:00","18°45'32"S","061°56'29"E","55.7","10.9","Sat-AIS",
"2018-08-11 15:08:16+00:00","18°45'35"S","061°56'24"E","54.1","11","Sat-AIS",
"2018-08-11 15:07:47+00:00","18°45'39"S","061°56'19"E","54.6","11","Sat-AIS",
"2018-08-11 15:07:46+00:00","18°45'39"S","061°56'19"E","54.6","11","Sat-AIS",
"2018-08-11 15:07:26+00:00","18°45'41"S","061°56'16"E","54.3","10.9","Sat-AIS",
"2018-08-11 15:07:26+00:00","18°45'41"S","061°56'16"E","54.3","10.9","Sat-AIS",
"2018-08-11 15:07:15+00:00","18°45'42"S","061°56'14"E","54.5","11","Sat-AIS",
"2018-08-11 15:07:15+00:00","18°45'42"S","061°56'14"E","54.5","11","Sat-AIS",
"2018-08-11 15:07:06+00:00","18°45'43"S","061°56'13"E","51.5","11","Sat-AIS",
"2018-08-11 15:06:57+00:00","18°45'44"S","061°56'11"E","55","11","Sat-AIS",
"2018-08-11 15:06:56+00:00","18°45'44"S","061°56'11"E","55","11","Sat-AIS",
"2018-08-11 15:06:47+00:00","18°45'45"S","061°56'10"E","53.4","11","Sat-AIS",
"2018-08-11 15:06:46+00:00","18°45'45"S","061°56'10"E","53.4","11","Sat-AIS",
"2018-08-11 15:06:26+00:00","18°45'47"S","061°56'07"E","53.7","11","Sat-AIS",
"2018-08-11 15:06:26+00:00","18°45'47"S","061°56'07"E","53.7","11","Sat-AIS",
"2018-08-11 15:06:06+00:00","18°45'49"S","061°56'04"E","53.1","11","Sat-AIS",
"2018-08-11 15:05:26+00:00","18°45'54"S","061°55'57"E","52.9","11","Sat-AIS",
