"IMO","Name","Vessel.Type","MMSI","Call.Sign","Flag","AIS.Vessel.Type","Gross.Tonnage","Deadweight","Year.Built","Status","Length","Breadth"
9648908,"MARGRET OLDENDORFF","BULK CARRIER",636016352,"D5FS9","Liberia [LR]","Cargo",108051,208086,2014,"Active",299.88,50
9709506,"BERGE K2","ORE CARRIER",235111759,"2IPS3","United Kingdom [GB]","Cargo",133500,262583,2015,"Active",327,57
9398125,"OCEAN CREATION","BULK CARRIER",431461000,"7JYY","Japan [JP]","Cargo",106352,207935,2009,"Active",299.7,50
9304930,"CHINA STEEL ENTREPRENEUR","BULK CARRIER",416496000,"BHAB","Taiwan [TW]","Cargo",104380,203512,2007,"Active",299.9,50.56
9316567,"NABARIMA","FLOATING STORAGE/PRODUCTION",775072000,"YYJS","Venezuela [VE]","Unspecified",112213,207700,2005,"Active",264.37,52
9587245,"NEGONEGO","BULK CARRIER",229269000,"9HA3188","Malta [MT]","Cargo",106847,206046,2013,"Active",299.92,50
9587257,"HUAHINE","BULK CARRIER",229387000,"9HA3291","Malta [MT]","Cargo",106847,206037,2013,"Active",299.92,50
9756224,"ABOY SIENNA","BULK CARRIER",249420000,"9HA4236","Malta [MT]","Cargo",108237,208000,2017,"Active",299.88,50
9709518,"BERGE MAKALU","ORE CARRIER",235111764,"2IPS5","United Kingdom [GB]","Cargo",134693,262205,2016,"Active",327,57
9567996,"JASPER DREAM","BULK CARRIER",431019000,"7JSE","Japan [JP]","Cargo",107224,207547,2014,"Active",299.94,50
9762340,"MSC TINA","CONTAINER SHIP",636017867,"D5NB7","Liberia [LR]","Cargo",194308,200148,2017,"Active",398.5,59.08
9441946,"TOM PRICE","ORE CARRIER",432849000,"7JLR","Japan [JP]","Cargo",119446,226381,2012,"Active",319.58,54
9735165,"MAHARAJ","BULK CARRIER",210218000,"5BJW4","Cyprus [CY]","Cargo",107761,209472,2015,"Active",300,50
9713040,"HELGA OLDENDORFF","BULK CARRIER",255805804,"CQAB","Portugal [PT]","Cargo",107666,209172,2016,"Active",299.95,50
9767405,"PSU FIRST","BULK CARRIER",563860000,"9V5134","Singapore [SG]","Cargo",109824,210000,2017,"Active",299.87,49.05
9592422,"CHINA TRIUMPH","BULK CARRIER",477091400,"VRJO2","Hong Kong [HK]","Cargo",104361,203028,2011,"Active",299.9,50
9691929,"LINDA OLDENDORFF","BULK CARRIER",255805609,"CQFH","Portugal [PT]","Cargo",107413,207562,2014,"Active",299.97,50
9271597,"SHIN ONOE","BULK CARRIER",431084000,"7JSR","Japan [JP]","Cargo",102101,203248,2004,"Active",299.95,50
9702560,"CS EXPLORATION","BULK CARRIER",370359000,"3FMW7","Panama [PA]","Cargo",107100,209000,2015,"Active",299,50
9741786,"STELLA BELLA","ORE CARRIER",566710000,"9V3855","Singapore [SG]","Cargo",135472,250380,2016,"Active",325,57
9593218,"ANANGEL COURAGE","BULK CARRIER",241237000,"SVBR6","Greece [GR]","Cargo",106727,205888,2013,"Active",299.92,50
9531856,"CAPE CAMELLIA","BULK CARRIER",636016182,"D5EW9","Liberia [LR]","Cargo",106368,206400,2013,"Active",299.7,50
9713052,"HENRIETTE OLDENDORFF","BULK CARRIER",255805827,"CQAY","Portugal [PT]","Cargo",107666,209067,2016,"Active",299.95,50
9754965,"MSC REEF","CONTAINER SHIP",636017577,"D5LQ2","Liberia [LR]","Cargo",194308,200148,2016,"Active",398.4,59.08
9648295,"ANANGEL ELEGANCE","BULK CARRIER",241280000,"SVBV5","Greece [GR]","Cargo",106727,205960,2014,"Active",299.92,50.04
9000352,"BERGE MANASLU","BULK CARRIER",351953000,"3FQP7","Panama [PA]","Cargo",146817,263502,1992,"Active",338,58.36
9603386,"CAPE UNIVERSE","BULK CARRIER",373509000,"3FEY9","Panama [PA]","Cargo",106251,207856,2012,"Active",300,50
9695030,"SHANDONG HE XIE","ORE CARRIER",477712100,"VRNT3","Hong Kong [HK]","Cargo",135462,262062,2014,"Active",325,57
9754953,"MSC DITTE","CONTAINER SHIP",636017569,"D5LP2","Liberia [LR]","Cargo - Hazard A (Major)",194308,200148,2016,"Active",398.45,59.08
9758648,"GUANG YUAN HAI","BULK CARRIER",477636100,"VRQF7","Hong Kong [HK]","Cargo",108000,208000,2017,"Active",299.88,50
7360083,"BERGE HELENE","FLOATING STORAGE/PRODUCTION",310526000,"ZCDU8","Bermuda [BM]","Other",133871,274333,1976,"Active",348.75,51.87
9735191,"PSU TENTH","BULK CARRIER",563007600,"9V5222","Singapore [SG]","Cargo",107761,209546,2017,"Active",300,50
9757905,"KN AMETHYST","BULK CARRIER",563010400,"9V3912","Singapore [SG]","Cargo",107753,209461,2017,"Active",300,50
9115690,"GUOFENG FIRST","BULK CARRIER",566986000,"9V2187","Singapore [SG]","Cargo",108083,211320,1996,"Active",312,50.08
9752199,"STELLA TESS","BULK CARRIER",563008300,"9V3858","Singapore [SG]","Cargo",109224,210966,2017,"Active",300,49
9331426,"SHIN SETO","BULK CARRIER",636012726,"A8HJ3","Liberia [LR]","Cargo",101953,203264,2005,"Active",299.95,50
9588768,"CHINA PIONEER","BULK CARRIER",477598100,"VRKJ4","Hong Kong [HK]","Cargo",106884,206079,2012,"Active",299.92,50
9757917,"KN ARCADIA","BULK CARRIER",563017900,"9V3913","Singapore [SG]","Cargo",107753,209473,2017,"Active",300,50
9724635,"CONQUISTADOR","BULK CARRIER",249141000,"9HA4126","Malta [MT]","Cargo",107665,209090,2016,"Active",299.95,50
9621314,"CAPE ADVANCE","ORE CARRIER",636015917,"D5DM6","Liberia [LR]","Cargo",132587,251022,2013,"Active",329.95,57
9673147,"BISAN CLOVER","BULK CARRIER",431417000,"7JYR","Japan [JP]","Cargo",107060,209708,2013,"Active",299.99,50
9398149,"SHIN KORYU","BULK CARRIER",356849000,"3FSQ3","Panama [PA]","Cargo",106367,207991,2009,"Active",299.7,50
9591351,"RTM DRAKE","BULK CARRIER",564830000,"9V2779","Singapore [SG]","Cargo",106796,205437,2013,"Active",299.9,50
9755945,"MSC INGY","CONTAINER SHIP",636017434,"D5KX9","Liberia [LR]","Cargo - Hazard A (Major)",193489,202347,2016,"Active",399.97,58.84
9324136,"NSS HONESTY","ORE CARRIER",372631000,"3EJV7","Panama [PA]","Cargo",113628,230000,2007,"Active",327,52
9331517,"SHIN OHGISHIMA","BULK CARRIER",636013011,"A8JZ9","Liberia [LR]","Cargo",101953,203280,2006,"Active",299.95,50
9713442,"CAPE HARVEST","BULK CARRIER",372754000,"3FIT2","Panama [PA]","Cargo",107229,207532,2015,"Active",299.94,50
9634701,"FAKARAVA","BULK CARRIER",256848000,"9HA2944","Malta [MT]","Cargo",106847,206160,2012,"Active",299.92,50
9621273,"NSU PRIDE","ORE CARRIER",357965000,"3EYI2","Panama [PA]","Cargo",132868,250821,2014,"Active",329.95,57
9735177,"STAR POSEIDON","BULK CARRIER",538006064,"V7JK4","Marshall Is [MH]","Cargo",107761,209475,2016,"Active",300,50
9755957,"MSC ELOANE","CONTAINER SHIP",636017435,"D5KY2","Liberia [LR]","Cargo - Hazard A (Major)",193489,201792,2016,"Active",400,58.85
9683104,"PACIFIC ASSURANCE","BULK CARRIER",565199000,"9V2620","Singapore [SG]","Cargo",107222,207842,2014,"Active",299.94,50
9516507,"ZHONG XING HAI","BULK CARRIER",370138000,"3FXV2","Panama [PA]","Cargo",105936,207978,2011,"Active",300,50
9757591,"HL PORT WALCOTT","BULK CARRIER",538006759,"V7HH5","Marshall Is [MH]","Cargo",107448,208864,2017,"Active",299.95,50
9691943,"LEOPOLD OLDENDORFF","BULK CARRIER",255805612,"CQFK","Portugal [PT]","Cargo",107413,207562,2015,"Active",299.97,50
9474034,"ZHI DA","ORE CARRIER",477739200,"VRJX2","Hong Kong [HK]","Cargo",116396,228749,2012,"Active",324.99,52.5
9750921,"BERGE GROSSGLOCKNER","BULK CARRIER",235112623,"2ITG3","United Kingdom [GB]","Cargo",109716,211170,2017,"Active",300,49
9398137,"ONOZURU MARU","BULK CARRIER",354043000,"3FJR5","Panama [PA]","Cargo",106367,207973,2009,"Active",299.7,50
9762338,"MSC MIRJA","CONTAINER SHIP",636017516,"D5LI6","Liberia [LR]","Cargo - Hazard A (Major)",194308,200148,2016,"Active",398.49,59.01
9592434,"CHINA PROSPERITY","BULK CARRIER",477340500,"VRJW6","Hong Kong [HK]","Cargo",104361,203028,2012,"Active",299.9,50
9591375,"RTM TASMAN","BULK CARRIER",564849000,"9V2782","Singapore [SG]","Cargo",106796,205431,2013,"Active",299.9,50
9621352,"HBIS","ORE CARRIER",636016676,"D5HG2","Liberia [LR]","Cargo",132588,250868,2014,"Active",329.95,57
9337145,"SHIN EI","BULK CARRIER",432919000,"7JOA","Japan [JP]","Cargo",106384,207933,2008,"Active",299.7,50
9479254,"DAMPIER MARU","BULK CARRIER",373421000,"3FCV7","Panama [PA]","Cargo",106368,206490,2012,"Active",299.7,50
9731779,"OCEAN ATLANTIC","ORE CARRIER",477023900,"VRPT9","Hong Kong [HK]","Cargo",134692,262000,2017,"Active",325,57
9675652,"BERGE DAISEN","BULK CARRIER",373408000,"3FYI7","Panama [PA]","Cargo",107229,207872,2014,"Active",299.94,50
9731444,"STAR LIBRA","BULK CARRIER",538006398,"V7MQ9","Marshall Is [MH]","Cargo",108237,207765,2016,"Active",299.88,50
9670054,"CAPE VERDE","BULK CARRIER",563640000,"9V2304","Singapore [SG]","Cargo",107054,209804,2013,"Active",299.99,50
9312250,"AZUL LIBERO","BULK CARRIER",564690000,"9VMU5","Singapore [SG]","Cargo",101933,203278,2004,"Active",299.95,50
9718387,"HANS OLDENDORFF","BULK CARRIER",255805873,"CQZT","Portugal [PT]","Cargo",107684,209200,2017,"Active",299.95,50
9531844,"GLOBAL COMMANDER","BULK CARRIER",311039100,"C6YN4","Bahamas [BS]","Cargo",106367,207953,2010,"Active",299.7,50
9681467,"AZUL BRISA","BULK CARRIER",432996000,"7JRX","Japan [JP]","Cargo",107051,209635,2014,"Active",299.99,50
9638044,"MAGDALENA OLDENDORFF","BULK CARRIER",636015916,"D5DM5","Liberia [LR]","Cargo",106884,206010,2013,"Active",299.92,50
9133848,"TAJIMARE","CRUDE OIL TANKER",215216000,"9HA2672","Malta [MT]","Tanker",148330,265539,1996,"Active",333,60
9603374,"CAPE COSMOS","BULK CARRIER",373657000,"3FDX2","Panama [PA]","Cargo",106251,207870,2011,"Active",300,50
9445289,"OCEAN WORLD","ORE CARRIER",477802300,"VRIB5","Hong Kong [HK]","Cargo",116955,228800,2011,"Active",324.99,52.5
9678800,"MATHILDE OLDENDORFF","BULK CARRIER",636016212,"D5FA5","Liberia [LR]","Cargo",106847,206080,2013,"Active",299.92,50
9741774,"STELLA IVY","ORE CARRIER",564432000,"9V3392","Singapore [SG]","Cargo",135472,250345,2015,"Active",325,57
9336969,"BAO GUO","BULK CARRIER",370293000,"3ESG5","Panama [PA]","Cargo",106367,208014,2007,"Active",299.7,50
9634713,"RANGIROA","BULK CARRIER",229029000,"9HA3002","Malta [MT]","Cargo",106847,206026,2013,"Active",299.92,50
9702649,"SHANDONG ZHENG TONG","ORE CARRIER",477967200,"VROD2","Hong Kong [HK]","Cargo",133524,262213,2015,"Active",325,57
9374026,"AZUL VICTORIA","BULK CARRIER",372276000,"3EHX3","Panama [PA]","Cargo",104728,206291,2006,"Active",299.94,50
9447160,"CAPE KALLIA","BULK CARRIER",209738000,"5BNS3","Cyprus [CY]","Cargo",106804,203027,2012,"Active",299.95,49
9778832,"MONACO MAERSK","CONTAINER SHIP",219863000,"OWNL2","Denmark [DK]","Cargo",214286,210019,2017,"Active",399,58.6
9600437,"EVER SHINE","BULK CARRIER",563820000,"9V3162","Singapore [SG]","Cargo",106000,205000,2015,"Active",299.95,50
9757589,"SOLAR LEGEND","BULK CARRIER",538006760,"V7OP5","Marshall Is [MH]","Cargo",107448,208925,2017,"Active",299.95,49.99
9346342,"GRAND VENTURE","BULK CARRIER",371486000,"3ECW2","Panama [PA]","Cargo",104725,206296,2005,"Active",299.94,50
9337121,"CAPE UNITED","BULK CARRIER",352862000,"3ELP7","Panama [PA]","Cargo",101933,203137,2007,"Active",299.95,50
9083964,"BERGE LHOTSE","ORE CARRIER",235096185,"2GCH7","United Kingdom [GB]","Cargo",146393,269958,1995,"Active",326.19,56.64
9673812,"CHINA STEEL CHALLENGE","BULK CARRIER",357633000,"HOHM","Panama [PA]","Cargo",106370,206378,2013,"Active",299.7,50
9514509,"GOLDEN HORIZON","BULK CARRIER",432910000,"7JOF","Japan [JP]","Cargo",106353,206309,2013,"Active",299.7,50
9419462,"BAO FU","ORE CARRIER",352945000,"3FUP5","Panama [PA]","Cargo",132537,250877,2010,"Active",329.95,57
9487639,"INDIGO HOPE","ORE CARRIER",431276000,"7JVR","Japan [JP]","Cargo",132587,251019,2013,"Active",329.95,57
9767390,"MSC LEANNE","CONTAINER SHIP",636017686,"D5MG2","Liberia [LR]","Cargo",193489,202461,2017,"Active",399.97,58.83
9587269,"CANCUN","BULK CARRIER",229574000,"9HA3419","Malta [MT]","Cargo",106847,206097,2014,"Active",300,50
9336995,"SG CAPITAL","BULK CARRIER",563911000,"9VIJ5","Singapore [SG]","Cargo",106367,207912,2008,"Active",299.7,50
9603427,"CLEAR HORIZON","BULK CARRIER",373581000,"3EUV3","Panama [PA]","Cargo",106251,207947,2012,"Active",300,50
9696759,"NEWPORT NEWS","BULK CARRIER",538006280,"V7LH5","Marshall Is [MH]","Cargo",107315,208021,2017,"Active",299.99,50
9638874,"FUJI HORIZON","BULK CARRIER",355787000,"3EYC9","Panama [PA]","Cargo",106251,207435,2013,"Active",300,50
7351783,"PETROBRAS 35","FLOATING STORAGE/PRODUCTION",636018074,"D5OA9","Liberia [LR]","Other",138420,270358,1974,"Active",329.31,54.5
9374052,"CAPE VANGUARD","BULK CARRIER",432835000,"7JKL","Japan [JP]","Cargo",104721,206180,2006,"Active",299.94,50
9627708,"IRON SOUTHERN CROSS","ORE CARRIER",636016772,"D5HS6","Liberia [LR]","Cargo",132587,250993,2015,"Active",329.95,57
7381491,"PETROBRAS 47","FLOATING STORAGE/PRODUCTION",354446000,"3ELU8","Panama [PA]","Other",131242,260349,1976,"Active",344.42,51.82
9516480,"HENG SHENG","BULK CARRIER",477387300,"VRHW4","Hong Kong [HK]","Cargo",106280,208001,2011,"Active",300,50
9721877,"ARIADNE","BULK CARRIER",351908000,"H8SL","Panama [PA]","Cargo",107413,207520,2016,"Active",299.97,50
9731432,"STAR VIRGO","BULK CARRIER",209064000,"5BRZ4","Cyprus [CY]","Cargo",108237,208000,2017,"Active",299.88,50
9696747,"SAN FRANCISCO","BULK CARRIER",538006279,"V7LG9","Marshall Is [MH]","Cargo",107315,208006,2017,"Active",299.99,50
9038438,"STELLAR GALAXY","ORE CARRIER",518780000,"E5U2727","Cook Is [CK]","Cargo",147697,263130,1993,"Active",321.95,58
9528201,"MINERAL MAUREEN","BULK CARRIER",477174400,"VRKK2","Hong Kong [HK]","Cargo",106952,205203,2012,"Active",299.9,50
9106663,"SUPER ZEARTH","CRUDE OIL TANKER",355344000,"3FHX5","Panama [PA]","Tanker - Hazard A (Major)",148362,265253,1995,"Active",333,60
9278636,"AZUL CIELO","BULK CARRIER",371166000,"3EBM5","Panama [PA]","Cargo",101933,203195,2005,"Active",299.95,50
9441934,"BAOSTEEL EMOTION","ORE CARRIER",432823000,"7JKC","Japan [JP]","Cargo",119446,226434,2011,"Active",319.58,54
7325899,"FPSO CIDADE DE SANTOS MV20","FLOATING STORAGE/PRODUCTION",308108000,"C6UY5","Bahamas [BS]","Local Vessel",118273,232165,1973,"Active",334,51
9336945,"MINERAL NIPPON","BULK CARRIER",566605000,"9VBT8","Singapore [SG]","Cargo",101933,203275,2007,"Active",299.95,50
9724659,"NETADOLA","BULK CARRIER",249759000,"9HA4369","Malta [MT]","Cargo",107665,208998,2017,"Active",299.95,50
9447172,"NEWMAX","BULK CARRIER",209811000,"5BQP3","Cyprus [CY]","Cargo",106804,203067,2012,"Active",299.95,49
9736729,"FOMENTO ONE","BULK CARRIER",563003600,"9V5170","Singapore [SG]","Cargo",107407,206810,2016,"Active",300,50
9355159,"SEN OKU","BULK CARRIER",353073000,"3EDP5","Panama [PA]","Cargo",104728,206306,2006,"Active",299.94,50
9670066,"AEGEAN CLOVER","BULK CARRIER",431398000,"7JXV","Japan [JP]","Cargo",107060,209649,2013,"Active",299.99,50
9654024,"PETROBRAS 67","FLOATING STORAGE/PRODUCTION",538005509,"V7EP6","Marshall Is [MH]","Tanker",155267,252812,2017,"Active",307.5,74
9713064,"HINRICH OLDENDORFF","BULK CARRIER",255805828,"CQAZ","Portugal [PT]","Cargo",107666,209113,2016,"Active",299.95,50
8412974,"ADOON","FLOATING STORAGE/PRODUCTION",563030000,"9VBY9","Singapore [SG]","Tanker",135535,244942,1985,"Active",317.51,54.06
9631333,"CAPE SPLENDOR","BULK CARRIER",563771000,"9V2007","Singapore [SG]","Cargo",106816,206070,2014,"Active",299.92,50.01
9723162,"FPMC B NATURE","BULK CARRIER",636016836,"D5IA6","Liberia [LR]","Cargo",107026,209817,2015,"Active",299.99,50
9053579,"GUOFENG ENTERPRISE","BULK CARRIER",636013937,"A8QI8","Liberia [LR]","Cargo",150981,260995,1993,"Active",330,59
9296420,"SHIN NICHIHO","BULK CARRIER",432759000,"7JHG","Japan [JP]","Cargo",102208,203180,2005,"Active",299.95,50
9595424,"SHAGANG HAILI","BULK CARRIER",636015314,"A8ZX5","Liberia [LR]","Cargo",106372,207725,2011,"Active",299.7,50
9700160,"STELLAR WAY","ORE CARRIER",370945000,"3FDC6","Panama [PA]","Cargo",133380,250015,2014,"Active",330,57
9675949,"BERGE HENG SHAN","BULK CARRIER",235108988,"2IEC6","United Kingdom [GB]","Cargo",117053,210000,2015,"Active",306,52
9437268,"WUGANG INNOVATION","ORE CARRIER",432830000,"7JJX","Japan [JP]","Cargo",132466,250868,2011,"Active",329.95,57
9731585,"HERMANN OLDENDORFF","BULK CARRIER",255805682,"CQEF","Portugal [PT]","Cargo",107684,209243,2016,"Active",299.95,50
9336957,"OCEAN PROMETHEUS","BULK CARRIER",636013318,"A8MC4","Liberia [LR]","Cargo",101953,203200,2007,"Active",299.95,50
9621326,"CAPE RELIANCE","BULK CARRIER",432974000,"7JRF","Japan [JP]","Cargo",132508,251029,2014,"Active",329.95,57
9707546,"HISUI HORIZON","BULK CARRIER",431139000,"7JTI","Japan [JP]","Cargo",107224,207451,2015,"Active",299.94,50
9035450,"BERGE HUA SHAN","BULK CARRIER",235101424,"2GXW6","United Kingdom [GB]","Cargo",150170,268011,1993,"Active",330,60
9643506,"PACIFIC MARU","BULK CARRIER",373280000,"3ETT","Panama [PA]","Cargo",106368,206382,2013,"Active",299.7,50
9048134,"STELLAR KNIGHT","ORE CARRIER",538004845,"V7ZK4","Marshall Is [MH]","Cargo",160666,252885,1995,"Active",332.09,58.05
9582257,"PILBARA MARU","ORE CARRIER",565256000,"9V3005","Singapore [SG]","Cargo",119595,226400,2012,"Active",319.58,54
9678824,"MARLENE OLDENDORFF","BULK CARRIER",636016351,"D5FS8","Liberia [LR]","Cargo",108051,208003,2014,"Active",299.88,50
9406453,"BAOSTEEL ELEVATION","BULK CARRIER",372675000,"3EKB6","Panama [PA]","Cargo",104721,206312,2007,"Active",299.94,50
9648893,"MAGNUS OLDENDORFF","BULK CARRIER",636016211,"D5FA4","Liberia [LR]","Cargo",106884,206030,2014,"Active",299.92,50
9346172,"RUBENA N","BULK CARRIER",566609000,"9VBT9","Singapore [SG]","Cargo",101933,203233,2006,"Active",299.95,50
9755933,"MSC DIANA","CONTAINER SHIP",636017433,"D5KX8","Liberia [LR]","Cargo",193489,202036,2016,"Active",399.99,58.84
9593062,"CAPE GLOBE","BULK CARRIER",566678000,"9V9971","Singapore [SG]","Cargo",106816,206095,2012,"Active",299.85,50.01
9337107,"MOUNT KINABALU","BULK CARRIER",636017119,"D5JJ7","Liberia [LR]","Cargo",101933,203185,2007,"Active",299.95,50
9801213,"CSK UNITED","BULK CARRIER",563029100,"9V5142","Singapore [SG]","Cargo",107449,208662,2017,"Active",299.9,50
9767376,"MSC MIRJAM","CONTAINER SHIP",636017684,"D5MF8","Liberia [LR]","Cargo - Hazard A (Major)",193489,202376,2016,"Active",399.99,58.84
9722948,"WINNING GRACE","BULK CARRIER",566100000,"9V3922","Singapore [SG]","Cargo",107755,209513,2016,"Active",300,50
9767388,"MSC RIFAYA","CONTAINER SHIP",636017685,"D5MF9","Liberia [LR]","Cargo",193489,202338,2017,"Active",400,58.84
9778416,"HEMINGWAY","BULK CARRIER",636017942,"D5NL6","Liberia [LR]","Cargo",108237,208000,2017,"Active",299.88,50
7374694,"PETROBRAS 38","CARGO BARGE",353558000,"3FHE8","Panama [PA]","Other",125544,261729,1975,"Active",338.11,51.81
9325300,"BAOGANG GLORY","BULK CARRIER",370853000,"3FYB","Panama [PA]","Cargo",106367,207826,2008,"Active",299.7,50
9445306,"OCEAN HONGKONG","ORE CARRIER",477435500,"VRIB7","Hong Kong [HK]","Cargo",116955,228517,2012,"Active",324.99,52.5
7391812,"PETROBRAS 54","FLOATING STORAGE/PRODUCTION",538002512,"V7JG3","Marshall Is [MH]","Other",146177,247775,1979,"Active",337.36,54.5
9762326,"MSC JADE","CONTAINER SHIP",636017506,"D5LH6","Liberia [LR]","Cargo - Hazard A (Major)",194308,200148,2016,"Active",398.45,59.07
7326908,"PETROBRAS 48","FLOATING STORAGE/PRODUCTION",354894000,"H3WZ","Panama [PA]","Other",135729,273622,1973,"Active",337.06,54.87
7522318,"FPSO FRADE","FLOATING STORAGE/PRODUCTION",309864000,"C6WN6","Bahamas [BS]","Tanker",132361,273567,1976,"Active",337.06,54.5
8500123,"FPSO CIDADE DE NITEROI MV18","FLOATING STORAGE/PRODUCTION",311304000,"C6WW5","Bahamas [BS]","Other",144898,258034,1986,"Active",315,60
7376886,"PETROBRAS 37","FLOATING STORAGE/PRODUCTION",352897000,"3FF08","Panama [PA]","Other",130608,246051,1976,"Active",338.62,53.6
9638862,"EMERALD HORIZON","BULK CARRIER",356016000,"3FRB6","Panama [PA]","Cargo",106251,207664,2013,"Active",300,50
9702651,"SHANDONG REN HE","ORE CARRIER",477855100,"VROJ3","Hong Kong [HK]","Cargo",133524,262158,2015,"Active",325,57
9112090,"BERGE ENTERPRISE","BULK CARRIER",235089334,"2EZE6","United Kingdom [GB]","Cargo",108083,211485,1997,"Active",312,50.08
8715027,"OSX 3","FLOATING STORAGE/PRODUCTION",636008526,"ELJH7","Liberia [LR]","Tanker",160257,270182,1989,"Active",327.5,57.2
7370193,"FPSO CAPIXABA","FLOATING STORAGE/PRODUCTION",308297000,"C6UY9","Bahamas [BS]","Tanker",137452,273193,1974,"Active",337.05,54.5
9479242,"HYUNDAI ATLANTIC","BULK CARRIER",477413800,"VRKI3","Hong Kong [HK]","Cargo",106368,206650,2012,"Active",299.7,50
9591313,"RTM CARTIER","BULK CARRIER",564812000,"9V2774","Singapore [SG]","Cargo",106796,205507,2012,"Active",299.9,50
9603362,"CAPE ETERNITY","BULK CARRIER",370362000,"3FIW9","Panama [PA]","Cargo",106251,207855,2011,"Active",300,50
9603350,"CAPE SASANQUA","BULK CARRIER",431356000,"7JXN","Japan [JP]","Cargo",106305,207860,2011,"Active",300,50
9718351,"HELENA OLDENDORFF","BULK CARRIER",636017586,"D5LR4","Liberia [LR]","Cargo",107684,209177,2016,"Active",299.95,50
9110224,"PACIFIC CORAL","ORE CARRIER",477177800,"VRET3","Hong Kong [HK]","Cargo",148169,265278,1995,"Active",324,56
9528196,"MINERAL CHARLIE","BULK CARRIER",477083900,"VRJZ9","Hong Kong [HK]","Cargo",106952,205236,2012,"Active",299.9,50
9713076,"TRUST AMITY","BULK CARRIER",563129000,"9V3755","Singapore [SG]","Cargo",107666,209325,2016,"Active",299.95,50
9516492,"HENG MAO","BULK CARRIER",477351200,"VRIC9","Hong Kong [HK]","Cargo",106235,207980,2011,"Active",300,50
9591349,"RTM CABOT","BULK CARRIER",564821000,"9V2777","Singapore [SG]","Cargo",106796,205417,2013,"Active",299.9,50
9447196,"PIGI","BULK CARRIER",210730000,"5BYA3","Cyprus [CY]","Cargo",106804,203149,2014,"Active",299.95,49
9621338,"BSTEEL HARMONY","ORE CARRIER",636015921,"D5DN2","Liberia [LR]","Cargo",132589,251028,2013,"Active",330,57
9639517,"BACON","BULK CARRIER",248188000,"9HA4552","Malta [MT]","Cargo",107162,205170,2013,"Active",299.95,50
9324461,"YASA DREAM","BULK CARRIER",538003320,"V7QA2","Marshall Is [MH]","Cargo",106405,207805,2008,"Active",299.7,50
9431226,"CSB FORTUNE","ORE CARRIER",477655400,"VRGD7","Hong Kong [HK]","Cargo",116396,228990,2010,"Active",324.99,52.5
9678812,"MARTHA OLDENDORFF","BULK CARRIER",636016114,"D5EN2","Liberia [LR]","Cargo",106884,206048,2014,"Active",299.92,50
9727352,"MINERAL EDO","BULK CARRIER",373449000,"3FIR3","Panama [PA]","Cargo",107514,207219,2015,"Active",299.94,50
9406532,"AZUL LEGENDA","BULK CARRIER",477049700,"VRDU2","Hong Kong [HK]","Cargo",104719,206331,2008,"Active",299.94,50
9750919,"BERGE ZUGSPITZE","BULK CARRIER",235112622,"2ITG2","United Kingdom [GB]","Cargo",109716,211182,2016,"Active",300,49
9082350,"ANANGEL HAILI","ORE CARRIER",239975000,"SZRC","Greece [GR]","Cargo",147812,260723,1995,"Active",321.95,58.04
9621261,"NSU MILESTONE","ORE CARRIER",370583000,"HPAR","Panama [PA]","Cargo",132868,250675,2013,"Active",329.95,57
9741762,"STELLA ISABEL","ORE CARRIER",563300000,"9V3391","Singapore [SG]","Cargo",135472,262000,2015,"Active",325,57
9335850,"OWARI MARU","ORE CARRIER",431264000,"7JVS","Japan [JP]","Cargo",113977,229228,2007,"Active",319.58,54
9279393,"VATHY","ORE CARRIER",311000612,"C6CZ3","Bahamas [BS]","Cargo",113929,229186,2004,"Active",319.58,54
9709532,"BERGE ANNAPURNA","ORE CARRIER",232007479,"MAWN4","United Kingdom [GB]","Cargo",133500,262600,2017,"Active",327,57
9712682,"GARGANTUA","BULK CARRIER",210245000,"5BLF4","Cyprus [CY]","Cargo",107761,209529,2015,"Active",300,50
9648257,"CHINA FORTUNE","BULK CARRIER",566765000,"9V9740","Singapore [SG]","Cargo",106884,206061,2013,"Active",299.92,50
9638056,"MAY OLDENDORFF","BULK CARRIER",636016113,"D5EM9","Liberia [LR]","Cargo",106884,206108,2013,"Active",299.92,50
9591363,"RTM COLUMBUS","BULK CARRIER",564831000,"9V2781","Singapore [SG]","Cargo",106796,205616,2013,"Active",299.9,50
9374040,"MINERAL SHIKOKU","BULK CARRIER",372020000,"3EGQ3","Panama [PA]","Cargo",104727,206312,2006,"Active",299.94,50
9747807,"FMG SYDNEY","ORE CARRIER",477002700,"VRQQ5","Hong Kong [HK]","Cargo",134840,260000,2017,"Active",327,57
9179713,"FPSO CIDADE DE ITAGUAI MV26","FLOATING STORAGE/PRODUCTION",311000019,"C6AE5","Bahamas [BS]","Other",160338,269110,1999,"Active",332,58
9077800,"FPSO PSVM","FLOATING STORAGE/PRODUCTION",311010200,"C6XH9","Bahamas [BS]","Tanker",168674,267715,1997,"Active",361.5,57
8613877,"FPSO CIDADE DE PARATY","FLOATING STORAGE/PRODUCTION",311014200,"C6XM6","Bahamas [BS]","Dredger",148661,262608,1988,"Active",322.11,56.04
9398101,"HYUNDAI PIONEER","BULK CARRIER",311019600,"C6XQ9","Bahamas [BS]","Cargo",106367,207955,2009,"Active",299.7,50
9398113,"HYUNDAI FRONTIER","BULK CARRIER",311025900,"C6XY5","Bahamas [BS]","Cargo",106367,207945,2010,"Active",299.7,50
