"TimeStamp","Latitude","Longitude","Heading","Speed","AISSource","IMO","Name"
2018-08-13 13:35:14,"-15.88464","117.47074","351","12.5","Sat-AIS","9678800","MATHILDE OLDENDORFF"
2018-08-13 13:34:14,"-15.88816","117.47137","350.5","12.5","Sat-AIS","9678800","MATHILDE OLDENDORFF"
2018-08-13 13:34:14,"-15.88816","117.47137","350.5","12.5","Sat-AIS","9678800","MATHILDE OLDENDORFF"
2018-08-13 13:14:09,"-15.95667","117.48","354","6","Sat-AIS","9678800","MATHILDE OLDENDORFF"
2018-08-13 13:10:22,"-15.97148","117.48294","353.4","12.6","Sat-AIS","9678800","MATHILDE OLDENDORFF"
2018-08-13 13:08:41,"-15.97734","117.48357","354","12.6","Sat-AIS","9678800","MATHILDE OLDENDORFF"
2018-08-13 13:08:22,"-15.97851","117.4837","354.2","12.6","Sat-AIS","9678800","MATHILDE OLDENDORFF"
2018-08-13 13:08:11,"-15.97909","117.48377","353.4","12.6","Sat-AIS","9678800","MATHILDE OLDENDORFF"
2018-08-13 12:59:36,"-16.00944","117.48718","353.5","12.5","Sat-AIS","9678800","MATHILDE OLDENDORFF"
2018-08-13 12:59:22,"-16.01002","117.48724","353.2","12.6","Sat-AIS","9678800","MATHILDE OLDENDORFF"
2018-08-13 12:53:25,"-16.0312","117.48943","353.5","12.6","Sat-AIS","9678800","MATHILDE OLDENDORFF"
2018-08-13 12:53:14,"-16.03179","117.48951","353.7","12.6","Sat-AIS","9678800","MATHILDE OLDENDORFF"
2018-08-13 12:53:11,"-16.03167","117.48834","352","6","Sat-AIS","9678800","MATHILDE OLDENDORFF"
2018-08-13 12:52:45,"-16.03351","117.48971","353.2","12.6","Sat-AIS","9678800","MATHILDE OLDENDORFF"
2018-08-13 12:50:45,"-16.04057","117.49065","352.5","12.6","Sat-AIS","9678800","MATHILDE OLDENDORFF"
2018-08-13 12:50:15,"-16.04239","117.49093","351.8","12.7","Sat-AIS","9678800","MATHILDE OLDENDORFF"
2018-08-13 12:50:15,"-16.04239","117.49093","351.8","12.7","Sat-AIS","9678800","MATHILDE OLDENDORFF"
2018-08-13 12:50:15,"-16.04239","117.49093","351.8","12.7","Sat-AIS","9678800","MATHILDE OLDENDORFF"
2018-08-13 12:50:12,"-16.04167","117.49","351","6","Sat-AIS","9678800","MATHILDE OLDENDORFF"
2018-08-13 12:49:35,"-16.04473","117.49129","351.1","12.7","Sat-AIS","9678800","MATHILDE OLDENDORFF"
2018-08-13 12:49:35,"-16.04473","117.49129","351.1","12.7","Sat-AIS","9678800","MATHILDE OLDENDORFF"
2018-08-13 12:48:15,"-16.04941","117.49223","348.3","12.7","Sat-AIS","9678800","MATHILDE OLDENDORFF"
2018-08-13 12:25:05,"-16.13021","117.51183","346.4","12.8","Sat-AIS","9678800","MATHILDE OLDENDORFF"
2018-08-13 11:23:32,"-16.34535","117.56538","346.3","12.7","Sat-AIS","9678800","MATHILDE OLDENDORFF"
2018-08-13 11:23:22,"-16.34593","117.56551","347.1","12.7","Sat-AIS","9678800","MATHILDE OLDENDORFF"
2018-08-13 11:23:22,"-16.34593","117.56551","347.1","12.7","Sat-AIS","9678800","MATHILDE OLDENDORFF"
2018-08-13 11:23:22,"-16.34593","117.56551","347.1","12.7","Sat-AIS","9678800","MATHILDE OLDENDORFF"
2018-08-13 11:23:13,"-16.34645","117.56564","347.1","12.7","Sat-AIS","9678800","MATHILDE OLDENDORFF"
2018-08-13 11:23:12,"-16.34645","117.56564","347.1","12.7","Sat-AIS","9678800","MATHILDE OLDENDORFF"
2018-08-13 11:23:12,"-16.34645","117.56564","347.1","12.7","Sat-AIS","9678800","MATHILDE OLDENDORFF"
2018-08-13 11:22:52,"-16.34767","117.56593","347.6","12.7","Sat-AIS","9678800","MATHILDE OLDENDORFF"
2018-08-13 11:22:51,"-16.34767","117.56593","347.6","12.7","Sat-AIS","9678800","MATHILDE OLDENDORFF"
2018-08-13 11:22:51,"-16.34767","117.56593","347.6","12.7","Sat-AIS","9678800","MATHILDE OLDENDORFF"
2018-08-13 11:22:23,"-16.34936","117.56632","346.8","12.7","Sat-AIS","9678800","MATHILDE OLDENDORFF"
2018-08-13 11:22:23,"-16.34936","117.56632","346.8","12.7","Sat-AIS","9678800","MATHILDE OLDENDORFF"
2018-08-13 11:21:52,"-16.35115","117.56675","346.5","12.7","Sat-AIS","9678800","MATHILDE OLDENDORFF"
2018-08-13 11:21:51,"-16.35115","117.56675","346.5","12.7","Sat-AIS","9678800","MATHILDE OLDENDORFF"
2018-08-13 11:20:23,"-16.35632","117.568","347.3","12.7","Sat-AIS","9678800","MATHILDE OLDENDORFF"
2018-08-13 11:20:14,"-16.35684","117.56812","346.7","12.7","Sat-AIS","9678800","MATHILDE OLDENDORFF"
2018-08-13 11:20:13,"-16.35684","117.56812","346.7","12.7","Sat-AIS","9678800","MATHILDE OLDENDORFF"
2018-08-13 11:20:13,"-16.35684","117.56812","346.7","12.7","Sat-AIS","9678800","MATHILDE OLDENDORFF"
2018-08-13 11:20:08,"-16.35667","117.56667","346","6","Sat-AIS","9678800","MATHILDE OLDENDORFF"
2018-08-13 11:20:02,"-16.35753","117.5683","346.4","12.7","Sat-AIS","9678800","MATHILDE OLDENDORFF"
2018-08-13 11:18:32,"-16.36267","117.5696","346.6","12.7","Sat-AIS","9678800","MATHILDE OLDENDORFF"
2018-08-13 11:18:23,"-16.36324","117.56974","346.8","12.7","Sat-AIS","9678800","MATHILDE OLDENDORFF"
2018-08-13 11:17:09,"-16.36667","117.57","345","6","Sat-AIS","9678800","MATHILDE OLDENDORFF"
2018-08-13 11:16:26,"-16.37024","117.57152","346.2","12.7","Sat-AIS","9678800","MATHILDE OLDENDORFF"
2018-08-13 11:16:21,"-16.37024","117.57152","346.2","12.7","Sat-AIS","9678800","MATHILDE OLDENDORFF"
2018-08-13 11:14:08,"-16.37667","117.57333","346","6","Sat-AIS","9678800","MATHILDE OLDENDORFF"
2018-08-13 10:03:26,"-16.61968","117.63405","345.4","12.5","Sat-AIS","9678800","MATHILDE OLDENDORFF"
