"MMSI","IMO","IR","Ship Name","Call Sign",
"538004972","9048122","N/A","STELLAR TOPAZ","V7AD6",
"Timestamp","Lat","Lon","Heading","Speed","Source",
"2018-08-13 23:52:41Z","-29.9667","3.51044","117.1","10","Sat-AIS",
"2018-08-13 23:51:41Z","-29.96548","3.5076","116","10","Sat-AIS",
"2018-08-13 23:51:21Z","-29.96508","3.50663","117.2","9.9","Sat-AIS",
"2018-08-13 23:51:21Z","-29.96508","3.50663","117.2","9.9","Sat-AIS",
"2018-08-13 23:51:21Z","-29.96508","3.50663","117.2","9.9","Sat-AIS",
"2018-08-13 23:51:11Z","-29.96487","3.50616","117.3","9.9","Sat-AIS",
"2018-08-13 23:50:51Z","-29.96446","3.50522","115.4","9.9","Sat-AIS",
"2018-08-13 23:50:12Z","-29.96366","3.50336","115.1","9.8","Sat-AIS",
"2018-08-13 23:49:41Z","-29.96304","3.50188","117","9.9","Sat-AIS",
"2018-08-13 23:49:21Z","-29.96263","3.50091","115.9","9.8","Sat-AIS",
"2018-08-13 23:49:12Z","-29.96245","3.50048","117.1","9.8","Sat-AIS",
"2018-08-13 23:49:12Z","-29.96245","3.50048","117.1","9.8","Sat-AIS",
"2018-08-13 23:49:02Z","-29.96226","3.5","116.1","9.9","Sat-AIS",
"2018-08-13 23:48:41Z","-29.96184","3.49904","114.5","9.8","Sat-AIS",
"2018-08-13 23:48:20Z","-29.96146","3.49808","117.3","9.8","Sat-AIS",
"2018-08-13 23:48:02Z","-29.96106","3.49719","115.3","10","Sat-AIS",
"2018-08-13 23:47:51Z","-29.96084","3.49668","115.4","9.9","Sat-AIS",
"2018-08-13 23:47:51Z","-29.96084","3.49668","115.4","9.9","Sat-AIS",
"2018-08-13 23:47:41Z","-29.96063","3.49619","116.9","10","Sat-AIS",
"2018-08-13 23:47:12Z","-29.96003","3.49479","116.5","9.9","Sat-AIS",
"2018-08-13 23:47:02Z","-29.95982","3.49432","115.2","9.9","Sat-AIS",
"2018-08-13 23:46:51Z","-29.95959","3.49379","114.9","10","Sat-AIS",
"2018-08-13 23:46:51Z","-29.95959","3.49379","114.9","10","Sat-AIS",
"2018-08-13 23:46:51Z","-29.95959","3.49379","114.9","10","Sat-AIS",
"2018-08-13 23:46:51Z","-29.95959","3.49379","114.9","10","Sat-AIS",
"2018-08-13 23:46:20Z","-29.95899","3.49237","114.4","10","Sat-AIS",
"2018-08-13 23:46:20Z","-29.95899","3.49237","114.4","10","Sat-AIS",
"2018-08-13 23:46:12Z","-29.9588","3.49194","113.5","9.9","Sat-AIS",
"2018-08-13 23:46:12Z","-29.9588","3.49194","113.5","9.9","Sat-AIS",
"2018-08-13 23:46:12Z","-29.9588","3.49194","113.5","9.9","Sat-AIS",
"2018-08-13 23:46:12Z","-29.9588","3.49194","113.5","9.9","Sat-AIS",
"2018-08-13 23:46:02Z","-29.95859","3.49145","114.1","9.8","Sat-AIS",
"2018-08-13 23:45:51Z","-29.95839","3.49093","115.9","9.8","Sat-AIS",
"2018-08-13 23:45:20Z","-29.9578","3.48948","116.4","9.9","Sat-AIS",
"2018-08-13 23:44:51Z","-29.95716","3.48807","116.8","10","Sat-AIS",
"2018-08-13 23:38:51Z","-29.94958","3.47119","118.7","9.8","Sat-AIS",
"2018-08-13 23:38:50Z","-29.94958","3.47119","118.7","9.8","Sat-AIS",
"2018-08-13 23:31:51Z","-29.94022","3.45167","115.2","10.1","Sat-AIS",
"2018-08-13 23:30:50Z","-29.93901","3.44879","116.7","9.9","Sat-AIS",
"2018-08-13 23:08:29Z","-29.91025","3.38368","115.3","10.6","Sat-AIS",
"2018-08-13 23:08:20Z","-29.91004","3.38318","115.9","10.7","Sat-AIS",
"2018-08-13 23:07:58Z","-29.90957","3.38206","116.3","10.6","Sat-AIS",
"2018-08-13 23:07:49Z","-29.90936","3.38161","116.9","10.6","Sat-AIS",
"2018-08-13 23:07:39Z","-29.90915","3.38117","115.8","10.6","Sat-AIS",
"2018-08-13 23:07:18Z","-29.90869","3.3801","118.3","10.6","Sat-AIS",
"2018-08-13 23:07:08Z","-29.90847","3.3796","118.4","10.6","Sat-AIS",
"2018-08-13 23:06:59Z","-29.90825","3.3791","118.7","10.6","Sat-AIS",
"2018-08-13 23:06:49Z","-29.90803","3.3786","119.1","10.6","Sat-AIS",
"2018-08-13 23:06:39Z","-29.90783","3.37816","117.9","10.6","Sat-AIS",
"2018-08-13 23:06:18Z","-29.90736","3.3771","118.4","10.8","Sat-AIS",
"2018-08-13 23:05:59Z","-29.90692","3.37608","119.8","10.6","Sat-AIS",
"2018-08-13 23:05:50Z","-29.90669","3.37558","119.5","10.6","Sat-AIS",
"2018-08-13 23:05:49Z","-29.90669","3.37558","119.5","10.6","Sat-AIS",
"2018-08-13 23:05:39Z","-29.90649","3.37513","118.4","10.7","Sat-AIS",
"2018-08-13 23:05:29Z","-29.90622","3.37452","117.5","10.5","Sat-AIS",
"2018-08-13 23:05:19Z","-29.90601","3.37407","119.1","10.6","Sat-AIS",
"2018-08-13 23:04:49Z","-29.90533","3.37256","117.9","10.5","Sat-AIS",
"2018-08-13 23:04:28Z","-29.90485","3.37151","117.4","10.5","Sat-AIS",
"2018-08-13 23:04:18Z","-29.90464","3.37106","115.8","10.7","Sat-AIS",
"2018-08-13 23:03:49Z","-29.90396","3.36956","115.3","10.5","Sat-AIS",
"2018-08-13 23:03:40Z","-29.90373","3.36905","114.2","10.6","Sat-AIS",
"2018-08-13 23:03:09Z","-29.90309","3.36753","115.6","10.6","Sat-AIS",
"2018-08-13 23:02:59Z","-29.90287","3.36703","116","10.7","Sat-AIS",
"2018-08-13 23:02:49Z","-29.90265","3.36652","116.4","10.6","Sat-AIS",
"2018-08-13 23:02:39Z","-29.90244","3.36601","117.7","10.5","Sat-AIS",
"2018-08-13 23:02:29Z","-29.90219","3.36545","118.8","10.5","Sat-AIS",
"2018-08-13 23:02:19Z","-29.902","3.365","118.7","10.7","Sat-AIS",
"2018-08-13 23:01:19Z","-29.90061","3.36201","120.6","10.5","Sat-AIS",
"2018-08-13 23:01:19Z","-29.90061","3.36201","120.6","10.5","Sat-AIS",
"2018-08-13 23:01:09Z","-29.90037","3.36152","120.2","10.6","Sat-AIS",
"2018-08-13 23:00:58Z","-29.90012","3.36103","118.8","10.7","Sat-AIS",
"2018-08-13 23:00:20Z","-29.89917","3.35906","117.4","10.5","Sat-AIS",
"2018-08-13 23:00:19Z","-29.89917","3.35906","117.4","10.5","Sat-AIS",
"2018-08-13 23:00:10Z","-29.89894","3.35856","116.2","10.5","Sat-AIS",
"2018-08-13 22:59:58Z","-29.89871","3.35806","116.2","10.6","Sat-AIS",
"2018-08-13 22:59:58Z","-29.89871","3.35806","116.2","10.6","Sat-AIS",
"2018-08-13 22:59:58Z","-29.89871","3.35806","116.2","10.6","Sat-AIS",
"2018-08-13 22:59:58Z","-29.89871","3.35806","116.2","10.6","Sat-AIS",
"2018-08-13 22:59:40Z","-29.89828","3.35706","117","10.6","Sat-AIS",
"2018-08-13 22:59:39Z","-29.89828","3.35706","117","10.6","Sat-AIS",
"2018-08-13 22:59:28Z","-29.89804","3.35651","117.5","10.5","Sat-AIS",
"2018-08-13 22:59:20Z","-29.89783","3.35607","116.3","10.6","Sat-AIS",
"2018-08-13 22:59:19Z","-29.89783","3.35607","116.3","10.6","Sat-AIS",
"2018-08-13 22:59:10Z","-29.8976","3.35556","115.5","10.7","Sat-AIS",
"2018-08-13 22:59:09Z","-29.8976","3.35556","115.5","10.7","Sat-AIS",
"2018-08-13 22:59:09Z","-29.8976","3.35556","115.5","10.7","Sat-AIS",
"2018-08-13 22:58:58Z","-29.89738","3.35507","115.9","10.7","Sat-AIS",
"2018-08-13 22:58:40Z","-29.89694","3.35406","117.8","10.5","Sat-AIS",
"2018-08-13 22:58:39Z","-29.89694","3.35406","117.8","10.5","Sat-AIS",
"2018-08-13 22:58:29Z","-29.89672","3.35356","118.5","10.6","Sat-AIS",
"2018-08-13 22:58:28Z","-29.89672","3.35356","118.5","10.6","Sat-AIS",
"2018-08-13 22:58:19Z","-29.89652","3.35312","115.7","10.6","Sat-AIS",
"2018-08-13 22:58:09Z","-29.89628","3.35256","117.7","10.5","Sat-AIS",
"2018-08-13 22:57:40Z","-29.89562","3.35106","117.7","10.5","Sat-AIS",
"2018-08-13 22:57:39Z","-29.89562","3.35106","117.7","10.5","Sat-AIS",
"2018-08-13 22:57:29Z","-29.89539","3.35055","117.1","10.6","Sat-AIS",
"2018-08-13 22:57:28Z","-29.89539","3.35055","117.1","10.6","Sat-AIS",
"2018-08-13 22:57:28Z","-29.89539","3.35055","117.1","10.6","Sat-AIS",
"2018-08-13 22:57:28Z","-29.89539","3.35055","117.1","10.6","Sat-AIS",
"2018-08-13 22:57:28Z","-29.89539","3.35055","117.1","10.6","Sat-AIS",
"2018-08-13 22:57:28Z","-29.89539","3.35055","117.1","10.6","Sat-AIS",
"2018-08-13 22:57:20Z","-29.89519","3.35011","117.2","10.5","Sat-AIS",
"2018-08-13 22:57:19Z","-29.89519","3.35011","117.2","10.5","Sat-AIS",
"2018-08-13 22:57:10Z","-29.89495","3.34956","117.3","10.5","Sat-AIS",
"2018-08-13 22:56:29Z","-29.89407","3.34757","115.1","10.6","Sat-AIS",
"2018-08-13 22:56:10Z","-29.89362","3.34656","114.8","10.5","Sat-AIS",
"2018-08-13 22:55:29Z","-29.89278","3.34454","115.3","10.5","Sat-AIS",
"2018-08-13 22:54:01Z","-29.89083","3.34006","116.8","10.3","Sat-AIS",
"2018-08-13 22:28:22Z","-29.85605","3.26733","121.3","10","Sat-AIS",
"2018-08-13 22:28:22Z","-29.85605","3.26733","121.3","10","Sat-AIS",
"2018-08-13 22:20:52Z","-29.84503","3.24697","123.9","10","Sat-AIS",
"2018-08-13 22:20:10Z","-29.84402","3.24512","122.2","10","Sat-AIS",
"2018-08-13 22:16:01Z","-29.83775","3.23395","124.2","9.9","Sat-AIS",
"2018-08-13 22:15:51Z","-29.83752","3.23356","123.1","10","Sat-AIS",
"2018-08-13 22:15:30Z","-29.83698","3.23262","122.9","10","Sat-AIS",
"2018-08-13 22:13:51Z","-29.83446","3.22824","124.9","9.9","Sat-AIS",
"2018-08-13 22:12:01Z","-29.83155","3.22349","122.5","9.9","Sat-AIS",
"2018-08-13 22:11:11Z","-29.83028","3.22122","122.5","10","Sat-AIS",
"2018-08-13 22:11:01Z","-29.83006","3.22082","125.2","9.9","Sat-AIS",
"2018-08-13 22:10:51Z","-29.82978","3.22032","126.4","9.9","Sat-AIS",
"2018-08-13 22:10:40Z","-29.82951","3.2199","127.4","9.9","Sat-AIS",
"2018-08-13 22:10:21Z","-29.82898","3.21907","127.1","10.1","Sat-AIS",
"2018-08-13 22:10:11Z","-29.82868","3.2186","127","10.1","Sat-AIS",
"2018-08-13 22:10:01Z","-29.82843","3.21821","126.7","10.1","Sat-AIS",
"2018-08-13 22:10:01Z","-29.82843","3.21821","126.7","10.1","Sat-AIS",
"2018-08-13 22:10:01Z","-29.82843","3.21821","126.7","10.1","Sat-AIS",
"2018-08-13 22:10:01Z","-29.82843","3.21821","126.7","10.1","Sat-AIS",
"2018-08-13 22:10:01Z","-29.82843","3.21821","126.7","10.1","Sat-AIS",
"2018-08-13 22:10:01Z","-29.82843","3.21821","126.7","10.1","Sat-AIS",
"2018-08-13 22:10:01Z","-29.82843","3.21821","126.7","10.1","Sat-AIS",
"2018-08-13 22:10:01Z","-29.82843","3.21821","126.7","10.1","Sat-AIS",
"2018-08-13 22:10:01Z","-29.82843","3.21821","126.7","10.1","Sat-AIS",
"2018-08-13 22:09:51Z","-29.82812","3.21772","126.9","10","Sat-AIS",
"2018-08-13 22:09:51Z","-29.82812","3.21772","126.9","10","Sat-AIS",
"2018-08-13 22:09:40Z","-29.82784","3.21729","126.4","10","Sat-AIS",
"2018-08-13 22:09:11Z","-29.82704","3.21597","124.7","10.2","Sat-AIS",
"2018-08-13 22:09:01Z","-29.82681","3.21557","124.8","10.1","Sat-AIS",
"2018-08-13 22:08:40Z","-29.82624","3.21461","121.5","10.2","Sat-AIS",
"2018-08-13 22:07:40Z","-29.82474","3.21184","124.2","10.2","Sat-AIS",
"2018-08-13 22:07:12Z","-29.824","3.21053","125.3","10.2","Sat-AIS",
"2018-08-13 22:07:01Z","-29.82373","3.21006","126.7","10.3","Sat-AIS",
"2018-08-13 22:00:20Z","-29.81363","3.19122","119.6","10.3","Sat-AIS",
"2018-08-13 21:58:41Z","-29.81132","3.18634","119.8","10.3","Sat-AIS",
"2018-08-13 21:55:19Z","-29.80662","3.17659","119.1","10.4","Sat-AIS",
"2018-08-13 21:53:31Z","-29.8041","3.17119","116.5","10.4","Sat-AIS",
"2018-08-13 21:53:31Z","-29.8041","3.17119","116.5","10.4","Sat-AIS",
"2018-08-13 21:46:09Z","-29.79385","3.14981","117.4","10.4","Sat-AIS",
"2018-08-13 21:44:32Z","-29.79151","3.145","118.9","10.4","Sat-AIS",
"2018-08-13 21:31:29Z","-29.77353","3.10619","118.5","10.5","Sat-AIS",
"2018-08-13 21:31:09Z","-29.77306","3.10514","117.7","10.7","Sat-AIS",
"2018-08-13 21:30:29Z","-29.77219","3.10316","117.7","10.6","Sat-AIS",
"2018-08-13 21:30:09Z","-29.77171","3.1021","117","10.6","Sat-AIS",
"2018-08-13 21:29:50Z","-29.77128","3.10116","116.6","10.6","Sat-AIS",
"2018-08-13 21:29:09Z","-29.77036","3.09907","116.5","10.6","Sat-AIS",
"2018-08-13 21:28:50Z","-29.76994","3.09812","116.6","10.7","Sat-AIS",
"2018-08-13 21:28:40Z","-29.76972","3.0976","117.5","10.6","Sat-AIS",
"2018-08-13 21:28:09Z","-29.76904","3.09601","116.6","10.6","Sat-AIS",
"2018-08-13 21:27:59Z","-29.76885","3.09556","117","10.7","Sat-AIS",
"2018-08-13 21:27:50Z","-29.76862","3.09505","117.6","10.7","Sat-AIS",
"2018-08-13 21:27:40Z","-29.7684","3.09454","117.2","10.6","Sat-AIS",
"2018-08-13 21:27:30Z","-29.76821","3.09409","117.5","10.7","Sat-AIS",
"2018-08-13 21:27:09Z","-29.76772","3.09297","116.6","10.6","Sat-AIS",
"2018-08-13 21:26:59Z","-29.76751","3.09251","116.4","10.6","Sat-AIS",
"2018-08-13 21:26:30Z","-29.76685","3.09107","115.7","10.6","Sat-AIS",
"2018-08-13 21:26:20Z","-29.76661","3.09051","116.2","10.5","Sat-AIS",
"2018-08-13 21:26:09Z","-29.76637","3.08996","117.8","10.6","Sat-AIS",
"2018-08-13 21:25:59Z","-29.76617","3.08951","115.9","10.6","Sat-AIS",
"2018-08-13 21:25:50Z","-29.76597","3.08906","114.2","10.6","Sat-AIS",
"2018-08-13 21:25:30Z","-29.76554","3.08803","117.1","10.6","Sat-AIS",
"2018-08-13 21:24:59Z","-29.76486","3.08647","118.2","10.5","Sat-AIS",
"2018-08-13 21:24:40Z","-29.76443","3.08553","117.5","10.6","Sat-AIS",
"2018-08-13 21:24:30Z","-29.76421","3.08501","117.2","10.5","Sat-AIS",
"2018-08-13 21:24:30Z","-29.76421","3.08501","117.2","10.5","Sat-AIS",
"2018-08-13 21:24:10Z","-29.76377","3.084","118","10.6","Sat-AIS",
"2018-08-13 21:23:10Z","-29.76246","3.08097","114.9","10.5","Sat-AIS",
"2018-08-13 21:22:00Z","-29.76093","3.07736","116.5","10.5","Sat-AIS",
"2018-08-13 21:19:01Z","-29.75712","3.06828","116.7","10.5","Sat-AIS",
"2018-08-13 21:16:20Z","-29.75368","3.06022","116.5","10.4","Sat-AIS",
"2018-08-13 21:16:20Z","-29.75368","3.06022","116.5","10.4","Sat-AIS",
"2018-08-13 21:15:49Z","-29.75301","3.05867","117.8","10.5","Sat-AIS",
"2018-08-13 21:15:49Z","-29.75301","3.05867","117.8","10.5","Sat-AIS",
"2018-08-13 21:14:38Z","-29.75146","3.05517","118.3","10.5","Sat-AIS",
"2018-08-13 21:14:09Z","-29.75081","3.05367","116.3","10.5","Sat-AIS",
"2018-08-13 21:14:09Z","-29.75081","3.05367","116.3","10.5","Sat-AIS",
"2018-08-13 21:14:00Z","-29.75062","3.05323","116.5","10.6","Sat-AIS",
"2018-08-13 21:13:29Z","-29.74996","3.05167","114.6","10.5","Sat-AIS",
"2018-08-13 21:13:19Z","-29.74976","3.05115","114.5","10.6","Sat-AIS",
"2018-08-13 21:13:19Z","-29.74976","3.05115","114.5","10.6","Sat-AIS",
"2018-08-13 21:13:09Z","-29.74954","3.05064","114.4","10.6","Sat-AIS",
"2018-08-13 21:12:31Z","-29.74871","3.04858","114.7","10.5","Sat-AIS",
"2018-08-13 21:12:29Z","-29.74871","3.04858","114.7","10.5","Sat-AIS",
"2018-08-13 21:12:29Z","-29.74871","3.04858","114.7","10.5","Sat-AIS",
"2018-08-13 21:12:09Z","-29.74831","3.04756","116.7","10.5","Sat-AIS",
"2018-08-13 21:12:09Z","-29.74831","3.04756","116.7","10.5","Sat-AIS",
"2018-08-13 21:11:50Z","-29.7479","3.0466","114.5","10.6","Sat-AIS",
"2018-08-13 21:11:50Z","-29.7479","3.0466","114.5","10.6","Sat-AIS",
"2018-08-13 21:11:50Z","-29.7479","3.0466","114.5","10.6","Sat-AIS",
"2018-08-13 21:11:29Z","-29.74748","3.04552","117.6","10.5","Sat-AIS",
"2018-08-13 21:11:29Z","-29.74748","3.04552","117.6","10.5","Sat-AIS",
"2018-08-13 21:11:09Z","-29.74704","3.04451","116.7","10.6","Sat-AIS",
"2018-08-13 21:11:09Z","-29.74704","3.04451","116.7","10.6","Sat-AIS",
"2018-08-13 21:11:09Z","-29.74704","3.04451","116.7","10.6","Sat-AIS",
"2018-08-13 21:10:50Z","-29.74664","3.04355","116.7","10.6","Sat-AIS",
"2018-08-13 21:10:39Z","-29.74641","3.043","116","10.5","Sat-AIS",
"2018-08-13 21:10:39Z","-29.74641","3.043","116","10.5","Sat-AIS",
"2018-08-13 21:10:29Z","-29.74619","3.04248","115.9","10.5","Sat-AIS",
"2018-08-13 20:44:30Z","-29.71343","2.96454","116.3","10.3","Sat-AIS",
"2018-08-13 20:43:01Z","-29.71161","2.96013","116","10.2","Sat-AIS",
"2018-08-13 20:37:01Z","-29.704","2.94256","119.1","10.1","Sat-AIS",
"2018-08-13 20:36:50Z","-29.70375","2.942","118.5","10.1","Sat-AIS",
"2018-08-13 20:36:31Z","-29.70333","2.94108","117.4","10.2","Sat-AIS",
"2018-08-13 20:34:50Z","-29.70123","2.93616","117.2","10","Sat-AIS",
"2018-08-13 20:34:31Z","-29.70082","2.93526","114.8","10.2","Sat-AIS",
"2018-08-13 20:09:00Z","-29.66862","2.86134","118.2","10","Sat-AIS",
"2018-08-13 20:08:59Z","-29.66862","2.86134","118.2","10","Sat-AIS",
"2018-08-13 20:02:50Z","-29.66055","2.84388","118.1","10.2","Sat-AIS",
"2018-08-13 20:02:30Z","-29.66008","2.84288","120.4","10.2","Sat-AIS",
"2018-08-13 20:02:30Z","-29.66008","2.84288","120.4","10.2","Sat-AIS",
"2018-08-13 19:44:20Z","-29.63581","2.79169","117.7","10","Sat-AIS",
"2018-08-13 19:44:20Z","-29.63581","2.79169","117.7","10","Sat-AIS",
"2018-08-13 19:40:50Z","-29.63135","2.78179","117.3","9.9","Sat-AIS",
"2018-08-13 19:40:50Z","-29.63135","2.78179","117.3","9.9","Sat-AIS",
"2018-08-13 19:40:40Z","-29.63114","2.78132","117.3","9.9","Sat-AIS",
"2018-08-13 19:40:20Z","-29.63073","2.78037","118.5","10.1","Sat-AIS",
"2018-08-13 19:38:59Z","-29.62903","2.77653","116.9","9.9","Sat-AIS",
"2018-08-13 19:38:58Z","-29.62903","2.77653","116.9","9.9","Sat-AIS",
"2018-08-13 19:38:40Z","-29.62863","2.77564","116.3","10","Sat-AIS",
"2018-08-13 19:38:40Z","-29.62863","2.77564","116.3","10","Sat-AIS",
"2018-08-13 19:38:40Z","-29.62863","2.77564","116.3","10","Sat-AIS",
"2018-08-13 19:38:39Z","-29.62863","2.77564","116.3","10","Sat-AIS",
"2018-08-13 19:38:28Z","-29.62838","2.77509","117.7","10","Sat-AIS",
"2018-08-13 19:38:28Z","-29.62838","2.77509","117.7","10","Sat-AIS",
"2018-08-13 19:37:59Z","-29.62775","2.77374","117.5","10","Sat-AIS",
"2018-08-13 19:37:59Z","-29.62775","2.77374","117.5","10","Sat-AIS",
"2018-08-13 19:37:58Z","-29.62775","2.77374","117.5","10","Sat-AIS",
"2018-08-13 19:37:58Z","-29.62775","2.77374","117.5","10","Sat-AIS",
"2018-08-13 19:37:58Z","-29.62775","2.77374","117.5","10","Sat-AIS",
"2018-08-13 19:37:39Z","-29.62731","2.77281","117.9","10","Sat-AIS",
"2018-08-13 19:37:39Z","-29.62731","2.77281","117.9","10","Sat-AIS",
"2018-08-13 19:37:39Z","-29.62731","2.77281","117.9","10","Sat-AIS",
"2018-08-13 19:37:29Z","-29.62712","2.77238","117.3","10","Sat-AIS",
"2018-08-13 19:37:20Z","-29.6269","2.77192","118.4","10","Sat-AIS",
"2018-08-13 19:36:59Z","-29.62643","2.77095","119.5","10","Sat-AIS",
"2018-08-13 19:36:58Z","-29.62643","2.77095","119.5","10","Sat-AIS",
"2018-08-13 19:36:58Z","-29.62643","2.77095","119.5","10","Sat-AIS",
"2018-08-13 19:36:21Z","-29.62559","2.76911","117.2","10","Sat-AIS",
"2018-08-13 19:36:21Z","-29.62559","2.76911","117.2","10","Sat-AIS",
"2018-08-13 19:36:21Z","-29.62559","2.76911","117.2","10","Sat-AIS",
"2018-08-13 19:36:21Z","-29.62559","2.76911","117.2","10","Sat-AIS",
"2018-08-13 19:36:20Z","-29.62559","2.76911","117.2","10","Sat-AIS",
"2018-08-13 19:36:08Z","-29.62535","2.76856","116.8","10","Sat-AIS",
"2018-08-13 19:35:59Z","-29.62518","2.76812","116","10","Sat-AIS",
"2018-08-13 19:35:59Z","-29.62518","2.76812","116","10","Sat-AIS",
"2018-08-13 19:34:59Z","-29.62393","2.7653","115.8","9.9","Sat-AIS",
"2018-08-13 19:34:51Z","-29.62375","2.76487","115.7","9.9","Sat-AIS",
"2018-08-13 19:33:59Z","-29.62272","2.76245","116.3","9.9","Sat-AIS",
"2018-08-13 19:33:50Z","-29.62252","2.76203","115.5","10","Sat-AIS",
"2018-08-13 19:33:29Z","-29.62211","2.76105","114.7","9.9","Sat-AIS",
"2018-08-13 19:33:19Z","-29.62191","2.76058","114.1","9.8","Sat-AIS",
"2018-08-13 19:33:19Z","-29.62191","2.76058","114.1","9.8","Sat-AIS",
"2018-08-13 19:33:08Z","-29.62171","2.76006","114.5","9.9","Sat-AIS",
"2018-08-13 19:32:59Z","-29.62155","2.75967","113.7","10","Sat-AIS",
"2018-08-13 19:32:59Z","-29.62155","2.75967","113.7","10","Sat-AIS",
"2018-08-13 19:32:50Z","-29.62135","2.75919","114.5","9.9","Sat-AIS",
"2018-08-13 19:32:38Z","-29.62112","2.75863","115.1","9.8","Sat-AIS",
"2018-08-13 19:32:38Z","-29.62112","2.75863","115.1","9.8","Sat-AIS",
"2018-08-13 19:32:19Z","-29.62075","2.75773","115.5","9.8","Sat-AIS",
"2018-08-13 19:32:10Z","-29.62058","2.7573","115.8","9.8","Sat-AIS",
"2018-08-13 19:31:59Z","-29.62038","2.75682","115.3","9.9","Sat-AIS",
"2018-08-13 19:31:59Z","-29.62038","2.75682","115.3","9.9","Sat-AIS",
"2018-08-13 19:31:50Z","-29.62018","2.75634","115.4","9.9","Sat-AIS",
"2018-08-13 19:31:31Z","-29.61976","2.75534","114.6","9.8","Sat-AIS",
"2018-08-13 19:31:31Z","-29.61976","2.75534","114.6","9.8","Sat-AIS",
"2018-08-13 19:31:31Z","-29.61976","2.75534","114.6","9.8","Sat-AIS",
"2018-08-13 19:31:31Z","-29.61976","2.75534","114.6","9.8","Sat-AIS",
"2018-08-13 19:31:31Z","-29.61976","2.75534","114.6","9.8","Sat-AIS",
"2018-08-13 19:31:31Z","-29.61976","2.75534","114.6","9.8","Sat-AIS",
"2018-08-13 19:31:31Z","-29.61976","2.75534","114.6","9.8","Sat-AIS",
"2018-08-13 19:31:31Z","-29.61976","2.75534","114.6","9.8","Sat-AIS",
"2018-08-13 19:31:31Z","-29.61976","2.75534","114.6","9.8","Sat-AIS",
"2018-08-13 19:31:31Z","-29.61976","2.75534","114.6","9.8","Sat-AIS",
"2018-08-13 19:31:31Z","-29.61976","2.75534","114.6","9.8","Sat-AIS",
"2018-08-13 19:31:31Z","-29.61976","2.75534","114.6","9.8","Sat-AIS",
"2018-08-13 19:31:31Z","-29.61976","2.75534","114.6","9.8","Sat-AIS",
"2018-08-13 19:31:31Z","-29.61976","2.75534","114.6","9.8","Sat-AIS",
"2018-08-13 19:31:31Z","-29.61976","2.75534","114.6","9.8","Sat-AIS",
"2018-08-13 19:31:31Z","-29.61976","2.75534","114.6","9.8","Sat-AIS",
"2018-08-13 19:31:31Z","-29.61976","2.75534","114.6","9.8","Sat-AIS",
"2018-08-13 19:31:31Z","-29.61976","2.75534","114.6","9.8","Sat-AIS",
"2018-08-13 19:31:31Z","-29.61976","2.75534","114.6","9.8","Sat-AIS",
"2018-08-13 19:31:31Z","-29.61976","2.75534","114.6","9.8","Sat-AIS",
"2018-08-13 19:28:11Z","-29.61585","2.74601","115.7","9.9","Sat-AIS",
"2018-08-13 19:27:39Z","-29.61523","2.74451","117.4","9.9","Sat-AIS",
"2018-08-13 19:27:39Z","-29.61523","2.74451","117.4","9.9","Sat-AIS",
"2018-08-13 19:00:00Z","-29.58076","2.66794","118.2","9.9","Sat-AIS",
"2018-08-13 18:59:59Z","-29.58076","2.66794","118.2","9.9","Sat-AIS",
"2018-08-13 18:53:30Z","-29.57261","2.65031","118.3","9.7","Sat-AIS",
"2018-08-13 18:52:02Z","-29.57075","2.64623","117.1","9.5","Sat-AIS",
"2018-08-13 18:25:50Z","-29.53725","2.5764","117","9.5","Sat-AIS",
"2018-08-13 18:20:32Z","-29.53047","2.56207","118.4","9.6","Sat-AIS",
"2018-08-13 18:20:32Z","-29.53047","2.56207","118.4","9.6","Sat-AIS",
"2018-08-13 18:18:10Z","-29.52745","2.55574","117.9","9.7","Sat-AIS",
"2018-08-13 18:02:09Z","-29.50607","2.51186","117","9.9","Sat-AIS",
"2018-08-13 17:50:50Z","-29.49147","2.47971","119.2","9.9","Sat-AIS",
"2018-08-13 17:45:51Z","-29.48473","2.46568","118.5","10","Sat-AIS",
"2018-08-13 17:42:30Z","-29.48062","2.45597","118.4","10.1","Sat-AIS",
"2018-08-13 17:08:11Z","-29.43793","2.35707","116.2","10.2","Sat-AIS",
"2018-08-13 17:07:40Z","-29.43723","2.35553","116.7","10.1","Sat-AIS",
"2018-08-13 16:42:51Z","-29.40381","2.28495","119.5","10","Sat-AIS",
"2018-08-13 16:39:11Z","-29.3989","2.27451","116.8","10.1","Sat-AIS",
"2018-08-13 16:33:41Z","-29.39171","2.25888","115.8","10.1","Sat-AIS",
"2018-08-13 16:30:20Z","-29.38713","2.24943","118.4","10.2","Sat-AIS",
"2018-08-13 16:11:40Z","-29.36284","2.19568","117","10.2","Sat-AIS",
"2018-08-13 16:05:40Z","-29.35479","2.17862","116.2","10.2","Sat-AIS",
"2018-08-13 15:59:10Z","-29.34593","2.16024","117.1","10.2","Sat-AIS",
"2018-08-13 15:56:10Z","-29.34187","2.15174","117.1","10.2","Sat-AIS",
"2018-08-13 15:44:19Z","-29.32605","2.11792","118.1","10.1","Sat-AIS",
"2018-08-13 15:44:00Z","-29.32561","2.11702","120","10.1","Sat-AIS",
"2018-08-13 15:43:49Z","-29.32536","2.11652","119.6","10","Sat-AIS",
