"MMSI","IMO","IR","Ship Name","Call Sign",
"538004972","9048122","N/A","STELLAR TOPAZ","V7AD6",
"Timestamp","Lat","Lon","Heading","Speed","Source",
"2018-08-13 03:30:01Z","-28.81854","43.04236","240.9","13.2","Sat-AIS",
"2018-08-13 03:18:02Z","-28.79845","43.08686","243.8","13.1","Sat-AIS",
"2018-08-13 03:18:02Z","-28.79845","43.08686","243.8","13.1","Sat-AIS",
"2018-08-13 03:05:41Z","-28.77812","43.13211","240.5","13.4","Sat-AIS",
"2018-08-13 02:59:20Z","-28.76786","43.15594","244.1","13.2","Sat-AIS",
"2018-08-13 02:58:21Z","-28.76625","43.15961","244.9","13","Sat-AIS",
"2018-08-13 02:58:21Z","-28.76625","43.15961","244.9","13","Sat-AIS",
"2018-08-13 02:58:21Z","-28.76625","43.15961","244.9","13","Sat-AIS",
"2018-08-13 02:57:21Z","-28.76465","43.16332","241.3","12.9","Sat-AIS",
"2018-08-13 02:53:21Z","-28.75852","43.17847","242.7","13.4","Sat-AIS",
"2018-08-13 02:46:20Z","-28.74772","43.20544","248.1","13.5","Sat-AIS",
"2018-08-13 02:41:00Z","-28.73947","43.22569","237.5","13.2","Sat-AIS",
"2018-08-13 02:29:40Z","-28.72209","43.26843","240.6","13.3","Sat-AIS",
"2018-08-13 02:29:40Z","-28.72209","43.26843","240.6","13.3","Sat-AIS",
"2018-08-13 02:29:40Z","-28.72209","43.26843","240.6","13.3","Sat-AIS",
"2018-08-13 02:24:21Z","-28.71375","43.28822","240.7","13.4","Sat-AIS",
"2018-08-13 02:12:22Z","-28.69401","43.33271","244.6","13.1","Sat-AIS",
"2018-08-13 02:03:02Z","-28.67921","43.36675","243.5","13.2","Sat-AIS",
"2018-08-13 01:51:22Z","-28.66009","43.40914","247.4","12.6","Sat-AIS",
"2018-08-13 01:35:01Z","-28.63442","43.46735","242.3","12.5","Sat-AIS",
"2018-08-13 01:29:22Z","-28.62568","43.48722","239.6","12.3","Sat-AIS",
"2018-08-13 01:17:41Z","-28.60824","43.5278","243.7","12.3","Sat-AIS",
"2018-08-13 01:00:20Z","-28.58249","43.58679","240.4","12.1","Sat-AIS",
"2018-08-13 00:55:00Z","-28.57416","43.6046","240.7","11.8","Sat-AIS",
"2018-08-13 00:42:40Z","-28.55573","43.64581","244.6","12.1","Sat-AIS",
"2018-08-13 00:25:42Z","-28.53075","43.70406","243.9","12.4","Sat-AIS",
"MMSI","IMO","IR","Ship Name","Call Sign",
"240133000","9246645","N/A","APOLLONIA","SYON",
"Timestamp","Lat","Lon","Heading","Speed","Source",
"2018-08-13 23:04:00Z","-23.06067","-44.22733","50","0","LRIT",
"2018-08-13 18:08:02Z","-23.06078","-44.22723","37","N/A","Sat-AIS",
"2018-08-13 17:04:00Z","-23.06067","-44.22733","99","0","LRIT",
"2018-08-13 15:41:00Z","-23.0608","-44.22722","37","N/A","Sat-AIS",
"2018-08-13 13:35:00Z","-23.0608","-44.22723","37","N/A","Sat-AIS",
"2018-08-13 13:35:00Z","-23.0608","-44.22723","37","N/A","Sat-AIS",
"2018-08-13 13:35:00Z","-23.0608","-44.22723","37","N/A","Sat-AIS",
"2018-08-13 13:35:00Z","-23.0608","-44.22723","37","N/A","Sat-AIS",
"2018-08-13 11:04:00Z","-23.06067","-44.22733","9","0","LRIT",
"2018-08-13 10:14:03Z","-23.06078","-44.22722","198","N/A","Sat-AIS",
"2018-08-13 08:41:02Z","-23.06078","-44.22723","198","N/A","Sat-AIS",
"2018-08-13 08:32:04Z","-23.06077","-44.22722","198","N/A","Sat-AIS",
"2018-08-13 07:59:03Z","-23.06077","-44.22723","198","N/A","Sat-AIS",
"2018-08-13 07:59:03Z","-23.06077","-44.22723","198","N/A","Sat-AIS",
"2018-08-13 05:04:00Z","-23.06067","-44.22733","32","0","LRIT",
"MMSI","IMO","IR","Ship Name","Call Sign",
"228317700","9315159","N/A","DHT EUROPE","FNLU",
"Timestamp","Lat","Lon","Heading","Speed","Source",
"2018-08-13 23:58:30Z","-7.70953","102.99823","58","11.4","Sat-AIS",
"2018-08-13 23:58:30Z","-7.70953","102.99823","58","11.4","Sat-AIS",
"2018-08-13 23:57:51Z","-7.71062","102.99651","58","11.4","Sat-AIS",
"2018-08-13 23:57:30Z","-7.71122","102.99551","57","11.4","Sat-AIS",
"2018-08-13 23:57:30Z","-7.71122","102.99551","57","11.4","Sat-AIS",
"2018-08-13 23:21:12Z","-7.773","102.89705","58","11.4","Sat-AIS",
"2018-08-13 22:47:23Z","-7.83183","102.80415","57","11.6","Sat-AIS",
"2018-08-13 22:16:00Z","-7.884","102.72","57","11.4","LRIT",
"2018-08-13 22:14:24Z","-7.88845","102.71377","58","11.5","Sat-AIS",
"2018-08-13 21:15:23Z","-7.9894","102.55182","56","11.8","Sat-AIS",
"2018-08-13 21:15:23Z","-7.9894","102.55182","56","11.8","Sat-AIS",
"2018-08-13 21:15:23Z","-7.9894","102.55182","56","11.8","Sat-AIS",
"2018-08-13 21:15:23Z","-7.9894","102.55182","56","11.8","Sat-AIS",
"2018-08-13 21:10:34Z","-7.99808","102.53851","57","11.8","Sat-AIS",
"2018-08-13 21:08:32Z","-8.00152","102.53298","57","11.7","Sat-AIS",
"2018-08-13 21:04:51Z","-8.00798","102.52277","57","11.7","Sat-AIS",
"2018-08-13 20:11:33Z","-8.10228","102.37637","57","11.8","Sat-AIS",
"2018-08-13 20:11:33Z","-8.10228","102.37637","57","11.8","Sat-AIS",
"2018-08-13 19:31:51Z","-8.17137","102.26659","59","11.6","Sat-AIS",
"2018-08-13 19:05:44Z","-8.21583","102.19397","56","11.6","Sat-AIS",
"2018-08-13 16:58:23Z","-8.43632","101.83556","60","11.8","Sat-AIS",
"2018-08-13 16:14:00Z","-8.50867","101.71133","59","12","LRIT",
"2018-08-13 15:59:54Z","-8.53657","101.667","54","12.1","Sat-AIS",
"2018-08-13 15:51:44Z","-8.55195","101.6445","55","12.1","Sat-AIS",
"2018-08-13 15:19:34Z","-8.61443","101.55278","55","12.3","Sat-AIS",
"2018-08-13 15:09:14Z","-8.63435","101.5229","56","12.3","Sat-AIS",
"2018-08-13 14:39:43Z","-8.69077","101.43767","56","12.2","Sat-AIS",
"2018-08-13 14:23:53Z","-8.72092","101.39252","56","12.1","Sat-AIS",
"2018-08-13 14:23:34Z","-8.72152","101.39163","56","12.1","Sat-AIS",
"2018-08-13 13:13:10Z","-8.85102","101.19151","57","12","Sat-AIS",
"2018-08-13 13:11:40Z","-8.85372","101.18723","57","12","Sat-AIS",
"2018-08-13 13:11:00Z","-8.85492","101.18533","57","12","Sat-AIS",
"2018-08-13 13:10:40Z","-8.85552","101.18438","57","12","Sat-AIS",
"2018-08-13 13:10:31Z","-8.8558","101.18397","57","12","Sat-AIS",
"2018-08-13 13:10:31Z","-8.8558","101.18397","57","12","Sat-AIS",
"2018-08-13 13:10:22Z","-8.85607","101.18353","56","12","Sat-AIS",
"2018-08-13 13:09:31Z","-8.85758","101.18117","57","12","Sat-AIS",
"2018-08-13 13:09:31Z","-8.85758","101.18117","57","12","Sat-AIS",
"2018-08-13 13:09:22Z","-8.85788","101.18069","56","12","Sat-AIS",
"2018-08-13 13:09:11Z","-8.85822","101.18017","57","12","Sat-AIS",
"2018-08-13 13:09:11Z","-8.85822","101.18017","57","12","Sat-AIS",
"2018-08-13 13:09:00Z","-8.85855","101.17963","57","12","Sat-AIS",
"2018-08-13 12:59:29Z","-8.8757","101.15255","57","12","Sat-AIS",
"2018-08-13 12:59:29Z","-8.8757","101.15255","57","12","Sat-AIS",
"2018-08-13 12:58:20Z","-8.87783","101.14915","57","12.1","Sat-AIS",
"2018-08-13 12:58:19Z","-8.87783","101.14915","57","12.1","Sat-AIS",
"2018-08-13 12:58:19Z","-8.87783","101.14915","57","12.1","Sat-AIS",
"2018-08-13 12:58:03Z","-8.87842","101.14825","57","12.1","Sat-AIS",
"2018-08-13 12:57:41Z","-8.87905","101.14725","57","12","Sat-AIS",
"2018-08-13 12:57:40Z","-8.87905","101.14725","57","12","Sat-AIS",
"2018-08-13 12:57:40Z","-8.87905","101.14725","57","12","Sat-AIS",
"2018-08-13 12:57:10Z","-8.87993","101.14581","57","12.1","Sat-AIS",
"2018-08-13 12:57:09Z","-8.87993","101.14581","57","12.1","Sat-AIS",
"2018-08-13 12:57:01Z","-8.88022","101.14539","57","12","Sat-AIS",
"2018-08-13 12:57:00Z","-8.88022","101.14539","57","12","Sat-AIS",
"2018-08-13 12:57:00Z","-8.88022","101.14539","57","12","Sat-AIS",
"2018-08-13 12:56:30Z","-8.8811","101.14395","57","12","Sat-AIS",
"2018-08-13 12:56:30Z","-8.8811","101.14395","57","12","Sat-AIS",
"2018-08-13 12:56:01Z","-8.882","101.14252","57","12","Sat-AIS",
"2018-08-13 12:56:00Z","-8.882","101.14252","57","12","Sat-AIS",
"2018-08-13 12:56:00Z","-8.882","101.14252","57","12","Sat-AIS",
"2018-08-13 12:56:00Z","-8.882","101.14252","57","12","Sat-AIS",
"2018-08-13 12:56:00Z","-8.882","101.14252","57","12","Sat-AIS",
"2018-08-13 12:55:20Z","-8.88322","101.14055","57","12","Sat-AIS",
"2018-08-13 12:55:19Z","-8.88322","101.14055","57","12","Sat-AIS",
"2018-08-13 12:55:10Z","-8.88352","101.14007","58","12","Sat-AIS",
"2018-08-13 12:55:09Z","-8.88352","101.14007","58","12","Sat-AIS",
"2018-08-13 12:19:52Z","-8.94585","101.03982","57","11.9","Sat-AIS",
"2018-08-13 11:11:13Z","-9.0697","100.84277","57","12.2","Sat-AIS",
"2018-08-13 10:37:23Z","-9.13157","100.74515","57","12.1","Sat-AIS",
"2018-08-13 10:37:23Z","-9.13157","100.74515","57","12.1","Sat-AIS",
"2018-08-13 10:37:23Z","-9.13157","100.74515","57","12.1","Sat-AIS",
"2018-08-13 10:14:00Z","-9.17","100.684","57","12","LRIT",
"2018-08-13 10:03:43Z","-9.19283","100.6493","57","12.1","Sat-AIS",
"2018-08-13 10:03:43Z","-9.19283","100.6493","57","12.1","Sat-AIS",
"2018-08-13 10:03:43Z","-9.19283","100.6493","57","12.1","Sat-AIS",
"2018-08-13 09:57:54Z","-9.20345","100.63271","56","12","Sat-AIS",
"2018-08-13 09:30:44Z","-9.25298","100.5554","57","12","Sat-AIS",
"2018-08-13 09:30:44Z","-9.25298","100.5554","57","12","Sat-AIS",
"2018-08-13 09:19:13Z","-9.27392","100.52274","56","12","Sat-AIS",
"2018-08-13 09:19:13Z","-9.27392","100.52274","56","12","Sat-AIS",
"2018-08-13 09:10:01Z","-9.29068","100.49685","57","12","Sat-AIS",
"2018-08-13 09:09:01Z","-9.2925","100.49402","57","12","Sat-AIS",
"2018-08-13 09:08:50Z","-9.29283","100.4935","56","11.9","Sat-AIS",
"2018-08-13 08:51:24Z","-9.32455","100.44407","56","11.9","Sat-AIS",
"2018-08-13 08:36:46Z","-9.35055","100.40265","57","12","Sat-AIS",
"2018-08-13 07:35:42Z","-9.46032","100.22718","57","12","Sat-AIS",
"2018-08-13 07:34:20Z","-9.46283","100.22334","57","12.1","Sat-AIS",
"2018-08-13 07:03:57Z","-9.51795","100.13678","57","12.1","Sat-AIS",
"2018-08-13 07:03:47Z","-9.51825","100.13637","58","12.1","Sat-AIS",
"2018-08-13 07:03:37Z","-9.51855","100.13589","57","12.1","Sat-AIS",
"2018-08-13 07:03:16Z","-9.51922","100.13483","57","12.1","Sat-AIS",
"2018-08-13 07:02:47Z","-9.52008","100.13343","57","12.1","Sat-AIS",
"2018-08-13 07:02:37Z","-9.5204","100.13297","58","12.1","Sat-AIS",
"2018-08-13 07:02:06Z","-9.52132","100.13147","57","12.1","Sat-AIS",
"2018-08-13 07:01:57Z","-9.52158","100.13104","57","12.1","Sat-AIS",
"2018-08-13 07:01:47Z","-9.5219","100.13057","58","12.1","Sat-AIS",
"2018-08-13 07:01:47Z","-9.5219","100.13057","58","12.1","Sat-AIS",
"2018-08-13 07:01:37Z","-9.52217","100.13014","57","12.1","Sat-AIS",
"2018-08-13 07:01:25Z","-9.52253","100.12955","57","12.1","Sat-AIS",
"2018-08-13 07:00:02Z","-9.5253","100.12525","57","12.1","Sat-AIS",
"2018-08-13 06:25:33Z","-9.58792","100.02592","58","12","Sat-AIS",
"2018-08-13 06:25:33Z","-9.58792","100.02592","58","12","Sat-AIS",
"2018-08-13 06:25:33Z","-9.58792","100.02592","58","12","Sat-AIS",
"2018-08-13 05:56:32Z","-9.63873","99.94207","59","12","Sat-AIS",
"2018-08-13 05:55:52Z","-9.63992","99.94013","59","12","Sat-AIS",
"2018-08-13 05:55:41Z","-9.64022","99.93958","58","12","Sat-AIS",
"2018-08-13 05:54:52Z","-9.64168","99.93716","59","12","Sat-AIS",
"2018-08-13 05:54:31Z","-9.64227","99.93613","58","12","Sat-AIS",
"2018-08-13 05:54:01Z","-9.64313","99.93475","58","12","Sat-AIS",
"2018-08-13 05:53:31Z","-9.644","99.93327","59","12","Sat-AIS",
"2018-08-13 04:41:11Z","-9.7749","99.72585","55","12","Sat-AIS",
"2018-08-13 04:21:11Z","-9.81298","99.66955","55","12.1","Sat-AIS",
"2018-08-13 04:16:00Z","-9.822","99.65533","55","12","LRIT",
"2018-08-13 04:15:51Z","-9.82313","99.65456","55","12.1","Sat-AIS",
"2018-08-13 04:15:00Z","-9.82473","99.65217","56","12","Sat-AIS",
"2018-08-13 04:15:00Z","-9.82473","99.65217","56","12","Sat-AIS",
"2018-08-13 04:15:00Z","-9.82473","99.65217","56","12","Sat-AIS",
"2018-08-13 04:15:00Z","-9.82473","99.65217","56","12","Sat-AIS",
"2018-08-13 04:15:00Z","-9.82473","99.65217","56","12","Sat-AIS",
"2018-08-13 04:14:41Z","-9.82532","99.65125","56","12.1","Sat-AIS",
"2018-08-13 04:14:12Z","-9.82625","99.64983","55","12","Sat-AIS",
"2018-08-13 04:11:12Z","-9.83195","99.64135","55","12","Sat-AIS",
"2018-08-13 04:07:14Z","-9.83958","99.63012","56","12.1","Sat-AIS",
"2018-08-13 04:07:14Z","-9.83958","99.63012","56","12.1","Sat-AIS",
"2018-08-13 03:34:42Z","-9.9016","99.53855","55","12","Sat-AIS",
"2018-08-13 03:32:03Z","-9.90663","99.53112","56","12","Sat-AIS",
"2018-08-13 02:56:23Z","-9.97385","99.43047","57","12","Sat-AIS",
"2018-08-13 02:26:13Z","-10.02825","99.3434","58","12.1","Sat-AIS",
"2018-08-13 02:06:01Z","-10.06413","99.28453","58","12.2","Sat-AIS",
"2018-08-13 02:05:23Z","-10.06533","99.2826","59","12.2","Sat-AIS",
"2018-08-13 02:05:22Z","-10.06533","99.2826","59","12.2","Sat-AIS",
"2018-08-13 02:05:10Z","-10.06568","99.28201","59","12.2","Sat-AIS",
"2018-08-13 02:05:10Z","-10.06568","99.28201","59","12.2","Sat-AIS",
"2018-08-13 02:05:10Z","-10.06568","99.28201","59","12.2","Sat-AIS",
"2018-08-13 02:05:01Z","-10.06595","99.28157","58","12.1","Sat-AIS",
"2018-08-13 02:04:52Z","-10.0662","99.28112","58","12.1","Sat-AIS",
"2018-08-13 02:04:51Z","-10.0662","99.28112","58","12.1","Sat-AIS",
"2018-08-13 02:04:31Z","-10.06683","99.28011","59","12.2","Sat-AIS",
"2018-08-13 02:04:31Z","-10.06683","99.28011","59","12.2","Sat-AIS",
"2018-08-13 02:04:31Z","-10.06683","99.28011","59","12.2","Sat-AIS",
"2018-08-13 02:04:20Z","-10.06713","99.27962","58","12.2","Sat-AIS",
"2018-08-13 02:04:20Z","-10.06713","99.27962","58","12.2","Sat-AIS",
"2018-08-13 02:04:12Z","-10.06738","99.27917","58","12.1","Sat-AIS",
"2018-08-13 02:04:12Z","-10.06738","99.27917","58","12.1","Sat-AIS",
"2018-08-13 02:04:01Z","-10.06772","99.27863","58","12.2","Sat-AIS",
"2018-08-13 02:04:01Z","-10.06772","99.27863","58","12.2","Sat-AIS",
"2018-08-13 02:03:52Z","-10.06798","99.2782","58","12.1","Sat-AIS",
"2018-08-13 02:03:51Z","-10.06798","99.2782","58","12.1","Sat-AIS",
"2018-08-13 02:03:51Z","-10.06798","99.2782","58","12.1","Sat-AIS",
"2018-08-13 02:03:42Z","-10.06825","99.27775","58","12.1","Sat-AIS",
"2018-08-13 02:03:20Z","-10.06888","99.27668","58","12.2","Sat-AIS",
"2018-08-13 02:03:20Z","-10.06888","99.27668","58","12.2","Sat-AIS",
"2018-08-13 02:03:12Z","-10.06913","99.2763","58","12.2","Sat-AIS",
"2018-08-13 01:12:00Z","-10.15975","99.12507","59","12.6","Sat-AIS",
"2018-08-13 01:12:00Z","-10.15975","99.12507","59","12.6","Sat-AIS",
"2018-08-13 01:12:00Z","-10.15975","99.12507","59","12.6","Sat-AIS",
"2018-08-13 01:11:50Z","-10.16005","99.12454","59","12.6","Sat-AIS",
"2018-08-13 01:11:41Z","-10.16032","99.12407","60","12.7","Sat-AIS",
"2018-08-13 01:11:41Z","-10.16032","99.12407","60","12.7","Sat-AIS",
"2018-08-13 01:11:30Z","-10.16063","99.12352","60","12.7","Sat-AIS",
"2018-08-13 01:10:50Z","-10.1618","99.12145","59","12.7","Sat-AIS",
"2018-08-13 01:10:30Z","-10.1624","99.12042","60","12.7","Sat-AIS",
"2018-08-13 00:18:51Z","-10.25313","98.96954","59","11.8","Sat-AIS",
"MMSI","IMO","IR","Ship Name","Call Sign",
"370303000","9339961","N/A","TUBARAO MARU","3ESH6",
"Timestamp","Lat","Lon","Heading","Speed","Source",
"2018-08-13 23:56:57Z","-34.96398","23.023","79.7","11.7","Sat-AIS",
"2018-08-13 23:54:57Z","-34.96497","23.0151","81.5","11.8","Sat-AIS",
"2018-08-13 23:54:57Z","-34.96497","23.0151","81.5","11.8","Sat-AIS",
"2018-08-13 23:54:57Z","-34.96497","23.0151","81.5","11.8","Sat-AIS",
"2018-08-13 23:54:57Z","-34.96497","23.0151","81.5","11.8","Sat-AIS",
"2018-08-13 23:54:57Z","-34.96497","23.0151","81.5","11.8","Sat-AIS",
"2018-08-13 23:54:57Z","-34.96497","23.0151","81.5","11.8","Sat-AIS",
"2018-08-13 23:54:27Z","-34.9652","23.01314","83.3","11.8","Sat-AIS",
"2018-08-13 23:54:17Z","-34.96527","23.01249","82.7","11.8","Sat-AIS",
"2018-08-13 23:54:06Z","-34.96536","23.01175","81.9","11.9","Sat-AIS",
"2018-08-13 23:53:36Z","-34.96558","23.00979","84.1","11.7","Sat-AIS",
"2018-08-13 23:53:27Z","-34.96563","23.0092","81.7","11.7","Sat-AIS",
"2018-08-13 23:53:17Z","-34.9657","23.00854","81.9","11.8","Sat-AIS",
"2018-08-13 23:53:17Z","-34.9657","23.00854","81.9","11.8","Sat-AIS",
"2018-08-13 23:53:06Z","-34.96577","23.00783","81.5","11.8","Sat-AIS",
"2018-08-13 23:52:36Z","-34.966","23.00585","81.6","11.8","Sat-AIS",
"2018-08-13 23:52:27Z","-34.96606","23.00527","83.3","11.9","Sat-AIS",
"2018-08-13 23:52:17Z","-34.96614","23.00459","82","11.8","Sat-AIS",
"2018-08-13 23:52:17Z","-34.96614","23.00459","82","11.8","Sat-AIS",
"2018-08-13 23:52:06Z","-34.96621","23.00386","83","11.7","Sat-AIS",
"2018-08-13 23:52:06Z","-34.96621","23.00386","83","11.7","Sat-AIS",
"2018-08-13 23:51:57Z","-34.96627","23.00328","83.4","11.7","Sat-AIS",
"2018-08-13 23:51:46Z","-34.96636","23.00253","82.7","11.8","Sat-AIS",
"2018-08-13 23:51:46Z","-34.96636","23.00253","82.7","11.8","Sat-AIS",
"2018-08-13 23:51:38Z","-34.9664","23.00201","82.1","11.8","Sat-AIS",
"2018-08-13 23:51:27Z","-34.96649","23.00128","83.2","11.8","Sat-AIS",
"2018-08-13 23:49:57Z","-34.96708","22.99535","83.7","11.8","Sat-AIS",
"2018-08-13 23:49:46Z","-34.96714","22.99463","83.9","11.8","Sat-AIS",
"2018-08-13 23:41:37Z","-34.97052","22.96232","81.6","11.8","Sat-AIS",
"2018-08-13 23:34:47Z","-34.97475","22.9354","79.5","11.8","Sat-AIS",
"2018-08-13 23:08:56Z","-34.98843","22.83371","81","11.8","Sat-AIS",
"2018-08-13 23:04:24Z","-34.99108","22.81597","77.2","11.8","Sat-AIS",
"2018-08-13 23:04:15Z","-34.99118","22.81538","79","11.8","Sat-AIS",
"2018-08-13 23:03:47Z","-34.99151","22.8135","78.6","11.8","Sat-AIS",
"2018-08-13 23:03:24Z","-34.99175","22.81207","77","11.8","Sat-AIS",
"2018-08-13 23:00:07Z","-34.99407","22.79927","83.7","11.7","Sat-AIS",
"2018-08-13 22:58:46Z","-34.99463","22.79398","84.1","11.7","Sat-AIS",
"2018-08-13 22:58:46Z","-34.99463","22.79398","84.1","11.7","Sat-AIS",
"2018-08-13 22:31:27Z","-35.00656","22.68603","83.2","11.8","Sat-AIS",
"2018-08-13 22:25:16Z","-35.00961","22.66156","79.9","11.8","Sat-AIS",
"2018-08-13 22:23:57Z","-35.01035","22.65634","78","11.8","Sat-AIS",
"2018-08-13 22:17:58Z","-35.01445","22.63268","78.6","11.9","Sat-AIS",
"2018-08-13 22:17:37Z","-35.01468","22.63137","78.6","11.8","Sat-AIS",
"2018-08-13 22:17:18Z","-35.0149","22.63012","77.4","11.9","Sat-AIS",
"2018-08-13 22:17:07Z","-35.01503","22.62939","76.9","11.9","Sat-AIS",
"2018-08-13 22:17:07Z","-35.01503","22.62939","76.9","11.9","Sat-AIS",
"2018-08-13 22:16:47Z","-35.01527","22.62808","77.1","11.9","Sat-AIS",
"2018-08-13 22:16:37Z","-35.01539","22.62742","77.4","11.8","Sat-AIS",
"2018-08-13 22:15:58Z","-35.01588","22.6248","78.8","11.9","Sat-AIS",
"2018-08-13 22:15:47Z","-35.01599","22.62414","77.2","12","Sat-AIS",
"2018-08-13 22:15:37Z","-35.01611","22.62348","77.5","11.8","Sat-AIS",
"2018-08-13 22:15:18Z","-35.01633","22.62223","78.9","11.8","Sat-AIS",
"2018-08-13 22:15:07Z","-35.01644","22.62152","78.1","11.9","Sat-AIS",
"2018-08-13 22:14:58Z","-35.01656","22.62086","79.2","11.8","Sat-AIS",
"2018-08-13 22:14:58Z","-35.01656","22.62086","79.2","11.8","Sat-AIS",
"2018-08-13 22:14:58Z","-35.01656","22.62086","79.2","11.8","Sat-AIS",
"2018-08-13 22:14:58Z","-35.01656","22.62086","79.2","11.8","Sat-AIS",
"2018-08-13 22:14:47Z","-35.01666","22.62021","77.7","11.9","Sat-AIS",
"2018-08-13 22:14:18Z","-35.01699","22.61831","78.5","11.8","Sat-AIS",
"2018-08-13 22:14:07Z","-35.01712","22.61759","78.2","11.8","Sat-AIS",
"2018-08-13 22:13:47Z","-35.01735","22.61628","77.8","11.8","Sat-AIS",
"2018-08-13 22:13:07Z","-35.01778","22.61367","77.7","11.8","Sat-AIS",
"2018-08-13 22:12:38Z","-35.01811","22.61177","78.7","11.7","Sat-AIS",
"2018-08-13 22:01:36Z","-35.02445","22.56838","77.5","11.8","Sat-AIS",
"2018-08-13 21:55:37Z","-35.02803","22.54492","79.2","11.7","Sat-AIS",
"2018-08-13 21:55:06Z","-35.02833","22.54281","83","11.8","Sat-AIS",
"2018-08-13 21:49:26Z","-35.03088","22.52041","83.4","11.7","Sat-AIS",
"2018-08-13 21:49:25Z","-35.03088","22.52041","83.4","11.7","Sat-AIS",
"2018-08-13 21:32:26Z","-35.03947","22.45364","79.5","11.7","Sat-AIS",
"2018-08-13 21:32:05Z","-35.03968","22.45233","78.9","11.6","Sat-AIS",
"2018-08-13 21:31:55Z","-35.0398","22.45161","79","11.7","Sat-AIS",
"2018-08-13 21:31:46Z","-35.03989","22.4511","79.8","11.8","Sat-AIS",
"2018-08-13 21:31:16Z","-35.04022","22.44907","80.4","11.7","Sat-AIS",
"2018-08-13 21:31:05Z","-35.04031","22.44842","78.9","11.7","Sat-AIS",
"2018-08-13 21:30:56Z","-35.04042","22.44777","80","11.7","Sat-AIS",
"2018-08-13 21:30:36Z","-35.04063","22.44646","79.8","11.8","Sat-AIS",
"2018-08-13 21:30:16Z","-35.04083","22.44515","78.3","11.7","Sat-AIS",
"2018-08-13 21:30:05Z","-35.04094","22.44451","80.2","11.7","Sat-AIS",
"2018-08-13 21:29:56Z","-35.04103","22.44386","78.9","11.7","Sat-AIS",
"2018-08-13 21:29:46Z","-35.04113","22.44327","79.8","11.7","Sat-AIS",
"2018-08-13 21:29:16Z","-35.04144","22.44126","80.1","11.7","Sat-AIS",
"2018-08-13 21:28:46Z","-35.04171","22.43938","78.4","11.6","Sat-AIS",
"2018-08-13 21:28:36Z","-35.04183","22.43867","79.1","11.7","Sat-AIS",
"2018-08-13 21:28:16Z","-35.04203","22.43738","79.7","11.6","Sat-AIS",
"2018-08-13 21:28:16Z","-35.04203","22.43738","79.7","11.6","Sat-AIS",
"2018-08-13 21:27:56Z","-35.04223","22.43609","79.6","11.7","Sat-AIS",
"2018-08-13 21:27:46Z","-35.04232","22.43551","79.5","11.7","Sat-AIS",
"2018-08-13 21:27:36Z","-35.04243","22.43479","78.3","11.6","Sat-AIS",
"2018-08-13 21:26:56Z","-35.04282","22.43221","79.1","11.7","Sat-AIS",
"2018-08-13 21:26:37Z","-35.04302","22.43091","79.5","11.7","Sat-AIS",
"2018-08-13 21:24:56Z","-35.04396","22.42444","79.9","11.6","Sat-AIS",
"2018-08-13 21:24:56Z","-35.04396","22.42444","79.9","11.6","Sat-AIS",
"2018-08-13 21:24:36Z","-35.04416","22.42315","80.3","11.6","Sat-AIS",
"2018-08-13 21:23:36Z","-35.04472","22.41927","81","11.5","Sat-AIS",
"2018-08-13 21:21:06Z","-35.04602","22.40951","81.7","11.6","Sat-AIS",
"2018-08-13 21:21:05Z","-35.04602","22.40951","81.7","11.6","Sat-AIS",
"2018-08-13 21:19:37Z","-35.04675","22.40379","82.1","11.6","Sat-AIS",
"2018-08-13 21:15:57Z","-35.04865","22.38953","80.5","11.6","Sat-AIS",
"2018-08-13 21:14:27Z","-35.04947","22.38383","81.5","11.6","Sat-AIS",
"2018-08-13 20:51:18Z","-35.0612","22.29425","79","11.5","Sat-AIS",
"2018-08-13 20:49:45Z","-35.06213","22.28834","78.8","11.6","Sat-AIS",
"2018-08-13 20:45:47Z","-35.06453","22.27298","79.3","11.6","Sat-AIS",
"2018-08-13 20:44:27Z","-35.06524","22.26784","79.8","11.6","Sat-AIS",
"2018-08-13 20:44:17Z","-35.06535","22.2672","82.3","11.6","Sat-AIS",
"2018-08-13 20:43:47Z","-35.0656","22.26527","81.1","11.5","Sat-AIS",
"2018-08-13 20:43:37Z","-35.06569","22.26463","81.4","11.6","Sat-AIS",
"2018-08-13 20:42:47Z","-35.06615","22.26141","81.1","11.6","Sat-AIS",
"2018-08-13 20:41:27Z","-35.06687","22.25625","81.9","11.6","Sat-AIS",
"2018-08-13 20:40:36Z","-35.06732","22.25302","79.5","11.6","Sat-AIS",
"2018-08-13 20:39:27Z","-35.068","22.24848","79.8","11.7","Sat-AIS",
"2018-08-13 20:36:57Z","-35.06937","22.23869","80.9","11.6","Sat-AIS",
"2018-08-13 20:35:46Z","-35.06999","22.23416","79.7","11.7","Sat-AIS",
"2018-08-13 20:17:06Z","-35.08102","22.16171","81.9","11.6","Sat-AIS",
"2018-08-13 20:14:07Z","-35.08208","22.14993","83.9","11.6","Sat-AIS",
"2018-08-13 20:11:36Z","-35.08292","22.14009","83.2","11.7","Sat-AIS",
"2018-08-13 20:11:36Z","-35.08292","22.14009","83.2","11.7","Sat-AIS",
"2018-08-13 20:06:57Z","-35.08465","22.12173","85.5","11.7","Sat-AIS",
"2018-08-13 20:05:05Z","-35.08511","22.11448","85.3","11.7","Sat-AIS",
