"MMSI","IMO","IR","Ship Name","Call Sign",
"538005797","9437177","N/A","OLYMPIC TRUST","A8VF6",
"Timestamp","Lat","Lon","Heading","Speed","Source",
"2018-08-13 13:55:52Z","32.21799","-56.05153","255.7","15","Sat-AIS",
"2018-08-13 13:52:41Z","32.22136","-56.03637","254.7","15","Sat-AIS",
"2018-08-13 13:44:58Z","32.22974","-55.99963","254.8","15","Sat-AIS",
"2018-08-13 13:43:34Z","32.23124","-55.99297","255.5","15.1","Sat-AIS",
"2018-08-13 13:43:22Z","32.23145","-55.99202","255.3","15.1","Sat-AIS",
"2018-08-13 13:43:11Z","32.23164","-55.99114","255.4","15.1","Sat-AIS",
"2018-08-13 13:43:05Z","32.23175","-55.99067","255.4","15.1","Sat-AIS",
"2018-08-13 13:42:34Z","32.23227","-55.98828","255.6","15.1","Sat-AIS",
"2018-08-13 13:42:22Z","32.23247","-55.98732","255.6","15.1","Sat-AIS",
"2018-08-13 13:41:58Z","32.23289","-55.98534","255.9","15.1","Sat-AIS",
"2018-08-13 13:41:47Z","32.23308","-55.98446","256","15.1","Sat-AIS",
"2018-08-13 13:41:41Z","32.23318","-55.98399","255.5","15.1","Sat-AIS",
"2018-08-13 13:41:34Z","32.2333","-55.98343","255.9","15.1","Sat-AIS",
"2018-08-13 13:41:28Z","32.2334","-55.98295","255.7","15.1","Sat-AIS",
"2018-08-13 13:41:23Z","32.23348","-55.98255","256.1","15.1","Sat-AIS",
"2018-08-13 13:41:17Z","32.23357","-55.98206","256","15.1","Sat-AIS",
"2018-08-13 13:41:17Z","32.23357","-55.98206","256","15.1","Sat-AIS",
"2018-08-13 13:41:17Z","32.23357","-55.98206","256","15.1","Sat-AIS",
"2018-08-13 13:41:11Z","32.23366","-55.98158","256","15.1","Sat-AIS",
"2018-08-13 13:40:58Z","32.23386","-55.98063","255.7","15.1","Sat-AIS",
"2018-08-13 13:40:53Z","32.23394","-55.98023","256.2","15.1","Sat-AIS",
"2018-08-13 13:40:47Z","32.23405","-55.97975","255.6","15.1","Sat-AIS",
"2018-08-13 13:40:41Z","32.23415","-55.97928","256.1","15","Sat-AIS",
"2018-08-13 13:40:34Z","32.23427","-55.97872","255.3","15","Sat-AIS",
"2018-08-13 13:40:11Z","32.23467","-55.9768","255.3","15.1","Sat-AIS",
"2018-08-13 13:39:58Z","32.2349","-55.97577","255.4","15.1","Sat-AIS",
"2018-08-13 13:39:53Z","32.23499","-55.97537","255","15.1","Sat-AIS",
"2018-08-13 13:39:41Z","32.2352","-55.97442","255.4","15","Sat-AIS",
"2018-08-13 13:39:41Z","32.2352","-55.97442","255.4","15","Sat-AIS",
"2018-08-13 13:39:28Z","32.23541","-55.97347","255.6","15","Sat-AIS",
"2018-08-13 13:38:53Z","32.236","-55.97068","255.8","15","Sat-AIS",
"2018-08-13 13:38:41Z","32.23623","-55.96965","255.5","15","Sat-AIS",
"2018-08-13 13:38:28Z","32.23645","-55.96862","255.3","15","Sat-AIS",
"2018-08-13 13:38:28Z","32.23645","-55.96862","255.3","15","Sat-AIS",
"2018-08-13 13:38:28Z","32.23645","-55.96862","255.3","15","Sat-AIS",
"2018-08-13 13:38:28Z","32.23645","-55.96862","255.3","15","Sat-AIS",
"2018-08-13 13:38:28Z","32.23645","-55.96862","255.3","15","Sat-AIS",
"2018-08-13 13:38:11Z","32.23675","-55.96727","255.1","15","Sat-AIS",
"2018-08-13 13:38:05Z","32.23686","-55.96679","255.3","15","Sat-AIS",
"2018-08-13 13:37:58Z","32.23696","-55.96631","255","15","Sat-AIS",
"2018-08-13 13:37:47Z","32.23718","-55.96536","255.3","15","Sat-AIS",
"2018-08-13 13:36:58Z","32.23806","-55.96148","255.1","15","Sat-AIS",
"2018-08-13 13:16:34Z","32.25877","-55.86442","257.2","15","Sat-AIS",
"2018-08-13 13:16:04Z","32.25922","-55.86211","256.9","15","Sat-AIS",
"2018-08-13 12:51:29Z","32.28241","-55.7439","256.8","15.2","Sat-AIS",
"2018-08-13 12:49:35Z","32.2842","-55.73472","256.6","15.2","Sat-AIS",
"2018-08-13 12:41:58Z","32.29151","-55.69798","257.1","15.2","Sat-AIS",
"2018-08-13 12:41:47Z","32.29169","-55.6971","257","15.2","Sat-AIS",
"2018-08-13 12:14:05Z","32.319","-55.5633","256.2","15.1","Sat-AIS",
"2018-08-13 12:13:35Z","32.3195","-55.5609","256.3","15.1","Sat-AIS",
"2018-08-13 12:12:50Z","32.32019","-55.5575","256.1","15.1","Sat-AIS",
"2018-08-13 12:10:50Z","32.32221","-55.54787","255.9","15.1","Sat-AIS",
"2018-08-13 12:10:50Z","32.32221","-55.54787","255.9","15.1","Sat-AIS",
"2018-08-13 12:10:50Z","32.32221","-55.54787","255.9","15.1","Sat-AIS",
"2018-08-13 12:07:20Z","32.32577","-55.53108","256","15.1","Sat-AIS",
"2018-08-13 12:06:59Z","32.32615","-55.52922","255.3","15.1","Sat-AIS",
"2018-08-13 12:06:34Z","32.3266","-55.52723","255.8","15.1","Sat-AIS",
"2018-08-13 12:06:26Z","32.32669","-55.52683","255","15.1","Sat-AIS",
"2018-08-13 12:06:02Z","32.32713","-55.52475","255.5","15.1","Sat-AIS",
"2018-08-13 12:06:01Z","32.32713","-55.52475","255.5","15.1","Sat-AIS",
"2018-08-13 11:38:58Z","32.35368","-55.39516","257.4","14.9","Sat-AIS",
"2018-08-13 11:38:58Z","32.35368","-55.39516","257.4","14.9","Sat-AIS",
"2018-08-13 11:34:34Z","32.35779","-55.37427","257","14.9","Sat-AIS",
"2018-08-13 11:29:52Z","32.36224","-55.35197","256","14.8","Sat-AIS",
"2018-08-13 11:03:34Z","32.38792","-55.22815","256","14.8","Sat-AIS",
"2018-08-13 10:38:31Z","32.41382","-55.11031","255.7","14.8","Sat-AIS",
"2018-08-13 10:35:45Z","32.41658","-55.09723","256.4","14.8","Sat-AIS",
"2018-08-13 10:35:44Z","32.41658","-55.09723","256.4","14.8","Sat-AIS",
"2018-08-13 10:35:37Z","32.41671","-55.0966","256.1","14.8","Sat-AIS",
"2018-08-13 10:35:08Z","32.41718","-55.09423","256","14.8","Sat-AIS",
"2018-08-13 10:35:07Z","32.41718","-55.09423","256","14.8","Sat-AIS",
"2018-08-13 10:34:21Z","32.41794","-55.09058","256.5","14.8","Sat-AIS",
"2018-08-13 10:34:21Z","32.41794","-55.09058","256.5","14.8","Sat-AIS",
"2018-08-13 10:34:20Z","32.41794","-55.09058","256.5","14.8","Sat-AIS",
"2018-08-13 10:34:20Z","32.41794","-55.09058","256.5","14.8","Sat-AIS",
"2018-08-13 10:34:20Z","32.41794","-55.09058","256.5","14.8","Sat-AIS",
"2018-08-13 10:33:40Z","32.41862","-55.08727","256.5","14.8","Sat-AIS",
"2018-08-13 10:33:39Z","32.41862","-55.08727","256.5","14.8","Sat-AIS",
"2018-08-13 10:33:39Z","32.41862","-55.08727","256.5","14.8","Sat-AIS",
"2018-08-13 10:33:21Z","32.41893","-55.08579","255.9","14.8","Sat-AIS",
"2018-08-13 10:33:20Z","32.41893","-55.08579","255.9","14.8","Sat-AIS",
"2018-08-13 10:33:20Z","32.41893","-55.08579","255.9","14.8","Sat-AIS",
"2018-08-13 10:33:10Z","32.41911","-55.08491","256","14.8","Sat-AIS",
"2018-08-13 10:33:09Z","32.41911","-55.08491","256","14.8","Sat-AIS",
"2018-08-13 10:32:58Z","32.41928","-55.08403","256.2","14.8","Sat-AIS",
"2018-08-13 10:32:52Z","32.41939","-55.08348","256.2","14.8","Sat-AIS",
"2018-08-13 10:32:51Z","32.41939","-55.08348","256.2","14.8","Sat-AIS",
"2018-08-13 10:32:51Z","32.41939","-55.08348","256.2","14.8","Sat-AIS",
"2018-08-13 10:32:40Z","32.41959","-55.08254","256.2","14.8","Sat-AIS",
"2018-08-13 10:32:39Z","32.41959","-55.08254","256.2","14.8","Sat-AIS",
"2018-08-13 10:32:39Z","32.41959","-55.08254","256.2","14.8","Sat-AIS",
"2018-08-13 10:32:39Z","32.41959","-55.08254","256.2","14.8","Sat-AIS",
"2018-08-13 10:32:39Z","32.41959","-55.08254","256.2","14.8","Sat-AIS",
"2018-08-13 10:32:34Z","32.41969","-55.08207","256","14.8","Sat-AIS",
"2018-08-13 10:32:28Z","32.41977","-55.08168","255.9","14.8","Sat-AIS",
"2018-08-13 10:32:27Z","32.41977","-55.08168","255.9","14.8","Sat-AIS",
"2018-08-13 10:32:21Z","32.4199","-55.08105","255.9","14.8","Sat-AIS",
"2018-08-13 10:32:20Z","32.4199","-55.08105","255.9","14.8","Sat-AIS",
"2018-08-13 10:32:16Z","32.42","-55.08058","256.1","14.8","Sat-AIS",
"2018-08-13 10:32:15Z","32.42","-55.08058","256.1","14.8","Sat-AIS",
"2018-08-13 10:32:15Z","32.42","-55.08058","256.1","14.8","Sat-AIS",
"2018-08-13 10:32:15Z","32.42","-55.08058","256.1","14.8","Sat-AIS",
"2018-08-13 10:32:15Z","32.42","-55.08058","256.1","14.8","Sat-AIS",
"2018-08-13 10:32:15Z","32.42","-55.08058","256.1","14.8","Sat-AIS",
"2018-08-13 10:32:09Z","32.42008","-55.08019","256","14.8","Sat-AIS",
"2018-08-13 10:32:04Z","32.42018","-55.07972","255.8","14.8","Sat-AIS",
"2018-08-13 10:32:03Z","32.42018","-55.07972","255.8","14.8","Sat-AIS",
"2018-08-13 10:31:46Z","32.42049","-55.0783","256.3","14.8","Sat-AIS",
"2018-08-13 10:31:45Z","32.42049","-55.0783","256.3","14.8","Sat-AIS",
"2018-08-13 10:31:45Z","32.42049","-55.0783","256.3","14.8","Sat-AIS",
"2018-08-13 10:31:40Z","32.42058","-55.07784","255.4","14.8","Sat-AIS",
"2018-08-13 10:31:39Z","32.42058","-55.07784","255.4","14.8","Sat-AIS",
"2018-08-13 10:30:10Z","32.42211","-55.07082","255","14.8","Sat-AIS",
"2018-08-13 10:30:09Z","32.42211","-55.07082","255","14.8","Sat-AIS",
"2018-08-13 10:29:46Z","32.4225","-55.06902","255.9","14.8","Sat-AIS",
"2018-08-13 10:29:45Z","32.4225","-55.06902","255.9","14.8","Sat-AIS",
"2018-08-13 10:29:40Z","32.42263","-55.06847","255.1","14.8","Sat-AIS",
"2018-08-13 10:29:16Z","32.42303","-55.06666","255.5","14.8","Sat-AIS",
"2018-08-13 10:28:47Z","32.42356","-55.06426","255.8","14.8","Sat-AIS",
"2018-08-13 10:28:09Z","32.42416","-55.06146","255.4","14.8","Sat-AIS",
"2018-08-13 09:54:35Z","32.45709","-54.90312","256.9","14.9","Sat-AIS",
"2018-08-13 09:46:40Z","32.4647","-54.86548","256.2","14.9","Sat-AIS",
"2018-08-13 09:22:05Z","32.48877","-54.74961","256.6","14.7","Sat-AIS",
"2018-08-13 09:15:34Z","32.49521","-54.71916","255.8","14.7","Sat-AIS",
"2018-08-13 09:15:34Z","32.49521","-54.71916","255.8","14.7","Sat-AIS",
"2018-08-13 08:45:40Z","32.52459","-54.57899","255.4","14.7","Sat-AIS",
"2018-08-13 08:43:29Z","32.52679","-54.56879","255.6","14.6","Sat-AIS",
"2018-08-13 08:40:16Z","32.53009","-54.55398","256.2","14.6","Sat-AIS",
"2018-08-13 08:38:16Z","32.532","-54.5447","255.9","14.6","Sat-AIS",
"2018-08-13 08:07:40Z","32.56245","-54.40175","256.2","14.7","Sat-AIS",
"2018-08-13 08:02:58Z","32.56715","-54.37997","256.5","14.6","Sat-AIS",
"2018-08-13 08:02:17Z","32.56788","-54.37674","255.8","14.6","Sat-AIS",
"2018-08-13 07:33:34Z","32.59496","-54.24303","256.6","14.4","Sat-AIS",
"2018-08-13 07:30:40Z","32.59753","-54.22983","258.2","14.3","Sat-AIS",
"2018-08-13 07:28:22Z","32.59951","-54.21925","257.2","14.3","Sat-AIS",
"2018-08-13 07:01:10Z","32.62486","-54.09466","256.7","14.2","Sat-AIS",
"2018-08-13 07:01:10Z","32.62486","-54.09466","256.7","14.2","Sat-AIS",
"2018-08-13 06:54:34Z","32.63091","-54.06463","257","14.2","Sat-AIS",
"2018-08-13 06:52:34Z","32.63274","-54.0555","256.4","14.2","Sat-AIS",
"2018-08-13 06:25:22Z","32.65818","-53.93135","256.5","14.3","Sat-AIS",
"2018-08-13 06:20:27Z","32.66271","-53.90899","256","14.4","Sat-AIS",
"2018-08-13 06:17:41Z","32.66541","-53.89621","255.6","14.3","Sat-AIS",
"2018-08-13 05:46:28Z","32.69485","-53.75304","256.4","14.3","Sat-AIS",
"2018-08-13 05:41:29Z","32.69969","-53.73021","255.6","14.3","Sat-AIS",
"2018-08-13 05:16:10Z","32.7245","-53.61448","256.8","14.4","Sat-AIS",
"2018-08-13 05:12:34Z","32.72776","-53.59791","255.9","14.3","Sat-AIS",
"2018-08-13 05:11:04Z","32.72917","-53.59098","256.8","14.3","Sat-AIS",
"2018-08-13 05:11:04Z","32.72917","-53.59098","256.8","14.3","Sat-AIS",
"2018-08-13 04:43:52Z","32.75509","-53.46589","254.9","14.5","Sat-AIS",
"2018-08-13 04:42:57Z","32.756","-53.46173","254.1","14.5","Sat-AIS",
"2018-08-13 04:37:34Z","32.76155","-53.43674","256","14.5","Sat-AIS",
"2018-08-13 04:37:16Z","32.76185","-53.43536","255.5","14.5","Sat-AIS",
"2018-08-13 04:35:58Z","32.76327","-53.42871","255.6","14.5","Sat-AIS",
"2018-08-13 04:34:40Z","32.76443","-53.4233","256","14.6","Sat-AIS",
"2018-08-13 04:34:34Z","32.7645","-53.42291","255.8","14.6","Sat-AIS",
"2018-08-13 04:34:16Z","32.76485","-53.42116","257.2","14.5","Sat-AIS",
"2018-08-13 04:33:15Z","32.76577","-53.41669","256.1","14.5","Sat-AIS",
"2018-08-13 04:32:58Z","32.76605","-53.41537","255.6","14.5","Sat-AIS",
"2018-08-13 04:04:23Z","32.7947","-53.28075","255.2","14.7","Sat-AIS",
"2018-08-13 03:58:33Z","32.8008","-53.25349","255.6","14.7","Sat-AIS",
"2018-08-13 03:29:45Z","32.83086","-53.11848","255","14.7","Sat-AIS",
"2018-08-13 03:29:40Z","32.8309","-53.11804","255.5","14.7","Sat-AIS",
"2018-08-13 03:28:40Z","32.83197","-53.11329","255","14.7","Sat-AIS",
"2018-08-13 03:28:03Z","32.83259","-53.11047","254.2","14.7","Sat-AIS",
"2018-08-13 03:27:52Z","32.83277","-53.10959","255","14.7","Sat-AIS",
"2018-08-13 03:27:52Z","32.83277","-53.10959","255","14.7","Sat-AIS",
"2018-08-13 03:27:28Z","32.83314","-53.10766","255","14.7","Sat-AIS",
"2018-08-13 03:27:09Z","32.83347","-53.10608","255.3","14.7","Sat-AIS",
"2018-08-13 03:25:52Z","32.83474","-53.10012","255.7","14.7","Sat-AIS",
"2018-08-13 03:25:39Z","32.83496","-53.09911","255.9","14.7","Sat-AIS",
"2018-08-13 03:25:28Z","32.83517","-53.09818","255.8","14.7","Sat-AIS",
"2018-08-13 03:24:57Z","32.83568","-53.09584","255","14.6","Sat-AIS",
"2018-08-13 03:24:57Z","32.83568","-53.09584","255","14.6","Sat-AIS",
"2018-08-13 03:24:45Z","32.8359","-53.09492","254.9","14.6","Sat-AIS",
"2018-08-13 03:24:39Z","32.83602","-53.09446","253.9","14.7","Sat-AIS",
"2018-08-13 03:22:21Z","32.83847","-53.08363","256.1","14.6","Sat-AIS",
"2018-08-13 03:22:16Z","32.83857","-53.08316","255.3","14.6","Sat-AIS",
"2018-08-13 03:21:21Z","32.83944","-53.07903","255.7","14.6","Sat-AIS",
"2018-08-13 03:20:39Z","32.84014","-53.07574","255.9","14.6","Sat-AIS",
"2018-08-13 03:20:21Z","32.84044","-53.07426","256.3","14.6","Sat-AIS",
"2018-08-13 03:20:15Z","32.84054","-53.07378","255.8","14.6","Sat-AIS",
"2018-08-13 03:19:45Z","32.84101","-53.07153","256","14.6","Sat-AIS",
"2018-08-13 03:19:15Z","32.8415","-53.0692","256.3","14.5","Sat-AIS",
"2018-08-13 03:18:15Z","32.84244","-53.06456","255.6","14.5","Sat-AIS",
"2018-08-13 02:44:16Z","32.8751","-52.90773","255","14.4","Sat-AIS",
"2018-08-13 02:19:52Z","32.89812","-52.79385","257.4","14.6","Sat-AIS",
"2018-08-13 02:09:52Z","32.90706","-52.74706","257.4","14.7","Sat-AIS",
"2018-08-13 01:54:15Z","32.92178","-52.67356","256","14.7","Sat-AIS",
"2018-08-13 01:53:46Z","32.92223","-52.67128","255.9","14.7","Sat-AIS",
"2018-08-13 01:53:33Z","32.92242","-52.67034","256","14.7","Sat-AIS",
"2018-08-13 01:53:03Z","32.92293","-52.66784","256.8","14.7","Sat-AIS",
"2018-08-13 01:52:51Z","32.9231","-52.66697","257","14.7","Sat-AIS",
"2018-08-13 01:52:46Z","32.9232","-52.6665","256.7","14.7","Sat-AIS",
"2018-08-13 01:52:46Z","32.9232","-52.6665","256.7","14.7","Sat-AIS",
"2018-08-13 01:52:39Z","32.9233","-52.66595","256.9","14.7","Sat-AIS",
"2018-08-13 01:52:33Z","32.92338","-52.66555","256.9","14.7","Sat-AIS",
"2018-08-13 01:51:46Z","32.92411","-52.66188","256.7","14.7","Sat-AIS",
"2018-08-13 01:51:39Z","32.92423","-52.66126","256.9","14.7","Sat-AIS",
"2018-08-13 01:50:46Z","32.92503","-52.65711","256.7","14.7","Sat-AIS",
"2018-08-13 01:50:39Z","32.92512","-52.65664","256.3","14.7","Sat-AIS",
"2018-08-13 01:49:39Z","32.92606","-52.65186","257.1","14.7","Sat-AIS",
"2018-08-13 01:49:22Z","32.92632","-52.65051","256.8","14.7","Sat-AIS",
"2018-08-13 01:49:22Z","32.92632","-52.65051","256.8","14.7","Sat-AIS",
"2018-08-13 01:49:09Z","32.92651","-52.64957","256.9","14.7","Sat-AIS",
"2018-08-13 01:48:52Z","32.92676","-52.64823","256.6","14.7","Sat-AIS",
"2018-08-13 01:48:45Z","32.92687","-52.64768","256.7","14.7","Sat-AIS",
"2018-08-13 01:46:33Z","32.92897","-52.63736","256.2","14.6","Sat-AIS",
"2018-08-13 01:44:52Z","32.93057","-52.62937","256.5","14.6","Sat-AIS",
"2018-08-13 01:44:15Z","32.93114","-52.62656","256.8","14.6","Sat-AIS",
"2018-08-13 01:41:46Z","32.9335","-52.6149","256.6","14.6","Sat-AIS",
"2018-08-13 01:34:28Z","32.94038","-52.58091","255.9","14.6","Sat-AIS",
"2018-08-13 01:13:23Z","32.95997","-52.48294","256.8","14.4","Sat-AIS",
"2018-08-13 01:08:23Z","32.96439","-52.45983","257.1","14.4","Sat-AIS",
"2018-08-13 01:06:58Z","32.96563","-52.4533","257","14.3","Sat-AIS",
"2018-08-13 01:00:53Z","32.97132","-52.42548","256.6","14.3","Sat-AIS",
"2018-08-13 00:36:40Z","32.99387","-52.31541","255.8","14.3","Sat-AIS",
"2018-08-13 00:28:28Z","33.0015","-52.27802","255.9","14.3","Sat-AIS",
"2018-08-13 00:04:58Z","33.0233","-52.17187","256.7","14","Sat-AIS",
"MMSI","IMO","IR","Ship Name","Call Sign",
"477257400","9603192","N/A","NEW LAUREL","9V8442",
"Timestamp","Lat","Lon","Heading","Speed","Source",
"2018-08-13 22:42:07Z","-28.5507","45.43873","64.2","12.8","Sat-AIS",
"2018-08-13 22:41:46Z","-28.55127","45.43747","62.1","12.8","Sat-AIS",
"2018-08-13 22:41:16Z","-28.55213","45.43564","61.6","12.8","Sat-AIS",
"2018-08-13 22:41:07Z","-28.55235","45.43517","62","12.7","Sat-AIS",
"2018-08-13 22:40:46Z","-28.55295","45.43392","61.6","12.7","Sat-AIS",
"2018-08-13 22:40:17Z","-28.55375","45.4322","62.1","12.9","Sat-AIS",
"2018-08-13 22:40:07Z","-28.55407","45.43155","61.6","12.7","Sat-AIS",
"2018-08-13 22:39:07Z","-28.55573","45.42797","61.3","12.8","Sat-AIS",
"2018-08-13 22:38:56Z","-28.55605","45.42732","63.4","12.8","Sat-AIS",
"2018-08-13 22:38:46Z","-28.55633","45.42672","61.2","12.8","Sat-AIS",
"2018-08-13 22:38:07Z","-28.55742","45.4244","62.1","12.9","Sat-AIS",
"2018-08-13 22:37:56Z","-28.55773","45.42375","62.5","12.9","Sat-AIS",
"2018-08-13 22:37:46Z","-28.558","45.42315","60.7","12.9","Sat-AIS",
"2018-08-13 22:37:46Z","-28.558","45.42315","60.7","12.9","Sat-AIS",
"2018-08-13 22:37:46Z","-28.558","45.42315","60.7","12.9","Sat-AIS",
"2018-08-13 22:37:46Z","-28.558","45.42315","60.7","12.9","Sat-AIS",
"2018-08-13 22:37:46Z","-28.558","45.42315","60.7","12.9","Sat-AIS",
"2018-08-13 22:37:46Z","-28.558","45.42315","60.7","12.9","Sat-AIS",
"2018-08-13 22:37:46Z","-28.558","45.42315","60.7","12.9","Sat-AIS",
"2018-08-13 22:37:07Z","-28.55912","45.42082","62.1","12.9","Sat-AIS",
"2018-08-13 21:22:48Z","-28.67898","45.1511","63.6","12.4","Sat-AIS",
"2018-08-13 21:22:47Z","-28.67898","45.1511","63.6","12.4","Sat-AIS",
"2018-08-13 21:22:07Z","-28.68005","45.14874","64.1","12.3","Sat-AIS",
"2018-08-13 20:45:08Z","-28.74177","45.01807","61.7","12.9","Sat-AIS",
"2018-08-13 20:45:00Z","-28.742","45.01758","61.7","12.9","Sat-AIS",
"2018-08-13 20:44:08Z","-28.74347","45.01448","62.2","12.9","Sat-AIS",
"2018-08-13 20:43:18Z","-28.74487","45.01157","61.2","13","Sat-AIS",
"2018-08-13 20:43:00Z","-28.74542","45.01043","62","12.8","Sat-AIS",
"2018-08-13 20:42:49Z","-28.74568","45.00983","61.7","12.9","Sat-AIS",
"2018-08-13 20:42:38Z","-28.74602","45.00918","63","12.9","Sat-AIS",
"2018-08-13 20:42:10Z","-28.74682","45.00744","61.7","12.9","Sat-AIS",
"2018-08-13 20:42:00Z","-28.74712","45.00683","63","12.9","Sat-AIS",
"2018-08-13 20:41:49Z","-28.74738","45.00623","60.8","12.9","Sat-AIS",
"2018-08-13 20:41:18Z","-28.74827","45.00437","62.1","12.9","Sat-AIS",
"2018-08-13 20:40:38Z","-28.7494","45.00197","61.6","13","Sat-AIS",
"2018-08-13 20:40:18Z","-28.74997","45.00078","61.6","13","Sat-AIS",
"2018-08-13 20:39:18Z","-28.75168","44.99717","62.5","12.9","Sat-AIS",
"2018-08-13 19:56:27Z","-28.82635","44.83897","61","13.5","Sat-AIS",
"2018-08-13 19:55:57Z","-28.82723","44.8371","61.1","13.4","Sat-AIS",
"2018-08-13 19:55:36Z","-28.82783","44.83584","60.3","13.4","Sat-AIS",
"2018-08-13 19:55:27Z","-28.82815","44.83523","62.2","13.4","Sat-AIS",
"2018-08-13 19:55:17Z","-28.82845","44.83455","59.7","13.4","Sat-AIS",
"2018-08-13 19:55:16Z","-28.82845","44.83455","59.7","13.4","Sat-AIS",
"2018-08-13 19:54:06Z","-28.83053","44.83025","62.5","13.6","Sat-AIS",
"2018-08-13 19:53:46Z","-28.83115","44.82892","63","13.6","Sat-AIS",
"2018-08-13 19:53:27Z","-28.83172","44.82772","63","13.5","Sat-AIS",
"2018-08-13 19:53:17Z","-28.83198","44.82708","60.6","13.5","Sat-AIS",
"2018-08-13 19:53:06Z","-28.8323","44.82645","63.1","13.4","Sat-AIS",
"2018-08-13 19:52:27Z","-28.83345","44.82392","62.2","13.4","Sat-AIS",
"2018-08-13 19:52:17Z","-28.83375","44.8233","62.3","13.5","Sat-AIS",
"2018-08-13 19:51:57Z","-28.83433","44.82203","62.3","13.5","Sat-AIS",
"2018-08-13 19:51:46Z","-28.83465","44.82134","61.4","13.5","Sat-AIS",
"2018-08-13 19:50:28Z","-28.83697","44.81643","61.8","13.5","Sat-AIS",
"2018-08-13 19:50:08Z","-28.83757","44.81518","61.7","13.5","Sat-AIS",
"2018-08-13 19:49:08Z","-28.83935","44.81143","62.1","13.5","Sat-AIS",
"2018-08-13 19:49:08Z","-28.83935","44.81143","62.1","13.5","Sat-AIS",
"2018-08-13 19:49:08Z","-28.83935","44.81143","62.1","13.5","Sat-AIS",
"2018-08-13 19:49:08Z","-28.83935","44.81143","62.1","13.5","Sat-AIS",
"2018-08-13 19:48:37Z","-28.84023","44.80955","62.3","13.6","Sat-AIS",
"2018-08-13 19:48:17Z","-28.84083","44.80829","62.7","13.5","Sat-AIS",
"2018-08-13 19:45:47Z","-28.84535","44.7989","60.4","13.6","Sat-AIS",
"2018-08-13 19:44:16Z","-28.84812","44.7932","60.9","13.7","Sat-AIS",
"2018-08-13 19:43:16Z","-28.84993","44.78942","61.1","13.7","Sat-AIS",
"2018-08-13 19:43:16Z","-28.84993","44.78942","61.1","13.7","Sat-AIS",
"2018-08-13 19:43:16Z","-28.84993","44.78942","61.1","13.7","Sat-AIS",
"2018-08-13 19:43:16Z","-28.84993","44.78942","61.1","13.7","Sat-AIS",
"2018-08-13 19:43:16Z","-28.84993","44.78942","61.1","13.7","Sat-AIS",
"2018-08-13 19:43:16Z","-28.84993","44.78942","61.1","13.7","Sat-AIS",
"2018-08-13 19:43:16Z","-28.84993","44.78942","61.1","13.7","Sat-AIS",
"2018-08-13 19:43:16Z","-28.84993","44.78942","61.1","13.7","Sat-AIS",
"2018-08-13 19:09:48Z","-28.91075","44.66093","61","13.7","Sat-AIS",
"2018-08-13 19:09:48Z","-28.91075","44.66093","61","13.7","Sat-AIS",
"2018-08-13 19:09:29Z","-28.91133","44.65972","60.6","13.7","Sat-AIS",
"2018-08-13 19:09:18Z","-28.91165","44.6591","61.9","13.7","Sat-AIS",
"2018-08-13 19:09:09Z","-28.91192","44.65852","60.6","13.7","Sat-AIS",
"2018-08-13 19:08:59Z","-28.91223","44.65788","63.1","13.7","Sat-AIS",
"2018-08-13 19:08:48Z","-28.91255","44.65717","60.6","13.7","Sat-AIS",
"2018-08-13 19:08:29Z","-28.91315","44.6559","61.9","13.8","Sat-AIS",
"2018-08-13 19:08:18Z","-28.91347","44.65527","63.5","13.7","Sat-AIS",
"2018-08-13 19:07:48Z","-28.91433","44.65333","61.9","13.8","Sat-AIS",
"2018-08-13 19:07:38Z","-28.91465","44.65268","62.9","13.7","Sat-AIS",
"2018-08-13 19:07:29Z","-28.91493","44.65205","62.7","13.9","Sat-AIS",
"2018-08-13 19:06:59Z","-28.91578","44.65017","61.6","13.8","Sat-AIS",
"2018-08-13 19:06:09Z","-28.91728","44.64695","62.3","13.7","Sat-AIS",
"2018-08-13 19:05:48Z","-28.9179","44.6456","61.5","13.7","Sat-AIS",
"2018-08-13 19:05:38Z","-28.9182","44.64497","61.5","13.7","Sat-AIS",
"2018-08-13 19:05:09Z","-28.91908","44.64312","61.3","13.7","Sat-AIS",
"2018-08-13 19:04:38Z","-28.92005","44.64115","59.6","13.7","Sat-AIS",
"2018-08-13 19:04:30Z","-28.92033","44.64058","60.5","13.7","Sat-AIS",
"2018-08-13 19:04:18Z","-28.92067","44.63989","60","13.7","Sat-AIS",
"2018-08-13 19:04:09Z","-28.92097","44.63933","61.1","13.7","Sat-AIS",
"2018-08-13 19:03:18Z","-28.92253","44.6361","61.5","13.8","Sat-AIS",
"2018-08-13 17:57:33Z","-29.04237","44.3817","62.6","14.2","Sat-AIS",
"2018-08-13 17:56:50Z","-29.04372","44.37887","61.6","14.2","Sat-AIS",
"2018-08-13 17:56:50Z","-29.04372","44.37887","61.6","14.2","Sat-AIS",
"2018-08-13 17:56:50Z","-29.04372","44.37887","61.6","14.2","Sat-AIS",
"2018-08-13 17:56:50Z","-29.04372","44.37887","61.6","14.2","Sat-AIS",
"2018-08-13 17:56:33Z","-29.04425","44.37774","62","14.2","Sat-AIS",
"2018-08-13 17:56:21Z","-29.04465","44.37688","60.8","14.2","Sat-AIS",
"2018-08-13 17:55:21Z","-29.04652","44.3729","61.6","14.3","Sat-AIS",
