"MMSI","IMO","IR","Ship Name","Call Sign",
"241436000","9776559","N/A","SOPHIA","SVCK2",
"Timestamp","Lat","Lon","Heading","Speed","Source",
"2018-08-13 12:30:00Z","-16.04867","-17.26267","130","13","LRIT",
"2018-08-13 06:30:00Z","-15.23067","-18.27267","130","12.4","LRIT",
"2018-08-13 00:32:00Z","-14.38533","-19.244","129","12.8","LRIT",
"MMSI","IMO","IR","Ship Name","Call Sign",
"229780000","9235737","N/A","SKOPELOS","9HA3602",
"Timestamp","Lat","Lon","Heading","Speed","Source",
"2018-08-13 23:49:03Z","-1.24052","7.75175","342.5","7.1","Sat-AIS",
"2018-08-13 23:40:11Z","-1.25708","7.75713","342.1","7","Sat-AIS",
"2018-08-13 23:03:23Z","-1.32568","7.77836","344.3","7","Sat-AIS",
"2018-08-13 23:03:23Z","-1.32568","7.77836","344.3","7","Sat-AIS",
"2018-08-13 22:59:22Z","-1.33308","7.78073","344","6.9","Sat-AIS",
"2018-08-13 22:58:30Z","-1.33466","7.78123","343.9","6.9","Sat-AIS",
"2018-08-13 22:56:42Z","-1.33801","7.7823","341.7","6.9","Sat-AIS",
"2018-08-13 22:55:41Z","-1.33986","7.78288","342.1","6.9","Sat-AIS",
"2018-08-13 22:55:22Z","-1.34047","7.78308","343.8","6.9","Sat-AIS",
"2018-08-13 22:55:21Z","-1.34047","7.78308","343.8","6.9","Sat-AIS",
"2018-08-13 22:55:11Z","-1.34081","7.78319","343","6.9","Sat-AIS",
"2018-08-13 22:55:10Z","-1.34081","7.78319","343","6.9","Sat-AIS",
"2018-08-13 22:55:00Z","-1.34111","7.78329","342.8","6.9","Sat-AIS",
"2018-08-13 22:54:51Z","-1.34138","7.78338","344.4","6.8","Sat-AIS",
"2018-08-13 22:54:22Z","-1.34231","7.78366","340.2","6.8","Sat-AIS",
"2018-08-13 22:54:21Z","-1.34231","7.78366","340.2","6.8","Sat-AIS",
"2018-08-13 22:54:11Z","-1.34265","7.78376","339.9","6.8","Sat-AIS",
"2018-08-13 22:53:10Z","-1.34449","7.78432","342.5","6.8","Sat-AIS",
"2018-08-13 22:52:32Z","-1.34572","7.78469","342.4","6.9","Sat-AIS",
"2018-08-13 22:52:32Z","-1.34572","7.78469","342.4","6.9","Sat-AIS",
"2018-08-13 22:52:11Z","-1.34633","7.78487","343.5","6.9","Sat-AIS",
"2018-08-13 22:52:11Z","-1.34633","7.78487","343.5","6.9","Sat-AIS",
"2018-08-13 22:52:10Z","-1.34633","7.78487","343.5","6.9","Sat-AIS",
"2018-08-13 22:50:01Z","-1.35033","7.7861","340.7","6.9","Sat-AIS",
"2018-08-13 22:49:11Z","-1.35185","7.78659","342.2","6.9","Sat-AIS",
"2018-08-13 21:18:52Z","-1.51948","7.83702","342.4","7","Sat-AIS",
"2018-08-13 21:16:12Z","-1.52449","7.83849","346.1","7","Sat-AIS",
"2018-08-13 21:15:12Z","-1.52638","7.83904","343.3","7","Sat-AIS",
"2018-08-13 21:14:51Z","-1.52708","7.83925","343.6","7.1","Sat-AIS",
"2018-08-13 21:14:12Z","-1.52828","7.83959","343.7","7","Sat-AIS",
"2018-08-13 21:10:52Z","-1.53466","7.84145","344.1","7","Sat-AIS",
"2018-08-13 20:29:53Z","-1.61251","7.86428","343.6","7","Sat-AIS",
"2018-08-13 20:29:53Z","-1.61251","7.86428","343.6","7","Sat-AIS",
"2018-08-13 20:29:44Z","-1.61279","7.86435","343.5","7","Sat-AIS",
"2018-08-13 20:29:32Z","-1.61313","7.86445","343.4","7","Sat-AIS",
"2018-08-13 20:29:23Z","-1.61345","7.86455","343.3","7","Sat-AIS",
"2018-08-13 20:29:02Z","-1.61411","7.86473","345.3","7","Sat-AIS",
"2018-08-13 20:28:02Z","-1.61596","7.86526","344.8","7","Sat-AIS",
"2018-08-13 20:27:34Z","-1.61689","7.86551","343.4","7","Sat-AIS",
"2018-08-13 20:05:43Z","-1.65854","7.87656","344.2","6.9","Sat-AIS",
"2018-08-13 19:58:04Z","-1.67304","7.8805","346.2","7","Sat-AIS",
"2018-08-13 19:45:12Z","-1.69746","7.887","347.1","7","Sat-AIS",
"2018-08-13 19:45:12Z","-1.69746","7.887","347.1","7","Sat-AIS",
"2018-08-13 19:44:20Z","-1.69909","7.88742","343.9","7","Sat-AIS",
"2018-08-13 19:44:20Z","-1.69909","7.88742","343.9","7","Sat-AIS",
"2018-08-13 19:44:12Z","-1.69938","7.8875","345.8","7","Sat-AIS",
"2018-08-13 19:44:01Z","-1.69973","7.8876","345","7.1","Sat-AIS",
"2018-08-13 19:42:41Z","-1.70226","7.88826","343.5","7.1","Sat-AIS",
"2018-08-13 19:42:32Z","-1.70255","7.88834","346.6","7","Sat-AIS",
"2018-08-13 19:42:32Z","-1.70255","7.88834","346.6","7","Sat-AIS",
"2018-08-13 19:41:32Z","-1.70448","7.88884","346.2","7.1","Sat-AIS",
"2018-08-13 19:41:32Z","-1.70448","7.88884","346.2","7.1","Sat-AIS",
"2018-08-13 19:41:01Z","-1.70547","7.8891","346.1","7","Sat-AIS",
"2018-08-13 19:40:32Z","-1.7064","7.88933","346.9","7.1","Sat-AIS",
"2018-08-13 19:40:32Z","-1.7064","7.88933","346.9","7.1","Sat-AIS",
"2018-08-13 19:39:41Z","-1.70804","7.88975","344.6","7","Sat-AIS",
"2018-08-13 19:35:34Z","-1.71602","7.89196","343.1","7.1","Sat-AIS",
"2018-08-13 19:32:13Z","-1.72238","7.89401","341.8","7.2","Sat-AIS",
"2018-08-13 19:23:12Z","-1.73959","7.89988","341.5","7.2","Sat-AIS",
"2018-08-13 19:03:12Z","-1.77804","7.91262","341.6","7.2","Sat-AIS",
"2018-08-13 19:00:41Z","-1.78284","7.91422","342.6","7.2","Sat-AIS",
"2018-08-13 18:51:23Z","-1.80072","7.92019","342.3","7.2","Sat-AIS",
"2018-08-13 18:50:12Z","-1.80294","7.92093","340.9","7.1","Sat-AIS",
"2018-08-13 18:47:23Z","-1.80831","7.92271","340","7.1","Sat-AIS",
"2018-08-13 18:24:33Z","-1.85139","7.93729","342.4","7","Sat-AIS",
"2018-08-13 18:16:23Z","-1.86662","7.94248","342.9","7","Sat-AIS",
"2018-08-13 18:11:31Z","-1.87563","7.94549","338.8","7","Sat-AIS",
"2018-08-13 18:11:31Z","-1.87563","7.94549","338.8","7","Sat-AIS",
"2018-08-13 18:11:12Z","-1.87626","7.9457","343","7","Sat-AIS",
"2018-08-13 18:10:51Z","-1.87691","7.94591","341.2","7.1","Sat-AIS",
"2018-08-13 18:10:51Z","-1.87691","7.94591","341.2","7.1","Sat-AIS",
"2018-08-13 18:10:01Z","-1.87847","7.94642","338.8","7","Sat-AIS",
"2018-08-13 18:10:01Z","-1.87847","7.94642","338.8","7","Sat-AIS",
"2018-08-13 18:09:51Z","-1.87878","7.94652","340.6","7","Sat-AIS",
"2018-08-13 18:09:01Z","-1.88034","7.94707","340","7","Sat-AIS",
"2018-08-13 18:08:51Z","-1.88066","7.94718","341.1","7","Sat-AIS",
"2018-08-13 18:08:51Z","-1.88066","7.94718","341.1","7","Sat-AIS",
"2018-08-13 18:07:51Z","-1.88252","7.94782","341.9","7","Sat-AIS",
"2018-08-13 18:07:30Z","-1.88314","7.94803","343.1","7","Sat-AIS",
"2018-08-13 18:06:30Z","-1.88501","7.94867","341.3","7","Sat-AIS",
"2018-08-13 17:55:22Z","-1.9059","7.95553","345.5","7","Sat-AIS",
"2018-08-13 17:43:02Z","-1.9293","7.96207","344.2","7","Sat-AIS",
"2018-08-13 17:43:02Z","-1.9293","7.96207","344.2","7","Sat-AIS",
"2018-08-13 17:43:02Z","-1.9293","7.96207","344.2","7","Sat-AIS",
"2018-08-13 17:11:43Z","-1.98941","7.9793","341.9","7.2","Sat-AIS",
"2018-08-13 16:15:43Z","-2.09968","8.00972","342.7","7.3","Sat-AIS",
"2018-08-13 15:31:01Z","-2.18799","8.03406","342.8","7.3","Sat-AIS",
"2018-08-13 15:24:42Z","-2.20061","8.0377","343.4","7.3","Sat-AIS",
"2018-08-13 14:52:01Z","-2.26555","8.05644","343.8","7.4","Sat-AIS",
"2018-08-13 14:44:03Z","-2.28153","8.06114","344.3","7.4","Sat-AIS",
"2018-08-13 14:19:32Z","-2.3313","8.07574","344.6","7.5","Sat-AIS",
"2018-08-13 14:16:52Z","-2.33681","8.07731","346.2","7.6","Sat-AIS",
"2018-08-13 13:56:21Z","-2.3784","8.08924","343.8","7.4","Sat-AIS",
"2018-08-13 13:55:52Z","-2.37937","8.08952","344.4","7.5","Sat-AIS",
"2018-08-13 13:53:11Z","-2.38477","8.09109","343.9","7.5","Sat-AIS",
"2018-08-13 13:38:23Z","-2.41432","8.09988","343","7.3","Sat-AIS",
"2018-08-13 13:37:43Z","-2.41568","8.10029","343.7","7.4","Sat-AIS",
"2018-08-13 13:29:56Z","-2.43084","8.10493","344.1","7.3","Sat-AIS",
"2018-08-13 13:29:35Z","-2.43153","8.10513","343.5","7.3","Sat-AIS",
"2018-08-13 13:27:35Z","-2.43549","8.10629","345.4","7.3","Sat-AIS",
"2018-08-13 13:27:15Z","-2.43615","8.10649","343","7.4","Sat-AIS",
"2018-08-13 13:22:56Z","-2.44467","8.10905","342","7.3","Sat-AIS",
"2018-08-13 13:22:46Z","-2.445","8.10915","344","7.3","Sat-AIS",
"2018-08-13 13:21:55Z","-2.44668","8.10965","342.8","7.3","Sat-AIS",
"2018-08-13 13:20:55Z","-2.44864","8.11024","343.6","7.3","Sat-AIS",
"2018-08-13 13:20:36Z","-2.44927","8.11043","343.4","7.3","Sat-AIS",
"2018-08-13 13:20:06Z","-2.45026","8.11071","343.8","7.3","Sat-AIS",
"2018-08-13 13:19:55Z","-2.45062","8.11082","342.7","7.3","Sat-AIS",
"2018-08-13 12:27:52Z","-2.55251","8.14213","340.6","7.2","Sat-AIS",
"2018-08-13 12:24:53Z","-2.5583","8.14397","341.7","7.3","Sat-AIS",
"2018-08-13 12:02:23Z","-2.60193","8.15826","341.6","7.3","Sat-AIS",
"2018-08-13 11:53:31Z","-2.61915","8.16401","342.6","7.3","Sat-AIS",
"2018-08-13 11:53:31Z","-2.61915","8.16401","342.6","7.3","Sat-AIS",
"2018-08-13 11:51:14Z","-2.62363","8.16549","341.9","7.3","Sat-AIS",
"2018-08-13 11:51:07Z","-2.62363","8.16549","341.9","7.3","Sat-AIS",
"2018-08-13 11:47:46Z","-2.63015","8.16768","341.1","7.3","Sat-AIS",
"2018-08-13 10:51:33Z","-2.74031","8.2043","340.2","7.2","Sat-AIS",
"2018-08-13 10:51:33Z","-2.74031","8.2043","340.2","7.2","Sat-AIS",
"2018-08-13 10:51:33Z","-2.74031","8.2043","340.2","7.2","Sat-AIS",
"2018-08-13 10:51:33Z","-2.74031","8.2043","340.2","7.2","Sat-AIS",
"2018-08-13 10:49:51Z","-2.74358","8.20541","341.1","7.3","Sat-AIS",
"2018-08-13 10:49:42Z","-2.74391","8.20551","342.1","7.3","Sat-AIS",
"2018-08-13 10:48:32Z","-2.74618","8.20627","339.4","7.3","Sat-AIS",
"2018-08-13 10:47:12Z","-2.74872","8.20709","342.2","7.3","Sat-AIS",
"2018-08-13 10:46:41Z","-2.74973","8.20743","342","7.3","Sat-AIS",
"2018-08-13 10:45:52Z","-2.75132","8.20796","340.1","7.3","Sat-AIS",
"2018-08-13 10:45:21Z","-2.75233","8.2083","343.7","7.3","Sat-AIS",
"2018-08-13 10:45:11Z","-2.75265","8.20841","342.8","7.2","Sat-AIS",
"2018-08-13 10:44:41Z","-2.75362","8.20873","340.4","7.3","Sat-AIS",
"2018-08-13 10:44:32Z","-2.75394","8.20884","342","7.2","Sat-AIS",
"2018-08-13 10:43:31Z","-2.75587","8.2095","341.1","7.3","Sat-AIS",
"2018-08-13 10:42:31Z","-2.75781","8.21016","337.6","7.3","Sat-AIS",
"2018-08-13 10:41:21Z","-2.76006","8.21093","339.9","7.3","Sat-AIS",
"2018-08-13 08:58:53Z","-2.96217","8.27608","341.1","7.8","Sat-AIS",
"2018-08-13 08:57:54Z","-2.96429","8.27671","344","7.9","Sat-AIS",
"2018-08-13 08:55:53Z","-2.96866","8.278","341.7","8","Sat-AIS",
"2018-08-13 08:55:33Z","-2.96938","8.27823","343.8","8.1","Sat-AIS",
"2018-08-13 08:51:13Z","-2.97906","8.28107","344.6","8.5","Sat-AIS",
"2018-08-13 08:50:23Z","-2.98099","8.28163","346.1","8.7","Sat-AIS",
"2018-08-13 08:46:21Z","-2.99068","8.28452","342.6","9.4","Sat-AIS",
"2018-08-13 08:46:20Z","-2.99068","8.28452","342.6","9.4","Sat-AIS",
"2018-08-13 08:44:03Z","-2.99672","8.28627","344.9","9.9","Sat-AIS",
"2018-08-13 08:40:32Z","-3.00618","8.28901","343.8","10.2","Sat-AIS",
"2018-08-13 08:40:31Z","-3.00618","8.28901","343.8","10.2","Sat-AIS",
"2018-08-13 08:40:31Z","-3.00618","8.28901","343.8","10.2","Sat-AIS",
"2018-08-13 08:38:32Z","-3.01177","8.2906","344","10.5","Sat-AIS",
"2018-08-13 08:30:13Z","-3.03766","8.29773","344.2","13","Sat-AIS",
"2018-08-13 08:22:43Z","-3.0663","8.30543","344.6","14.7","Sat-AIS",
"2018-08-13 08:07:43Z","-3.13034","8.32212","345.4","16.1","Sat-AIS",
"2018-08-13 07:56:35Z","-3.17845","8.3346","344.8","15.6","Sat-AIS",
"2018-08-13 07:51:00Z","-3.20109","8.34056","344.4","14.1","Sat-AIS",
"2018-08-13 07:31:32Z","-3.2577","8.35643","343.3","7.9","Sat-AIS",
"2018-08-13 07:12:44Z","-3.29475","8.36763","341.2","7.2","Sat-AIS",
"2018-08-13 07:08:00Z","-3.3039","8.3703","344","7.2","Sat-AIS",
"2018-08-13 07:04:50Z","-3.31006","8.37227","343.4","7.3","Sat-AIS",
"2018-08-13 07:04:49Z","-3.31006","8.37227","343.4","7.3","Sat-AIS",
"2018-08-13 07:04:49Z","-3.31006","8.37227","343.4","7.3","Sat-AIS",
"2018-08-13 07:03:20Z","-3.31304","8.37313","341.7","7.3","Sat-AIS",
"2018-08-13 07:03:19Z","-3.31304","8.37313","341.7","7.3","Sat-AIS",
"2018-08-13 07:03:09Z","-3.31336","8.37322","341","7.3","Sat-AIS",
"2018-08-13 06:56:33Z","-3.32637","8.3771","344.1","7.2","Sat-AIS",
"2018-08-13 06:38:42Z","-3.36103","8.38709","344","7.2","Sat-AIS",
"2018-08-13 06:38:42Z","-3.36103","8.38709","344","7.2","Sat-AIS",
"2018-08-13 06:38:42Z","-3.36103","8.38709","344","7.2","Sat-AIS",
"2018-08-13 06:23:13Z","-3.3909","8.39564","343","7.2","Sat-AIS",
"2018-08-13 06:04:41Z","-3.42645","8.40584","340.9","7","Sat-AIS",
"2018-08-13 06:04:41Z","-3.42645","8.40584","340.9","7","Sat-AIS",
"2018-08-13 06:04:41Z","-3.42645","8.40584","340.9","7","Sat-AIS",
"2018-08-13 05:50:33Z","-3.45321","8.41418","341","7","Sat-AIS",
"2018-08-13 04:46:12Z","-3.57533","8.44771","347.6","6.9","Sat-AIS",
"2018-08-13 04:40:02Z","-3.58695","8.45083","342.5","6.9","Sat-AIS",
"2018-08-13 03:10:12Z","-3.75342","8.49761","345.6","6.7","Sat-AIS",
"2018-08-13 03:02:03Z","-3.76826","8.50205","344.5","6.7","Sat-AIS",
"2018-08-13 02:53:06Z","-3.78414","8.50678","342.1","6.7","Sat-AIS",
"2018-08-13 02:48:55Z","-3.79173","8.50904","340.9","6.7","Sat-AIS",
"2018-08-13 02:34:51Z","-3.8175","8.5167","344.6","6.8","Sat-AIS",
"2018-08-13 02:26:33Z","-3.83275","8.52124","344.6","6.8","Sat-AIS",
"2018-08-13 02:21:02Z","-3.84282","8.52444","343.7","6.8","Sat-AIS",
"2018-08-13 01:52:53Z","-3.89403","8.54116","343.1","6.8","Sat-AIS",
"2018-08-13 01:45:32Z","-3.90748","8.54555","341.3","6.9","Sat-AIS",
"2018-08-13 01:45:32Z","-3.90748","8.54555","341.3","6.9","Sat-AIS",
"2018-08-13 01:18:37Z","-3.95608","8.56109","340.6","6.7","Sat-AIS",
"2018-08-13 01:18:07Z","-3.95699","8.56138","340.3","6.8","Sat-AIS",
"2018-08-13 01:17:57Z","-3.95729","8.56147","340.7","6.8","Sat-AIS",
"2018-08-13 01:17:37Z","-3.95789","8.56167","343","6.8","Sat-AIS",
"2018-08-13 01:17:26Z","-3.95822","8.56177","343.1","6.8","Sat-AIS",
"2018-08-13 01:17:07Z","-3.9588","8.56195","341.5","6.8","Sat-AIS",
"2018-08-13 01:16:57Z","-3.95909","8.56204","340.8","6.8","Sat-AIS",
"2018-08-13 01:16:17Z","-3.96029","8.56242","345.4","6.8","Sat-AIS",
"2018-08-13 01:16:17Z","-3.96029","8.56242","345.4","6.8","Sat-AIS",
"2018-08-13 01:16:07Z","-3.96059","8.56252","342.1","6.8","Sat-AIS",
"2018-08-13 01:16:07Z","-3.96059","8.56252","342.1","6.8","Sat-AIS",
"2018-08-13 01:16:07Z","-3.96059","8.56252","342.1","6.8","Sat-AIS",
"2018-08-13 01:15:13Z","-3.9624","8.56307","344.5","6.7","Sat-AIS",
"2018-08-13 01:07:43Z","-3.97602","8.56715","345.2","6.7","Sat-AIS",
"2018-08-13 00:45:12Z","-4.0168","8.57952","344.4","6.8","Sat-AIS",
"2018-08-13 00:45:12Z","-4.0168","8.57952","344.4","6.8","Sat-AIS",
"2018-08-13 00:36:32Z","-4.03262","8.58447","343","6.7","Sat-AIS",
"2018-08-13 00:01:33Z","-4.09578","8.60402","341.7","6.7","Sat-AIS",
"MMSI","IMO","IR","Ship Name","Call Sign",
"477771300","9602629","N/A","BRIGHTOIL GRAVITY","VRKW3",
"Timestamp","Lat","Lon","Heading","Speed","Source",
"2018-08-13 23:55:47Z","1.6162","104.90202","228.7","6.5","Sat-AIS",
"2018-08-13 22:50:50Z","1.7157","104.96069","195.8","6.2","Sat-AIS",
"2018-08-13 07:30:56Z","3.94776","105.80013","231.6","7.7","Sat-AIS",
"MMSI","IMO","IR","Ship Name","Call Sign",
"241438000","9770517","N/A","MARAN ARIADNE","SVCK4",
"Timestamp","Lat","Lon","Heading","Speed","Source",
"2018-08-13 22:48:59Z","20.49405","64.11044","298.6","14.4","Sat-AIS",
"2018-08-13 21:48:00Z","20.34267","64.30534","310","13.4","LRIT",
"2018-08-13 19:52:42Z","20.06429","64.66882","304","13.4","Sat-AIS",
"2018-08-13 19:40:29Z","20.03458","64.70624","316.9","14.1","Sat-AIS",
"2018-08-13 19:40:29Z","20.03458","64.70624","316.9","14.1","Sat-AIS",
"2018-08-13 19:34:22Z","20.01969","64.72521","307.6","13.7","Sat-AIS",
"2018-08-13 19:34:17Z","20.01947","64.72555","309.1","13.9","Sat-AIS",
"2018-08-13 15:48:00Z","19.466","65.398","309","13.2","LRIT",
"2018-08-13 15:01:09Z","19.34595","65.5346","307.7","13.2","Sat-AIS",
"2018-08-13 12:39:35Z","18.95241","65.92896","311.8","14.1","Sat-AIS",
"2018-08-13 12:09:36Z","18.87241","66.01502","316.6","13.5","Sat-AIS",
"2018-08-13 10:41:51Z","18.63722","66.2543","316.4","13.8","Sat-AIS",
"2018-08-13 10:38:28Z","18.62783","66.2634","313.3","13.3","Sat-AIS",
"2018-08-13 10:36:46Z","18.62312","66.26801","317","13.6","Sat-AIS",
"2018-08-13 10:36:46Z","18.62312","66.26801","317","13.6","Sat-AIS",
"2018-08-13 09:48:24Z","18.48908","66.39738","318.2","14.1","Sat-AIS",
"2018-08-13 09:46:00Z","18.48667","66.39867","318","13.6","LRIT",
"2018-08-13 08:35:27Z","18.28826","66.593","323.3","13.7","Sat-AIS",
"2018-08-13 06:05:19Z","17.87255","66.99847","328","14","Sat-AIS",
"2018-08-13 06:05:07Z","17.87196","66.99898","325.8","13.6","Sat-AIS",
"2018-08-13 06:04:19Z","17.86962","67.00101","322.9","13.6","Sat-AIS",
"2018-08-13 03:55:10Z","17.52249","67.33872","314.6","13.1","Sat-AIS",
"2018-08-13 03:54:19Z","17.5202","67.34065","329.9","13.2","Sat-AIS",
"2018-08-13 03:52:50Z","17.51599","67.34415","323.9","13.5","Sat-AIS",
"2018-08-13 03:50:33Z","17.50961","67.34972","325.9","12.8","Sat-AIS",
"2018-08-13 03:50:32Z","17.50961","67.34972","325.9","12.8","Sat-AIS",
"2018-08-13 03:50:32Z","17.50961","67.34972","325.9","12.8","Sat-AIS",
"2018-08-13 03:49:50Z","17.50765","67.35128","316","12.2","Sat-AIS",
"2018-08-13 03:49:50Z","17.50765","67.35128","316","12.2","Sat-AIS",
"2018-08-13 03:48:53Z","17.50488","67.35373","318.1","13","Sat-AIS",
"2018-08-13 03:46:00Z","17.502","67.356","315","12.8","LRIT",
"2018-08-13 02:40:50Z","17.32715","67.53193","316.3","13.3","Sat-AIS",
"2018-08-13 01:04:15Z","17.07375","67.7847","311","13","Sat-AIS",
"MMSI","IMO","IR","Ship Name","Call Sign",
"241441000","9753002","N/A","MARAN ARTEMIS","SVCK7",
"Timestamp","Lat","Lon","Heading","Speed","Source",
"2018-08-13 20:40:00Z","34.85533","127.77866","261","0","LRIT",
"2018-08-13 14:42:00Z","34.85533","127.77866","83","0","LRIT",
"2018-08-13 08:42:00Z","34.85533","127.77866","53","0","LRIT",
"2018-08-13 02:42:00Z","34.85533","127.77866","174","0","LRIT",
"MMSI","IMO","IR","Ship Name","Call Sign",
"636014688","9389899","N/A","ATLANTAS","A8VX2",
"Timestamp","Lat","Lon","Heading","Speed","Source",
"2018-08-13 23:51:36Z","56.04648","-2.95298","264","0.1","T-AIS",
"2018-08-13 23:45:32Z","56.04643","-2.95298","264","N/A","T-AIS",
"2018-08-13 23:36:35Z","56.04637","-2.95285","264","N/A","T-AIS",
"2018-08-13 23:27:36Z","56.04635","-2.95252","264","N/A","T-AIS",
"2018-08-13 23:21:35Z","56.04632","-2.9522","279","N/A","T-AIS",
"2018-08-13 23:12:34Z","56.04619","-2.95155","285","0.1","T-AIS",
"2018-08-13 23:06:34Z","56.04608","-2.95098","262","N/A","T-AIS",
"2018-08-13 23:00:34Z","56.04617","-2.95008","242","0.1","T-AIS",
"2018-08-13 22:54:33Z","56.04645","-2.94915","230","0.1","T-AIS",
"2018-08-13 22:48:32Z","56.04678","-2.94833","227","0.1","T-AIS",
"2018-08-13 22:39:35Z","56.04742","-2.94725","204","0.1","T-AIS",
"2018-08-13 22:33:32Z","56.04778","-2.94678","190","N/A","T-AIS",
"2018-08-13 22:24:33Z","56.04832","-2.94647","180","N/A","T-AIS",
"2018-08-13 22:15:35Z","56.0487","-2.94633","177","N/A","T-AIS",
"2018-08-13 22:06:34Z","56.0489","-2.94618","172","N/A","T-AIS",
"2018-08-13 22:00:33Z","56.04903","-2.94618","172","N/A","T-AIS",
"2018-08-13 21:51:35Z","56.04917","-2.94633","172","N/A","T-AIS",
"2018-08-13 21:42:35Z","56.04927","-2.94642","172","N/A","T-AIS",
"2018-08-13 21:36:32Z","56.0493","-2.94642","172","N/A","T-AIS",
"2018-08-13 21:30:32Z","56.04932","-2.94643","172","N/A","T-AIS",
"2018-08-13 21:21:35Z","56.04933","-2.94645","172","N/A","T-AIS",
"2018-08-13 21:15:34Z","56.04947","-2.94648","172","N/A","T-AIS",
"2018-08-13 21:09:32Z","56.04953","-2.94655","172","N/A","T-AIS",
"2018-08-13 21:00:35Z","56.0496","-2.94663","172","N/A","T-AIS",
"2018-08-13 20:51:36Z","56.04967","-2.94682","172","N/A","T-AIS",
"2018-08-13 20:45:32Z","56.04975","-2.94685","172","N/A","T-AIS",
"2018-08-13 20:42:35Z","56.0498","-2.94688","172","N/A","T-AIS",
"2018-08-13 20:36:34Z","56.04985","-2.94687","172","N/A","T-AIS",
"2018-08-13 20:30:34Z","56.04992","-2.94683","172","N/A","T-AIS",
"2018-08-13 20:21:36Z","56.04998","-2.9469","172","N/A","T-AIS",
"2018-08-13 20:15:34Z","56.05003","-2.94695","172","N/A","T-AIS",
"2018-08-13 20:09:34Z","56.0501","-2.94705","172","N/A","T-AIS",
"2018-08-13 20:03:32Z","56.05013","-2.94715","172","N/A","T-AIS",
"2018-08-13 19:57:32Z","56.05023","-2.9472","172","N/A","T-AIS",
"2018-08-13 19:48:35Z","56.05028","-2.94717","172","N/A","T-AIS",
"2018-08-13 19:39:34Z","56.05035","-2.9472","172","N/A","T-AIS",
"2018-08-13 19:33:34Z","56.05037","-2.94732","172","N/A","T-AIS",
"2018-08-13 19:27:33Z","56.05047","-2.94743","172","N/A","T-AIS",
"2018-08-13 19:24:34Z","56.05052","-2.94748","172","N/A","T-AIS",
"2018-08-13 19:21:32Z","56.05058","-2.94753","172","N/A","T-AIS",
"2018-08-13 19:15:35Z","56.05073","-2.94767","172","0.1","T-AIS",
"2018-08-13 19:12:34Z","56.0508","-2.94773","172","0.1","T-AIS",
"2018-08-13 18:57:34Z","56.05097","-2.94795","172","N/A","T-AIS",
"2018-08-13 18:51:34Z","56.05103","-2.94812","108","N/A","T-AIS",
"2018-08-13 18:45:33Z","56.05103","-2.94813","108","N/A","T-AIS",
"2018-08-13 18:39:32Z","56.05108","-2.94807","108","N/A","T-AIS",
"2018-08-13 18:36:35Z","56.0511","-2.9481","108","0.1","T-AIS",
"2018-08-13 18:33:32Z","56.05112","-2.94822","108","0.1","T-AIS",
"2018-08-13 18:27:34Z","56.05113","-2.9487","98","0.1","T-AIS",
"2018-08-13 18:24:35Z","56.05115","-2.94903","96","0.1","T-AIS",
"2018-08-13 18:21:34Z","56.05115","-2.94938","97","0.1","T-AIS",
"2018-08-13 18:18:34Z","56.05117","-2.9497","92","N/A","T-AIS",
"2018-08-13 18:15:33Z","56.05118","-2.95","86","N/A","T-AIS",
"2018-08-13 18:12:34Z","56.0512","-2.95033","90","N/A","T-AIS",
"2018-08-13 18:09:33Z","56.05124","-2.9507","87","0.1","T-AIS",
"2018-08-13 18:03:34Z","56.05124","-2.95152","73","N/A","T-AIS",
"2018-08-13 18:00:33Z","56.05117","-2.95197","64","N/A","T-AIS",
"2018-08-13 17:54:33Z","56.05092","-2.95285","50","0.1","T-AIS",
"2018-08-13 17:45:35Z","56.05052","-2.95385","41","0.2","T-AIS",
"2018-08-13 17:36:34Z","56.05013","-2.9546","31","N/A","T-AIS",
"2018-08-13 17:27:36Z","56.0497","-2.95503","7","N/A","T-AIS",
"2018-08-13 17:21:36Z","56.0494","-2.95518","2","N/A","T-AIS",
"2018-08-13 17:15:35Z","56.04917","-2.95527","3","N/A","T-AIS",
"2018-08-13 17:09:35Z","56.04894","-2.95538","4","N/A","T-AIS",
"2018-08-13 17:03:33Z","56.04875","-2.95553","6","N/A","T-AIS",
"2018-08-13 16:57:32Z","56.04847","-2.9556","2","N/A","T-AIS",
"2018-08-13 16:48:34Z","56.04813","-2.95552","343","N/A","T-AIS",
"2018-08-13 16:42:32Z","56.04795","-2.95535","335","N/A","T-AIS",
"2018-08-13 16:33:35Z","56.04787","-2.95535","358","N/A","T-AIS",
"2018-08-13 16:27:35Z","56.04785","-2.95542","358","N/A","T-AIS",
"2018-08-13 16:18:33Z","56.04775","-2.9555","358","N/A","T-AIS",
"2018-08-13 16:09:35Z","56.04754","-2.95545","351","N/A","T-AIS",
"2018-08-13 16:03:34Z","56.04742","-2.95533","334","N/A","T-AIS",
"2018-08-13 15:54:36Z","56.04727","-2.9552","358","N/A","T-AIS",
"2018-08-13 15:48:36Z","56.04722","-2.9551","309","N/A","T-AIS",
"2018-08-13 15:42:35Z","56.04717","-2.955","309","N/A","T-AIS",
"2018-08-13 15:36:32Z","56.04715","-2.95502","309","N/A","T-AIS",
"2018-08-13 15:27:35Z","56.04713","-2.95502","309","N/A","T-AIS",
