"MMSI","IMO","IR","Ship Name","Call Sign",
"538006746","9133850","N/A","CS DEVELOPMENT","V7QW3",
"Timestamp","Lat","Lon","Heading","Speed","Source",
"2018-08-13 06:49:34Z","-0.23292","-165.1617","298","13.3","Sat-AIS",
"2018-08-13 06:49:25Z","-0.2332","-165.16121","298","13.3","Sat-AIS",
"2018-08-13 06:49:25Z","-0.2332","-165.16121","298","13.3","Sat-AIS",
"2018-08-13 06:49:15Z","-0.23348","-165.16066","298","13.3","Sat-AIS",
"2018-08-13 06:49:15Z","-0.23348","-165.16066","298","13.3","Sat-AIS",
"2018-08-13 06:49:05Z","-0.2338","-165.16013","298","13.3","Sat-AIS",
"2018-08-13 06:49:05Z","-0.2338","-165.16013","298","13.3","Sat-AIS",
"2018-08-13 06:49:05Z","-0.2338","-165.16013","298","13.3","Sat-AIS",
"2018-08-13 06:48:55Z","-0.2341","-165.1596","297","13.3","Sat-AIS",
"2018-08-13 06:48:25Z","-0.23497","-165.15793","297","13.4","Sat-AIS",
"2018-08-13 06:48:25Z","-0.23497","-165.15793","297","13.4","Sat-AIS",
"2018-08-13 06:47:25Z","-0.2367","-165.15465","297","13.4","Sat-AIS",
"2018-08-13 06:47:25Z","-0.2367","-165.15465","297","13.4","Sat-AIS",
"2018-08-13 06:47:15Z","-0.23698","-165.1541","298","13.3","Sat-AIS",
"2018-08-13 06:47:05Z","-0.23728","-165.15355","297","13.3","Sat-AIS",
"2018-08-13 06:46:55Z","-0.23757","-165.153","297","13.3","Sat-AIS",
"2018-08-13 06:46:35Z","-0.23815","-165.15192","297","13.3","Sat-AIS",
"2018-08-13 06:46:35Z","-0.23815","-165.15192","297","13.3","Sat-AIS",
"2018-08-13 06:46:25Z","-0.23843","-165.15137","298","13.3","Sat-AIS",
"2018-08-13 06:46:25Z","-0.23843","-165.15137","298","13.3","Sat-AIS",
"2018-08-13 06:46:15Z","-0.23873","-165.15082","298","13.3","Sat-AIS",
"2018-08-13 06:46:15Z","-0.23873","-165.15082","298","13.3","Sat-AIS",
"2018-08-13 06:46:05Z","-0.23902","-165.15027","298","13.3","Sat-AIS",
"2018-08-13 06:46:05Z","-0.23902","-165.15027","298","13.3","Sat-AIS",
"2018-08-13 06:46:05Z","-0.23902","-165.15027","298","13.3","Sat-AIS",
"2018-08-13 06:45:55Z","-0.23932","-165.14973","298","13.3","Sat-AIS",
"2018-08-13 06:45:55Z","-0.23932","-165.14973","298","13.3","Sat-AIS",
"2018-08-13 06:45:35Z","-0.23995","-165.14859","299","13.3","Sat-AIS",
"2018-08-13 06:45:35Z","-0.23995","-165.14859","299","13.3","Sat-AIS",
"2018-08-13 06:45:25Z","-0.24023","-165.14804","299","13.4","Sat-AIS",
"2018-08-13 06:45:25Z","-0.24023","-165.14804","299","13.4","Sat-AIS",
"2018-08-13 06:45:14Z","-0.24055","-165.1475","298","13.3","Sat-AIS",
"2018-08-13 06:44:55Z","-0.24112","-165.14645","298","13.3","Sat-AIS",
"2018-08-13 06:44:55Z","-0.24112","-165.14645","298","13.3","Sat-AIS",
"2018-08-13 06:44:35Z","-0.2417","-165.14537","297","13.4","Sat-AIS",
"2018-08-13 06:44:25Z","-0.242","-165.14482","297","13.3","Sat-AIS",
"2018-08-13 06:44:14Z","-0.24232","-165.14421","297","13.3","Sat-AIS",
"2018-08-13 06:44:14Z","-0.24232","-165.14421","297","13.3","Sat-AIS",
"2018-08-13 06:44:14Z","-0.24232","-165.14421","297","13.3","Sat-AIS",
"2018-08-13 06:44:14Z","-0.24232","-165.14421","297","13.3","Sat-AIS",
"2018-08-13 06:44:14Z","-0.24232","-165.14421","297","13.3","Sat-AIS",
"2018-08-13 06:44:14Z","-0.24232","-165.14421","297","13.3","Sat-AIS",
"2018-08-13 06:44:14Z","-0.24232","-165.14421","297","13.3","Sat-AIS",
"2018-08-13 06:44:14Z","-0.24232","-165.14421","297","13.3","Sat-AIS",
"2018-08-13 06:44:05Z","-0.2426","-165.14366","297","13.2","Sat-AIS",
"2018-08-13 06:43:55Z","-0.24285","-165.1432","298","13.4","Sat-AIS",
"2018-08-13 06:43:55Z","-0.24285","-165.1432","298","13.4","Sat-AIS",
"2018-08-13 06:43:24Z","-0.24375","-165.14148","298","13.3","Sat-AIS",
"2018-08-13 06:43:05Z","-0.24433","-165.1404","298","13.4","Sat-AIS",
"2018-08-13 06:42:56Z","-0.2446","-165.1399","299","13.2","Sat-AIS",
"2018-08-13 06:42:56Z","-0.2446","-165.1399","299","13.2","Sat-AIS",
"2018-08-13 06:42:14Z","-0.24582","-165.13768","298","13.3","Sat-AIS",
"2018-08-13 06:42:05Z","-0.24612","-165.13713","298","13.3","Sat-AIS",
"2018-08-13 06:41:56Z","-0.24638","-165.13664","298","13.4","Sat-AIS",
"2018-08-13 06:41:56Z","-0.24638","-165.13664","298","13.4","Sat-AIS",
"2018-08-13 06:41:56Z","-0.24638","-165.13664","298","13.4","Sat-AIS",
"2018-08-13 06:41:34Z","-0.247","-165.1355","298","13.3","Sat-AIS",
"2018-08-13 06:41:15Z","-0.24758","-165.13441","298","13.3","Sat-AIS",
"2018-08-13 06:24:35Z","-0.27667","-165.0799","297","13.2","Sat-AIS",
"2018-08-13 06:23:04Z","-0.27925","-165.075","297","13.4","Sat-AIS",
"2018-08-13 06:23:03Z","-0.27925","-165.075","297","13.4","Sat-AIS",
"2018-08-13 06:22:53Z","-0.27957","-165.07439","297","13.3","Sat-AIS",
"2018-08-13 06:22:53Z","-0.27957","-165.07439","297","13.3","Sat-AIS",
"2018-08-13 06:22:53Z","-0.27957","-165.07439","297","13.3","Sat-AIS",
"2018-08-13 06:22:35Z","-0.28012","-165.07335","298","13.3","Sat-AIS",
"2018-08-13 06:21:53Z","-0.2813","-165.07112","298","13.3","Sat-AIS",
"2018-08-13 06:21:53Z","-0.2813","-165.07112","298","13.3","Sat-AIS",
"2018-08-13 06:21:53Z","-0.2813","-165.07112","298","13.3","Sat-AIS",
"2018-08-13 06:21:45Z","-0.28155","-165.07062","298","13.3","Sat-AIS",
"2018-08-13 06:21:44Z","-0.28155","-165.07062","298","13.3","Sat-AIS",
"2018-08-13 06:21:44Z","-0.28155","-165.07062","298","13.3","Sat-AIS",
"2018-08-13 06:21:34Z","-0.28187","-165.07008","297","13.4","Sat-AIS",
"2018-08-13 06:21:15Z","-0.28245","-165.06898","297","13.5","Sat-AIS",
"2018-08-13 06:21:15Z","-0.28245","-165.06898","297","13.5","Sat-AIS",
"2018-08-13 06:21:15Z","-0.28245","-165.06898","297","13.5","Sat-AIS",
"2018-08-13 06:21:15Z","-0.28245","-165.06898","297","13.5","Sat-AIS",
"2018-08-13 06:21:15Z","-0.28245","-165.06898","297","13.5","Sat-AIS",
"2018-08-13 06:21:14Z","-0.28245","-165.06898","297","13.5","Sat-AIS",
"2018-08-13 06:20:54Z","-0.28308","-165.06784","296","13.4","Sat-AIS",
"2018-08-13 06:20:53Z","-0.28308","-165.06784","296","13.4","Sat-AIS",
"2018-08-13 06:20:45Z","-0.2833","-165.0674","297","13.4","Sat-AIS",
"2018-08-13 06:20:44Z","-0.2833","-165.0674","297","13.4","Sat-AIS",
"2018-08-13 06:20:44Z","-0.2833","-165.0674","297","13.4","Sat-AIS",
"2018-08-13 06:20:34Z","-0.28362","-165.06677","297","13.3","Sat-AIS",
"2018-08-13 06:20:33Z","-0.28362","-165.06677","297","13.3","Sat-AIS",
"2018-08-13 06:20:23Z","-0.2839","-165.06616","298","13.4","Sat-AIS",
"2018-08-13 06:20:23Z","-0.2839","-165.06616","298","13.4","Sat-AIS",
"2018-08-13 06:20:14Z","-0.28417","-165.06567","297","13.2","Sat-AIS",
"2018-08-13 06:20:14Z","-0.28417","-165.06567","297","13.2","Sat-AIS",
"2018-08-13 06:20:14Z","-0.28417","-165.06567","297","13.2","Sat-AIS",
"2018-08-13 06:20:03Z","-0.2845","-165.06508","297","13.3","Sat-AIS",
"2018-08-13 06:19:57Z","-0.28475","-165.0646","298","13.3","Sat-AIS",
"2018-08-13 06:19:57Z","-0.28475","-165.0646","298","13.3","Sat-AIS",
"2018-08-13 06:19:57Z","-0.28475","-165.0646","298","13.3","Sat-AIS",
"2018-08-13 06:19:57Z","-0.28475","-165.0646","298","13.3","Sat-AIS",
"2018-08-13 06:19:55Z","-0.28475","-165.0646","298","13.3","Sat-AIS",
"2018-08-13 06:19:23Z","-0.28563","-165.06288","298","13.3","Sat-AIS",
"2018-08-13 06:19:23Z","-0.28563","-165.06288","298","13.3","Sat-AIS",
"2018-08-13 06:19:23Z","-0.28563","-165.06288","298","13.3","Sat-AIS",
"2018-08-13 06:19:23Z","-0.28563","-165.06288","298","13.3","Sat-AIS",
"2018-08-13 06:19:14Z","-0.28593","-165.06242","297","13.3","Sat-AIS",
"2018-08-13 06:19:14Z","-0.28593","-165.06242","297","13.3","Sat-AIS",
"2018-08-13 06:19:14Z","-0.28593","-165.06242","297","13.3","Sat-AIS",
"2018-08-13 06:19:04Z","-0.28622","-165.06186","298","13.3","Sat-AIS",
"2018-08-13 06:19:04Z","-0.28622","-165.06186","298","13.3","Sat-AIS",
"2018-08-13 06:18:55Z","-0.28647","-165.06139","298","13.4","Sat-AIS",
"2018-08-13 06:18:23Z","-0.28743","-165.05965","297","13.4","Sat-AIS",
"2018-08-13 06:18:22Z","-0.28743","-165.05965","297","13.4","Sat-AIS",
"2018-08-13 06:18:22Z","-0.28743","-165.05965","297","13.4","Sat-AIS",
"2018-08-13 06:18:04Z","-0.288","-165.05862","297","13.3","Sat-AIS",
"2018-08-13 06:17:55Z","-0.28828","-165.05806","297","13.4","Sat-AIS",
"2018-08-13 06:17:42Z","-0.28858","-165.05746","297","13.3","Sat-AIS",
"2018-08-13 06:17:42Z","-0.28858","-165.05746","297","13.3","Sat-AIS",
"2018-08-13 06:17:22Z","-0.28918","-165.0563","297","13.4","Sat-AIS",
"2018-08-13 06:17:22Z","-0.28918","-165.0563","297","13.4","Sat-AIS",
"2018-08-13 06:17:04Z","-0.28972","-165.05531","297","13.4","Sat-AIS",
"2018-08-13 06:16:54Z","-0.29002","-165.05478","297","13.3","Sat-AIS",
"2018-08-13 06:16:42Z","-0.29032","-165.05417","298","13.3","Sat-AIS",
"2018-08-13 06:16:42Z","-0.29032","-165.05417","298","13.3","Sat-AIS",
"2018-08-13 06:16:23Z","-0.29093","-165.0531","297","13.4","Sat-AIS",
"2018-08-13 06:16:22Z","-0.29093","-165.0531","297","13.4","Sat-AIS",
"2018-08-13 06:16:22Z","-0.29093","-165.0531","297","13.4","Sat-AIS",
"2018-08-13 06:16:22Z","-0.29093","-165.0531","297","13.4","Sat-AIS",
"2018-08-13 06:16:14Z","-0.2912","-165.05258","297","13.4","Sat-AIS",
"2018-08-13 06:16:13Z","-0.2912","-165.05258","297","13.4","Sat-AIS",
"2018-08-13 06:16:04Z","-0.29148","-165.05205","297","13.5","Sat-AIS",
"2018-08-13 06:16:03Z","-0.29148","-165.05205","297","13.5","Sat-AIS",
"2018-08-13 06:15:55Z","-0.29175","-165.05153","297","13.3","Sat-AIS",
"2018-08-13 06:15:54Z","-0.29175","-165.05153","297","13.3","Sat-AIS",
"2018-08-13 06:15:42Z","-0.29208","-165.05089","297","13.5","Sat-AIS",
"2018-08-13 06:15:32Z","-0.2924","-165.05034","297","13.4","Sat-AIS",
"2018-08-13 06:15:23Z","-0.29272","-165.04973","297","13.4","Sat-AIS",
"2018-08-13 06:15:22Z","-0.29272","-165.04973","297","13.4","Sat-AIS",
"2018-08-13 06:15:22Z","-0.29272","-165.04973","297","13.4","Sat-AIS",
"2018-08-13 06:15:22Z","-0.29272","-165.04973","297","13.4","Sat-AIS",
"2018-08-13 06:15:22Z","-0.29272","-165.04973","297","13.4","Sat-AIS",
"2018-08-13 06:15:22Z","-0.29272","-165.04973","297","13.4","Sat-AIS",
"2018-08-13 06:15:22Z","-0.29272","-165.04973","297","13.4","Sat-AIS",
"2018-08-13 06:15:14Z","-0.29297","-165.04924","297","13.3","Sat-AIS",
"2018-08-13 06:15:13Z","-0.29297","-165.04924","297","13.3","Sat-AIS",
"2018-08-13 06:15:13Z","-0.29297","-165.04924","297","13.3","Sat-AIS",
"2018-08-13 06:15:04Z","-0.29325","-165.04869","296","13.3","Sat-AIS",
"2018-08-13 06:15:03Z","-0.29325","-165.04869","296","13.3","Sat-AIS",
"2018-08-13 06:15:03Z","-0.29325","-165.04869","296","13.3","Sat-AIS",
"2018-08-13 06:14:55Z","-0.2935","-165.0482","297","13.4","Sat-AIS",
"2018-08-13 06:14:54Z","-0.2935","-165.0482","297","13.4","Sat-AIS",
"2018-08-13 06:14:54Z","-0.2935","-165.0482","297","13.4","Sat-AIS",
"2018-08-13 06:14:42Z","-0.29382","-165.04758","297","13.3","Sat-AIS",
"2018-08-13 06:14:32Z","-0.2941","-165.04703","297","13.3","Sat-AIS",
"2018-08-13 06:14:23Z","-0.29438","-165.04648","298","13.4","Sat-AIS",
"2018-08-13 06:14:15Z","-0.29468","-165.04593","297","13.3","Sat-AIS",
"2018-08-13 06:14:13Z","-0.29468","-165.04593","297","13.3","Sat-AIS",
"2018-08-13 06:13:54Z","-0.2952","-165.04495","298","13.3","Sat-AIS",
"2018-08-13 06:13:43Z","-0.29557","-165.0443","297","13.3","Sat-AIS",
"2018-08-13 06:13:32Z","-0.29585","-165.04375","297","13.4","Sat-AIS",
"2018-08-13 06:13:14Z","-0.2964","-165.0427","298","13.4","Sat-AIS",
"2018-08-13 06:13:13Z","-0.2964","-165.0427","298","13.4","Sat-AIS",
"2018-08-13 06:13:13Z","-0.2964","-165.0427","298","13.4","Sat-AIS",
"2018-08-13 06:13:03Z","-0.29673","-165.0421","298","13.4","Sat-AIS",
"2018-08-13 06:12:55Z","-0.297","-165.04161","297","13.4","Sat-AIS",
"2018-08-13 06:12:53Z","-0.297","-165.04161","297","13.4","Sat-AIS",
"2018-08-13 06:12:53Z","-0.297","-165.04161","297","13.4","Sat-AIS",
"2018-08-13 06:12:43Z","-0.29732","-165.04099","298","13.3","Sat-AIS",
"2018-08-13 06:12:42Z","-0.29732","-165.04099","298","13.3","Sat-AIS",
"2018-08-13 06:12:42Z","-0.29732","-165.04099","298","13.3","Sat-AIS",
"2018-08-13 06:12:33Z","-0.2976","-165.04045","297","13.4","Sat-AIS",
"2018-08-13 06:12:32Z","-0.2976","-165.04045","297","13.4","Sat-AIS",
"2018-08-13 06:12:14Z","-0.29818","-165.03935","297","13.4","Sat-AIS",
"2018-08-13 06:12:13Z","-0.29818","-165.03935","297","13.4","Sat-AIS",
"2018-08-13 06:05:56Z","-0.30912","-165.0186","297","13.4","Sat-AIS",
"2018-08-13 06:05:56Z","-0.30912","-165.0186","297","13.4","Sat-AIS",
"2018-08-13 06:05:56Z","-0.30912","-165.0186","297","13.4","Sat-AIS",
"2018-08-13 05:32:55Z","-0.3665","-164.90979","297","13.3","Sat-AIS",
"2018-08-13 05:15:15Z","-0.39618","-164.85107","296","13.4","Sat-AIS",
"2018-08-13 05:13:35Z","-0.39907","-164.84549","296","13.4","Sat-AIS",
"2018-08-13 05:13:35Z","-0.39907","-164.84549","296","13.4","Sat-AIS",
"2018-08-13 05:13:15Z","-0.3996","-164.84435","297","13.4","Sat-AIS",
"2018-08-13 05:13:15Z","-0.3996","-164.84435","297","13.4","Sat-AIS",
"2018-08-13 05:12:54Z","-0.4002","-164.84319","296","13.4","Sat-AIS",
"2018-08-13 05:12:35Z","-0.4007","-164.8422","297","13.4","Sat-AIS",
"2018-08-13 05:12:35Z","-0.4007","-164.8422","297","13.4","Sat-AIS",
"2018-08-13 05:12:24Z","-0.40103","-164.84154","297","13.5","Sat-AIS",
"2018-08-13 05:12:24Z","-0.40103","-164.84154","297","13.5","Sat-AIS",
"2018-08-13 05:12:15Z","-0.40128","-164.84103","297","13.3","Sat-AIS",
"2018-08-13 05:12:15Z","-0.40128","-164.84103","297","13.3","Sat-AIS",
"2018-08-13 05:11:54Z","-0.40192","-164.83983","296","13.4","Sat-AIS",
"2018-08-13 05:11:45Z","-0.40215","-164.83939","297","13.4","Sat-AIS",
"2018-08-13 05:11:45Z","-0.40215","-164.83939","297","13.4","Sat-AIS",
"2018-08-13 05:11:35Z","-0.40243","-164.83884","297","13.4","Sat-AIS",
"2018-08-13 05:11:14Z","-0.40305","-164.83768","297","13.5","Sat-AIS",
"2018-08-13 05:11:05Z","-0.4033","-164.83717","297","13.4","Sat-AIS",
"2018-08-13 05:10:54Z","-0.40362","-164.83656","297","13.5","Sat-AIS",
"2018-08-13 05:10:45Z","-0.4039","-164.83609","296","13.4","Sat-AIS",
"2018-08-13 05:10:14Z","-0.40475","-164.83437","296","13.4","Sat-AIS",
"2018-08-13 05:10:14Z","-0.40475","-164.83437","296","13.4","Sat-AIS",
"2018-08-13 05:10:04Z","-0.40502","-164.83382","296","13.5","Sat-AIS",
"2018-08-13 05:10:04Z","-0.40502","-164.83382","296","13.5","Sat-AIS",
"2018-08-13 05:10:04Z","-0.40502","-164.83382","296","13.5","Sat-AIS",
"2018-08-13 05:09:55Z","-0.40528","-164.83337","295","13.5","Sat-AIS",
"2018-08-13 05:09:55Z","-0.40528","-164.83337","295","13.5","Sat-AIS",
"2018-08-13 05:09:24Z","-0.40617","-164.8315","296","13.6","Sat-AIS",
"2018-08-13 05:09:24Z","-0.40617","-164.8315","296","13.6","Sat-AIS",
"2018-08-13 05:09:24Z","-0.40617","-164.8315","296","13.6","Sat-AIS",
"2018-08-13 05:09:14Z","-0.40643","-164.83102","296","13.4","Sat-AIS",
"2018-08-13 05:09:14Z","-0.40643","-164.83102","296","13.4","Sat-AIS",
"2018-08-13 05:08:45Z","-0.40725","-164.8294","297","13.4","Sat-AIS",
"2018-08-13 05:08:45Z","-0.40725","-164.8294","297","13.4","Sat-AIS",
"2018-08-13 05:08:14Z","-0.40815","-164.82767","296","13.4","Sat-AIS",
"2018-08-13 05:08:14Z","-0.40815","-164.82767","296","13.4","Sat-AIS",
"2018-08-13 05:07:55Z","-0.40868","-164.8266","297","13.4","Sat-AIS",
"2018-08-13 04:58:54Z","-0.42422","-164.79652","297","13.6","Sat-AIS",
"2018-08-13 04:38:36Z","-0.45957","-164.72858","297","13.5","Sat-AIS",
"2018-08-13 04:24:45Z","-0.4835","-164.68251","296","13.5","Sat-AIS",
"2018-08-13 04:05:15Z","-0.51723","-164.61737","298","13.5","Sat-AIS",
"2018-08-13 02:48:50Z","-0.64347","-164.35599","293","13.8","Sat-AIS",
"2018-08-13 02:42:20Z","-0.6537","-164.33298","292","13.8","Sat-AIS",
"2018-08-13 02:15:23Z","-0.69558","-164.23785","292","13.8","Sat-AIS",
"2018-08-13 02:07:07Z","-0.70813","-164.20923","293","13.7","Sat-AIS",
"2018-08-13 02:06:46Z","-0.70863","-164.20808","293","13.7","Sat-AIS",
"2018-08-13 02:06:36Z","-0.7089","-164.20744","293","13.7","Sat-AIS",
"2018-08-13 02:05:07Z","-0.71118","-164.20227","294","13.7","Sat-AIS",
"2018-08-13 02:04:53Z","-0.71175","-164.20105","293","13.7","Sat-AIS",
"2018-08-13 02:04:46Z","-0.71175","-164.20105","293","13.7","Sat-AIS",
"2018-08-13 02:04:16Z","-0.71248","-164.1993","293","13.8","Sat-AIS",
"2018-08-13 02:04:07Z","-0.71272","-164.19876","293","13.7","Sat-AIS",
"2018-08-13 02:03:46Z","-0.71327","-164.19756","293","13.7","Sat-AIS",
"2018-08-13 02:03:36Z","-0.71352","-164.19696","294","13.7","Sat-AIS",
"2018-08-13 02:02:46Z","-0.71482","-164.19406","293","13.7","Sat-AIS",
"2018-08-13 02:02:36Z","-0.71507","-164.19348","293","13.7","Sat-AIS",
"2018-08-13 02:02:26Z","-0.71533","-164.1929","293","13.7","Sat-AIS",
"2018-08-13 02:02:16Z","-0.71557","-164.19232","293","13.7","Sat-AIS",
"2018-08-13 02:00:57Z","-0.7176","-164.1877","293","13.7","Sat-AIS",
"2018-08-13 01:35:11Z","-0.75717","-164.09717","292","13.7","Sat-AIS",
"2018-08-13 01:32:22Z","-0.76148","-164.0872","293","13.7","Sat-AIS",
"2018-08-13 01:28:43Z","-0.76705","-164.07445","293","13.7","Sat-AIS",
"2018-08-13 00:58:53Z","-0.81212","-163.96971","291","13.7","Sat-AIS",
"2018-08-13 00:53:12Z","-0.82018","-163.94965","291","13.7","Sat-AIS",
"2018-08-13 00:33:26Z","-0.84863","-163.88004","291","13.7","Sat-AIS",
"2018-08-13 00:33:07Z","-0.84908","-163.87892","291","13.7","Sat-AIS",
"2018-08-13 00:32:56Z","-0.8493","-163.87831","292","13.7","Sat-AIS",
"2018-08-13 00:32:37Z","-0.84978","-163.87714","292","13.7","Sat-AIS",
"2018-08-13 00:32:26Z","-0.85005","-163.8765","291","13.7","Sat-AIS",
"2018-08-13 00:32:07Z","-0.8505","-163.87537","292","13.8","Sat-AIS",
"2018-08-13 00:31:56Z","-0.85078","-163.87474","291","13.7","Sat-AIS",
"2018-08-13 00:31:47Z","-0.851","-163.87418","291","13.7","Sat-AIS",
"2018-08-13 00:31:26Z","-0.8515","-163.87296","292","13.6","Sat-AIS",
"2018-08-13 00:30:56Z","-0.85218","-163.87125","292","13.8","Sat-AIS",
"2018-08-13 00:30:45Z","-0.85247","-163.8706","291","13.6","Sat-AIS",
"2018-08-13 00:29:35Z","-0.85417","-163.86644","292","13.7","Sat-AIS",
"2018-08-13 00:29:27Z","-0.85437","-163.86598","291","13.7","Sat-AIS",
"2018-08-13 00:29:16Z","-0.85463","-163.86531","291","13.6","Sat-AIS",
"2018-08-13 00:29:07Z","-0.85483","-163.8648","292","13.7","Sat-AIS",
"2018-08-13 00:28:45Z","-0.85533","-163.86356","291","13.6","Sat-AIS",
"2018-08-13 00:26:55Z","-0.85797","-163.85701","292","13.7","Sat-AIS",
"2018-08-13 00:26:45Z","-0.85823","-163.85643","291","13.7","Sat-AIS",
"2018-08-13 00:26:16Z","-0.85892","-163.85474","291","13.7","Sat-AIS",
"2018-08-13 00:26:06Z","-0.85917","-163.85413","291","13.6","Sat-AIS",
"2018-08-13 00:25:55Z","-0.8594","-163.85355","291","13.7","Sat-AIS",
"2018-08-13 00:25:45Z","-0.85963","-163.85297","291","13.7","Sat-AIS",
"2018-08-13 00:25:35Z","-0.85987","-163.85237","291","13.7","Sat-AIS",
"2018-08-13 00:25:16Z","-0.86032","-163.85126","291","13.7","Sat-AIS",
"2018-08-13 00:25:06Z","-0.86057","-163.8506","291","13.7","Sat-AIS",
"2018-08-13 00:24:55Z","-0.86082","-163.85002","291","13.7","Sat-AIS",
"2018-08-13 00:24:46Z","-0.86105","-163.84941","291","13.6","Sat-AIS",
"2018-08-13 00:24:35Z","-0.8613","-163.84877","292","13.6","Sat-AIS",
"2018-08-13 00:24:27Z","-0.86152","-163.84831","291","13.7","Sat-AIS",
"2018-08-13 00:24:06Z","-0.862","-163.84706","292","13.6","Sat-AIS",
"2018-08-13 00:23:55Z","-0.86227","-163.84644","292","13.7","Sat-AIS",
"2018-08-13 00:23:53Z","-0.8625","-163.84592","291","13.6","Sat-AIS",
"2018-08-13 00:23:53Z","-0.8625","-163.84592","291","13.6","Sat-AIS",
"2018-08-13 00:23:53Z","-0.8625","-163.84592","291","13.6","Sat-AIS",
"2018-08-13 00:23:53Z","-0.8625","-163.84592","291","13.6","Sat-AIS",
"2018-08-13 00:23:46Z","-0.8625","-163.84592","291","13.6","Sat-AIS",
"2018-08-13 00:23:06Z","-0.86345","-163.84357","291","13.6","Sat-AIS",
"2018-08-13 00:22:46Z","-0.86392","-163.84238","292","13.7","Sat-AIS",
"2018-08-13 00:22:35Z","-0.86415","-163.8418","291","13.7","Sat-AIS",
"2018-08-13 00:22:17Z","-0.86463","-163.84064","292","13.7","Sat-AIS",
"2018-08-13 00:22:17Z","-0.86463","-163.84064","292","13.7","Sat-AIS",
"2018-08-13 00:22:06Z","-0.86487","-163.84003","292","13.6","Sat-AIS",
"2018-08-13 00:21:57Z","-0.86508","-163.83952","291","13.7","Sat-AIS",
"2018-08-13 00:21:46Z","-0.86535","-163.83888","292","13.7","Sat-AIS",
"2018-08-13 00:21:46Z","-0.86535","-163.83888","292","13.7","Sat-AIS",
"2018-08-13 00:21:46Z","-0.86535","-163.83888","292","13.7","Sat-AIS",
"2018-08-13 00:21:46Z","-0.86535","-163.83888","292","13.7","Sat-AIS",
"2018-08-13 00:18:13Z","-0.87063","-163.82593","291","13.6","Sat-AIS",
"MMSI","IMO","IR","Ship Name","Call Sign",
"566110000","9534030","N/A","QI LIAN SAN","9V8384",
"Timestamp","Lat","Lon","Heading","Speed","Source",
"2018-08-13 23:58:33Z","-34.83693","30.61462","78.6","12.7","Sat-AIS",
"2018-08-13 23:58:23Z","-34.83707","30.61401","78.5","12.5","Sat-AIS",
"2018-08-13 23:58:04Z","-34.83733","30.61262","74.1","12.6","Sat-AIS",
"2018-08-13 23:58:04Z","-34.83733","30.61262","74.1","12.6","Sat-AIS",
"2018-08-13 23:57:43Z","-34.83766","30.61117","79.9","12.6","Sat-AIS",
"2018-08-13 23:57:33Z","-34.8378","30.61039","77.1","12.6","Sat-AIS",
"2018-08-13 23:57:23Z","-34.8379","30.60976","72.3","12.5","Sat-AIS",
"2018-08-13 23:57:23Z","-34.8379","30.60976","72.3","12.5","Sat-AIS",
"2018-08-13 23:57:23Z","-34.8379","30.60976","72.3","12.5","Sat-AIS",
"2018-08-13 23:57:23Z","-34.8379","30.60976","72.3","12.5","Sat-AIS",
"2018-08-13 23:57:23Z","-34.8379","30.60976","72.3","12.5","Sat-AIS",
"2018-08-13 23:57:23Z","-34.8379","30.60976","72.3","12.5","Sat-AIS",
"2018-08-13 23:57:23Z","-34.8379","30.60976","72.3","12.5","Sat-AIS",
"2018-08-13 23:57:23Z","-34.8379","30.60976","72.3","12.5","Sat-AIS",
"2018-08-13 23:57:23Z","-34.8379","30.60976","72.3","12.5","Sat-AIS",
"2018-08-13 23:57:23Z","-34.8379","30.60976","72.3","12.5","Sat-AIS",
