"MMSI","IMO","IR","Ship Name","Call Sign",
"563950000","9532599","N/A","YUAN ZHUO HAI","ZJL8035",
"Timestamp","Lat","Lon","Heading","Speed","Source",
"2018-08-13 23:54:54Z","-2.94971","-37.42706","113.4","10.7","Sat-AIS",
"2018-08-13 23:36:16Z","-2.92728","-37.4781","113.5","10.7","Sat-AIS",
"2018-08-13 23:36:13Z","-2.92667","-37.47667","113","5","Sat-AIS",
"2018-08-13 23:35:55Z","-2.92687","-37.47902","113.8","10.7","Sat-AIS",
"2018-08-13 23:35:36Z","-2.92648","-37.47993","114","10.7","Sat-AIS",
"2018-08-13 23:35:25Z","-2.92628","-37.48039","113.8","10.7","Sat-AIS",
"2018-08-13 23:35:06Z","-2.92589","-37.48129","113.2","10.7","Sat-AIS",
"2018-08-13 23:34:55Z","-2.9257","-37.48174","113.5","10.7","Sat-AIS",
"2018-08-13 23:34:45Z","-2.92551","-37.48219","113.4","10.7","Sat-AIS",
"2018-08-13 23:34:36Z","-2.92532","-37.48264","113.2","10.7","Sat-AIS",
"2018-08-13 23:33:25Z","-2.92391","-37.48582","113.7","10.7","Sat-AIS",
"2018-08-13 23:33:13Z","-2.92333","-37.485","113","5","Sat-AIS",
"2018-08-13 23:32:55Z","-2.9233","-37.48724","113","10.7","Sat-AIS",
"2018-08-13 23:32:45Z","-2.92312","-37.48766","113.1","10.7","Sat-AIS",
"2018-08-13 23:32:25Z","-2.92272","-37.48856","113.3","10.7","Sat-AIS",
"2018-08-13 23:32:05Z","-2.92231","-37.48953","113.6","10.7","Sat-AIS",
"2018-08-13 23:30:35Z","-2.92053","-37.49367","113.1","10.7","Sat-AIS",
"2018-08-13 23:20:36Z","-2.90874","-37.52099","113.2","10.7","Sat-AIS",
"2018-08-13 23:04:34Z","-2.89004","-37.56515","113.2","10.7","Sat-AIS",
"2018-08-13 23:03:11Z","-2.88833","-37.56833","114","5","Sat-AIS",
"2018-08-13 23:00:11Z","-2.88333","-37.57667","114","5","Sat-AIS",
"2018-08-13 22:58:15Z","-2.88224","-37.5824","114.2","10.7","Sat-AIS",
"2018-08-13 22:58:15Z","-2.88224","-37.5824","114.2","10.7","Sat-AIS",
"2018-08-13 22:44:26Z","-2.8653","-37.62026","113.7","10.7","Sat-AIS",
"2018-08-13 22:19:35Z","-2.83551","-37.68783","115.3","10.5","Sat-AIS",
"2018-08-13 22:18:16Z","-2.83387","-37.69138","114.9","10.5","Sat-AIS",
"2018-08-13 22:06:44Z","-2.82004","-37.72157","114.3","10.3","Sat-AIS",
"2018-08-13 22:00:46Z","-2.8132","-37.73719","112.2","10.2","Sat-AIS",
"2018-08-13 22:00:13Z","-2.81167","-37.73834","112","5","Sat-AIS",
"2018-08-13 21:59:15Z","-2.81156","-37.74117","112.3","10.2","Sat-AIS",
"2018-08-13 21:57:13Z","-2.80833","-37.745","112","5","Sat-AIS",
"2018-08-13 21:56:54Z","-2.80901","-37.74732","112.8","10.2","Sat-AIS",
"2018-08-13 21:56:53Z","-2.80901","-37.74732","112.8","10.2","Sat-AIS",
"2018-08-13 21:47:04Z","-2.79816","-37.77302","112.2","10.2","Sat-AIS",
"2018-08-13 21:43:04Z","-2.79379","-37.78352","113","10.2","Sat-AIS",
"2018-08-13 21:37:34Z","-2.78765","-37.79784","113.2","10.2","Sat-AIS",
"2018-08-13 21:31:35Z","-2.78094","-37.8134","112.7","10.2","Sat-AIS",
"2018-08-13 21:27:11Z","-2.775","-37.82333","113","5","Sat-AIS",
"2018-08-13 21:27:04Z","-2.77596","-37.82513","113.3","10.2","Sat-AIS",
"2018-08-13 21:26:44Z","-2.7756","-37.826","113.2","10.2","Sat-AIS",
"2018-08-13 21:26:44Z","-2.7756","-37.826","113.2","10.2","Sat-AIS",
"2018-08-13 21:26:14Z","-2.77503","-37.8273","113.1","10.2","Sat-AIS",
"2018-08-13 21:26:14Z","-2.77503","-37.8273","113.1","10.2","Sat-AIS",
"2018-08-13 21:26:04Z","-2.77484","-37.82774","113.1","10.2","Sat-AIS",
"2018-08-13 21:26:04Z","-2.77484","-37.82774","113.1","10.2","Sat-AIS",
"2018-08-13 21:25:54Z","-2.77465","-37.82817","113.1","10.2","Sat-AIS",
"2018-08-13 21:25:54Z","-2.77465","-37.82817","113.1","10.2","Sat-AIS",
"2018-08-13 21:23:24Z","-2.77182","-37.83471","113.3","10.2","Sat-AIS",
"2018-08-13 21:23:24Z","-2.77182","-37.83471","113.3","10.2","Sat-AIS",
"2018-08-13 21:23:14Z","-2.77163","-37.83514","113.2","10.2","Sat-AIS",
"2018-08-13 21:23:04Z","-2.77144","-37.83556","113.4","10.2","Sat-AIS",
"2018-08-13 21:23:04Z","-2.77144","-37.83556","113.4","10.2","Sat-AIS",
"2018-08-13 21:23:04Z","-2.77144","-37.83556","113.4","10.2","Sat-AIS",
"2018-08-13 21:23:04Z","-2.77144","-37.83556","113.4","10.2","Sat-AIS",
"2018-08-13 21:23:04Z","-2.77144","-37.83556","113.4","10.2","Sat-AIS",
"2018-08-13 21:23:04Z","-2.77144","-37.83556","113.4","10.2","Sat-AIS",
"2018-08-13 21:23:04Z","-2.77144","-37.83556","113.4","10.2","Sat-AIS",
"2018-08-13 21:23:04Z","-2.77144","-37.83556","113.4","10.2","Sat-AIS",
"2018-08-13 21:23:04Z","-2.77144","-37.83556","113.4","10.2","Sat-AIS",
"2018-08-13 21:23:04Z","-2.77144","-37.83556","113.4","10.2","Sat-AIS",
"2018-08-13 21:22:24Z","-2.77068","-37.83728","114.4","10.2","Sat-AIS",
"2018-08-13 21:22:24Z","-2.77068","-37.83728","114.4","10.2","Sat-AIS",
"2018-08-13 21:22:04Z","-2.77029","-37.83815","114.5","10.2","Sat-AIS",
"2018-08-13 21:22:04Z","-2.77029","-37.83815","114.5","10.2","Sat-AIS",
"2018-08-13 21:21:33Z","-2.76968","-37.83949","114","10.2","Sat-AIS",
"2018-08-13 21:21:33Z","-2.76968","-37.83949","114","10.2","Sat-AIS",
"2018-08-13 21:21:24Z","-2.76951","-37.83988","114.3","10.2","Sat-AIS",
"2018-08-13 21:21:14Z","-2.76931","-37.84031","114.4","10.2","Sat-AIS",
"2018-08-13 21:21:14Z","-2.76931","-37.84031","114.4","10.2","Sat-AIS",
"2018-08-13 21:21:11Z","-2.76833","-37.84","114","5","Sat-AIS",
"2018-08-13 21:21:04Z","-2.76911","-37.84074","114.3","10.2","Sat-AIS",
"2018-08-13 21:20:14Z","-2.76816","-37.84291","113.5","10.2","Sat-AIS",
"2018-08-13 21:20:14Z","-2.76816","-37.84291","113.5","10.2","Sat-AIS",
"2018-08-13 21:19:14Z","-2.76701","-37.84551","113.7","10.2","Sat-AIS",
"2018-08-13 21:19:14Z","-2.76701","-37.84551","113.7","10.2","Sat-AIS",
"2018-08-13 21:17:27Z","-2.7649","-37.85024","113.4","10.2","Sat-AIS",
"2018-08-13 21:12:26Z","-2.7592","-37.86326","113.6","10.2","Sat-AIS",
"2018-08-13 20:57:55Z","-2.74272","-37.90078","112.5","10.1","Sat-AIS",
"2018-08-13 20:39:35Z","-2.72271","-37.9479","112.3","10","Sat-AIS",
"2018-08-13 20:22:26Z","-2.70424","-37.99198","113.1","9.9","Sat-AIS",
"2018-08-13 20:04:04Z","-2.6836","-38.03868","112.9","10","Sat-AIS",
"2018-08-13 19:56:25Z","-2.67521","-38.0585","113","10.1","Sat-AIS",
"2018-08-13 19:30:46Z","-2.64649","-38.12529","113.6","10.2","Sat-AIS",
"2018-08-13 18:43:34Z","-2.59391","-38.24756","113.4","10","Sat-AIS",
"2018-08-13 17:37:05Z","-2.5203","-38.41623","114.2","9.9","Sat-AIS",
"2018-08-13 17:37:05Z","-2.5203","-38.41623","114.2","9.9","Sat-AIS",
"2018-08-13 17:37:05Z","-2.5203","-38.41623","114.2","9.9","Sat-AIS",
"2018-08-13 17:10:53Z","-2.4913","-38.48245","113.4","9.9","Sat-AIS",
"2018-08-13 17:09:43Z","-2.49","-38.48539","113.9","9.9","Sat-AIS",
"2018-08-13 17:08:12Z","-2.4883","-38.48926","113.8","9.9","Sat-AIS",
"2018-08-13 17:05:12Z","-2.48497","-38.49685","113.4","9.9","Sat-AIS",
"2018-08-13 17:04:44Z","-2.48447","-38.49806","113.5","9.9","Sat-AIS",
"2018-08-13 17:03:25Z","-2.48295","-38.5015","113.6","10","Sat-AIS",
"2018-08-13 16:56:15Z","-2.47445","-38.51963","116.5","10","Sat-AIS",
"2018-08-13 16:29:55Z","-2.44572","-38.58836","110.3","10.3","Sat-AIS",
"2018-08-13 16:27:45Z","-2.44351","-38.59424","111","10.3","Sat-AIS",
"2018-08-13 16:17:23Z","-2.43281","-38.62195","110.5","10.3","Sat-AIS",
"2018-08-13 15:51:06Z","-2.4026","-38.69146","113.7","10.3","Sat-AIS",
"2018-08-13 15:48:54Z","-2.40002","-38.69722","113.8","10.4","Sat-AIS",
"2018-08-13 15:41:46Z","-2.39169","-38.71601","113.6","10.3","Sat-AIS",
"2018-08-13 15:35:22Z","-2.38426","-38.73268","113.9","10.3","Sat-AIS",
"2018-08-13 15:34:22Z","-2.38308","-38.7353","114.1","10.3","Sat-AIS",
"2018-08-13 15:20:54Z","-2.3675","-38.77019","114.4","10.2","Sat-AIS",
"2018-08-13 15:10:05Z","-2.35504","-38.79805","112.8","10.1","Sat-AIS",
"2018-08-13 15:10:05Z","-2.35504","-38.79805","112.8","10.1","Sat-AIS",
"2018-08-13 15:03:58Z","-2.34832","-38.81347","114.4","10.1","Sat-AIS",
"2018-08-13 15:03:39Z","-2.34794","-38.81432","114.3","10.1","Sat-AIS",
"2018-08-13 15:01:48Z","-2.34583","-38.819","114","10.1","Sat-AIS",
"2018-08-13 14:58:48Z","-2.34238","-38.82668","114.7","10.1","Sat-AIS",
"2018-08-13 14:58:39Z","-2.34218","-38.82711","114.8","10.1","Sat-AIS",
"2018-08-13 14:58:19Z","-2.34178","-38.82797","114.8","10.1","Sat-AIS",
"2018-08-13 14:44:25Z","-2.3254","-38.86381","114.2","10.2","Sat-AIS",
"2018-08-13 14:35:44Z","-2.31557","-38.88627","113.4","10.2","Sat-AIS",
"2018-08-13 14:06:24Z","-2.28268","-38.96173","113.1","10","Sat-AIS",
"2018-08-13 13:36:23Z","-2.24935","-39.03907","112","10.2","Sat-AIS",
"2018-08-13 12:03:35Z","-2.14435","-39.28568","112.5","10.5","Sat-AIS",
"2018-08-13 12:03:12Z","-2.14333","-39.28667","113","5","Sat-AIS",
"2018-08-13 12:03:12Z","-2.14333","-39.28667","113","5","Sat-AIS",
"2018-08-13 12:01:06Z","-2.14145","-39.29241","113.1","10.5","Sat-AIS",
"2018-08-13 12:00:54Z","-2.14122","-39.29295","113.1","10.5","Sat-AIS",
"2018-08-13 12:00:45Z","-2.14107","-39.29331","113.1","10.5","Sat-AIS",
"2018-08-13 12:00:12Z","-2.14","-39.29334","113","5","Sat-AIS",
"2018-08-13 12:00:06Z","-2.14031","-39.29512","113.6","10.5","Sat-AIS",
"2018-08-13 11:57:35Z","-2.13739","-39.30185","113.3","10.5","Sat-AIS",
"2018-08-13 11:32:05Z","-2.10765","-39.37029","112.5","10.5","Sat-AIS",
"2018-08-13 11:10:04Z","-2.08183","-39.42893","113.3","10.4","Sat-AIS",
"2018-08-13 10:58:24Z","-2.06819","-39.45999","112.9","10.4","Sat-AIS",
"2018-08-13 10:34:55Z","-2.04117","-39.5221","113.4","10.3","Sat-AIS",
"2018-08-13 10:29:35Z","-2.03502","-39.5361","114","10.3","Sat-AIS",
"2018-08-13 10:28:05Z","-2.03326","-39.54004","114","10.3","Sat-AIS",
"2018-08-13 10:28:04Z","-2.03326","-39.54004","114","10.3","Sat-AIS",
"2018-08-13 10:28:03Z","-2.03326","-39.54004","114","10.3","Sat-AIS",
"2018-08-13 10:27:45Z","-2.03286","-39.54091","113.9","10.3","Sat-AIS",
"2018-08-13 10:27:45Z","-2.03286","-39.54091","113.9","10.3","Sat-AIS",
"2018-08-13 10:27:35Z","-2.03267","-39.54135","114","10.3","Sat-AIS",
"2018-08-13 10:27:34Z","-2.03267","-39.54135","114","10.3","Sat-AIS",
"2018-08-13 10:27:10Z","-2.03167","-39.54167","114","5","Sat-AIS",
"2018-08-13 10:26:25Z","-2.03128","-39.5444","114","10.3","Sat-AIS",
"2018-08-13 10:26:16Z","-2.03108","-39.54483","113.8","10.3","Sat-AIS",
"2018-08-13 10:26:16Z","-2.03108","-39.54483","113.8","10.3","Sat-AIS",
"2018-08-13 10:26:14Z","-2.03108","-39.54483","113.8","10.3","Sat-AIS",
"2018-08-13 10:25:33Z","-2.03026","-39.54668","114.2","10.3","Sat-AIS",
"2018-08-13 10:25:25Z","-2.03011","-39.54702","113.9","10.3","Sat-AIS",
"2018-08-13 10:25:25Z","-2.03011","-39.54702","113.9","10.3","Sat-AIS",
"2018-08-13 10:25:25Z","-2.03011","-39.54702","113.9","10.3","Sat-AIS",
"2018-08-13 10:24:54Z","-2.02954","-39.54832","113.8","10.3","Sat-AIS",
"2018-08-13 10:24:34Z","-2.02911","-39.54929","113.3","10.3","Sat-AIS",
"2018-08-13 10:24:11Z","-2.02833","-39.55","113","5","Sat-AIS",
"2018-08-13 10:23:34Z","-2.02795","-39.55193","114","10.3","Sat-AIS",
"2018-08-13 10:23:33Z","-2.02795","-39.55193","114","10.3","Sat-AIS",
"2018-08-13 10:21:14Z","-2.02525","-39.558","113.8","10.3","Sat-AIS",
"2018-08-13 10:21:13Z","-2.02525","-39.558","113.8","10.3","Sat-AIS",
"2018-08-13 10:21:13Z","-2.02525","-39.558","113.8","10.3","Sat-AIS",
"2018-08-13 10:21:10Z","-2.025","-39.55667","114","5","Sat-AIS",
"2018-08-13 10:18:26Z","-2.02197","-39.56528","114.8","10.3","Sat-AIS",
"2018-08-13 10:18:10Z","-2.02167","-39.565","114","5","Sat-AIS",
"2018-08-13 10:01:05Z","-2.00151","-39.60997","114.5","10.1","Sat-AIS",
"2018-08-13 09:54:15Z","-1.99382","-39.62756","113","10.1","Sat-AIS",
"2018-08-13 09:45:06Z","-1.98384","-39.65133","113.2","10.1","Sat-AIS",
"2018-08-13 09:26:45Z","-1.96366","-39.69885","113","10.1","Sat-AIS",
"2018-08-13 09:14:35Z","-1.95028","-39.7304","113.3","10.1","Sat-AIS",
"2018-08-13 08:46:35Z","-1.91974","-39.80278","112.7","10.1","Sat-AIS",
"2018-08-13 08:36:55Z","-1.90895","-39.82779","113.3","10.1","Sat-AIS",
"2018-08-13 08:17:55Z","-1.88768","-39.87713","112.8","10.2","Sat-AIS",
"2018-08-13 08:02:25Z","-1.87052","-39.91727","112.3","10.1","Sat-AIS",
"2018-08-13 06:24:04Z","-1.82537","-40.18564","93.4","9.9","Sat-AIS",
"2018-08-13 06:07:09Z","-1.82303","-40.23212","90.6","9.9","Sat-AIS",
"2018-08-13 05:41:24Z","-1.82115","-40.30331","92.4","9.9","Sat-AIS",
"2018-08-13 05:14:56Z","-1.81778","-40.37628","92.8","9.9","Sat-AIS",
"2018-08-13 05:08:55Z","-1.81697","-40.39294","92.1","9.9","Sat-AIS",
"2018-08-13 05:08:55Z","-1.81697","-40.39294","92.1","9.9","Sat-AIS",
"2018-08-13 05:08:55Z","-1.81697","-40.39294","92.1","9.9","Sat-AIS",
"2018-08-13 05:06:04Z","-1.81666","-40.40076","92.8","9.9","Sat-AIS",
"2018-08-13 04:39:05Z","-1.81302","-40.47473","92.7","9.8","Sat-AIS",
"2018-08-13 04:34:27Z","-1.81248","-40.48702","92.8","9.8","Sat-AIS",
"2018-08-13 04:33:39Z","-1.81236","-40.48921","93.1","9.8","Sat-AIS",
"2018-08-13 04:33:34Z","-1.81233","-40.4898","93.1","9.8","Sat-AIS",
"2018-08-13 04:33:19Z","-1.81231","-40.49016","93.1","9.8","Sat-AIS",
"2018-08-13 04:32:39Z","-1.81221","-40.49197","93.3","9.8","Sat-AIS",
"2018-08-13 04:32:18Z","-1.81216","-40.49288","93.6","9.8","Sat-AIS",
"2018-08-13 04:27:09Z","-1.81118","-40.50699","93.6","9.8","Sat-AIS",
"2018-08-13 04:26:56Z","-1.81113","-40.50779","93.7","9.8","Sat-AIS",
"2018-08-13 04:11:04Z","-1.80833","-40.55087","94","9.7","Sat-AIS",
"2018-08-13 04:05:24Z","-1.80723","-40.56628","94.2","9.7","Sat-AIS",
"2018-08-13 04:05:23Z","-1.80723","-40.56628","94.2","9.7","Sat-AIS",
"2018-08-13 03:59:54Z","-1.80608","-40.58118","94.6","9.7","Sat-AIS",
"2018-08-13 03:54:34Z","-1.80562","-40.59564","90.4","9.7","Sat-AIS",
"2018-08-13 03:34:55Z","-1.80444","-40.64912","91.7","9.8","Sat-AIS",
"2018-08-13 03:31:24Z","-1.80417","-40.65868","91.8","9.8","Sat-AIS",
"2018-08-13 03:26:15Z","-1.80368","-40.67267","92.1","9.8","Sat-AIS",
"2018-08-13 03:24:05Z","-1.80348","-40.67859","92","9.8","Sat-AIS",
"2018-08-13 03:21:05Z","-1.80315","-40.68681","92.5","9.9","Sat-AIS",
"2018-08-13 02:51:15Z","-1.79912","-40.76889","93.5","9.9","Sat-AIS",
"2018-08-13 02:50:44Z","-1.79903","-40.77031","93.9","9.9","Sat-AIS",
"2018-08-13 02:18:04Z","-1.79298","-40.85992","92.1","9.8","Sat-AIS",
"2018-08-13 02:03:10Z","-1.79","-40.89834","92","4.5","Sat-AIS",
"2018-08-13 02:01:04Z","-1.79115","-40.90569","91.8","9.6","Sat-AIS",
"2018-08-13 02:00:10Z","-1.79","-40.90667","92","4.5","Sat-AIS",
"2018-08-13 01:59:53Z","-1.79105","-40.9087","91.7","9.6","Sat-AIS",
"2018-08-13 01:59:04Z","-1.79102","-40.91092","90.4","9.6","Sat-AIS",
"2018-08-13 01:58:33Z","-1.79101","-40.91226","90.9","9.6","Sat-AIS",
"2018-08-13 01:58:04Z","-1.79099","-40.91357","91","9.5","Sat-AIS",
"2018-08-13 01:57:35Z","-1.79096","-40.91485","91","9.6","Sat-AIS",
"2018-08-13 01:57:24Z","-1.79095","-40.91533","91.1","9.5","Sat-AIS",
"2018-08-13 01:57:10Z","-1.79","-40.915","90","4.5","Sat-AIS",
"2018-08-13 01:57:04Z","-1.79093","-40.91631","91.2","9.5","Sat-AIS",
"2018-08-13 01:56:53Z","-1.79092","-40.91676","91.1","9.5","Sat-AIS",
"2018-08-13 01:56:44Z","-1.79091","-40.91712","91","9.5","Sat-AIS",
"2018-08-13 01:56:35Z","-1.7909","-40.91756","91.1","9.5","Sat-AIS",
"2018-08-13 01:56:24Z","-1.79089","-40.91801","91.2","9.5","Sat-AIS",
"2018-08-13 01:55:53Z","-1.79085","-40.91938","91.2","9.5","Sat-AIS",
"2018-08-13 01:55:35Z","-1.79084","-40.92022","91.3","9.5","Sat-AIS",
"2018-08-13 01:55:24Z","-1.79083","-40.92066","91.3","9.5","Sat-AIS",
"2018-08-13 01:54:53Z","-1.79079","-40.92209","91.4","9.6","Sat-AIS",
"2018-08-13 01:54:44Z","-1.79077","-40.92248","91.5","9.6","Sat-AIS",
"2018-08-13 01:54:35Z","-1.79077","-40.92291","91.5","9.5","Sat-AIS",
"2018-08-13 01:54:24Z","-1.79077","-40.92329","91.5","9.5","Sat-AIS",
"2018-08-13 01:54:10Z","-1.79","-40.92333","91","4.5","Sat-AIS",
"2018-08-13 01:53:53Z","-1.79074","-40.92466","91.5","9.5","Sat-AIS",
"2018-08-13 01:53:44Z","-1.79073","-40.92506","91.4","9.5","Sat-AIS",
"2018-08-13 01:53:35Z","-1.79072","-40.9255","91.3","9.5","Sat-AIS",
"2018-08-13 01:53:25Z","-1.79071","-40.92595","91.2","9.5","Sat-AIS",
"2018-08-13 01:53:13Z","-1.7907","-40.92643","91.2","9.5","Sat-AIS",
"2018-08-13 01:53:03Z","-1.79069","-40.92687","91.3","9.5","Sat-AIS",
"2018-08-13 01:52:53Z","-1.79069","-40.92726","91.3","9.5","Sat-AIS",
"2018-08-13 01:52:44Z","-1.79068","-40.9277","91.3","9.5","Sat-AIS",
"2018-08-13 01:52:35Z","-1.79067","-40.92805","91.2","9.5","Sat-AIS",
"2018-08-13 01:51:53Z","-1.79063","-40.92995","91.1","9.5","Sat-AIS",
"2018-08-13 01:51:43Z","-1.79062","-40.93039","91","9.4","Sat-AIS",
"2018-08-13 01:51:34Z","-1.79061","-40.93079","91","9.4","Sat-AIS",
"2018-08-13 01:51:25Z","-1.7906","-40.93122","91","9.4","Sat-AIS",
"2018-08-13 01:51:10Z","-1.79","-40.93167","90","4.5","Sat-AIS",
"2018-08-13 01:51:03Z","-1.79059","-40.93214","90.8","9.4","Sat-AIS",
"2018-08-13 01:42:15Z","-1.78998","-40.95516","90.9","9.4","Sat-AIS",
"MMSI","IMO","IR","Ship Name","Call Sign",
"566863000","9532575","N/A","YUAN SHI HAI","9V7779",
"Timestamp","Lat","Lon","Heading","Speed","Source",
"2018-08-13 23:57:44Z","-33.91847","40.23969","89.1","12.4","Sat-AIS",
"2018-08-13 23:57:34Z","-33.91848","40.23893","88","12.3","Sat-AIS",
"2018-08-13 23:57:34Z","-33.91848","40.23893","88","12.3","Sat-AIS",
"2018-08-13 23:57:14Z","-33.91851","40.23755","88.7","12.3","Sat-AIS",
"2018-08-13 23:57:04Z","-33.91853","40.23687","88.9","12.3","Sat-AIS",
"2018-08-13 23:56:44Z","-33.91855","40.23556","89.2","12.3","Sat-AIS",
"2018-08-13 23:56:34Z","-33.91856","40.23488","88.7","12.3","Sat-AIS",
"2018-08-13 23:56:14Z","-33.9186","40.23344","89.2","12.3","Sat-AIS",
"2018-08-13 23:54:54Z","-33.91873","40.228","89.2","12.5","Sat-AIS",
"2018-08-13 23:54:34Z","-33.91875","40.22661","87.6","12.5","Sat-AIS",
"2018-08-13 23:44:43Z","-33.91939","40.18539","90.2","12.6","Sat-AIS",
"2018-08-13 23:39:34Z","-33.91941","40.16386","92.8","12.6","Sat-AIS",
"2018-08-13 23:26:32Z","-33.91892","40.10905","90","12.6","Sat-AIS",
"2018-08-13 23:10:23Z","-33.91707","40.04081","90.2","12.5","Sat-AIS",
"2018-08-13 23:05:14Z","-33.91675","40.01927","91.4","12.5","Sat-AIS",
"2018-08-13 22:56:13Z","-33.91559","39.98169","90.4","12.5","Sat-AIS",
"2018-08-13 22:39:31Z","-33.91465","39.9121","91.9","12.5","Sat-AIS",
"2018-08-13 22:39:12Z","-33.91462","39.91077","91.3","12.5","Sat-AIS",
"2018-08-13 22:38:31Z","-33.9146","39.90791","89.1","12.6","Sat-AIS",
"2018-08-13 22:38:12Z","-33.91462","39.90651","87.7","12.6","Sat-AIS",
"2018-08-13 22:37:51Z","-33.91465","39.9051","87.5","12.6","Sat-AIS",
"2018-08-13 22:35:14Z","-33.91509","39.89382","86.3","12.6","Sat-AIS",
"2018-08-13 22:29:44Z","-33.91639","39.87059","85.8","12.8","Sat-AIS",
"2018-08-13 22:20:12Z","-33.918","39.82983","88.9","12.9","Sat-AIS",
"2018-08-13 22:18:54Z","-33.91816","39.82416","87.6","12.9","Sat-AIS",
"2018-08-13 22:18:44Z","-33.91819","39.82344","89.1","12.9","Sat-AIS",
"2018-08-13 22:17:54Z","-33.91828","39.81984","87","12.7","Sat-AIS",
"2018-08-13 22:02:32Z","-33.91958","39.75361","89.5","13","Sat-AIS",
"2018-08-13 22:01:23Z","-33.91958","39.74849","90.6","13","Sat-AIS",
"2018-08-13 22:01:23Z","-33.91958","39.74849","90.6","13","Sat-AIS",
"2018-08-13 22:01:23Z","-33.91958","39.74849","90.6","13","Sat-AIS",
"2018-08-13 21:56:32Z","-33.91946","39.72758","89.2","13","Sat-AIS",
"2018-08-13 21:56:14Z","-33.91947","39.72615","89","12.9","Sat-AIS",
"2018-08-13 21:29:33Z","-33.91634","39.61305","92.8","12.7","Sat-AIS",
"2018-08-13 21:28:12Z","-33.91613","39.60741","91.6","12.6","Sat-AIS",
"2018-08-13 21:28:01Z","-33.91612","39.60664","92","12.6","Sat-AIS",
"2018-08-13 21:24:52Z","-33.91557","39.59332","91.6","12.7","Sat-AIS",
"2018-08-13 21:22:53Z","-33.91519","39.58486","93","12.5","Sat-AIS",
"2018-08-13 21:22:52Z","-33.91519","39.58486","93","12.5","Sat-AIS",
"2018-08-13 21:22:32Z","-33.91513","39.58345","92.6","12.5","Sat-AIS",
"2018-08-13 21:18:21Z","-33.91479","39.56602","91.1","12.5","Sat-AIS",
"2018-08-13 21:17:52Z","-33.91477","39.56392","90.2","12.5","Sat-AIS",
"2018-08-13 20:53:23Z","-33.91447","39.46272","90.8","12.3","Sat-AIS",
"2018-08-13 20:49:23Z","-33.91443","39.44638","89.4","12.2","Sat-AIS",
"2018-08-13 20:48:04Z","-33.91445","39.44102","90.8","12.2","Sat-AIS",
"2018-08-13 20:44:04Z","-33.91453","39.42469","88.1","12.3","Sat-AIS",
"2018-08-13 20:43:24Z","-33.91457","39.42197","89.4","12.3","Sat-AIS",
"2018-08-13 20:42:13Z","-33.91458","39.41709","89.9","12.3","Sat-AIS",
"2018-08-13 20:42:04Z","-33.91459","39.41647","90.3","12.3","Sat-AIS",
"2018-08-13 20:41:34Z","-33.91458","39.41441","89.1","12.3","Sat-AIS",
"2018-08-13 20:41:13Z","-33.91459","39.41299","90.7","12.3","Sat-AIS",
"2018-08-13 20:41:04Z","-33.91458","39.41235","89.7","12.4","Sat-AIS",
"2018-08-13 20:40:54Z","-33.91459","39.41167","91.1","12.3","Sat-AIS",
"2018-08-13 20:40:23Z","-33.91458","39.40953","89.6","12.3","Sat-AIS",
"2018-08-13 20:40:13Z","-33.91458","39.40884","89.9","12.4","Sat-AIS",
"2018-08-13 20:40:04Z","-33.91458","39.40822","90.4","12.4","Sat-AIS",
"2018-08-13 20:39:54Z","-33.91457","39.40754","90","12.4","Sat-AIS",
"2018-08-13 20:39:23Z","-33.91456","39.40542","90.5","12.4","Sat-AIS",
"2018-08-13 20:39:04Z","-33.91456","39.40411","90.4","12.4","Sat-AIS",
"2018-08-13 20:38:34Z","-33.91455","39.40206","91.1","12.4","Sat-AIS",
"2018-08-13 20:38:23Z","-33.91453","39.4013","89.4","12.4","Sat-AIS",
"2018-08-13 20:38:13Z","-33.91454","39.4006","91.5","12.4","Sat-AIS",
"2018-08-13 20:37:04Z","-33.9145","39.3959","90","12.4","Sat-AIS",
"2018-08-13 20:36:23Z","-33.9145","39.39301","91.3","12.5","Sat-AIS",
"2018-08-13 20:16:34Z","-33.91488","39.31043","86.7","12.5","Sat-AIS",
"2018-08-13 20:16:03Z","-33.91496","39.30842","87.2","12.5","Sat-AIS",
"2018-08-13 20:10:44Z","-33.91574","39.28605","85.9","12.5","Sat-AIS",
"2018-08-13 20:10:43Z","-33.91574","39.28605","85.9","12.5","Sat-AIS",
"2018-08-13 19:57:02Z","-33.91714","39.22854","89","12.6","Sat-AIS",
"2018-08-13 19:56:51Z","-33.91714","39.22783","88.1","12.6","Sat-AIS",
"2018-08-13 19:56:40Z","-33.91716","39.22706","88.6","12.6","Sat-AIS",
"2018-08-13 19:56:12Z","-33.91719","39.22503","89.8","12.6","Sat-AIS",
"2018-08-13 19:56:11Z","-33.91719","39.22503","89.8","12.6","Sat-AIS",
"2018-08-13 19:56:03Z","-33.91719","39.22432","88","12.5","Sat-AIS",
"2018-08-13 19:56:02Z","-33.91719","39.22432","88","12.5","Sat-AIS",
"2018-08-13 19:56:02Z","-33.91719","39.22432","88","12.5","Sat-AIS",
"2018-08-13 19:56:02Z","-33.91719","39.22432","88","12.5","Sat-AIS",
"2018-08-13 19:56:02Z","-33.91719","39.22432","88","12.5","Sat-AIS",
"2018-08-13 19:55:53Z","-33.91722","39.2237","90.1","12.6","Sat-AIS",
