"MMSI","IMO","IR","Ship Name","Call Sign",
"563950000","9532599","N/A","YUAN ZHUO HAI","ZJL8035",
"Timestamp","Lat","Lon","Heading","Speed","Source",
"2018-08-13 07:00:30Z","-33.91637","36.01877","91.1","12.3","Sat-AIS",
"2018-08-13 06:59:11Z","-33.91629","36.01334","93.1","12.5","Sat-AIS",
"2018-08-13 06:59:11Z","-33.91629","36.01334","93.1","12.5","Sat-AIS",
"2018-08-13 06:57:52Z","-33.91618","36.00788","89.4","12.4","Sat-AIS",
"2018-08-13 06:57:51Z","-33.91618","36.00788","89.4","12.4","Sat-AIS",
"2018-08-13 06:57:51Z","-33.91618","36.00788","89.4","12.4","Sat-AIS",
"2018-08-13 06:56:52Z","-33.91617","36.00373","91.4","12.2","Sat-AIS",
"2018-08-13 06:56:51Z","-33.91617","36.00373","91.4","12.2","Sat-AIS",
"2018-08-13 06:56:51Z","-33.91617","36.00373","91.4","12.2","Sat-AIS",
"2018-08-13 06:56:31Z","-33.91615","36.00221","91.6","12.3","Sat-AIS",
"2018-08-13 06:56:30Z","-33.91615","36.00221","91.6","12.3","Sat-AIS",
"2018-08-13 06:56:30Z","-33.91615","36.00221","91.6","12.3","Sat-AIS",
"2018-08-13 06:56:12Z","-33.91614","36.00097","91.5","12.3","Sat-AIS",
"2018-08-13 06:56:12Z","-33.91614","36.00097","91.5","12.3","Sat-AIS",
"2018-08-13 06:55:42Z","-33.9161","35.99892","91.2","12.5","Sat-AIS",
"2018-08-13 06:55:41Z","-33.9161","35.99892","91.2","12.5","Sat-AIS",
"2018-08-13 06:55:12Z","-33.91605","35.99684","92.1","12.2","Sat-AIS",
"2018-08-13 06:55:12Z","-33.91605","35.99684","92.1","12.2","Sat-AIS",
"2018-08-13 06:55:12Z","-33.91605","35.99684","92.1","12.2","Sat-AIS",
"2018-08-13 06:55:02Z","-33.91605","35.99601","88.3","12.4","Sat-AIS",
"2018-08-13 06:55:01Z","-33.91605","35.99601","88.3","12.4","Sat-AIS",
"2018-08-13 06:54:42Z","-33.91604","35.99477","89.6","12.4","Sat-AIS",
"2018-08-13 06:54:30Z","-33.91603","35.99395","91.8","12.3","Sat-AIS",
"2018-08-13 06:54:30Z","-33.91603","35.99395","91.8","12.3","Sat-AIS",
"2018-08-13 06:54:01Z","-33.91597","35.99189","90.8","12.3","Sat-AIS",
"2018-08-13 06:54:00Z","-33.91597","35.99189","90.8","12.3","Sat-AIS",
"2018-08-13 06:53:21Z","-33.91591","35.98915","91.4","12.3","Sat-AIS",
"2018-08-13 06:52:30Z","-33.91582","35.98571","91.7","12.4","Sat-AIS",
"2018-08-13 06:52:30Z","-33.91582","35.98571","91.7","12.4","Sat-AIS",
"2018-08-13 06:51:41Z","-33.91573","35.98227","92.2","12.4","Sat-AIS",
"2018-08-13 06:51:40Z","-33.91573","35.98227","92.2","12.4","Sat-AIS",
"2018-08-13 06:51:40Z","-33.91573","35.98227","92.2","12.4","Sat-AIS",
"2018-08-13 06:51:40Z","-33.91573","35.98227","92.2","12.4","Sat-AIS",
"2018-08-13 06:51:40Z","-33.91573","35.98227","92.2","12.4","Sat-AIS",
"2018-08-13 06:51:30Z","-33.91571","35.98158","91.8","12.3","Sat-AIS",
"2018-08-13 06:51:30Z","-33.91571","35.98158","91.8","12.3","Sat-AIS",
"2018-08-13 06:51:11Z","-33.91565","35.98028","91","12.4","Sat-AIS",
"2018-08-13 06:50:52Z","-33.9156","35.9789","89.5","12.1","Sat-AIS",
"2018-08-13 06:50:51Z","-33.9156","35.9789","89.5","12.1","Sat-AIS",
"2018-08-13 06:50:51Z","-33.9156","35.9789","89.5","12.1","Sat-AIS",
"2018-08-13 06:50:41Z","-33.91559","35.97815","91.6","12.3","Sat-AIS",
"2018-08-13 06:50:41Z","-33.91559","35.97815","91.6","12.3","Sat-AIS",
"2018-08-13 06:50:40Z","-33.91559","35.97815","91.6","12.3","Sat-AIS",
"2018-08-13 06:50:40Z","-33.91559","35.97815","91.6","12.3","Sat-AIS",
"2018-08-13 06:50:40Z","-33.91559","35.97815","91.6","12.3","Sat-AIS",
"2018-08-13 06:50:32Z","-33.91557","35.97754","90.5","12.1","Sat-AIS",
"2018-08-13 06:50:31Z","-33.91557","35.97754","90.5","12.1","Sat-AIS",
"2018-08-13 06:49:42Z","-33.91555","35.97403","90.3","12.1","Sat-AIS",
"2018-08-13 06:49:42Z","-33.91555","35.97403","90.3","12.1","Sat-AIS",
"2018-08-13 06:46:23Z","-33.91531","35.96034","91.1","12.4","Sat-AIS",
"2018-08-13 06:41:02Z","-33.91524","35.93816","87.9","12.4","Sat-AIS",
"2018-08-13 06:21:12Z","-33.91628","35.85559","90.1","12.5","Sat-AIS",
"2018-08-13 06:15:52Z","-33.91659","35.83333","86.8","12.4","Sat-AIS",
"2018-08-13 06:12:23Z","-33.91695","35.81868","88.7","12.4","Sat-AIS",
"2018-08-13 06:11:53Z","-33.91698","35.81644","89.3","12.8","Sat-AIS",
"2018-08-13 06:11:52Z","-33.91698","35.81644","89.3","12.8","Sat-AIS",
"2018-08-13 06:11:52Z","-33.91698","35.81644","89.3","12.8","Sat-AIS",
"2018-08-13 06:11:52Z","-33.91698","35.81644","89.3","12.8","Sat-AIS",
"2018-08-13 06:11:52Z","-33.91698","35.81644","89.3","12.8","Sat-AIS",
"2018-08-13 06:11:52Z","-33.91698","35.81644","89.3","12.8","Sat-AIS",
"2018-08-13 06:11:52Z","-33.91698","35.81644","89.3","12.8","Sat-AIS",
"2018-08-13 06:11:32Z","-33.91699","35.81509","89.1","12.8","Sat-AIS",
"2018-08-13 06:11:23Z","-33.917","35.81445","90.5","12.4","Sat-AIS",
"2018-08-13 06:11:23Z","-33.917","35.81445","90.5","12.4","Sat-AIS",
"2018-08-13 06:09:23Z","-33.91703","35.806","90.6","12.6","Sat-AIS",
"2018-08-13 06:08:12Z","-33.91702","35.80092","90.2","12.7","Sat-AIS",
"2018-08-13 06:06:44Z","-33.91704","35.7947","88.7","12.5","Sat-AIS",
"2018-08-13 06:06:43Z","-33.91704","35.7947","88.7","12.5","Sat-AIS",
"2018-08-13 06:06:43Z","-33.91704","35.7947","88.7","12.5","Sat-AIS",
"2018-08-13 05:46:24Z","-33.91616","35.70822","90.6","12.7","Sat-AIS",
"2018-08-13 05:37:13Z","-33.91586","35.66873","91","12.9","Sat-AIS",
"2018-08-13 05:31:34Z","-33.91572","35.6445","90.8","12.7","Sat-AIS",
"2018-08-13 05:22:51Z","-33.91555","35.60751","89.6","12.5","Sat-AIS",
"2018-08-13 05:22:40Z","-33.91555","35.60668","89.2","12.7","Sat-AIS",
"2018-08-13 05:19:41Z","-33.91568","35.59396","92.1","12.6","Sat-AIS",
"2018-08-13 05:19:41Z","-33.91568","35.59396","92.1","12.6","Sat-AIS",
"2018-08-13 05:18:52Z","-33.91568","35.59057","89.1","12.6","Sat-AIS",
"2018-08-13 05:18:52Z","-33.91568","35.59057","89.1","12.6","Sat-AIS",
"2018-08-13 05:18:52Z","-33.91568","35.59057","89.1","12.6","Sat-AIS",
"2018-08-13 05:18:52Z","-33.91568","35.59057","89.1","12.6","Sat-AIS",
"2018-08-13 05:18:10Z","-33.9157","35.58761","88","12.7","Sat-AIS",
"2018-08-13 05:18:10Z","-33.9157","35.58761","88","12.7","Sat-AIS",
"2018-08-13 05:17:52Z","-33.9157","35.58634","88.6","12.6","Sat-AIS",
"2018-08-13 05:17:52Z","-33.9157","35.58634","88.6","12.6","Sat-AIS",
"2018-08-13 05:17:22Z","-33.91572","35.58423","92","12.7","Sat-AIS",
"2018-08-13 05:17:21Z","-33.91572","35.58423","92","12.7","Sat-AIS",
"2018-08-13 05:16:52Z","-33.9157","35.5821","89","12.5","Sat-AIS",
"2018-08-13 05:16:30Z","-33.9157","35.58056","90","12.5","Sat-AIS",
"2018-08-13 05:16:22Z","-33.9157","35.58","91","12.7","Sat-AIS",
"2018-08-13 05:16:21Z","-33.9157","35.58","91","12.7","Sat-AIS",
"2018-08-13 05:16:12Z","-33.91568","35.57922","89","12.5","Sat-AIS",
"2018-08-13 05:15:54Z","-33.91568","35.57789","90.8","12.6","Sat-AIS",
"2018-08-13 05:15:21Z","-33.91566","35.57578","90.2","12.6","Sat-AIS",
"2018-08-13 05:15:01Z","-33.91564","35.57431","92.1","12.6","Sat-AIS",
"2018-08-13 05:15:00Z","-33.91564","35.57431","92.1","12.6","Sat-AIS",
"2018-08-13 05:14:22Z","-33.91556","35.57157","91.5","12.5","Sat-AIS",
"2018-08-13 05:14:21Z","-33.91556","35.57157","91.5","12.5","Sat-AIS",
"2018-08-13 05:14:01Z","-33.91552","35.5701","92.4","12.6","Sat-AIS",
"2018-08-13 05:14:00Z","-33.91552","35.5701","92.4","12.6","Sat-AIS",
"2018-08-13 05:13:41Z","-33.91548","35.56869","91.9","12.5","Sat-AIS",
"2018-08-13 05:13:40Z","-33.91548","35.56869","91.9","12.5","Sat-AIS",
"2018-08-13 05:13:30Z","-33.91546","35.56791","91.4","12.5","Sat-AIS",
"2018-08-13 05:13:29Z","-33.91546","35.56791","91.4","12.5","Sat-AIS",
"2018-08-13 05:09:42Z","-33.91509","35.55181","91","12.5","Sat-AIS",
"2018-08-13 05:09:42Z","-33.91509","35.55181","91","12.5","Sat-AIS",
"2018-08-13 05:09:42Z","-33.91509","35.55181","91","12.5","Sat-AIS",
"2018-08-13 05:09:42Z","-33.91509","35.55181","91","12.5","Sat-AIS",
"2018-08-13 05:09:42Z","-33.91509","35.55181","91","12.5","Sat-AIS",
"2018-08-13 05:03:24Z","-33.9148","35.5249","86","12.8","Sat-AIS",
"2018-08-13 05:03:24Z","-33.9148","35.5249","86","12.8","Sat-AIS",
"2018-08-13 05:03:24Z","-33.9148","35.5249","86","12.8","Sat-AIS",
"2018-08-13 05:03:24Z","-33.9148","35.5249","86","12.8","Sat-AIS",
"2018-08-13 05:03:24Z","-33.9148","35.5249","86","12.8","Sat-AIS",
"2018-08-13 05:03:24Z","-33.9148","35.5249","86","12.8","Sat-AIS",
"2018-08-13 05:03:24Z","-33.9148","35.5249","86","12.8","Sat-AIS",
"2018-08-13 05:03:24Z","-33.9148","35.5249","86","12.8","Sat-AIS",
"2018-08-13 04:57:24Z","-33.91553","35.49891","91.1","12.9","Sat-AIS",
"2018-08-13 04:38:21Z","-33.91597","35.41596","90","13.1","Sat-AIS",
"2018-08-13 04:38:21Z","-33.91597","35.41596","90","13.1","Sat-AIS",
"2018-08-13 04:38:12Z","-33.91597","35.4153","89.8","13.1","Sat-AIS",
"2018-08-13 04:38:12Z","-33.91597","35.4153","89.8","13.1","Sat-AIS",
"2018-08-13 04:38:02Z","-33.91597","35.41457","89","13.1","Sat-AIS",
"2018-08-13 04:38:02Z","-33.91597","35.41457","89","13.1","Sat-AIS",
"2018-08-13 04:37:53Z","-33.91598","35.41391","89.8","13.1","Sat-AIS",
"2018-08-13 04:37:21Z","-33.91599","35.41157","88.9","13.1","Sat-AIS",
"2018-08-13 04:37:12Z","-33.916","35.41091","90.4","13","Sat-AIS",
"2018-08-13 04:36:53Z","-33.91601","35.40952","90.4","13","Sat-AIS",
"2018-08-13 04:36:53Z","-33.91601","35.40952","90.4","13","Sat-AIS",
"2018-08-13 04:36:21Z","-33.91603","35.40719","88.2","13.1","Sat-AIS",
"2018-08-13 04:36:21Z","-33.91603","35.40719","88.2","13.1","Sat-AIS",
"2018-08-13 04:36:02Z","-33.91605","35.40579","88.5","13.1","Sat-AIS",
"2018-08-13 04:35:12Z","-33.9161","35.40213","90.9","13","Sat-AIS",
"2018-08-13 04:35:02Z","-33.91609","35.40139","88.2","13.1","Sat-AIS",
"2018-08-13 04:34:42Z","-33.9161","35.39994","87.4","13.2","Sat-AIS",
"2018-08-13 04:34:42Z","-33.9161","35.39994","87.4","13.2","Sat-AIS",
"2018-08-13 04:34:12Z","-33.91616","35.39773","91.8","13.1","Sat-AIS",
"2018-08-13 04:34:12Z","-33.91616","35.39773","91.8","13.1","Sat-AIS",
"2018-08-13 04:34:02Z","-33.91613","35.397","86.8","13.2","Sat-AIS",
"2018-08-13 04:31:31Z","-33.9162","35.38589","89.7","13.2","Sat-AIS",
"2018-08-13 04:31:31Z","-33.9162","35.38589","89.7","13.2","Sat-AIS",
"2018-08-13 04:30:42Z","-33.91623","35.38228","91.3","13.2","Sat-AIS",
"2018-08-13 04:30:42Z","-33.91623","35.38228","91.3","13.2","Sat-AIS",
"2018-08-13 04:30:02Z","-33.91623","35.37934","89.2","13.1","Sat-AIS",
"2018-08-13 04:29:02Z","-33.91628","35.37492","89.4","13.1","Sat-AIS",
"2018-08-13 04:27:42Z","-33.91634","35.36903","88.3","13.1","Sat-AIS",
"2018-08-13 04:27:42Z","-33.91634","35.36903","88.3","13.1","Sat-AIS",
"2018-08-13 04:27:21Z","-33.91636","35.36749","88.9","13.1","Sat-AIS",
"2018-08-13 04:27:21Z","-33.91636","35.36749","88.9","13.1","Sat-AIS",
"2018-08-13 04:26:13Z","-33.91641","35.36249","87.2","13.1","Sat-AIS",
"2018-08-13 04:12:03Z","-33.91704","35.30028","89.2","12.9","Sat-AIS",
"2018-08-13 04:06:52Z","-33.91732","35.27771","90.8","13","Sat-AIS",
"2018-08-13 03:51:24Z","-33.91705","35.21018","90.6","13.2","Sat-AIS",
"2018-08-13 03:46:14Z","-33.91694","35.18752","89.3","13.2","Sat-AIS",
"2018-08-13 03:39:54Z","-33.91661","35.15955","90.4","13.1","Sat-AIS",
"2018-08-13 03:33:53Z","-33.91606","35.13311","91.4","13.2","Sat-AIS",
"2018-08-13 03:28:44Z","-33.91571","35.11029","91.5","13.2","Sat-AIS",
"2018-08-13 03:28:44Z","-33.91571","35.11029","91.5","13.2","Sat-AIS",
"2018-08-13 03:28:44Z","-33.91571","35.11029","91.5","13.2","Sat-AIS",
"2018-08-13 03:17:24Z","-33.91444","35.06048","92.2","13.2","Sat-AIS",
"2018-08-13 03:11:54Z","-33.91372","35.03653","91.5","12.9","Sat-AIS",
"2018-08-13 03:07:33Z","-33.91303","35.01778","91.9","12.9","Sat-AIS",
"2018-08-13 03:02:13Z","-33.91188","34.99488","92.6","12.7","Sat-AIS",
"2018-08-13 02:59:22Z","-33.91166","34.98286","88.3","12.9","Sat-AIS",
"2018-08-13 02:59:22Z","-33.91166","34.98286","88.3","12.9","Sat-AIS",
"2018-08-13 02:59:02Z","-33.91167","34.98142","89.2","12.7","Sat-AIS",
"2018-08-13 02:58:41Z","-33.91169","34.97992","88.7","12.8","Sat-AIS",
"2018-08-13 02:58:31Z","-33.9117","34.97921","88.9","12.9","Sat-AIS",
"2018-08-13 02:58:31Z","-33.9117","34.97921","88.9","12.9","Sat-AIS",
"2018-08-13 02:58:22Z","-33.91172","34.97857","89.6","12.7","Sat-AIS",
"2018-08-13 02:58:13Z","-33.91173","34.97794","89.5","12.9","Sat-AIS",
"2018-08-13 02:58:13Z","-33.91173","34.97794","89.5","12.9","Sat-AIS",
"2018-08-13 02:58:02Z","-33.91176","34.97717","91.1","12.7","Sat-AIS",
"2018-08-13 02:57:41Z","-33.91177","34.97569","91.5","12.9","Sat-AIS",
"2018-08-13 02:57:31Z","-33.91175","34.97496","87.7","12.8","Sat-AIS",
"2018-08-13 02:57:22Z","-33.91177","34.97431","89.7","12.9","Sat-AIS",
"2018-08-13 02:56:41Z","-33.91178","34.9714","90.1","13","Sat-AIS",
"2018-08-13 02:56:41Z","-33.91178","34.9714","90.1","13","Sat-AIS",
"2018-08-13 02:56:13Z","-33.91179","34.96938","90","12.9","Sat-AIS",
"2018-08-13 02:56:13Z","-33.91179","34.96938","90","12.9","Sat-AIS",
"2018-08-13 02:56:13Z","-33.91179","34.96938","90","12.9","Sat-AIS",
"2018-08-13 02:55:41Z","-33.91183","34.96708","91.1","13","Sat-AIS",
"2018-08-13 02:55:11Z","-33.91185","34.96491","90.3","12.9","Sat-AIS",
"2018-08-13 02:55:11Z","-33.91185","34.96491","90.3","12.9","Sat-AIS",
"2018-08-13 02:55:11Z","-33.91185","34.96491","90.3","12.9","Sat-AIS",
"2018-08-13 02:53:11Z","-33.91182","34.95626","89.3","12.9","Sat-AIS",
"2018-08-13 02:53:11Z","-33.91182","34.95626","89.3","12.9","Sat-AIS",
"2018-08-13 02:53:11Z","-33.91182","34.95626","89.3","12.9","Sat-AIS",
"2018-08-13 02:53:02Z","-33.91182","34.95563","89.2","13","Sat-AIS",
"2018-08-13 02:53:02Z","-33.91182","34.95563","89.2","13","Sat-AIS",
"2018-08-13 02:52:53Z","-33.91184","34.95494","89.9","13","Sat-AIS",
"2018-08-13 02:52:53Z","-33.91184","34.95494","89.9","13","Sat-AIS",
"2018-08-13 02:42:52Z","-33.91198","34.91131","90.3","12.9","Sat-AIS",
"2018-08-13 02:37:43Z","-33.91174","34.88914","88.8","12.9","Sat-AIS",
"2018-08-13 02:31:53Z","-33.91155","34.86382","89.3","13","Sat-AIS",
"2018-08-13 02:25:52Z","-33.91144","34.83772","91.1","13","Sat-AIS",
"2018-08-13 02:20:42Z","-33.9114","34.81526","89.2","13","Sat-AIS",
"2018-08-13 02:07:23Z","-33.91171","34.75799","89.2","12.7","Sat-AIS",
"2018-08-13 02:01:34Z","-33.9118","34.73328","89.2","12.6","Sat-AIS",
"2018-08-13 01:52:43Z","-33.91207","34.69629","89.6","12.5","Sat-AIS",
"2018-08-13 01:44:34Z","-33.9125","34.66264","85.7","12.3","Sat-AIS",
"2018-08-13 01:34:03Z","-33.914","34.61943","86.6","12.2","Sat-AIS",
"2018-08-13 01:28:44Z","-33.91478","34.59787","85.3","12","Sat-AIS",
"2018-08-13 01:28:44Z","-33.91478","34.59787","85.3","12","Sat-AIS",
"2018-08-13 01:28:44Z","-33.91478","34.59787","85.3","12","Sat-AIS",
"2018-08-13 01:28:44Z","-33.91478","34.59787","85.3","12","Sat-AIS",
"2018-08-13 01:21:03Z","-33.91597","34.5669","89.8","11.9","Sat-AIS",
"2018-08-13 01:15:43Z","-33.91639","34.54545","90.1","12","Sat-AIS",
"2018-08-13 01:10:24Z","-33.91653","34.52423","85.9","11.8","Sat-AIS",
"2018-08-13 01:01:42Z","-33.91703","34.48972","87.1","11.8","Sat-AIS",
"2018-08-13 00:41:02Z","-33.91709","34.40891","92.3","11.6","Sat-AIS",
"2018-08-13 00:35:33Z","-33.91731","34.38803","87.3","11.2","Sat-AIS",
"2018-08-13 00:35:33Z","-33.91731","34.38803","87.3","11.2","Sat-AIS",
"2018-08-13 00:25:14Z","-33.91666","34.34962","91","11.1","Sat-AIS",
"2018-08-13 00:20:04Z","-33.91613","34.33027","90","11","Sat-AIS",
"2018-08-13 00:06:22Z","-33.91464","34.27808","89.1","11.7","Sat-AIS",
"2018-08-13 00:00:52Z","-33.91451","34.2568","91.1","11.6","Sat-AIS",
"MMSI","IMO","IR","Ship Name","Call Sign",
"219863000","9778832","N/A","MONACO MAERSK","OWNL2",
"Timestamp","Lat","Lon","Heading","Speed","Source",
"2018-08-13 23:47:04Z","20.3058","38.75438","153.4","19.3","Sat-AIS",
"2018-08-13 23:18:16Z","20.44463","38.67897","151.3","19.4","Sat-AIS",
"2018-08-13 23:12:40Z","20.47105","38.66325","150.3","19.4","Sat-AIS",
"2018-08-13 22:39:47Z","20.626","38.56982","150.7","19.6","Sat-AIS",
"2018-08-13 22:07:03Z","20.78318","38.47643","151.1","19.9","Sat-AIS",
"2018-08-13 21:35:28Z","20.93635","38.38447","150.5","20.1","Sat-AIS",
"2018-08-13 21:17:12Z","21.025","38.33","150","10","Sat-AIS",
"2018-08-13 21:17:04Z","21.02575","38.33027","149.8","20","Sat-AIS",
"2018-08-13 21:16:52Z","21.02672","38.32967","149.8","20","Sat-AIS",
"2018-08-13 21:16:52Z","21.02672","38.32967","149.8","20","Sat-AIS",
"2018-08-13 21:16:46Z","21.0272","38.32937","149.8","20","Sat-AIS",
"2018-08-13 21:16:34Z","21.02817","38.32877","149.9","20","Sat-AIS",
"2018-08-13 21:16:28Z","21.02865","38.32847","149.9","20","Sat-AIS",
"2018-08-13 21:16:16Z","21.02955","38.32792","149.9","20","Sat-AIS",
"2018-08-13 21:16:10Z","21.03012","38.32757","150","20","Sat-AIS",
"2018-08-13 21:15:58Z","21.031","38.32703","150","20","Sat-AIS",
"2018-08-13 21:15:46Z","21.03197","38.32644","150.1","20","Sat-AIS",
"2018-08-13 21:15:34Z","21.033","38.3258","150","20","Sat-AIS",
"2018-08-13 21:15:21Z","21.03398","38.3252","150.1","20.1","Sat-AIS",
"2018-08-13 21:15:16Z","21.03438","38.32495","150.1","20.1","Sat-AIS",
"2018-08-13 21:15:10Z","21.03495","38.3246","150","20.1","Sat-AIS",
"2018-08-13 21:14:58Z","21.03582","38.32407","150","20","Sat-AIS",
"2018-08-13 21:14:40Z","21.03727","38.32317","149.9","20","Sat-AIS",
"2018-08-13 21:14:28Z","21.03832","38.32252","149.8","20","Sat-AIS",
"2018-08-13 21:14:16Z","21.0392","38.32197","149.7","20","Sat-AIS",
"2018-08-13 21:13:46Z","21.04162","38.32047","149.8","20.1","Sat-AIS",
"2018-08-13 21:13:28Z","21.04307","38.31957","149.8","20.1","Sat-AIS",
"2018-08-13 21:13:16Z","21.04403","38.31897","149.8","20.1","Sat-AIS",
"2018-08-13 21:13:10Z","21.0446","38.31862","149.8","20.1","Sat-AIS",
"2018-08-13 21:11:12Z","21.055","38.31333","150","10","Sat-AIS",
"2018-08-13 19:41:51Z","21.49328","38.05072","151.2","20.1","Sat-AIS",
"2018-08-13 19:40:57Z","21.49833","38.04833","151","10","Sat-AIS",
"2018-08-13 19:40:33Z","21.49968","38.04698","151.2","20.1","Sat-AIS",
"2018-08-13 19:39:45Z","21.5036","38.04467","151","20.1","Sat-AIS",
"2018-08-13 18:11:03Z","21.92813","37.7901","152.2","19.6","Sat-AIS",
"2018-08-13 18:01:29Z","21.97428","37.7635","150.6","19.6","Sat-AIS",
"2018-08-13 17:18:53Z","22.176","37.63673","149.7","19.7","Sat-AIS",
"2018-08-13 17:18:29Z","22.1779","37.63553","149.5","19.7","Sat-AIS",
"2018-08-13 17:17:53Z","22.18073","37.63373","149.6","19.7","Sat-AIS",
"2018-08-13 17:17:53Z","22.18073","37.63373","149.6","19.7","Sat-AIS",
"2018-08-13 17:16:34Z","22.18667","37.63","150","10","Sat-AIS",
"2018-08-13 17:16:00Z","22.18967","37.62815","150","19.7","Sat-AIS",
"2018-08-13 17:15:53Z","22.19022","37.6278","150","19.7","Sat-AIS",
"2018-08-13 17:15:41Z","22.19117","37.62722","149.9","19.7","Sat-AIS",
"2018-08-13 17:15:35Z","22.19165","37.62692","149.9","19.7","Sat-AIS",
"2018-08-13 17:15:23Z","22.19252","37.62637","149.9","19.7","Sat-AIS",
"2018-08-13 17:15:18Z","22.19298","37.62608","150","19.7","Sat-AIS",
"2018-08-13 17:15:05Z","22.19393","37.62548","149.9","19.7","Sat-AIS",
"2018-08-13 17:14:41Z","22.19592","37.62425","149.9","19.7","Sat-AIS",
"2018-08-13 16:52:16Z","22.30255","37.5597","150.7","19.5","Sat-AIS",
"2018-08-13 16:35:03Z","22.38357","37.51038","149.6","19.5","Sat-AIS",
"2018-08-13 16:35:03Z","22.38357","37.51038","149.6","19.5","Sat-AIS",
"2018-08-13 16:34:03Z","22.38825","37.50744","149.8","19.5","Sat-AIS",
"2018-08-13 16:32:39Z","22.39483","37.50333","150","19.5","Sat-AIS",
"2018-08-13 16:31:56Z","22.39822","37.50123","149.9","19.5","Sat-AIS",
"2018-08-13 16:31:51Z","22.3986","37.501","149.9","19.5","Sat-AIS",
"2018-08-13 16:31:27Z","22.40057","37.49977","149.8","19.5","Sat-AIS",
"2018-08-13 16:30:39Z","22.40423","37.49747","149.7","19.5","Sat-AIS",
"2018-08-13 16:30:39Z","22.40423","37.49747","149.7","19.5","Sat-AIS",
"2018-08-13 16:19:17Z","22.45795","37.46407","149.6","19.4","Sat-AIS",
"2018-08-13 12:39:41Z","23.50972","36.83705","150.1","19.5","Sat-AIS",
"2018-08-13 12:04:58Z","23.67292","36.7342","149.1","19.6","Sat-AIS",
"2018-08-13 11:45:28Z","23.76302","36.67342","148","19.6","Sat-AIS",
"2018-08-13 11:45:28Z","23.76302","36.67342","148","19.6","Sat-AIS",
"2018-08-13 11:43:59Z","23.76987","36.66873","147.5","19.7","Sat-AIS",
"2018-08-13 11:43:59Z","23.76987","36.66873","147.5","19.7","Sat-AIS",
"2018-08-13 11:43:59Z","23.76987","36.66873","147.5","19.7","Sat-AIS",
"2018-08-13 11:43:22Z","23.77265","36.6668","147.6","19.7","Sat-AIS",
"2018-08-13 11:43:10Z","23.77358","36.66617","147.7","19.7","Sat-AIS",
"2018-08-13 11:41:52Z","23.77973","36.66203","148.8","19.7","Sat-AIS",
"2018-08-13 11:41:22Z","23.782","36.66053","148.8","19.7","Sat-AIS",
"2018-08-13 11:31:11Z","23.83093","36.62912","149.6","19.8","Sat-AIS",
"2018-08-13 11:31:11Z","23.83093","36.62912","149.6","19.8","Sat-AIS",
"2018-08-13 11:31:11Z","23.83093","36.62912","149.6","19.8","Sat-AIS",
"2018-08-13 10:58:34Z","23.98675","36.5305","151.5","19.9","Sat-AIS",
"2018-08-13 10:58:34Z","23.98675","36.5305","151.5","19.9","Sat-AIS",
"2018-08-13 09:15:40Z","24.48345","36.23509","152.6","19.8","Sat-AIS",
"2018-08-13 09:15:16Z","24.4854","36.23398","152.5","19.8","Sat-AIS",
"2018-08-13 09:15:10Z","24.48667","36.23333","153","10","Sat-AIS",
"2018-08-13 09:15:04Z","24.48638","36.23342","152.5","19.8","Sat-AIS",
"2018-08-13 09:14:40Z","24.48833","36.2323","152.5","19.8","Sat-AIS",
"2018-08-13 09:14:22Z","24.4898","36.23147","152.3","19.8","Sat-AIS",
"2018-08-13 09:14:10Z","24.49077","36.23092","152.4","19.8","Sat-AIS",
"2018-08-13 09:14:04Z","24.49127","36.23063","152.3","19.8","Sat-AIS",
"2018-08-13 09:13:34Z","24.4937","36.22923","152.4","19.8","Sat-AIS",
"2018-08-13 09:13:28Z","24.4942","36.22895","152.4","19.8","Sat-AIS",
"2018-08-13 09:13:22Z","24.49468","36.22868","152.5","19.8","Sat-AIS",
"2018-08-13 09:13:16Z","24.49517","36.2284","152.4","19.8","Sat-AIS",
"2018-08-13 09:12:58Z","24.49663","36.22757","152.4","19.8","Sat-AIS",
"2018-08-13 09:02:06Z","24.54937","36.19685","151.7","19.6","Sat-AIS",
"MMSI","IMO","IR","Ship Name","Call Sign",
"372894000","9782508","N/A","KIRISHIMA","3FJX5",
"Timestamp","Lat","Lon","Heading","Speed","Source",
"2018-08-13 16:42:05Z","19.60167","-92.29833","75","N/A","Sat-AIS",
"2018-08-13 16:41:30Z","19.6032","-92.29885","106.5","0.3","Sat-AIS",
"2018-08-13 15:20:28Z","19.63781","-92.29741","161.1","1.9","Sat-AIS",
"2018-08-13 15:20:27Z","19.63781","-92.29741","161.1","1.9","Sat-AIS",
"2018-08-13 15:20:08Z","19.638","-92.29746","157.2","1.9","Sat-AIS",
"2018-08-13 15:20:07Z","19.638","-92.29746","157.2","1.9","Sat-AIS",
"2018-08-13 15:20:06Z","19.638","-92.29746","157.2","1.9","Sat-AIS",
"2018-08-13 15:19:47Z","19.63815","-92.29752","154.1","1.8","Sat-AIS",
"2018-08-13 15:19:46Z","19.63815","-92.29752","154.1","1.8","Sat-AIS",
"2018-08-13 15:19:46Z","19.63815","-92.29752","154.1","1.8","Sat-AIS",
"2018-08-13 15:19:06Z","19.63845","-92.2977","147.4","1.7","Sat-AIS",
"2018-08-13 15:18:47Z","19.63858","-92.29778","145.2","1.6","Sat-AIS",
"2018-08-13 15:09:04Z","19.64167","-92.29833","182","1","Sat-AIS",
