"MMSI","IMO","IR","Ship Name","Call Sign",
"372251000","9325037","N/A","COSMERRY LAKE","3EHV",
"Timestamp","Lat","Lon","Heading","Speed","Source",
"2018-08-13 21:46:29Z","22.45305","66.1991","323","12.1","Sat-AIS",
"2018-08-13 19:34:57Z","22.08123","66.48155","327","12.6","Sat-AIS",
"2018-08-13 19:28:48Z","22.06337","66.49461","327","12.3","Sat-AIS",
"2018-08-13 15:51:03Z","21.4322","66.94102","324","12.1","Sat-AIS",
"2018-08-13 12:37:34Z","21.11208","67.45959","301","10.5","Sat-AIS",
"2018-08-13 11:09:23Z","20.94437","67.68031","313","11.1","Sat-AIS",
"2018-08-13 06:06:31Z","20.31258","68.41032","306","10.7","Sat-AIS",
"2018-08-13 06:05:51Z","20.31137","68.41195","310","10.6","Sat-AIS",
"2018-08-13 06:02:41Z","20.3052","68.41955","311","10.7","Sat-AIS",
"2018-08-13 06:01:11Z","20.30227","68.42316","307","10.7","Sat-AIS",
"2018-08-13 04:33:43Z","20.10202","68.629","316","11.1","Sat-AIS",
"2018-08-13 02:40:32Z","19.84882","68.89813","311","11","Sat-AIS",
"2018-08-13 02:40:32Z","19.84882","68.89813","311","11","Sat-AIS",
"2018-08-13 02:38:22Z","19.84418","68.90318","312","10.8","Sat-AIS",
"MMSI","IMO","IR","Ship Name","Call Sign",
"355015000","9294563","N/A","PIS PIONEER","H8UX",
"Timestamp","Lat","Lon","Heading","Speed","Source",
"2018-08-13 23:52:25Z","-35.00759","19.22473","281.2","10.6","Sat-AIS",
"2018-08-13 23:41:55Z","-35.01022","19.26365","273","10.9","Sat-AIS",
"2018-08-13 23:36:45Z","-35.0113","19.28215","277.1","10.5","Sat-AIS",
"2018-08-13 23:34:44Z","-35.01175","19.28937","275.9","10.7","Sat-AIS",
"2018-08-13 23:09:45Z","-35.0168","19.38066","274.9","11.2","Sat-AIS",
"2018-08-13 23:06:43Z","-35.01762","19.39208","272.8","11.2","Sat-AIS",
"2018-08-13 23:06:32Z","-35.01767","19.39277","273.2","11.6","Sat-AIS",
"2018-08-13 23:06:13Z","-35.01773","19.39392","275","11.3","Sat-AIS",
"2018-08-13 23:05:43Z","-35.01783","19.39584","277.4","11.5","Sat-AIS",
"2018-08-13 23:05:23Z","-35.01667","19.39667","278","5.5","Sat-AIS",
"2018-08-13 23:05:23Z","-35.01667","19.39667","278","5.5","Sat-AIS",
"2018-08-13 23:05:23Z","-35.01667","19.39667","278","5.5","Sat-AIS",
"2018-08-13 23:05:23Z","-35.01667","19.39667","278","5.5","Sat-AIS",
"2018-08-13 23:05:23Z","-35.01667","19.39667","278","5.5","Sat-AIS",
"2018-08-13 23:05:23Z","-35.01667","19.39667","278","5.5","Sat-AIS",
"2018-08-13 23:05:23Z","-35.01667","19.39667","278","5.5","Sat-AIS",
"2018-08-13 23:05:23Z","-35.01667","19.39667","278","5.5","Sat-AIS",
"2018-08-13 23:05:23Z","-35.01667","19.39667","278","5.5","Sat-AIS",
"2018-08-13 23:05:23Z","-35.01667","19.39667","278","5.5","Sat-AIS",
"2018-08-13 23:05:23Z","-35.01667","19.39667","278","5.5","Sat-AIS",
"2018-08-13 23:05:23Z","-35.01667","19.39667","278","5.5","Sat-AIS",
"2018-08-13 23:05:23Z","-35.01667","19.39667","278","5.5","Sat-AIS",
"2018-08-13 23:05:23Z","-35.01667","19.39667","278","5.5","Sat-AIS",
"2018-08-13 23:05:23Z","-35.01667","19.39667","278","5.5","Sat-AIS",
"2018-08-13 23:05:22Z","-35.01667","19.39667","278","5.5","Sat-AIS",
"2018-08-13 23:04:15Z","-35.01828","19.4016","276.1","11.6","Sat-AIS",
"2018-08-13 23:02:23Z","-35.01833","19.40833","275","5.5","Sat-AIS",
"2018-08-13 23:02:03Z","-35.01879","19.41028","275.1","11.7","Sat-AIS",
"2018-08-13 23:00:44Z","-35.01909","19.41539","274.7","11.6","Sat-AIS",
"2018-08-13 23:00:43Z","-35.01909","19.41539","274.7","11.6","Sat-AIS",
"2018-08-13 22:59:44Z","-35.01935","19.41929","271.7","11.6","Sat-AIS",
"2018-08-13 22:59:23Z","-35.01833","19.42","275","5.5","Sat-AIS",
"2018-08-13 22:32:16Z","-35.02914","19.52246","274.8","10.6","Sat-AIS",
"2018-08-13 22:29:15Z","-35.03012","19.53309","274.6","10.8","Sat-AIS",
"2018-08-13 22:26:06Z","-35.03149","19.54442","277.1","11.2","Sat-AIS",
"2018-08-13 22:23:35Z","-35.03229","19.55397","275.7","11.2","Sat-AIS",
"2018-08-13 22:23:35Z","-35.03229","19.55397","275.7","11.2","Sat-AIS",
"2018-08-13 22:23:35Z","-35.03229","19.55397","275.7","11.2","Sat-AIS",
"2018-08-13 22:16:44Z","-35.03442","19.57913","275","10.9","Sat-AIS",
"2018-08-13 22:15:25Z","-35.03483","19.58395","282.4","11.1","Sat-AIS",
"2018-08-13 22:14:54Z","-35.03511","19.58577","269.2","11","Sat-AIS",
"2018-08-13 22:14:36Z","-35.03516","19.58693","275.3","10.9","Sat-AIS",
"2018-08-13 22:14:36Z","-35.03516","19.58693","275.3","10.9","Sat-AIS",
"2018-08-13 22:14:16Z","-35.03524","19.58815","275.8","10.9","Sat-AIS",
"2018-08-13 21:57:14Z","-35.04111","19.64931","275.9","11.2","Sat-AIS",
"2018-08-13 21:53:24Z","-35.04223","19.66361","275.1","11.1","Sat-AIS",
"2018-08-13 21:51:14Z","-35.04281","19.67195","277.2","11.3","Sat-AIS",
"2018-08-13 21:48:14Z","-35.04343","19.68325","276.6","11.1","Sat-AIS",
"2018-08-13 21:32:43Z","-35.04697","19.73833","277.1","10.5","Sat-AIS",
"2018-08-13 21:32:34Z","-35.04703","19.73886","275.5","10.4","Sat-AIS",
"2018-08-13 21:32:23Z","-35.04667","19.73833","277","5","Sat-AIS",
"2018-08-13 21:32:23Z","-35.04709","19.73951","277.3","10.6","Sat-AIS",
"2018-08-13 21:32:04Z","-35.04722","19.74063","275.5","10.5","Sat-AIS",
"2018-08-13 21:31:53Z","-35.04727","19.74123","275.5","10.6","Sat-AIS",
"2018-08-13 21:31:43Z","-35.04732","19.74189","277.4","10.6","Sat-AIS",
"2018-08-13 21:31:34Z","-35.04735","19.74243","279.1","10.7","Sat-AIS",
"2018-08-13 21:31:23Z","-35.04741","19.74308","277.9","10.7","Sat-AIS",
"2018-08-13 21:30:53Z","-35.04754","19.74484","276.4","10.8","Sat-AIS",
"2018-08-13 21:30:43Z","-35.04759","19.74546","276.4","10.7","Sat-AIS",
"2018-08-13 21:30:23Z","-35.04773","19.74671","275","10.6","Sat-AIS",
"2018-08-13 21:29:53Z","-35.04784","19.74846","275.1","10.9","Sat-AIS",
"2018-08-13 21:29:34Z","-35.04792","19.7497","275.3","11","Sat-AIS",
"2018-08-13 21:29:23Z","-35.04667","19.75","276","5","Sat-AIS",
"2018-08-13 21:28:54Z","-35.04807","19.75207","272.4","10.9","Sat-AIS",
"2018-08-13 21:28:23Z","-35.04817","19.75396","277.9","10.9","Sat-AIS",
"2018-08-13 21:28:04Z","-35.0483","19.75511","272.2","10.7","Sat-AIS",
"2018-08-13 21:27:54Z","-35.04833","19.75571","274.4","10.7","Sat-AIS",
"2018-08-13 21:27:23Z","-35.04843","19.75764","272.2","10.6","Sat-AIS",
"2018-08-13 21:27:23Z","-35.04843","19.75764","272.2","10.6","Sat-AIS",
"2018-08-13 21:27:03Z","-35.0485","19.75886","270.6","10.7","Sat-AIS",
"2018-08-13 21:27:03Z","-35.0485","19.75886","270.6","10.7","Sat-AIS",
"2018-08-13 21:27:03Z","-35.0485","19.75886","270.6","10.7","Sat-AIS",
"2018-08-13 21:27:03Z","-35.0485","19.75886","270.6","10.7","Sat-AIS",
"2018-08-13 21:27:03Z","-35.0485","19.75886","270.6","10.7","Sat-AIS",
"2018-08-13 21:26:03Z","-35.04872","19.76247","273.9","10.6","Sat-AIS",
"2018-08-13 21:18:36Z","-35.05082","19.78895","275.7","10.5","Sat-AIS",
"2018-08-13 21:14:04Z","-35.05212","19.80476","276","10.2","Sat-AIS",
"2018-08-13 20:51:25Z","-35.05742","19.88603","271.5","10.4","Sat-AIS",
"2018-08-13 20:48:25Z","-35.0579","19.89646","274.5","10.1","Sat-AIS",
"2018-08-13 20:45:36Z","-35.0583","19.90602","270.5","9.8","Sat-AIS",
"2018-08-13 20:43:04Z","-35.05819","19.91458","268.1","10.2","Sat-AIS",
"2018-08-13 20:39:36Z","-35.05734","19.92655","263","9.9","Sat-AIS",
"2018-08-13 20:15:45Z","-35.04906","20.00977","258","11","Sat-AIS",
"2018-08-13 20:13:46Z","-35.04804","20.01695","264","10.5","Sat-AIS",
"2018-08-13 20:09:43Z","-35.04635","20.03142","263","10.8","Sat-AIS",
"2018-08-13 20:04:33Z","-35.04441","20.04969","263.4","10.7","Sat-AIS",
"2018-08-13 19:56:53Z","-35.04167","20.07673","265","10.5","Sat-AIS",
"2018-08-13 19:56:23Z","-35.0415","20.07854","260.8","10.4","Sat-AIS",
"2018-08-13 19:55:44Z","-35.04125","20.08085","264.8","10.5","Sat-AIS",
"2018-08-13 19:55:44Z","-35.04125","20.08085","264.8","10.5","Sat-AIS",
"2018-08-13 19:55:23Z","-35.04114","20.08207","265.5","10.3","Sat-AIS",
"2018-08-13 19:55:12Z","-35.0411","20.08264","264.7","10.4","Sat-AIS",
"2018-08-13 19:53:22Z","-35.04","20.08833","263","5","Sat-AIS",
"2018-08-13 19:52:34Z","-35.04029","20.09202","260.9","10.9","Sat-AIS",
"2018-08-13 19:43:24Z","-35.03648","20.12537","261.3","11.4","Sat-AIS",
"2018-08-13 19:38:42Z","-35.03439","20.14316","258.5","11","Sat-AIS",
"2018-08-13 19:38:42Z","-35.03439","20.14316","258.5","11","Sat-AIS",
"2018-08-13 19:38:22Z","-35.03333","20.14333","261","5","Sat-AIS",
"2018-08-13 19:38:13Z","-35.03417","20.1449","262.7","10.9","Sat-AIS",
"2018-08-13 19:38:13Z","-35.03417","20.1449","262.7","10.9","Sat-AIS",
"2018-08-13 19:38:13Z","-35.03417","20.1449","262.7","10.9","Sat-AIS",
"2018-08-13 19:36:43Z","-35.03347","20.15047","264.8","10.6","Sat-AIS",
"2018-08-13 19:36:43Z","-35.03347","20.15047","264.8","10.6","Sat-AIS",
"2018-08-13 19:36:43Z","-35.03347","20.15047","264.8","10.6","Sat-AIS",
"2018-08-13 19:36:12Z","-35.03334","20.15218","262.9","10.7","Sat-AIS",
"2018-08-13 19:36:12Z","-35.03334","20.15218","262.9","10.7","Sat-AIS",
"2018-08-13 19:35:24Z","-35.03302","20.1551","263.6","10.7","Sat-AIS",
"2018-08-13 19:35:24Z","-35.03302","20.1551","263.6","10.7","Sat-AIS",
"2018-08-13 19:35:13Z","-35.03295","20.15577","263.7","10.9","Sat-AIS",
"2018-08-13 19:34:24Z","-35.03262","20.15875","262.1","10.8","Sat-AIS",
"2018-08-13 19:34:13Z","-35.03254","20.15948","262.8","10.8","Sat-AIS",
"2018-08-13 19:33:42Z","-35.03236","20.1613","263","10.9","Sat-AIS",
"2018-08-13 19:33:24Z","-35.03223","20.16239","262.8","11","Sat-AIS",
"2018-08-13 19:33:12Z","-35.03215","20.16308","262.5","11","Sat-AIS",
"2018-08-13 19:32:44Z","-35.03195","20.1649","261.4","11.4","Sat-AIS",
"2018-08-13 19:32:44Z","-35.03195","20.1649","261.4","11.4","Sat-AIS",
"2018-08-13 19:32:24Z","-35.03179","20.16617","262.9","11.4","Sat-AIS",
"2018-08-13 19:31:34Z","-35.03141","20.16935","260.9","11.3","Sat-AIS",
"2018-08-13 19:31:34Z","-35.03141","20.16935","260.9","11.3","Sat-AIS",
"2018-08-13 19:31:24Z","-35.03134","20.16998","262.8","11.3","Sat-AIS",
"2018-08-13 19:31:03Z","-35.0312","20.17132","262.5","11.3","Sat-AIS",
"2018-08-13 19:30:54Z","-35.03114","20.17189","263.5","11.3","Sat-AIS",
"2018-08-13 19:30:34Z","-35.03102","20.17315","262.8","11.2","Sat-AIS",
"2018-08-13 19:30:25Z","-35.03096","20.17378","262.7","11.2","Sat-AIS",
"2018-08-13 19:06:54Z","-35.01933","20.26221","263.9","10.7","Sat-AIS",
"2018-08-13 19:04:45Z","-35.01858","20.27009","263.1","10.9","Sat-AIS",
"2018-08-13 18:59:34Z","-35.01643","20.28932","263.8","10.7","Sat-AIS",
"2018-08-13 18:21:25Z","-35.00243","20.42054","260.1","10","Sat-AIS",
"2018-08-13 17:59:32Z","-34.9919","20.49367","260.4","10.1","Sat-AIS",
"2018-08-13 17:59:32Z","-34.9919","20.49367","260.4","10.1","Sat-AIS",
"2018-08-13 17:59:22Z","-34.99167","20.49333","261","5","Sat-AIS",
"2018-08-13 17:59:04Z","-34.99168","20.49522","259.2","9.9","Sat-AIS",
"2018-08-13 17:55:53Z","-34.99011","20.50611","258.5","10.3","Sat-AIS",
"2018-08-13 17:45:54Z","-34.98439","20.5409","259.8","10.4","Sat-AIS",
"2018-08-13 17:15:04Z","-34.97343","20.64792","262","10.5","Sat-AIS",
"2018-08-13 16:47:54Z","-34.96097","20.7417","261.3","10.1","Sat-AIS",
"2018-08-13 16:38:33Z","-34.95676","20.77434","261.1","11","Sat-AIS",
"2018-08-13 16:37:26Z","-34.95619","20.7786","259","11","Sat-AIS",
"2018-08-13 16:23:13Z","-34.94973","20.82906","264.9","10.3","Sat-AIS",
"2018-08-13 16:22:13Z","-34.94934","20.83255","259.5","10.4","Sat-AIS",
"2018-08-13 16:22:12Z","-34.94934","20.83255","259.5","10.4","Sat-AIS",
"2018-08-13 16:21:43Z","-34.94912","20.8343","263.8","10.4","Sat-AIS",
"2018-08-13 16:20:42Z","-34.94869","20.8378","259.7","10.6","Sat-AIS",
"2018-08-13 16:19:13Z","-34.94807","20.84309","260.5","10.3","Sat-AIS",
"2018-08-13 16:19:12Z","-34.94807","20.84309","260.5","10.3","Sat-AIS",
"2018-08-13 16:19:12Z","-34.94807","20.84309","260.5","10.3","Sat-AIS",
"2018-08-13 16:11:06Z","-34.94434","20.87145","262.9","10.3","Sat-AIS",
"2018-08-13 16:04:44Z","-34.9417","20.89409","260.9","10.7","Sat-AIS",
"2018-08-13 16:02:06Z","-34.94054","20.90353","259.7","10.6","Sat-AIS",
"2018-08-13 15:33:14Z","-34.92816","21.00407","260.9","11.3","Sat-AIS",
"2018-08-13 15:26:45Z","-34.92554","21.02789","264.4","11.1","Sat-AIS",
"2018-08-13 15:26:44Z","-34.92554","21.02789","264.4","11.1","Sat-AIS",
"2018-08-13 15:03:25Z","-34.91451","21.11433","258","11.4","Sat-AIS",
"2018-08-13 15:02:54Z","-34.91418","21.1162","258.7","11.4","Sat-AIS",
"2018-08-13 14:58:14Z","-34.91112","21.13336","260.2","10.8","Sat-AIS",
"2018-08-13 14:54:54Z","-34.90948","21.14497","260.2","10.6","Sat-AIS",
"2018-08-13 14:52:35Z","-34.90831","21.15319","261.9","10.5","Sat-AIS",
"2018-08-13 14:52:35Z","-34.90831","21.15319","261.9","10.5","Sat-AIS",
"2018-08-13 14:26:44Z","-34.89553","21.24458","258.2","10.7","Sat-AIS",
"2018-08-13 14:26:44Z","-34.89553","21.24458","258.2","10.7","Sat-AIS",
"2018-08-13 14:19:14Z","-34.89182","21.27085","259","10.3","Sat-AIS",
"2018-08-13 14:19:14Z","-34.89182","21.27085","259","10.3","Sat-AIS",
"2018-08-13 14:19:14Z","-34.89182","21.27085","259","10.3","Sat-AIS",
"2018-08-13 14:04:33Z","-34.88557","21.32502","263.4","11.4","Sat-AIS",
"2018-08-13 13:54:04Z","-34.88221","21.36432","259.8","11.5","Sat-AIS",
"2018-08-13 13:50:04Z","-34.88028","21.3794","261.7","11.2","Sat-AIS",
"2018-08-13 13:48:55Z","-34.87975","21.38377","263","11.2","Sat-AIS",
"2018-08-13 13:43:35Z","-34.8773","21.4037","260.3","11.4","Sat-AIS",
"2018-08-13 13:15:25Z","-34.86426","21.50989","260.9","11.2","Sat-AIS",
"2018-08-13 13:15:24Z","-34.86426","21.50989","260.9","11.2","Sat-AIS",
"2018-08-13 13:09:05Z","-34.86142","21.53362","259.1","11.3","Sat-AIS",
"2018-08-13 12:45:45Z","-34.85389","21.62267","264.4","11.4","Sat-AIS",
"2018-08-13 12:45:45Z","-34.85389","21.62267","264.4","11.4","Sat-AIS",
"2018-08-13 12:45:45Z","-34.85389","21.62267","264.4","11.4","Sat-AIS",
"2018-08-13 12:45:45Z","-34.85389","21.62267","264.4","11.4","Sat-AIS",
"2018-08-13 12:45:45Z","-34.85389","21.62267","264.4","11.4","Sat-AIS",
"2018-08-13 12:45:45Z","-34.85389","21.62267","264.4","11.4","Sat-AIS",
"2018-08-13 12:45:45Z","-34.85389","21.62267","264.4","11.4","Sat-AIS",
"2018-08-13 12:45:45Z","-34.85389","21.62267","264.4","11.4","Sat-AIS",
"2018-08-13 12:45:45Z","-34.85389","21.62267","264.4","11.4","Sat-AIS",
"2018-08-13 12:45:45Z","-34.85389","21.62267","264.4","11.4","Sat-AIS",
"2018-08-13 12:45:45Z","-34.85389","21.62267","264.4","11.4","Sat-AIS",
"2018-08-13 12:39:54Z","-34.85239","21.64512","267.6","11.6","Sat-AIS",
"2018-08-13 12:28:23Z","-34.84962","21.69014","268.6","11.8","Sat-AIS",
"2018-08-13 12:28:23Z","-34.84962","21.69014","268.6","11.8","Sat-AIS",
"2018-08-13 12:27:23Z","-34.84949","21.69409","264.4","12","Sat-AIS",
"2018-08-13 12:07:24Z","-34.84551","21.77151","264.7","11.5","Sat-AIS",
"2018-08-13 12:00:09Z","-34.84176","21.79848","259.6","11.1","Sat-AIS",
"2018-08-13 11:59:16Z","-34.84105","21.80214","258.4","11","Sat-AIS",
"2018-08-13 11:58:18Z","-34.8405","21.80522","257.5","11","Sat-AIS",
"2018-08-13 11:58:18Z","-34.8405","21.80522","257.5","11","Sat-AIS",
"2018-08-13 11:58:09Z","-34.8404","21.80577","257.9","11","Sat-AIS",
"2018-08-13 11:57:18Z","-34.83983","21.8089","256.6","11.1","Sat-AIS",
"2018-08-13 11:57:09Z","-34.83972","21.80944","258","11.3","Sat-AIS",
"2018-08-13 11:56:18Z","-34.83914","21.81261","262.1","11.3","Sat-AIS",
"2018-08-13 11:32:26Z","-34.82295","21.90286","256.5","11.4","Sat-AIS",
"2018-08-13 11:26:55Z","-34.8192","21.92376","259.5","11.4","Sat-AIS",
"2018-08-13 11:17:06Z","-34.81247","21.96116","261.6","11.5","Sat-AIS",
"2018-08-13 10:56:54Z","-34.80341","22.04136","263.4","11.5","Sat-AIS",
"2018-08-13 10:53:52Z","-34.80234","22.0531","265","12","Sat-AIS",
"2018-08-13 10:52:43Z","-34.80192","22.05766","264.2","11.9","Sat-AIS",
"2018-08-13 10:52:03Z","-34.80167","22.06022","261.9","11.9","Sat-AIS",
"2018-08-13 10:51:36Z","-34.80146","22.06222","263.9","11.8","Sat-AIS",
"2018-08-13 10:44:22Z","-34.79833","22.08833","267","5.5","Sat-AIS",
"2018-08-13 10:43:36Z","-34.79881","22.09292","266.1","11.6","Sat-AIS",
"2018-08-13 10:40:53Z","-34.79776","22.10383","264.3","12.2","Sat-AIS",
"2018-08-13 10:38:44Z","-34.7969","22.11264","263.2","12.1","Sat-AIS",
"2018-08-13 10:36:54Z","-34.79615","22.12008","262.5","12.4","Sat-AIS",
"2018-08-13 10:36:44Z","-34.79607","22.12083","263.2","12.4","Sat-AIS",
"2018-08-13 10:36:23Z","-34.7959","22.12228","264.1","12.4","Sat-AIS",
"2018-08-13 10:36:04Z","-34.79577","22.12358","264.2","12.4","Sat-AIS",
"2018-08-13 10:35:54Z","-34.7957","22.12427","262.4","12.4","Sat-AIS",
"2018-08-13 10:35:24Z","-34.79549","22.12635","261.9","12.3","Sat-AIS",
"2018-08-13 10:35:22Z","-34.795","22.125","261","6","Sat-AIS",
"2018-08-13 10:35:14Z","-34.79541","22.12699","263.4","12.4","Sat-AIS",
"2018-08-13 10:35:04Z","-34.79532","22.12774","264","12.4","Sat-AIS",
"2018-08-13 10:34:24Z","-34.79504","22.1305","266.7","12.4","Sat-AIS",
"2018-08-13 10:34:14Z","-34.79497","22.13112","266.4","12.4","Sat-AIS",
"2018-08-13 10:34:04Z","-34.7949","22.13188","263.1","12.4","Sat-AIS",
"2018-08-13 10:32:44Z","-34.7944","22.13738","261.4","12.4","Sat-AIS",
"2018-08-13 10:21:15Z","-34.78849","22.18372","261.3","12.2","Sat-AIS",
"2018-08-13 10:20:58Z","-34.78838","22.18445","259.6","12","Sat-AIS",
"2018-08-13 10:19:58Z","-34.78779","22.18846","260.9","12.2","Sat-AIS",
"2018-08-13 10:18:19Z","-34.78672","22.19505","258","12.1","Sat-AIS",
"2018-08-13 10:15:44Z","-34.78495","22.20578","258.4","12.1","Sat-AIS",
"2018-08-13 10:13:24Z","-34.78339","22.21511","258.6","12","Sat-AIS",
"2018-08-13 10:09:14Z","-34.78064","22.23179","255.6","12.3","Sat-AIS",
"2018-08-13 09:39:35Z","-34.76787","22.35057","264.6","12.1","Sat-AIS",
"2018-08-13 09:33:55Z","-34.76616","22.37358","265.5","12","Sat-AIS",
"2018-08-13 09:15:45Z","-34.75956","22.4473","264.9","11.9","Sat-AIS",
"2018-08-13 09:07:24Z","-34.75659","22.48113","261.3","12.4","Sat-AIS",
"2018-08-13 09:07:23Z","-34.75659","22.48113","261.3","12.4","Sat-AIS",
"2018-08-13 09:07:14Z","-34.75653","22.48175","262.2","12.4","Sat-AIS",
"2018-08-13 09:06:33Z","-34.75625","22.48455","264.3","12.4","Sat-AIS",
"2018-08-13 09:05:04Z","-34.75566","22.49058","262.2","12.2","Sat-AIS",
"2018-08-13 09:04:33Z","-34.75545","22.49277","265.6","12.2","Sat-AIS",
"2018-08-13 09:04:24Z","-34.75538","22.49346","263.8","12.1","Sat-AIS",
"2018-08-13 09:04:24Z","-34.75538","22.49346","263.8","12.1","Sat-AIS",
"2018-08-13 09:04:24Z","-34.75538","22.49346","263.8","12.1","Sat-AIS",
"2018-08-13 09:04:24Z","-34.75538","22.49346","263.8","12.1","Sat-AIS",
"2018-08-13 09:04:23Z","-34.75538","22.49346","263.8","12.1","Sat-AIS",
"2018-08-13 09:02:22Z","-34.75333","22.5","259","6","Sat-AIS",
"2018-08-13 09:01:33Z","-34.75438","22.50482","264.4","12","Sat-AIS",
"2018-08-13 08:59:22Z","-34.75333","22.51333","262","6","Sat-AIS",
"2018-08-13 08:59:14Z","-34.75362","22.51417","265.1","12.2","Sat-AIS",
"2018-08-13 08:58:54Z","-34.75351","22.51544","265.7","12.1","Sat-AIS",
"2018-08-13 08:58:34Z","-34.75338","22.51695","263.3","12.4","Sat-AIS",
"2018-08-13 08:58:14Z","-34.75328","22.51826","261.8","12.2","Sat-AIS",
"2018-08-13 08:57:54Z","-34.75315","22.51955","263.6","12.1","Sat-AIS",
"2018-08-13 08:57:43Z","-34.75306","22.52029","264","12.1","Sat-AIS",
"2018-08-13 08:57:33Z","-34.753","22.52103","263.8","12","Sat-AIS",
"2018-08-13 08:57:04Z","-34.75282","22.52298","262.3","11.9","Sat-AIS",
"2018-08-13 08:56:54Z","-34.75277","22.52359","261.9","11.9","Sat-AIS",
"2018-08-13 08:36:43Z","-34.74558","22.60502","265.7","12.1","Sat-AIS",
"2018-08-13 08:34:03Z","-34.74483","22.61602","265.2","12.2","Sat-AIS",
"2018-08-13 08:33:03Z","-34.74451","22.62014","263.5","12.5","Sat-AIS",
"2018-08-13 08:32:34Z","-34.74432","22.62222","266.1","12.4","Sat-AIS",
"2018-08-13 08:32:33Z","-34.74432","22.62222","266.1","12.4","Sat-AIS",
"2018-08-13 08:31:44Z","-34.74406","22.62567","265.3","12.4","Sat-AIS",
"2018-08-13 08:31:34Z","-34.74402","22.62635","264.1","12.4","Sat-AIS",
"2018-08-13 08:31:33Z","-34.74402","22.62635","264.1","12.4","Sat-AIS",
"2018-08-13 08:31:33Z","-34.74402","22.62635","264.1","12.4","Sat-AIS",
"2018-08-13 08:30:44Z","-34.74374","22.62972","265.9","12.6","Sat-AIS",
"2018-08-13 08:30:05Z","-34.74351","22.63257","265.6","12.4","Sat-AIS",
"2018-08-13 08:30:04Z","-34.74351","22.63257","265.6","12.4","Sat-AIS",
"2018-08-13 08:30:03Z","-34.74351","22.63257","265.6","12.4","Sat-AIS",
"2018-08-13 08:29:34Z","-34.74334","22.63463","265.3","12.3","Sat-AIS",
"2018-08-13 08:29:21Z","-34.74167","22.635","266","6","Sat-AIS",
"2018-08-13 08:22:15Z","-34.74111","22.66426","262.5","11.8","Sat-AIS",
"2018-08-13 08:22:15Z","-34.74111","22.66426","262.5","11.8","Sat-AIS",
"2018-08-13 07:54:24Z","-34.73142","22.77628","267.3","12","Sat-AIS",
"2018-08-13 07:49:04Z","-34.72976","22.79764","266","12.1","Sat-AIS",
"2018-08-13 07:49:04Z","-34.72976","22.79764","266","12.1","Sat-AIS",
"2018-08-13 07:19:05Z","-34.71945","22.91966","266","11.4","Sat-AIS",
"2018-08-13 06:58:12Z","-34.713","22.99545","261.2","10","Sat-AIS",
"2018-08-13 06:57:13Z","-34.71272","22.99878","264","9.9","Sat-AIS",
"2018-08-13 06:57:13Z","-34.71272","22.99878","264","9.9","Sat-AIS",
"2018-08-13 06:57:12Z","-34.71272","22.99878","264","9.9","Sat-AIS",
"2018-08-13 06:57:12Z","-34.71272","22.99878","264","9.9","Sat-AIS",
"2018-08-13 06:56:22Z","-34.71252","23.00156","267.2","9.9","Sat-AIS",
"2018-08-13 06:56:20Z","-34.71167","23.00167","266","5","Sat-AIS",
"2018-08-13 06:56:13Z","-34.71246","23.00212","264.4","9.9","Sat-AIS",
"2018-08-13 06:55:22Z","-34.71224","23.00491","266.3","9.8","Sat-AIS",
"2018-08-13 06:55:22Z","-34.71224","23.00491","266.3","9.8","Sat-AIS",
"2018-08-13 06:55:13Z","-34.71222","23.00546","266","9.8","Sat-AIS",
"2018-08-13 06:54:52Z","-34.71215","23.00663","264","9.9","Sat-AIS",
"2018-08-13 06:54:51Z","-34.71215","23.00663","264","9.9","Sat-AIS",
"2018-08-13 06:54:12Z","-34.71199","23.00881","267.1","10","Sat-AIS",
"2018-08-13 06:53:42Z","-34.71187","23.01048","260.4","10.5","Sat-AIS",
"2018-08-13 06:53:23Z","-34.71171","23.01164","265.3","10.3","Sat-AIS",
"2018-08-13 06:53:22Z","-34.71171","23.01164","265.3","10.3","Sat-AIS",
"2018-08-13 06:53:13Z","-34.71167","23.01222","264.5","10.2","Sat-AIS",
"2018-08-13 06:53:12Z","-34.71167","23.01222","264.5","10.2","Sat-AIS",
"2018-08-13 06:52:13Z","-34.71137","23.01564","262.8","10.3","Sat-AIS",
"2018-08-13 06:52:04Z","-34.7113","23.01614","265.7","10.2","Sat-AIS",
"2018-08-13 06:52:03Z","-34.7113","23.01614","265.7","10.2","Sat-AIS",
"2018-08-13 06:51:43Z","-34.71119","23.01735","263.7","10.1","Sat-AIS",
"2018-08-13 06:51:42Z","-34.71119","23.01735","263.7","10.1","Sat-AIS",
"2018-08-13 06:50:43Z","-34.71085","23.0207","265.1","9.9","Sat-AIS",
"2018-08-13 06:50:42Z","-34.71085","23.0207","265.1","9.9","Sat-AIS",
"2018-08-13 06:46:54Z","-34.70983","23.03318","265.8","9.9","Sat-AIS",
"2018-08-13 06:40:26Z","-34.70791","23.05546","266.4","10.1","Sat-AIS",
"2018-08-13 06:40:26Z","-34.70791","23.05546","266.4","10.1","Sat-AIS",
"2018-08-13 06:22:44Z","-34.7025","23.11646","266.1","10.6","Sat-AIS",
"2018-08-13 06:14:54Z","-34.70018","23.14406","264","10.1","Sat-AIS",
"2018-08-13 06:13:03Z","-34.69968","23.15027","263.3","9.8","Sat-AIS",
