"MMSI","IMO","IR","Ship Name","Call Sign",
"372251000","9325037","N/A","COSMERRY LAKE","3EHV",
"Timestamp","Lat","Lon","Heading","Speed","Source",
"2018-08-13 15:33:51Z","-34.7166","22.88035","263","13.6","Sat-AIS",
"2018-08-13 15:32:22Z","-34.71598","22.88718","263","13.6","Sat-AIS",
"2018-08-13 15:28:22Z","-34.71427","22.90518","263","13.4","Sat-AIS",
"2018-08-13 15:02:20Z","-34.70334","23.0228","262","13.5","Sat-AIS",
"2018-08-13 14:58:21Z","-34.70153","23.04082","261","13.4","Sat-AIS",
"2018-08-13 14:57:10Z","-34.70095","23.04613","263","13.4","Sat-AIS",
"2018-08-13 14:57:10Z","-34.70095","23.04613","263","13.4","Sat-AIS",
"2018-08-13 14:57:10Z","-34.70095","23.04613","263","13.4","Sat-AIS",
"2018-08-13 14:53:02Z","-34.6988","23.06462","261","13.5","Sat-AIS",
"2018-08-13 14:51:51Z","-34.69817","23.06995","262","13.5","Sat-AIS",
"2018-08-13 14:28:51Z","-34.69103","23.1743","264","13.6","Sat-AIS",
"2018-08-13 14:28:41Z","-34.69097","23.17507","266","13.6","Sat-AIS",
"2018-08-13 14:28:41Z","-34.69097","23.17507","266","13.6","Sat-AIS",
"2018-08-13 14:28:41Z","-34.69097","23.17507","266","13.6","Sat-AIS",
"2018-08-13 14:23:42Z","-34.6895","23.19788","265","13.5","Sat-AIS",
"2018-08-13 14:22:42Z","-34.68915","23.20243","264","13.5","Sat-AIS",
"2018-08-13 14:18:26Z","-34.68777","23.22182","265","13.4","Sat-AIS",
"2018-08-13 14:17:08Z","-34.6874","23.22775","265","13.7","Sat-AIS",
"2018-08-13 14:09:17Z","-34.68413","23.26382","263","13.9","Sat-AIS",
"2018-08-13 14:09:07Z","-34.68405","23.2646","263","13.9","Sat-AIS",
"2018-08-13 14:08:47Z","-34.68392","23.26615","262","13.8","Sat-AIS",
"2018-08-13 14:08:07Z","-34.68363","23.26923","263","13.8","Sat-AIS",
"2018-08-13 14:07:36Z","-34.68338","23.27165","263","13.8","Sat-AIS",
"2018-08-13 14:07:26Z","-34.68332","23.2724","263","13.8","Sat-AIS",
"2018-08-13 14:07:17Z","-34.68325","23.27318","261","13.9","Sat-AIS",
"2018-08-13 14:06:26Z","-34.68287","23.27703","261","13.8","Sat-AIS",
"2018-08-13 14:06:14Z","-34.68277","23.27797","262","13.8","Sat-AIS",
"2018-08-13 14:05:47Z","-34.68255","23.28005","261","13.8","Sat-AIS",
"2018-08-13 14:04:26Z","-34.68187","23.28628","261","13.8","Sat-AIS",
"2018-08-13 14:03:56Z","-34.68162","23.28858","263","13.8","Sat-AIS",
"2018-08-13 14:03:56Z","-34.68162","23.28858","263","13.8","Sat-AIS",
"2018-08-13 14:03:56Z","-34.68162","23.28858","263","13.8","Sat-AIS",
"2018-08-13 14:03:14Z","-34.68133","23.2918","265","13.7","Sat-AIS",
"2018-08-13 14:01:26Z","-34.6806","23.30018","263","13.9","Sat-AIS",
"2018-08-13 14:01:20Z","-34.68055","23.30063","263","14","Sat-AIS",
"2018-08-13 13:54:43Z","-34.67758","23.3316","262","13.7","Sat-AIS",
"2018-08-13 13:52:22Z","-34.67663","23.34233","263","13.8","Sat-AIS",
"2018-08-13 13:48:22Z","-34.67493","23.36088","264","13.8","Sat-AIS",
"2018-08-13 13:43:16Z","-34.67273","23.38465","262","13.9","Sat-AIS",
"2018-08-13 13:42:09Z","-34.67227","23.38985","263","13.9","Sat-AIS",
"2018-08-13 13:42:09Z","-34.67227","23.38985","263","13.9","Sat-AIS",
"2018-08-13 13:36:03Z","-34.66993","23.41757","263","13.7","Sat-AIS",
"2018-08-13 13:35:42Z","-34.66979","23.4191","265","13.7","Sat-AIS",
"2018-08-13 13:34:42Z","-34.66942","23.42377","262","13.8","Sat-AIS",
"2018-08-13 13:34:32Z","-34.66935","23.42453","263","13.7","Sat-AIS",
"2018-08-13 13:31:24Z","-34.66798","23.43902","262","13.7","Sat-AIS",
"2018-08-13 13:31:13Z","-34.66792","23.43987","262","13.7","Sat-AIS",
"2018-08-13 13:31:06Z","-34.66785","23.4404","264","13.7","Sat-AIS",
"2018-08-13 13:30:42Z","-34.6677","23.44218","264","13.8","Sat-AIS",
"2018-08-13 13:30:06Z","-34.66748","23.44503","263","13.8","Sat-AIS",
"2018-08-13 13:29:18Z","-34.66717","23.44873","265","13.8","Sat-AIS",
"2018-08-13 13:20:50Z","-34.66367","23.48885","264","13.9","Sat-AIS",
"2018-08-13 13:19:34Z","-34.66327","23.49485","265","13.9","Sat-AIS",
"2018-08-13 13:15:41Z","-34.66184","23.51293","262","14","Sat-AIS",
"2018-08-13 13:14:11Z","-34.66122","23.51998","262","14.1","Sat-AIS",
"2018-08-13 13:14:11Z","-34.66122","23.51998","262","14.1","Sat-AIS",
"2018-08-13 13:14:11Z","-34.66122","23.51998","262","14.1","Sat-AIS",
"2018-08-13 13:10:28Z","-34.6597","23.53738","263","13.9","Sat-AIS",
"2018-08-13 13:08:53Z","-34.65902","23.54488","262","14","Sat-AIS",
"2018-08-13 12:46:15Z","-34.64862","23.65075","263","14","Sat-AIS",
"2018-08-13 12:45:15Z","-34.64813","23.65543","261","14.1","Sat-AIS",
"2018-08-13 12:39:54Z","-34.64538","23.68057","262","13.9","Sat-AIS",
"2018-08-13 12:36:35Z","-34.64362","23.6959","262","13.8","Sat-AIS",
"2018-08-13 12:34:35Z","-34.64258","23.70513","263","13.7","Sat-AIS",
"2018-08-13 12:34:13Z","-34.64242","23.70673","262","13.8","Sat-AIS",
"2018-08-13 12:34:03Z","-34.64233","23.7075","262","13.8","Sat-AIS",
"2018-08-13 12:34:03Z","-34.64233","23.7075","262","13.8","Sat-AIS",
"2018-08-13 12:34:03Z","-34.64233","23.7075","262","13.8","Sat-AIS",
"2018-08-13 12:34:03Z","-34.64233","23.7075","262","13.8","Sat-AIS",
"2018-08-13 12:33:43Z","-34.64219","23.70905","262","13.7","Sat-AIS",
"2018-08-13 12:33:03Z","-34.64188","23.71205","263","13.7","Sat-AIS",
"2018-08-13 12:32:43Z","-34.64174","23.71358","262","13.7","Sat-AIS",
"2018-08-13 12:32:22Z","-34.64157","23.71517","263","13.7","Sat-AIS",
"2018-08-13 12:31:31Z","-34.64115","23.71907","262","13.6","Sat-AIS",
"2018-08-13 12:30:53Z","-34.64082","23.72203","262","13.7","Sat-AIS",
"2018-08-13 12:30:31Z","-34.64065","23.72365","262","13.7","Sat-AIS",
"2018-08-13 12:30:22Z","-34.64057","23.72433","263","13.7","Sat-AIS",
"2018-08-13 12:29:43Z","-34.64025","23.7273","263","13.6","Sat-AIS",
"2018-08-13 12:29:22Z","-34.64007","23.72888","263","13.8","Sat-AIS",
"2018-08-13 12:29:12Z","-34.63998","23.72973","261","13.7","Sat-AIS",
"2018-08-13 12:28:31Z","-34.63963","23.7328","262","13.8","Sat-AIS",
"2018-08-13 12:28:22Z","-34.63958","23.7335","261","13.8","Sat-AIS",
"2018-08-13 12:28:12Z","-34.6395","23.73428","261","13.8","Sat-AIS",
"2018-08-13 12:27:42Z","-34.63923","23.7366","261","13.9","Sat-AIS",
"2018-08-13 12:27:12Z","-34.63895","23.7389","262","13.9","Sat-AIS",
"2018-08-13 12:25:22Z","-34.63804","23.74742","262","13.9","Sat-AIS",
"2018-08-13 12:10:39Z","-34.63123","23.81587","264","13.8","Sat-AIS",
"2018-08-13 12:09:07Z","-34.63065","23.82295","265","13.8","Sat-AIS",
"2018-08-13 12:04:07Z","-34.62874","23.84605","263","13.7","Sat-AIS",
"2018-08-13 12:02:12Z","-34.62802","23.8544","263","13.7","Sat-AIS",
"2018-08-13 12:02:01Z","-34.62795","23.85517","264","13.7","Sat-AIS",
"2018-08-13 12:01:52Z","-34.62788","23.85585","263","13.7","Sat-AIS",
"2018-08-13 12:01:41Z","-34.6278","23.85678","262","13.6","Sat-AIS",
"2018-08-13 12:01:31Z","-34.62775","23.85747","263","13.7","Sat-AIS",
"2018-08-13 12:01:01Z","-34.62753","23.85985","263","13.7","Sat-AIS",
"2018-08-13 12:00:41Z","-34.62742","23.86138","265","13.7","Sat-AIS",
"2018-08-13 12:00:01Z","-34.62718","23.8644","264","13.6","Sat-AIS",
"2018-08-13 11:59:41Z","-34.62707","23.86593","265","13.6","Sat-AIS",
"2018-08-13 11:59:22Z","-34.62697","23.86737","264","13.6","Sat-AIS",
"2018-08-13 11:58:59Z","-34.62678","23.86958","265","13.5","Sat-AIS",
"2018-08-13 11:58:52Z","-34.62678","23.86958","265","13.5","Sat-AIS",
"2018-08-13 11:58:41Z","-34.62672","23.87048","264","13.5","Sat-AIS",
"2018-08-13 11:58:41Z","-34.62672","23.87048","264","13.5","Sat-AIS",
"2018-08-13 11:57:52Z","-34.62642","23.87418","264","13.5","Sat-AIS",
"2018-08-13 11:57:32Z","-34.62632","23.8757","264","13.5","Sat-AIS",
"2018-08-13 11:57:01Z","-34.62615","23.87798","266","13.5","Sat-AIS",
"2018-08-13 11:56:32Z","-34.62602","23.88025","266","13.5","Sat-AIS",
"2018-08-13 11:55:42Z","-34.62578","23.88402","265","13.5","Sat-AIS",
"2018-08-13 11:55:12Z","-34.62567","23.88627","266","13.4","Sat-AIS",
"2018-08-13 11:54:32Z","-34.6255","23.88927","265","13.3","Sat-AIS",
"2018-08-13 11:54:21Z","-34.62544","23.8901","265","13.3","Sat-AIS",
"2018-08-13 11:54:11Z","-34.62538","23.89077","265","13.4","Sat-AIS",
"2018-08-13 11:54:02Z","-34.62535","23.89145","264","13.4","Sat-AIS",
"2018-08-13 11:53:42Z","-34.62523","23.89302","264","13.3","Sat-AIS",
"2018-08-13 11:53:32Z","-34.62518","23.89377","264","13.3","Sat-AIS",
"2018-08-13 11:53:21Z","-34.62512","23.89458","264","13.3","Sat-AIS",
"2018-08-13 11:53:17Z","-34.62507","23.89533","263","13.3","Sat-AIS",
"2018-08-13 11:53:17Z","-34.62507","23.89533","263","13.3","Sat-AIS",
"2018-08-13 11:53:11Z","-34.62507","23.89533","263","13.3","Sat-AIS",
"2018-08-13 11:52:51Z","-34.62495","23.89683","264","13.3","Sat-AIS",
"2018-08-13 11:51:42Z","-34.62452","23.90188","263","13.2","Sat-AIS",
"2018-08-13 11:51:42Z","-34.62452","23.90188","263","13.2","Sat-AIS",
"2018-08-13 11:51:02Z","-34.6242","23.90492","260","13.2","Sat-AIS",
"2018-08-13 11:49:21Z","-34.62292","23.91213","258","13.1","Sat-AIS",
"2018-08-13 11:36:08Z","-34.61265","23.97063","258","13.2","Sat-AIS",
"2018-08-13 11:29:29Z","-34.60767","23.99967","259","13.3","Sat-AIS",
"2018-08-13 11:24:19Z","-34.6041","24.02227","258","13.3","Sat-AIS",
"2018-08-13 11:24:19Z","-34.6041","24.02227","258","13.3","Sat-AIS",
"2018-08-13 11:17:37Z","-34.599","24.05158","258","13.2","Sat-AIS",
"2018-08-13 10:55:36Z","-34.58197","24.14612","256","12.9","Sat-AIS",
"2018-08-13 10:55:25Z","-34.58182","24.14688","256","12.9","Sat-AIS",
"2018-08-13 10:55:25Z","-34.58182","24.14688","256","12.9","Sat-AIS",
"2018-08-13 10:55:17Z","-34.5817","24.14745","257","12.9","Sat-AIS",
"2018-08-13 10:54:58Z","-34.58142","24.149","256","12.9","Sat-AIS",
"2018-08-13 10:54:56Z","-34.58142","24.149","256","12.9","Sat-AIS",
"2018-08-13 10:54:45Z","-34.58128","24.14972","256","12.9","Sat-AIS",
"2018-08-13 10:54:36Z","-34.58115","24.15035","257","12.8","Sat-AIS",
"2018-08-13 10:54:25Z","-34.581","24.15112","257","12.9","Sat-AIS",
"2018-08-13 10:54:17Z","-34.5809","24.15168","256","12.9","Sat-AIS",
"2018-08-13 10:54:17Z","-34.5809","24.15168","256","12.9","Sat-AIS",
"2018-08-13 10:54:17Z","-34.5809","24.15168","256","12.9","Sat-AIS",
"2018-08-13 10:54:17Z","-34.5809","24.15168","256","12.9","Sat-AIS",
"2018-08-13 10:54:06Z","-34.58077","24.15247","256","12.9","Sat-AIS",
"2018-08-13 10:53:56Z","-34.58062","24.15317","256","12.8","Sat-AIS",
"2018-08-13 10:53:45Z","-34.58047","24.15395","256","12.8","Sat-AIS",
"2018-08-13 10:52:56Z","-34.57977","24.15747","257","13","Sat-AIS",
"2018-08-13 10:52:56Z","-34.57977","24.15747","257","13","Sat-AIS",
"2018-08-13 10:52:15Z","-34.57924","24.16032","258","13","Sat-AIS",
"2018-08-13 10:52:06Z","-34.5791","24.16095","257","13","Sat-AIS",
"2018-08-13 10:52:06Z","-34.5791","24.16095","257","13","Sat-AIS",
"2018-08-13 10:51:56Z","-34.57898","24.16167","256","13","Sat-AIS",
"2018-08-13 10:51:45Z","-34.57885","24.16245","256","13","Sat-AIS",
"2018-08-13 10:51:45Z","-34.57885","24.16245","256","13","Sat-AIS",
"2018-08-13 10:47:47Z","-34.57549","24.17948","256","12.9","Sat-AIS",
"2018-08-13 10:41:28Z","-34.5704","24.20627","258","13","Sat-AIS",
"2018-08-13 10:41:17Z","-34.57028","24.207","259","13","Sat-AIS",
"2018-08-13 10:40:17Z","-34.56967","24.21133","260","13","Sat-AIS",
"2018-08-13 10:39:56Z","-34.56947","24.21285","259","13","Sat-AIS",
"2018-08-13 10:39:17Z","-34.56905","24.21565","258","13.1","Sat-AIS",
"2018-08-13 10:38:38Z","-34.5686","24.21847","258","13","Sat-AIS",
"2018-08-13 10:38:28Z","-34.56847","24.21918","258","13","Sat-AIS",
"2018-08-13 10:38:17Z","-34.56832","24.22005","258","13","Sat-AIS",
"2018-08-13 10:38:06Z","-34.5682","24.22077","258","13","Sat-AIS",
"2018-08-13 10:37:56Z","-34.56807","24.22148","257","13","Sat-AIS",
"2018-08-13 10:37:38Z","-34.56783","24.22283","258","13","Sat-AIS",
"2018-08-13 10:36:56Z","-34.56735","24.22575","259","12.9","Sat-AIS",
"2018-08-13 10:36:47Z","-34.56723","24.2264","259","12.9","Sat-AIS",
"2018-08-13 10:36:38Z","-34.56715","24.22705","259","12.9","Sat-AIS",
"2018-08-13 10:36:28Z","-34.56703","24.22777","259","12.9","Sat-AIS",
"2018-08-13 10:36:06Z","-34.5668","24.22933","261","12.9","Sat-AIS",
"2018-08-13 10:35:56Z","-34.56669","24.23003","260","12.9","Sat-AIS",
"2018-08-13 10:35:47Z","-34.5666","24.23075","258","12.9","Sat-AIS",
"2018-08-13 10:35:38Z","-34.56653","24.2314","259","12.9","Sat-AIS",
"2018-08-13 10:35:06Z","-34.56619","24.23363","260","13.1","Sat-AIS",
"2018-08-13 10:34:56Z","-34.5661","24.23437","259","13","Sat-AIS",
"2018-08-13 10:34:28Z","-34.5658","24.23638","259","13","Sat-AIS",
"2018-08-13 10:34:06Z","-34.56558","24.23798","259","13","Sat-AIS",
"2018-08-13 10:33:47Z","-34.56535","24.23935","260","13","Sat-AIS",
"2018-08-13 10:32:56Z","-34.56484","24.24303","259","13.1","Sat-AIS",
"2018-08-13 10:32:47Z","-34.56472","24.24368","260","13.1","Sat-AIS",
"2018-08-13 10:25:18Z","-34.56003","24.27602","261","12.9","Sat-AIS",
"2018-08-13 10:24:41Z","-34.55977","24.27817","260","12.9","Sat-AIS",
"2018-08-13 10:24:31Z","-34.55969","24.27888","260","12.8","Sat-AIS",
"2018-08-13 10:24:11Z","-34.5595","24.28023","261","12.8","Sat-AIS",
"2018-08-13 10:24:01Z","-34.55942","24.28095","260","12.8","Sat-AIS",
"2018-08-13 10:23:51Z","-34.55932","24.28167","260","12.7","Sat-AIS",
"2018-08-13 10:23:11Z","-34.55892","24.28455","259","12.7","Sat-AIS",
"2018-08-13 10:22:32Z","-34.55852","24.2873","258","12.6","Sat-AIS",
"2018-08-13 10:22:01Z","-34.55813","24.28945","257","12.6","Sat-AIS",
"2018-08-13 10:21:41Z","-34.55788","24.29083","257","12.5","Sat-AIS",
"2018-08-13 10:21:32Z","-34.55775","24.29147","257","12.6","Sat-AIS",
"2018-08-13 10:21:01Z","-34.55737","24.29352","256","12.5","Sat-AIS",
"2018-08-13 10:20:41Z","-34.5571","24.2949","254","12.5","Sat-AIS",
"2018-08-13 10:20:41Z","-34.5571","24.2949","254","12.5","Sat-AIS",
"2018-08-13 10:20:32Z","-34.55695","24.29557","255","12.4","Sat-AIS",
"2018-08-13 10:19:58Z","-34.55635","24.29828","254","12.3","Sat-AIS",
"2018-08-13 10:18:01Z","-34.5548","24.30568","255","12.2","Sat-AIS",
"2018-08-13 10:16:51Z","-34.55382","24.31027","255","12.1","Sat-AIS",
"2018-08-13 10:13:59Z","-34.55135","24.32197","254","11.9","Sat-AIS",
"2018-08-13 10:12:08Z","-34.5498","24.32915","254","11.9","Sat-AIS",
"2018-08-13 10:06:37Z","-34.54527","24.35052","256","11.8","Sat-AIS",
"2018-08-13 09:51:09Z","-34.53395","24.4059","257","10.3","Sat-AIS",
"2018-08-13 09:44:58Z","-34.53","24.42657","258","10.1","Sat-AIS",
"2018-08-13 09:39:48Z","-34.52663","24.44305","256","9.3","Sat-AIS",
"2018-08-13 09:37:19Z","-34.52519","24.45062","258","9","Sat-AIS",
"2018-08-13 09:32:18Z","-34.52257","24.46493","259","8.3","Sat-AIS",
"2018-08-13 09:32:18Z","-34.52257","24.46493","259","8.3","Sat-AIS",
"2018-08-13 09:14:38Z","-34.51347","24.51308","255","8.4","Sat-AIS",
"2018-08-13 09:09:28Z","-34.51058","24.52723","254","8.2","Sat-AIS",
"2018-08-13 09:08:57Z","-34.5103","24.52853","256","8.3","Sat-AIS",
"2018-08-13 09:07:57Z","-34.50977","24.53125","256","8.3","Sat-AIS",
"2018-08-13 09:07:29Z","-34.5095","24.53267","255","8.3","Sat-AIS",
"2018-08-13 09:07:28Z","-34.5095","24.53267","255","8.3","Sat-AIS",
"2018-08-13 09:05:16Z","-34.5083","24.53865","256","8.3","Sat-AIS",
"2018-08-13 09:04:37Z","-34.50795","24.54048","254","8.3","Sat-AIS",
"2018-08-13 09:04:27Z","-34.50783","24.54095","255","8.3","Sat-AIS",
"2018-08-13 09:04:26Z","-34.50783","24.54095","255","8.3","Sat-AIS",
"2018-08-13 09:03:07Z","-34.50707","24.54453","255","8.3","Sat-AIS",
"2018-08-13 09:02:27Z","-34.50667","24.54635","256","8.3","Sat-AIS",
"2018-08-13 09:01:37Z","-34.50623","24.54858","257","8.4","Sat-AIS",
"2018-08-13 09:01:26Z","-34.50613","24.54908","257","8.3","Sat-AIS",
"2018-08-13 09:01:16Z","-34.50605","24.54955","258","8.3","Sat-AIS",
"2018-08-13 09:01:07Z","-34.50597","24.55","258","8.3","Sat-AIS",
"2018-08-13 09:00:56Z","-34.5059","24.55045","258","8.3","Sat-AIS",
"2018-08-13 09:00:46Z","-34.5058","24.55088","258","8.3","Sat-AIS",
"2018-08-13 09:00:37Z","-34.50573","24.55128","257","8.3","Sat-AIS",
"2018-08-13 09:00:26Z","-34.50565","24.5518","257","8.3","Sat-AIS",
"2018-08-13 08:59:56Z","-34.50538","24.55315","256","8.3","Sat-AIS",
"2018-08-13 08:59:46Z","-34.50532","24.55363","256","8.3","Sat-AIS",
"2018-08-13 08:59:46Z","-34.50532","24.55363","256","8.3","Sat-AIS",
"2018-08-13 08:59:37Z","-34.50523","24.5541","256","8.3","Sat-AIS",
"2018-08-13 08:59:26Z","-34.50514","24.55457","256","8.3","Sat-AIS",
"2018-08-13 08:59:17Z","-34.50505","24.55497","255","8.3","Sat-AIS",
"2018-08-13 08:59:07Z","-34.50495","24.55545","255","8.4","Sat-AIS",
"2018-08-13 08:58:56Z","-34.50485","24.5559","256","8.4","Sat-AIS",
"2018-08-13 08:58:47Z","-34.50475","24.55637","257","8.4","Sat-AIS",
"2018-08-13 08:58:37Z","-34.50468","24.55683","255","8.4","Sat-AIS",
"2018-08-13 08:58:26Z","-34.50458","24.55733","255","8.4","Sat-AIS",
"2018-08-13 08:58:06Z","-34.50438","24.55823","256","8.4","Sat-AIS",
"2018-08-13 08:57:56Z","-34.5043","24.55863","255","8.4","Sat-AIS",
"2018-08-13 08:57:47Z","-34.50422","24.55908","255","8.4","Sat-AIS",
"2018-08-13 08:57:37Z","-34.50414","24.55957","256","8.4","Sat-AIS",
"2018-08-13 08:57:08Z","-34.50385","24.56097","256","8.4","Sat-AIS",
"2018-08-13 08:57:06Z","-34.50385","24.56097","256","8.4","Sat-AIS",
"2018-08-13 08:56:56Z","-34.50377","24.56145","257","8.5","Sat-AIS",
"2018-08-13 08:56:47Z","-34.50367","24.56192","256","8.4","Sat-AIS",
"2018-08-13 08:37:48Z","-34.49322","24.61507","257","8.5","Sat-AIS",
"2018-08-13 08:37:19Z","-34.49295","24.61647","257","8.5","Sat-AIS",
"2018-08-13 08:37:17Z","-34.49295","24.61647","257","8.5","Sat-AIS",
"2018-08-13 08:37:17Z","-34.49295","24.61647","257","8.5","Sat-AIS",
"2018-08-13 08:37:17Z","-34.49295","24.61647","257","8.5","Sat-AIS",
"2018-08-13 08:37:17Z","-34.49295","24.61647","257","8.5","Sat-AIS",
"2018-08-13 08:36:37Z","-34.49262","24.61832","257","8.5","Sat-AIS",
"2018-08-13 08:36:19Z","-34.49243","24.61925","258","8.4","Sat-AIS",
"2018-08-13 08:36:17Z","-34.49243","24.61925","258","8.4","Sat-AIS",
"2018-08-13 08:35:38Z","-34.49212","24.62105","259","8.5","Sat-AIS",
"2018-08-13 08:35:17Z","-34.49198","24.62205","258","8.5","Sat-AIS",
"2018-08-13 08:34:48Z","-34.49173","24.62345","260","8.5","Sat-AIS",
"2018-08-13 08:34:47Z","-34.49173","24.62345","260","8.5","Sat-AIS",
"2018-08-13 08:34:47Z","-34.49173","24.62345","260","8.5","Sat-AIS",
"2018-08-13 08:33:58Z","-34.49132","24.6258","256","8.5","Sat-AIS",
"2018-08-13 08:33:57Z","-34.49132","24.6258","256","8.5","Sat-AIS",
"2018-08-13 08:33:47Z","-34.49123","24.62627","255","8.5","Sat-AIS",
"2018-08-13 08:33:47Z","-34.49123","24.62627","255","8.5","Sat-AIS",
"2018-08-13 08:33:27Z","-34.49105","24.6272","256","8.5","Sat-AIS",
"2018-08-13 08:33:08Z","-34.49087","24.62807","254","8.6","Sat-AIS",
"2018-08-13 08:33:08Z","-34.49087","24.62807","254","8.6","Sat-AIS",
"2018-08-13 08:32:58Z","-34.49077","24.6286","255","8.5","Sat-AIS",
"2018-08-13 08:32:57Z","-34.49077","24.6286","255","8.5","Sat-AIS",
"2018-08-13 08:32:57Z","-34.49077","24.6286","255","8.5","Sat-AIS",
"2018-08-13 08:32:17Z","-34.49038","24.63047","256","8.6","Sat-AIS",
"2018-08-13 08:32:08Z","-34.49027","24.63095","257","8.5","Sat-AIS",
"2018-08-13 08:32:08Z","-34.49027","24.63095","257","8.5","Sat-AIS",
"2018-08-13 08:32:08Z","-34.49027","24.63095","257","8.5","Sat-AIS",
"2018-08-13 08:31:58Z","-34.49019","24.63142","256","8.5","Sat-AIS",
"2018-08-13 08:31:57Z","-34.49019","24.63142","256","8.5","Sat-AIS",
"2018-08-13 08:31:57Z","-34.49019","24.63142","256","8.5","Sat-AIS",
"2018-08-13 08:31:08Z","-34.48975","24.6337","257","8.5","Sat-AIS",
"2018-08-13 08:31:08Z","-34.48975","24.6337","257","8.5","Sat-AIS",
"2018-08-13 08:30:58Z","-34.48965","24.6342","258","8.5","Sat-AIS",
"2018-08-13 08:30:58Z","-34.48965","24.6342","258","8.5","Sat-AIS",
"2018-08-13 08:30:58Z","-34.48965","24.6342","258","8.5","Sat-AIS",
"2018-08-13 08:30:58Z","-34.48965","24.6342","258","8.5","Sat-AIS",
"2018-08-13 08:30:57Z","-34.48965","24.6342","258","8.5","Sat-AIS",
"2018-08-13 08:30:57Z","-34.48965","24.6342","258","8.5","Sat-AIS",
"2018-08-13 08:30:48Z","-34.48957","24.63467","259","8.5","Sat-AIS",
"2018-08-13 08:30:47Z","-34.48957","24.63467","259","8.5","Sat-AIS",
"2018-08-13 08:30:47Z","-34.48957","24.63467","259","8.5","Sat-AIS",
"2018-08-13 08:30:38Z","-34.48952","24.63508","258","8.5","Sat-AIS",
"2018-08-13 08:30:37Z","-34.48952","24.63508","258","8.5","Sat-AIS",
"2018-08-13 08:30:27Z","-34.48943","24.6356","258","8.5","Sat-AIS",
"2018-08-13 08:30:27Z","-34.48943","24.6356","258","8.5","Sat-AIS",
"2018-08-13 08:30:16Z","-34.48935","24.63607","258","8.5","Sat-AIS",
"2018-08-13 08:30:16Z","-34.48935","24.63607","258","8.5","Sat-AIS",
"2018-08-13 08:29:57Z","-34.4892","24.63695","260","8.5","Sat-AIS",
"2018-08-13 08:29:57Z","-34.4892","24.63695","260","8.5","Sat-AIS",
"2018-08-13 08:29:48Z","-34.48912","24.63747","260","8.5","Sat-AIS",
"2018-08-13 08:29:48Z","-34.48912","24.63747","260","8.5","Sat-AIS",
"2018-08-13 08:29:48Z","-34.48912","24.63747","260","8.5","Sat-AIS",
"2018-08-13 08:29:38Z","-34.48905","24.63795","259","8.5","Sat-AIS",
"2018-08-13 08:29:37Z","-34.48905","24.63795","259","8.5","Sat-AIS",
"2018-08-13 08:29:18Z","-34.4889","24.63893","259","8.5","Sat-AIS",
"2018-08-13 08:28:17Z","-34.48848","24.64177","260","8.5","Sat-AIS",
"2018-08-13 08:23:08Z","-34.48583","24.65605","255","8.3","Sat-AIS",
"2018-08-13 08:04:37Z","-34.47477","24.70738","254","8.5","Sat-AIS",
"2018-08-13 08:01:29Z","-34.47292","24.7161","256","8.4","Sat-AIS",
"2018-08-13 07:56:38Z","-34.4702","24.72935","257","8.5","Sat-AIS",
"2018-08-13 07:53:39Z","-34.46833","24.73768","254","8.5","Sat-AIS",
"2018-08-13 07:48:29Z","-34.46537","24.75205","256","8.5","Sat-AIS",
"2018-08-13 07:28:38Z","-34.45438","24.80655","254","8.3","Sat-AIS",
"2018-08-13 07:22:08Z","-34.451","24.82432","256","8.2","Sat-AIS",
"2018-08-13 07:19:29Z","-34.4495","24.83145","255","8.2","Sat-AIS",
"2018-08-13 07:02:36Z","-34.44088","24.8763","257","8.1","Sat-AIS",
"2018-08-13 07:02:35Z","-34.44088","24.8763","257","8.1","Sat-AIS",
"2018-08-13 07:00:06Z","-34.43955","24.88302","256","8.1","Sat-AIS",
"2018-08-13 07:00:05Z","-34.43955","24.88302","256","8.1","Sat-AIS",
"2018-08-13 06:59:57Z","-34.43948","24.88337","257","8","Sat-AIS",
"2018-08-13 06:59:57Z","-34.43948","24.88337","257","8","Sat-AIS",
"2018-08-13 06:59:56Z","-34.43948","24.88337","257","8","Sat-AIS",
"2018-08-13 06:59:56Z","-34.43948","24.88337","257","8","Sat-AIS",
"2018-08-13 06:59:56Z","-34.43948","24.88337","257","8","Sat-AIS",
"2018-08-13 06:59:56Z","-34.43948","24.88337","257","8","Sat-AIS",
"2018-08-13 06:59:56Z","-34.43948","24.88337","257","8","Sat-AIS",
"2018-08-13 06:59:56Z","-34.43948","24.88337","257","8","Sat-AIS",
"2018-08-13 06:59:56Z","-34.43948","24.88337","257","8","Sat-AIS",
"2018-08-13 06:59:56Z","-34.43948","24.88337","257","8","Sat-AIS",
"2018-08-13 06:59:08Z","-34.43903","24.88565","257","8","Sat-AIS",
"2018-08-13 06:59:05Z","-34.43903","24.88565","257","8","Sat-AIS",
"2018-08-13 06:58:36Z","-34.43877","24.88697","256","8","Sat-AIS",
"2018-08-13 06:58:35Z","-34.43877","24.88697","256","8","Sat-AIS",
"2018-08-13 06:57:45Z","-34.43837","24.88917","257","8","Sat-AIS",
"2018-08-13 06:57:45Z","-34.43837","24.88917","257","8","Sat-AIS",
"2018-08-13 06:57:35Z","-34.43828","24.88955","258","8","Sat-AIS",
